sample_period,decision_rule,model,probability_column,bin_index,bin_lower,bin_upper,observations,mean_probability,empirical_frequency,absolute_calibration_gap
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,2,0.2,0.3,30,0.24613446622497642,0.16666666666666666,0.07946779955830977
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,3,0.3,0.4,25,0.3450501806316452,0.48,0.13494981936835476
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,4,0.4,0.5,9,0.4326827570785561,0.5555555555555556,0.1228727984769995
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,5,0.5,0.6,2,0.5392890920554855,1.0,0.4607109079445145
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,6,0.6,0.7,0,,,
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,7,0.7,0.8,1,0.7004830917874396,1.0,0.2995169082125604
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,8,0.8,0.9,0,,,
out_of_sample_validation,6h_prior,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,0,0.0,0.1,207,0.021230806713055828,0.00966183574879227,0.011568970964263557
out_of_sample_validation,event_day_open,gp,gp_event_probability,1,0.1,0.2,55,0.15214012839569033,0.12727272727272726,0.024867401122963068
out_of_sample_validation,event_day_open,gp,gp_event_probability,2,0.2,0.3,67,0.24687038764792285,0.29850746268656714,0.05163707503864429
out_of_sample_validation,event_day_open,gp,gp_event_probability,3,0.3,0.4,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,4,0.4,0.5,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,5,0.5,0.6,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,6,0.6,0.7,1,0.6971999762236327,1.0,0.3028000237763673
out_of_sample_validation,event_day_open,gp,gp_event_probability,7,0.7,0.8,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,8,0.8,0.9,0,,,
out_of_sample_validation,event_day_open,gp,gp_event_probability,9,0.9,1.0,0,,,
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,0,0.0,0.1,238,0.014728991596638657,0.008403361344537815,0.006325630252100842
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,1,0.1,0.2,24,0.1605208333333333,0.08333333333333333,0.07718749999999998
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,2,0.2,0.3,23,0.2573913043478261,0.17391304347826086,0.08347826086956522
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,3,0.3,0.4,29,0.34793103448275864,0.4482758620689655,0.10034482758620689
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,4,0.4,0.5,12,0.43333333333333335,0.5,0.06666666666666665
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,5,0.5,0.6,3,0.5549999999999999,0.6666666666666666,0.11166666666666669
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,6,0.6,0.7,0,,,
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,7,0.7,0.8,1,0.795,1.0,0.20499999999999996
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,8,0.8,0.9,0,,,
out_of_sample_validation,event_day_open,market_raw,market_probability_raw,9,0.9,1.0,0,,,
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,0,0.0,0.1,238,0.014279241849864403,0.008403361344537815,0.005875880505326588
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,1,0.1,0.2,25,0.1550829575892885,0.08,0.0750829575892885
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,2,0.2,0.3,27,0.2583386031994463,0.18518518518518517,0.07315341801426112
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,3,0.3,0.4,29,0.35239245120148754,0.4827586206896552,0.13036616948816765
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,4,0.4,0.5,6,0.4421229947565382,0.5,0.05787700524346179
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,5,0.5,0.6,4,0.5249247619408014,0.75,0.2250752380591986
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,6,0.6,0.7,0,,,
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,7,0.7,0.8,1,0.7775061124694377,1.0,0.22249388753056232
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,8,0.8,0.9,0,,,
out_of_sample_validation,event_day_open,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
out_of_sample_validation,all_rules,gp,gp_event_probability,0,0.0,0.1,767,0.022813914681452635,0.00651890482398957,0.016295009857463065
out_of_sample_validation,all_rules,gp,gp_event_probability,1,0.1,0.2,238,0.1505797542770416,0.12184873949579832,0.028731014781243278
out_of_sample_validation,all_rules,gp,gp_event_probability,2,0.2,0.3,244,0.23710719638142366,0.3114754098360656,0.07436821345464192
out_of_sample_validation,all_rules,gp,gp_event_probability,3,0.3,0.4,1,0.3400920278708316,0.0,0.3400920278708316
out_of_sample_validation,all_rules,gp,gp_event_probability,4,0.4,0.5,1,0.4685891152171456,1.0,0.5314108847828545
out_of_sample_validation,all_rules,gp,gp_event_probability,5,0.5,0.6,0,,,
out_of_sample_validation,all_rules,gp,gp_event_probability,6,0.6,0.7,3,0.6669696204115105,1.0,0.33303037958848947
out_of_sample_validation,all_rules,gp,gp_event_probability,7,0.7,0.8,0,,,
out_of_sample_validation,all_rules,gp,gp_event_probability,8,0.8,0.9,0,,,
out_of_sample_validation,all_rules,gp,gp_event_probability,9,0.9,1.0,0,,,
out_of_sample_validation,all_rules,market_raw,market_probability_raw,0,0.0,0.1,880,0.016130113636363637,0.003409090909090909,0.012721022727272728
out_of_sample_validation,all_rules,market_raw,market_probability_raw,1,0.1,0.2,115,0.1511217391304348,0.10434782608695652,0.04677391304347829
out_of_sample_validation,all_rules,market_raw,market_probability_raw,2,0.2,0.3,101,0.2504950495049505,0.1485148514851485,0.10198019801980199
out_of_sample_validation,all_rules,market_raw,market_probability_raw,3,0.3,0.4,104,0.3411538461538462,0.5576923076923077,0.2165384615384615
out_of_sample_validation,all_rules,market_raw,market_probability_raw,4,0.4,0.5,44,0.43511363636363637,0.38636363636363635,0.048750000000000016
out_of_sample_validation,all_rules,market_raw,market_probability_raw,5,0.5,0.6,7,0.5535714285714286,0.8571428571428571,0.3035714285714285
out_of_sample_validation,all_rules,market_raw,market_probability_raw,6,0.6,0.7,1,0.615,1.0,0.385
out_of_sample_validation,all_rules,market_raw,market_probability_raw,7,0.7,0.8,2,0.76,1.0,0.24
out_of_sample_validation,all_rules,market_raw,market_probability_raw,8,0.8,0.9,0,,,
out_of_sample_validation,all_rules,market_raw,market_probability_raw,9,0.9,1.0,0,,,
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,0,0.0,0.1,885,0.016138803512636146,0.003389830508474576,0.012748973004161569
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,1,0.1,0.2,115,0.1505468573812655,0.10434782608695652,0.04619903129430898
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,2,0.2,0.3,117,0.25466022369420427,0.21367521367521367,0.0409850100189906
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,3,0.3,0.4,95,0.34618872558464947,0.5578947368421052,0.21170601125745575
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,4,0.4,0.5,32,0.43426192746772085,0.375,0.059261927467720854
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,5,0.5,0.6,8,0.5433405383104917,0.875,0.33165946168950833
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,6,0.6,0.7,0,,,
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,7,0.7,0.8,2,0.7389946021284386,1.0,0.2610053978715614
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,8,0.8,0.9,0,,,
out_of_sample_validation,all_rules,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
all_period,24h_prior,gp,gp_event_probability,0,0.0,0.1,548,0.019829572218751448,0.005474452554744526,0.014355119664006922
all_period,24h_prior,gp,gp_event_probability,1,0.1,0.2,179,0.1504492521793655,0.1340782122905028,0.01637103988886271
all_period,24h_prior,gp,gp_event_probability,2,0.2,0.3,164,0.23355904953704704,0.2926829268292683,0.05912387729222124
all_period,24h_prior,gp,gp_event_probability,3,0.3,0.4,3,0.3257483306764518,0.3333333333333333,0.007585002656881501
all_period,24h_prior,gp,gp_event_probability,4,0.4,0.5,3,0.41454832142065273,0.6666666666666666,0.2521183452460139
all_period,24h_prior,gp,gp_event_probability,5,0.5,0.6,0,,,
all_period,24h_prior,gp,gp_event_probability,6,0.6,0.7,2,0.6714725107625203,1.0,0.32852748923747965
all_period,24h_prior,gp,gp_event_probability,7,0.7,0.8,2,0.7578876497611314,0.5,0.25788764976113143
all_period,24h_prior,gp,gp_event_probability,8,0.8,0.9,1,0.8196838826034263,1.0,0.18031611739657372
all_period,24h_prior,gp,gp_event_probability,9,0.9,1.0,0,,,
all_period,24h_prior,market_raw,market_probability_raw,0,0.0,0.1,615,0.01736178861788618,0.013008130081300813,0.004353658536585366
all_period,24h_prior,market_raw,market_probability_raw,1,0.1,0.2,87,0.14813218390804597,0.10344827586206896,0.04468390804597701
all_period,24h_prior,market_raw,market_probability_raw,2,0.2,0.3,86,0.2463953488372093,0.2441860465116279,0.0022093023255813915
all_period,24h_prior,market_raw,market_probability_raw,3,0.3,0.4,91,0.3432417582417583,0.38461538461538464,0.04137362637362635
all_period,24h_prior,market_raw,market_probability_raw,4,0.4,0.5,19,0.428421052631579,0.2631578947368421,0.1652631578947369
all_period,24h_prior,market_raw,market_probability_raw,5,0.5,0.6,2,0.5725,1.0,0.4275
all_period,24h_prior,market_raw,market_probability_raw,6,0.6,0.7,2,0.685,1.0,0.31499999999999995
all_period,24h_prior,market_raw,market_probability_raw,7,0.7,0.8,0,,,
all_period,24h_prior,market_raw,market_probability_raw,8,0.8,0.9,0,,,
all_period,24h_prior,market_raw,market_probability_raw,9,0.9,1.0,0,,,
all_period,24h_prior,market_normalised,market_probability_normalised,0,0.0,0.1,621,0.01716123971429297,0.01288244766505636,0.00427879204923661
all_period,24h_prior,market_normalised,market_probability_normalised,1,0.1,0.2,97,0.1516078172645453,0.13402061855670103,0.01758719870784428
all_period,24h_prior,market_normalised,market_probability_normalised,2,0.2,0.3,94,0.25406427594913494,0.2765957446808511,0.02253146873171613
all_period,24h_prior,market_normalised,market_probability_normalised,3,0.3,0.4,74,0.3411827250630983,0.3918918918918919,0.05070916682879356
all_period,24h_prior,market_normalised,market_probability_normalised,4,0.4,0.5,13,0.43009785302259645,0.23076923076923078,0.19932862225336567
all_period,24h_prior,market_normalised,market_probability_normalised,5,0.5,0.6,1,0.5730937348227294,1.0,0.4269062651772706
all_period,24h_prior,market_normalised,market_probability_normalised,6,0.6,0.7,2,0.6714912223793645,1.0,0.32850877762063546
all_period,24h_prior,market_normalised,market_probability_normalised,7,0.7,0.8,0,,,
all_period,24h_prior,market_normalised,market_probability_normalised,8,0.8,0.9,0,,,
all_period,24h_prior,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
all_period,12h_prior,gp,gp_event_probability,0,0.0,0.1,601,0.021470529758925123,0.008319467554076539,0.013151062204848584
all_period,12h_prior,gp,gp_event_probability,1,0.1,0.2,170,0.1518202907111843,0.1411764705882353,0.01064382012294901
all_period,12h_prior,gp,gp_event_probability,2,0.2,0.3,188,0.23724710820284414,0.2765957446808511,0.03934863647800693
all_period,12h_prior,gp,gp_event_probability,3,0.3,0.4,3,0.33475090091575527,0.6666666666666666,0.33191576575091136
all_period,12h_prior,gp,gp_event_probability,4,0.4,0.5,2,0.44727726130848267,0.5,0.052722738691517335
all_period,12h_prior,gp,gp_event_probability,5,0.5,0.6,1,0.5184245881646403,1.0,0.4815754118353597
all_period,12h_prior,gp,gp_event_probability,6,0.6,0.7,1,0.6410093325378934,1.0,0.3589906674621066
all_period,12h_prior,gp,gp_event_probability,7,0.7,0.8,1,0.7226596721109395,1.0,0.2773403278890605
all_period,12h_prior,gp,gp_event_probability,8,0.8,0.9,0,,,
all_period,12h_prior,gp,gp_event_probability,9,0.9,1.0,1,0.9034050336722346,1.0,0.09659496632776543
all_period,12h_prior,market_raw,market_probability_raw,0,0.0,0.1,663,0.015882352941176472,0.010558069381598794,0.005324283559577678
all_period,12h_prior,market_raw,market_probability_raw,1,0.1,0.2,106,0.14885377358490567,0.12264150943396226,0.02621226415094341
all_period,12h_prior,market_raw,market_probability_raw,2,0.2,0.3,75,0.25046666666666667,0.22666666666666666,0.023800000000000016
all_period,12h_prior,market_raw,market_probability_raw,3,0.3,0.4,87,0.3460919540229885,0.40229885057471265,0.05620689655172417
all_period,12h_prior,market_raw,market_probability_raw,4,0.4,0.5,33,0.4325757575757576,0.36363636363636365,0.06893939393939397
all_period,12h_prior,market_raw,market_probability_raw,5,0.5,0.6,0,,,
all_period,12h_prior,market_raw,market_probability_raw,6,0.6,0.7,2,0.6475,1.0,0.35250000000000004
all_period,12h_prior,market_raw,market_probability_raw,7,0.7,0.8,1,0.75,1.0,0.25
all_period,12h_prior,market_raw,market_probability_raw,8,0.8,0.9,1,0.82,1.0,0.18000000000000005
all_period,12h_prior,market_raw,market_probability_raw,9,0.9,1.0,0,,,
all_period,12h_prior,market_normalised,market_probability_normalised,0,0.0,0.1,672,0.016116683922848523,0.010416666666666666,0.005700017256181857
all_period,12h_prior,market_normalised,market_probability_normalised,1,0.1,0.2,108,0.14939958159601965,0.1388888888888889,0.010510692707130759
all_period,12h_prior,market_normalised,market_probability_normalised,2,0.2,0.3,85,0.2578260876354652,0.27058823529411763,0.012762147658652412
all_period,12h_prior,market_normalised,market_probability_normalised,3,0.3,0.4,76,0.3462287441246539,0.39473684210526316,0.04850809798060929
all_period,12h_prior,market_normalised,market_probability_normalised,4,0.4,0.5,23,0.43504582526660196,0.391304347826087,0.043741477440514986
all_period,12h_prior,market_normalised,market_probability_normalised,5,0.5,0.6,1,0.5953533397870281,1.0,0.4046466602129719
all_period,12h_prior,market_normalised,market_probability_normalised,6,0.6,0.7,1,0.6608357628765793,1.0,0.3391642371234207
all_period,12h_prior,market_normalised,market_probability_normalised,7,0.7,0.8,1,0.7317073170731708,1.0,0.2682926829268292
all_period,12h_prior,market_normalised,market_probability_normalised,8,0.8,0.9,1,0.8118811881188118,1.0,0.18811881188118817
all_period,12h_prior,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
all_period,6h_prior,gp,gp_event_probability,0,0.0,0.1,591,0.020202643154287825,0.005076142131979695,0.01512650102230813
all_period,6h_prior,gp,gp_event_probability,1,0.1,0.2,176,0.15054315134627805,0.1534090909090909,0.0028659395628128637
all_period,6h_prior,gp,gp_event_probability,2,0.2,0.3,179,0.23796480680035784,0.2849162011173184,0.046951394316960576
all_period,6h_prior,gp,gp_event_probability,3,0.3,0.4,4,0.3657173558382165,0.0,0.3657173558382165
all_period,6h_prior,gp,gp_event_probability,4,0.4,0.5,2,0.4413858251062862,1.0,0.5586141748937138
all_period,6h_prior,gp,gp_event_probability,5,0.5,0.6,1,0.5819827764500157,0.0,0.5819827764500157
all_period,6h_prior,gp,gp_event_probability,6,0.6,0.7,1,0.6425649653260646,1.0,0.35743503467393545
all_period,6h_prior,gp,gp_event_probability,7,0.7,0.8,2,0.769771670388555,1.0,0.23022832961144502
all_period,6h_prior,gp,gp_event_probability,8,0.8,0.9,1,0.8592106854882431,1.0,0.1407893145117569
all_period,6h_prior,gp,gp_event_probability,9,0.9,1.0,0,,,
all_period,6h_prior,market_raw,market_probability_raw,0,0.0,0.1,676,0.013585059171597634,0.011834319526627219,0.001750739644970415
all_period,6h_prior,market_raw,market_probability_raw,1,0.1,0.2,78,0.1379102564102564,0.16666666666666666,0.028756410256410264
all_period,6h_prior,market_raw,market_probability_raw,2,0.2,0.3,74,0.24311486486486483,0.16216216216216217,0.08095270270270266
all_period,6h_prior,market_raw,market_probability_raw,3,0.3,0.4,80,0.35143749999999996,0.3625,0.01106250000000003
all_period,6h_prior,market_raw,market_probability_raw,4,0.4,0.5,35,0.43871428571428567,0.42857142857142855,0.01014285714285712
all_period,6h_prior,market_raw,market_probability_raw,5,0.5,0.6,7,0.5399999999999999,0.5714285714285714,0.03142857142857147
all_period,6h_prior,market_raw,market_probability_raw,6,0.6,0.7,3,0.618,0.6666666666666666,0.048666666666666636
all_period,6h_prior,market_raw,market_probability_raw,7,0.7,0.8,2,0.735,1.0,0.265
all_period,6h_prior,market_raw,market_probability_raw,8,0.8,0.9,2,0.81,1.0,0.18999999999999995
all_period,6h_prior,market_raw,market_probability_raw,9,0.9,1.0,0,,,
all_period,6h_prior,market_normalised,market_probability_normalised,0,0.0,0.1,682,0.01385753918815581,0.011730205278592375,0.0021273339095634353
all_period,6h_prior,market_normalised,market_probability_normalised,1,0.1,0.2,79,0.1402701792089152,0.16455696202531644,0.02428678281640123
all_period,6h_prior,market_normalised,market_probability_normalised,2,0.2,0.3,75,0.24427029389327198,0.2,0.04427029389327197
all_period,6h_prior,market_normalised,market_probability_normalised,3,0.3,0.4,81,0.3492595011310033,0.35802469135802467,0.00876519022702138
all_period,6h_prior,market_normalised,market_probability_normalised,4,0.4,0.5,28,0.44062008422257365,0.4642857142857143,0.023665630063140652
all_period,6h_prior,market_normalised,market_probability_normalised,5,0.5,0.6,7,0.555420409859275,0.5714285714285714,0.01600816156929641
all_period,6h_prior,market_normalised,market_probability_normalised,6,0.6,0.7,1,0.6116360019890601,1.0,0.3883639980109399
all_period,6h_prior,market_normalised,market_probability_normalised,7,0.7,0.8,3,0.7374834552913675,1.0,0.2625165447086325
all_period,6h_prior,market_normalised,market_probability_normalised,8,0.8,0.9,1,0.8081308874566188,1.0,0.19186911254338124
all_period,6h_prior,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
all_period,event_day_open,gp,gp_event_probability,0,0.0,0.1,646,0.0182120289501382,0.009287925696594427,0.008924103253543772
all_period,event_day_open,gp,gp_event_probability,1,0.1,0.2,158,0.14989195780937084,0.12025316455696203,0.029638793252408813
all_period,event_day_open,gp,gp_event_probability,2,0.2,0.3,207,0.24848137977969004,0.2898550724637681,0.04137369268407809
all_period,event_day_open,gp,gp_event_probability,3,0.3,0.4,5,0.3279887956525033,0.4,0.07201120434749675
all_period,event_day_open,gp,gp_event_probability,4,0.4,0.5,2,0.4348848494380078,0.5,0.06511515056199219
all_period,event_day_open,gp,gp_event_probability,5,0.5,0.6,1,0.5793934621150247,1.0,0.42060653788497526
all_period,event_day_open,gp,gp_event_probability,6,0.6,0.7,2,0.6603883984780385,1.0,0.33961160152196146
all_period,event_day_open,gp,gp_event_probability,7,0.7,0.8,0,,,
all_period,event_day_open,gp,gp_event_probability,8,0.8,0.9,2,0.8532852068623115,1.0,0.14671479313768854
all_period,event_day_open,gp,gp_event_probability,9,0.9,1.0,0,,,
all_period,event_day_open,market_raw,market_probability_raw,0,0.0,0.1,739,0.012292963464140733,0.012178619756427604,0.00011434370771312881
all_period,event_day_open,market_raw,market_probability_raw,1,0.1,0.2,78,0.14653846153846153,0.1794871794871795,0.032948717948717954
all_period,event_day_open,market_raw,market_probability_raw,2,0.2,0.3,65,0.24730769230769228,0.26153846153846155,0.014230769230769269
all_period,event_day_open,market_raw,market_probability_raw,3,0.3,0.4,66,0.35340909090909095,0.3181818181818182,0.035227272727272774
all_period,event_day_open,market_raw,market_probability_raw,4,0.4,0.5,54,0.4339814814814815,0.37037037037037035,0.06361111111111117
all_period,event_day_open,market_raw,market_probability_raw,5,0.5,0.6,10,0.5501,0.4,0.1501
all_period,event_day_open,market_raw,market_probability_raw,6,0.6,0.7,5,0.635,0.4,0.235
all_period,event_day_open,market_raw,market_probability_raw,7,0.7,0.8,4,0.756,1.0,0.244
all_period,event_day_open,market_raw,market_probability_raw,8,0.8,0.9,2,0.86,1.0,0.14
all_period,event_day_open,market_raw,market_probability_raw,9,0.9,1.0,0,,,
all_period,event_day_open,market_normalised,market_probability_normalised,0,0.0,0.1,742,0.012221129530872144,0.012129380053908356,9.174947696378825e-05
all_period,event_day_open,market_normalised,market_probability_normalised,1,0.1,0.2,83,0.1468646521454598,0.18072289156626506,0.033858239420805264
all_period,event_day_open,market_normalised,market_probability_normalised,2,0.2,0.3,66,0.24977833399180835,0.25757575757575757,0.00779742358394922
all_period,event_day_open,market_normalised,market_probability_normalised,3,0.3,0.4,78,0.3552459214624566,0.34615384615384615,0.009092075308610448
all_period,event_day_open,market_normalised,market_probability_normalised,4,0.4,0.5,33,0.4390365491677962,0.3939393939393939,0.0450971552284023
all_period,event_day_open,market_normalised,market_probability_normalised,5,0.5,0.6,11,0.5341115865845332,0.36363636363636365,0.17047522294816952
all_period,event_day_open,market_normalised,market_probability_normalised,6,0.6,0.7,4,0.6428003588997012,0.5,0.14280035889970122
all_period,event_day_open,market_normalised,market_probability_normalised,7,0.7,0.8,4,0.7307649996087863,1.0,0.26923500039121373
all_period,event_day_open,market_normalised,market_probability_normalised,8,0.8,0.9,2,0.8449544167438214,1.0,0.15504558325617857
all_period,event_day_open,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
all_period,all_rules,gp,gp_event_probability,0,0.0,0.1,2386,0.019897370815994624,0.007124895222129086,0.012772475593865538
all_period,all_rules,gp,gp_event_probability,1,0.1,0.2,683,0.15068578262347476,0.1376281112737921,0.013057671349682665
all_period,all_rules,gp,gp_event_probability,2,0.2,0.3,738,0.23975269173153158,0.2859078590785908,0.04615516734705921
all_period,all_rules,gp,gp_event_probability,3,0.3,0.4,15,0.33895407309280023,0.3333333333333333,0.0056207397594669195
all_period,all_rules,gp,gp_event_probability,4,0.4,0.5,9,0.43230453732972346,0.6666666666666666,0.23436212933694317
all_period,all_rules,gp,gp_event_probability,5,0.5,0.6,3,0.5599336089098935,0.6666666666666666,0.10673305775677311
all_period,all_rules,gp,gp_event_probability,6,0.6,0.7,6,0.6578826860575125,1.0,0.34211731394248746
all_period,all_rules,gp,gp_event_probability,7,0.7,0.8,5,0.7555956624820623,0.8,0.04440433751793771
all_period,all_rules,gp,gp_event_probability,8,0.8,0.9,4,0.846366245454073,1.0,0.15363375454592698
all_period,all_rules,gp,gp_event_probability,9,0.9,1.0,1,0.9034050336722346,1.0,0.09659496632776543
all_period,all_rules,market_raw,market_probability_raw,0,0.0,0.1,2693,0.014658559227627183,0.01188265874489417,0.002775900482733013
all_period,all_rules,market_raw,market_probability_raw,1,0.1,0.2,349,0.14571060171919772,0.14040114613180515,0.00530945558739257
all_period,all_rules,market_raw,market_probability_raw,2,0.2,0.3,300,0.24680166666666664,0.22333333333333333,0.023468333333333313
all_period,all_rules,market_raw,market_probability_raw,3,0.3,0.4,324,0.34810185185185183,0.37037037037037035,0.02226851851851852
all_period,all_rules,market_raw,market_probability_raw,4,0.4,0.5,141,0.4340780141843972,0.36879432624113473,0.06528368794326245
all_period,all_rules,market_raw,market_probability_raw,5,0.5,0.6,19,0.5487368421052632,0.5263157894736842,0.022421052631579008
all_period,all_rules,market_raw,market_probability_raw,6,0.6,0.7,12,0.6411666666666668,0.6666666666666666,0.025499999999999856
all_period,all_rules,market_raw,market_probability_raw,7,0.7,0.8,7,0.7491428571428571,1.0,0.2508571428571429
all_period,all_rules,market_raw,market_probability_raw,8,0.8,0.9,5,0.8320000000000001,1.0,0.16799999999999993
all_period,all_rules,market_raw,market_probability_raw,9,0.9,1.0,0,,,
all_period,all_rules,market_normalised,market_probability_normalised,0,0.0,0.1,2717,0.01472449808500535,0.011777695988222304,0.002946802096783047
all_period,all_rules,market_normalised,market_probability_normalised,1,0.1,0.2,367,0.14744475033408305,0.15258855585831063,0.005143805524227579
all_period,all_rules,market_normalised,market_probability_normalised,2,0.2,0.3,320,0.25188406710527494,0.253125,0.0012409328947250442
all_period,all_rules,market_normalised,market_probability_normalised,3,0.3,0.4,309,0.34809096334571477,0.37216828478964403,0.024077321443929267
all_period,all_rules,market_normalised,market_probability_normalised,4,0.4,0.5,97,0.4373494283628344,0.3917525773195876,0.04559685104324679
all_period,all_rules,market_normalised,market_probability_normalised,5,0.5,0.6,20,0.5465808698027274,0.5,0.046580869802727354
all_period,all_rules,market_normalised,market_probability_normalised,6,0.6,0.7,8,0.6483319556528966,0.75,0.10166804434710341
all_period,all_rules,market_normalised,market_probability_normalised,7,0.7,0.8,8,0.7334022101728024,1.0,0.2665977898271976
all_period,all_rules,market_normalised,market_probability_normalised,8,0.8,0.9,4,0.8274802272657683,1.0,0.1725197727342317
all_period,all_rules,market_normalised,market_probability_normalised,9,0.9,1.0,0,,,
