path,price_column,date_column,rule_column,format,matching_strategy,candidate_valid_rows,matched_rows,matched_date_rule_books,complete_books,complete_dates,path_bonus,selected,status
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_exact_common_support_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,3300,3300,352.0,267,76,35,False,evaluated
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_exact_common_support_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,3300,3300,352.0,267,76,35,False,evaluated
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,3588,3300,352.0,267,76,35,False,evaluated
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,3588,3300,352.0,267,76,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,3281,3281,347.0,267,76,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,3281,3281,347.0,267,76,35,False,evaluated
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,3281,3281,347.0,267,76,35,False,evaluated
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,3281,3281,347.0,267,76,35,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,raw_price_value,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,raw_price_value,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,p_market,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,p_market,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,raw_price_value,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,raw_price_value,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,165,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,raw_price_value,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,raw_price_value,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,p_market,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,p_market,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,raw_price_value,event_date,decision_rule,long,normalised_event_label,2921,2635,241.0,236,67,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,raw_price_value,event_date,decision_rule,long,canonical_event_bounds,2921,2635,241.0,236,67,115,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,10164,1694,154.0,154,40,35,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,2323,2046,238.0,153,46,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,2323,2046,238.0,153,46,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,2323,2046,238.0,153,46,165,False,evaluated
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv.gz,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,2323,2046,238.0,153,46,165,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,2323,2046,238.0,153,46,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,2323,2046,238.0,153,46,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,2323,2046,238.0,153,46,115,False,evaluated
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv.gz,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,2323,2046,238.0,153,46,115,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/18_18xB_blind_trade_opportunity_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1265,115.0,115,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/18_18xB_blind_trade_opportunity_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1265,115.0,115,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/18_18xB_blind_trade_opportunity_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1265,115.0,115,40,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/18_18xB_blind_trade_opportunity_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1265,115.0,115,40,35,False,evaluated
data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1265,115.0,115,40,35,False,evaluated
data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1265,115.0,115,40,35,False,evaluated
data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1265,115.0,115,40,35,False,evaluated
data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1265,115.0,115,40,35,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_no_lookahead_decision_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,145,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,95,False,evaluated
data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_market_scoring_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,95,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/07_18s_expanded_exact_common_support_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,3889,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/07_18s_expanded_exact_common_support_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,3889,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/07_18s_expanded_exact_common_support_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,3300,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/07_18s_expanded_exact_common_support_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,3300,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,3850,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,3850,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,3281,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,3281,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,3850,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/08_18s_expanded_complete_book_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,contract_key_normalised_to_condition_id,3850,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,contract_key_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,10164,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,p_market_normalised,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1254,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,p_market,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,source_contract_id_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,contract_key_normalised_to_condition_id,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,normalised_event_label,1265,1254,114.0,114,30,35,False,evaluated
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,price_staleness_hours,event_date,decision_rule,long,canonical_event_bounds,1265,1254,114.0,114,30,35,False,evaluated
