target_date,decision_rule,decision_rule_order,decision_offset_hours,target_midnight_hkt,decision_time_hkt,decision_time_utc,selected_run_init_utc,selected_cycle_utc,selection_tier,selected_candidate_rank,run_age_hours_at_decision,issued_before_decision,hourly_rows,unique_local_hours,nonmissing_temperature_rows,hours_00_to_23,complete_local_day,forecast_daily_max_c,forecast_daily_min_c,forecast_daily_mean_c,support_available,cache_path,raw_source_origin,selection_rule,unsupported_reason
2024-03-23,event_day_open,4,0,2024-03-23T00:00:00+08:00,2024-03-23T00:00:00+08:00,2024-03-22T16:00:00+00:00,2024-03-22T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,26.8000000000,20.4000000000,23.1333333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240322_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-24,24h_prior,1,-24,2024-03-24T00:00:00+08:00,2024-03-23T00:00:00+08:00,2024-03-22T16:00:00+00:00,2024-03-22T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,27.3000000000,22.2000000000,23.9750000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240322_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-24,12h_prior,2,-12,2024-03-24T00:00:00+08:00,2024-03-23T12:00:00+08:00,2024-03-23T04:00:00+00:00,2024-03-22T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,27.3000000000,22.1000000000,23.9041666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240322_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-24,6h_prior,3,-6,2024-03-24T00:00:00+08:00,2024-03-23T18:00:00+08:00,2024-03-23T10:00:00+00:00,2024-03-23T00:00:00+00:00,0,core,1,10.000000,True,24,24,24,True,True,27.5000000000,22.1000000000,24.0791666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240323_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-24,event_day_open,4,0,2024-03-24T00:00:00+08:00,2024-03-24T00:00:00+08:00,2024-03-23T16:00:00+00:00,2024-03-23T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,27.5000000000,22.1000000000,24.0791666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240323_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-25,24h_prior,1,-24,2024-03-25T00:00:00+08:00,2024-03-24T00:00:00+08:00,2024-03-23T16:00:00+00:00,2024-03-23T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,27.2000000000,22.5000000000,24.0291666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240323_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-25,12h_prior,2,-12,2024-03-25T00:00:00+08:00,2024-03-24T12:00:00+08:00,2024-03-24T04:00:00+00:00,2024-03-23T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,27.8000000000,22.3000000000,24.1666666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240323_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-25,6h_prior,3,-6,2024-03-25T00:00:00+08:00,2024-03-24T18:00:00+08:00,2024-03-24T10:00:00+00:00,2024-03-24T00:00:00+00:00,0,core,1,10.000000,True,24,24,24,True,True,28.2000000000,22.0000000000,24.0583333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240324_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-25,event_day_open,4,0,2024-03-25T00:00:00+08:00,2024-03-25T00:00:00+08:00,2024-03-24T16:00:00+00:00,2024-03-24T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,28.2000000000,22.0000000000,24.0583333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240324_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-26,24h_prior,1,-24,2024-03-26T00:00:00+08:00,2024-03-25T00:00:00+08:00,2024-03-24T16:00:00+00:00,2024-03-24T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,29.2000000000,21.9000000000,24.5000000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240324_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
