strategy,model,baseline_total_pnl,local_plus_minus_0_25_min_pnl,local_plus_minus_0_25_max_pnl,local_sign_preserved,plus_minus_1_min_pnl,plus_minus_1_max_pnl,mean_local_position_jaccard,min_local_position_jaccard
fixed_settlement,matern32,2.451,2.281,2.527,True,-0.4725,0.5799999999999997,0.8869047619047619,0.8571428571428571
fixed_settlement,raw,0.3970000000000003,-1.689,1.5029999999999997,False,-2.099,3.399,0.6595588235294118,0.525
fixed_settlement,rbf,2.281,1.2185,2.527,True,-0.4475,0.5799999999999997,0.7261904761904762,0.6666666666666666
fixed_settlement,static,2.281,2.096,2.451,True,-0.6695,0.545,0.8660714285714286,0.8571428571428571
taec11,matern32,-5.355,-5.4495000000000005,-5.3675000000000015,True,-7.219000000000001,-4.842500000000001,0.8473732276728687,0.8463356973995272
taec11,raw,-6.261,-7.290500000000001,-5.774,True,-8.1265,-6.635,0.8808204356832785,0.830423940149626
taec11,rbf,-6.0335,-5.530500000000002,-5.224500000000001,True,-7.304,-4.4645,0.8321256038647343,0.8309178743961353
taec11,static,-5.349500000000001,-5.910000000000001,-5.1645,True,-7.427000000000001,-4.384000000000001,0.828907629402472,0.8284313725490197
