row_id,target_date,decision_rule,chronology_block,selected_model,selected_family,dispersion_scale,uniform_mixing_lambda,hko_daily_max_c,realised_event_index,realised_event_label,raw_realised_probability,regularised_realised_probability,raw_categorical_log_score,regularised_categorical_log_score,raw_log_score_finite,raw_multiclass_brier_score,regularised_multiclass_brier_score,brier_difference_regularised_minus_raw
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.4,10,31°C or higher,0.3939393939393939,0.3909090909090909,0.9315582040049435,0.9392802500988539,True,0.5046423834302622,0.5066909090909091,0.0020485256606468383
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.4,10,31°C or higher,0.4646464646464646,0.4609090909090908,0.766478453645495,0.7745544551952789,True,0.4099581675339252,0.41249090909090913,0.0025327415569839085
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.4,10,31°C or higher,0.4646464646464646,0.4609090909090908,0.766478453645495,0.7745544551952789,True,0.4099581675339252,0.41249090909090913,0.0025327415569839085
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.4,10,31°C or higher,0.4646464646464646,0.4609090909090908,0.766478453645495,0.7745544551952789,True,0.4099581675339252,0.41249090909090913,0.0025327415569839085
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,30.3,7,30°C,0.3232323232323232,0.3209090909090908,1.1293839473348635,1.1365974018531655,True,0.5648403224160801,0.5670909090909091,0.002250586674829025
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,30.3,7,30°C,0.202020202020202,0.2009090909090908,1.5993875765805992,1.6049027572687098,True,0.8119579634731149,0.811690909090909,-0.00026705438220586686
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,30.3,7,30°C,0.3232323232323232,0.3209090909090908,1.1293839473348635,1.1365974018531655,True,0.5664728088970513,0.568690909090909,0.0022181001938577083
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,30.3,7,30°C,0.2929292929292929,0.2909090909090908,1.227824020148116,1.23474446299269,True,0.6242220181614122,0.625890909090909,0.0016688909294968468
2026-05-24|12h_prior,2026-05-24,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.5,9,31°C,0.3131313131313131,0.3109090909090908,1.1611326456494437,1.168254721723857,True,0.6413631262116111,0.6422909090909092,0.0009277828792981779
2026-05-24|24h_prior,2026-05-24,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.5,9,31°C,0.2929292929292929,0.2909090909090908,1.227824020148116,1.23474446299269,True,0.6699316396286095,0.6706909090909092,0.0007592694622997609
2026-05-24|6h_prior,2026-05-24,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.5,9,31°C,0.3232323232323232,0.3209090909090908,1.1293839473348635,1.1365974018531655,True,0.6701357004387307,0.670290909090909,0.00015520865217832913
2026-05-24|event_day_open,2026-05-24,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,31.5,9,31°C,0.3232323232323232,0.3209090909090908,1.1293839473348635,1.1365974018531655,True,0.6370778491990614,0.6378909090909091,0.0008130598918476561
2026-05-25|12h_prior,2026-05-25,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,32.0,9,32°C,0.2424242424242424,0.2409090909090908,1.4170660197866445,1.4233356328002402,True,0.735027038057341,0.7354909090909092,0.00046387103356815285
2026-05-25|24h_prior,2026-05-25,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,32.0,9,32°C,0.2323232323232323,0.2309090909090908,1.4596256342054403,1.4657311917679259,True,0.7513519028670546,0.7516909090909092,0.0003390062238546321
2026-05-25|6h_prior,2026-05-25,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,0.01,32.0,9,32°C,0.2222222222222222,0.2209090909090909,1.5040773967762742,1.5100040154459136,True,0.7717579838791959,0.771890909090909,0.00013292521171304195
