source,role,rows,columns,best_date_column,distinct_dates,start_date,end_date,datetime_columns,temperature_columns,decision_rule_columns,all_columns
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xA_development_trading_selection/18xA_selected_development_book_panel.csv,other_weather_source,77,60,event_date,29,2026-04-15,2026-05-16,selected_price_timestamp_utc,hko_daily_max_c; forecast_daily_max_c,decision_rule; decision_rule_order,event_date; market_id; event_type; contract_event_type; lower_bound_c; upper_bound_c; bound_reference_c; condition_id; event_id; event_slug; market_slug; question; canonical_label; selected_yes_token_id; no_token_id; bound_reconstruction_applied; bound_reference_source; source_lower_bound_column; source_upper_bound_column; sample_block; source_block; contract_order; particle_count; p_model_uncalibrated; hko_daily_max_c; y_event_int; y_no_int; candidate_id; model_family; scope_type; scope_id; complexity_rank; decision_rule; decision_rule_order; development_fold; forecast_daily_max_c; predicted_residual_mean_c; predicted_residual_median_c; mapping_distribution; calibration_variant; date_balanced_selection_weight; probability_variant; p_model; particle_count_calibrated_mapping; p_particle_scaled; p_model_calibrated; calibration_scale_factor; calibration_uniform_smoothing; p_market; decision_cutoff_utc; selected_price_timestamp_utc; price_staleness_hours; complete_market_book; book_max_staleness_hours; edge; strategy_role; selected_threshold; trade_flag; primary_cost_per_share; net_pnl_primary_cost
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20c_catboost_oof_probability_panel.csv,other_weather_source,11220,19,event_date,22,2026-04-26,2026-05-21,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; p_market; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; cv_fold; feature_set; candidate_id; p_catboost_oof; brier_catboost_oof; log_catboost_oof; selected; overall_rank; selected_model
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20c_selected_model_benchmark_panel.csv,other_weather_source,4675,12,event_date,22,2026-04-26,2026-05-21,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; cv_fold; model; source_probability_column; probability; brier; log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_expanding_calibration_probability_panel.csv,other_weather_source,2123,25,event_date,22,2026-04-26,2026-05-21,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; p_market; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; cv_fold; feature_set; candidate_id; p_catboost_oof; brier_catboost_oof; log_catboost_oof; selected; overall_rank; selected_model; row_key; calibration_method; p_catboost_calibrated; brier_calibrated; log_calibrated; n_prior_calibration_dates
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20c_oof_date_level_score_panel.csv,other_weather_source,264,7,event_date,22,2026-04-26,2026-05-21,,,,feature_set; candidate_id; event_date; n_rows; outcome_rate; date_mean_brier; date_mean_log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20c_selected_model_benchmark_date_panel.csv,other_weather_source,110,4,event_date,22,2026-04-26,2026-05-21,,,,event_date; model; date_mean_brier; date_mean_log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_calibration_fit_inventory.csv,other_weather_source,50,7,event_date,22,2026-04-26,2026-05-21,,,,event_date; calibration_method; n_prior_calibration_dates; n_prior_rows; n_test_rows; prior_positive_count; prior_negative_count
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17l_hko_contract_rule_text_evidence.csv,other_weather_source,254,14,event_date,19,2021-04-01,2026-07-11,,,,event_date; event_slug; event_url; market_id; market_slug; outcome_label_text; threshold_k; final_certification_status; certification_reason; combined_rule_text_hash; raw_event_json_path; raw_market_json_path; raw_event_html_path; evidence_excerpt
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_common_support_model_probability_panel.csv,other_weather_source,2970,9,event_date,14,2026-05-04,2026-05-21,,,decision_rule,event_date; decision_rule; market_slug; target_y_event; contract_event_type_v2; model; probability; brier; log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_event_book_probability_panel.csv,other_weather_source,2970,19,event_date,14,2026-05-04,2026-05-21,,,decision_rule,event_date; decision_rule; market_slug; target_y_event; contract_event_type_v2; model; probability; brier; log_score; book_model; book_raw_probability; book_probability_sum; book_abs_probability_error; book_n_contracts; book_n_winners; book_complete_for_scoring; book_normalised_probability; categorical_log_component; multiclass_brier_component
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_selected_calibrated_probability_panel.csv,other_weather_source,594,26,event_date,14,2026-05-04,2026-05-21,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; p_market; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; cv_fold; feature_set; candidate_id; p_catboost_oof; brier_catboost_oof; log_catboost_oof; selected; overall_rank; selected_model; row_key; calibration_method; p_catboost_calibrated; brier_calibrated; log_calibrated; n_prior_calibration_dates; selected_calibration_method
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_event_book_metrics.csv,other_weather_source,270,10,event_date,14,2026-05-04,2026-05-21,,,decision_rule,book_model; event_date; decision_rule; n_contracts; n_winners; raw_probability_sum; abs_probability_error; complete_for_scoring; normalised_categorical_log_score; normalised_multiclass_brier
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20d_calibration_date_level_scores.csv,other_weather_source,42,5,event_date,14,2026-05-04,2026-05-21,,,,calibration_method; event_date; date_mean_brier; date_mean_log_score; worst_row_log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21c_21a_cost_staleness_trade_panel.csv,other_weather_source,165000,29,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; model; p_market; p_model; edge_model_minus_market; threshold; position; trade_indicator; yes_trade_indicator; no_trade_indicator; gross_pnl; net_pnl; absolute_edge; correct_direction; market_price_staleness_hours; gross_pnl_original; robustness_cost; staleness_rule; staleness_quantile; max_staleness_hours; unrestricted_staleness; passes_staleness_filter; robust_trade_indicator; robust_net_pnl
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21c_21b_cost_staleness_book_panel.csv,other_weather_source,30000,31,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; event_date; decision_rule; strategy; threshold; n_contracts; n_positions; stake_sum; selected_market_slug; selected_contract_event_type; selected_q_market; selected_q_model; selected_normalised_edge; selected_market_price_raw; selected_target; gross_pnl; net_pnl; winning_contract_selected; winning_contract_weight; mean_selected_normalised_edge; market_price_staleness_hours; gross_pnl_original; robustness_cost; staleness_rule; staleness_quantile; max_staleness_hours; unrestricted_staleness; active_book; passes_staleness_filter; robust_active_book; robust_net_pnl
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21b_full_event_book_allocation_panel.csv,other_weather_source,8800,22,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; model; p_market_raw; p_model_raw; q_market; q_model; normalised_edge; absolute_normalised_edge; market_probability_sum_raw; model_probability_sum_raw; book_n_contracts; allocation_weight; position_indicator; gross_pnl_component; net_pnl_component; strategy; threshold
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21a_simple_edge_trade_panel.csv,other_weather_source,8800,19,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; model; p_market; p_model; edge_model_minus_market; threshold; position; trade_indicator; yes_trade_indicator; no_trade_indicator; gross_pnl; net_pnl; absolute_edge; correct_direction
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20e_locked_holdout_common_support_panel.csv,other_weather_source,2640,10,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; decision_rule; market_slug; date_group_id; contract_event_type_v2; target_y_event; model; probability; brier; log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20e_locked_holdout_long_model_panel.csv,other_weather_source,2640,10,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; model; probability; brier; log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20e_locked_holdout_event_book_probability_panel.csv,other_weather_source,2640,18,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; decision_rule; market_slug; date_group_id; contract_event_type_v2; target_y_event; model; probability; brier; log_score; book_probability_sum; book_abs_probability_error; book_n_contracts; book_n_winners; book_complete_for_scoring; book_normalised_probability; categorical_log_component; multiclass_brier_component
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21b_full_event_book_probability_panel.csv,other_weather_source,2200,16,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; model; p_market_raw; p_model_raw; q_market; q_model; normalised_edge; absolute_normalised_edge; market_probability_sum_raw; model_probability_sum_raw; book_n_contracts
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21b_full_event_book_strategy_results.csv,other_weather_source,1600,20,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; event_date; decision_rule; strategy; threshold; n_contracts; n_positions; stake_sum; selected_market_slug; selected_contract_event_type; selected_q_market; selected_q_model; selected_normalised_edge; selected_market_price_raw; selected_target; gross_pnl; net_pnl; winning_contract_selected; winning_contract_weight; mean_selected_normalised_edge
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21b_full_event_book_daily_pnl.csv,other_weather_source,1600,9,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; decision_rule; strategy; threshold; event_date; n_positions; total_stake; net_pnl; cumulative_net_pnl
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21a_simple_edge_daily_pnl.csv,other_weather_source,800,8,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; decision_rule; threshold; event_date; n_trades; total_net_pnl; total_gross_pnl; cumulative_net_pnl
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20e_locked_holdout_prediction_panel.csv,other_weather_source,440,13,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; date_group_id; decision_rule; market_slug; contract_event_type_v2; target_y_event; eligible_combined; p_catboost_raw_holdout; p_catboost_platt_holdout; p_market; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_adaptive_sigma
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21c_canonical_staleness_snapshots.csv,other_weather_source,440,4,event_date,10,2026-05-22,2026-05-31,,,decision_rule,event_date; decision_rule; market_slug; market_price_staleness_hours
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20e_locked_holdout_event_book_metrics.csv,other_weather_source,240,10,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; event_date; decision_rule; n_contracts; n_winners; raw_probability_sum; abs_probability_error; complete_for_scoring; normalised_categorical_log_score; normalised_multiclass_brier
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/21b_full_event_book_inventory.csv,other_weather_source,200,8,event_date,10,2026-05-22,2026-05-31,,,decision_rule,model; event_date; decision_rule; n_contracts; n_winners; market_probability_sum_raw; model_probability_sum_raw; complete_book
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18uB_model_specific_freeze_support/18uB_fold_training_plan.csv,other_weather_source,20,16,latest_training_date,7,2026-04-09,2026-05-07,earliest_validation_date; latest_validation_date; validation_rows; validation_dates,,applicable_decision_rule,scope_id; scope_type; applicable_decision_rule; development_fold; earliest_validation_date; latest_validation_date; fold_freeze_utc; training_rows; training_dates; latest_training_date; latest_training_label_available_utc; validation_rows; validation_dates; training_date_condition_passed; training_label_availability_condition_passed; minimum_training_dates_passed
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17l_hko_upper_tail_final_compact_decision.csv,other_weather_source,14,10,event_date,7,2026-04-24,2026-07-11,,,,event_date; event_slug; market_slug; outcome_label_text; threshold_k; final_certification_status; certification_reason; raw_event_json_path; raw_market_json_path; raw_event_html_path
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17l_all_formally_certified_rows_for_manual_inspection.csv,other_weather_source,14,55,enddate,7,2026-04-24,2026-07-11,,has_absolute_daily_max_rule_text; hit_absolute_daily_max,,event_id; event_slug; event_url; event_title; market_id; market_slug; market_question; market_title; outcome_label_text; threshold_k; looks_upper_tail; raw_event_json_path; raw_market_json_path; raw_event_html_path; html_status; html_error; combined_rule_text_hash; combined_rule_text_excerpt; lowerbound; upperbound; groupitemthreshold; groupitemrange; groupitemtitle; resolutionsource; description; rules; volume; liquidity; closed; active; enddate; createdat; has_hko_rule_text; has_absolute_daily_max_rule_text; has_daily_extract_rule_text; has_one_decimal_rule_text; has_range_language; has_upper_tail_label; has_contradiction; dedicated_boundary_metadata_certifies; rule_text_certifies_family; tail_boundary_certified_by_label; final_certification_status; certification_reason; hit_hong_kong_observatory; hit_absolute_daily_max; hit_daily_extract; hit_one_decimal_precision; hit_range_language; hit_later_revision_exclusion; contradiction_wunderground; contradiction_airport; contradiction_non_hko_station; contradiction_whole_degree_only; event_date
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17k_hko_upper_tail_certification_decision.csv,other_weather_source,7,14,market_date,7,2026-04-24,2026-07-11,,,,market_id; market_slug; question; market_date; threshold_k; final_certification_status; final_certification_reason; metadata_certifies_boundary; metadata_certification_reason; written_confirmation_certifies_rule; written_confirmation_reason; hko_archive_status; realised_parity_latest_hko; raw_gamma_json_path
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17k_hko_historical_archive_value_reconciliation.csv,other_weather_source,7,9,market_date,7,2026-04-24,2026-07-11,,,,market_id; market_slug; threshold_k; market_date; hko_archive_status; hko_latest_value; resolved_outcome_bool; expected_threshold_outcome_latest_hko; realised_parity_latest_hko
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17j_hko_polymarket_hko_upper_tail_summary.csv,other_weather_source,7,21,event_date,7,2026-04-24,2026-07-11,closedtime,hko_tmax_c,,event_date; event_slug; market_slug; question; threshold_k; hko_tmax_c; observed_tail_yes; expected_tail_event_y_ge_k; tail_matches_hko_threshold; metadata_mentions_k_in_boundary_fields; lowerbound; upperbound; groupitemthreshold; groupitemrange; volume; liquidity; closedtime; umaresolutionstatus; rule_family; exclude_reason; clobtokenids
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17k_hko_upper_tail_certification_dossier.csv,other_weather_source,7,24,market_date,7,2026-04-24,2026-07-11,,,,row_index_17j; market_id; event_slug; market_slug; question; threshold_k; market_date; strict_hko_daily_extract_one_decimal_family; upper_tail_label_detected; resolved_outcome_raw; resolved_outcome_bool; hko_latest_value; expected_threshold_outcome_latest_hko; realised_parity_latest_hko; metadata_certifies_boundary; metadata_certification_reason; written_confirmation_certifies_rule; written_confirmation_reason; gamma_fetch_error; raw_gamma_json_path; final_certification_status; final_certification_reason; hko_archive_status; hko_archive_error
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17j_hko_polymarket_hko_tail_admissibility_decision.csv,other_weather_source,7,23,event_date,7,2026-04-24,2026-07-11,closedtime,hko_tmax_c,,event_date; event_slug; market_slug; question; threshold_k; hko_tmax_c; observed_tail_yes; expected_tail_event_y_ge_k; tail_matches_hko_threshold; metadata_mentions_k_in_boundary_fields; lowerbound; upperbound; groupitemthreshold; groupitemrange; volume; liquidity; closedtime; umaresolutionstatus; rule_family; exclude_reason; clobtokenids; admissibility_status; admissibility_reason
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18a_hko_certified_upper_tail_market_price_panel.csv,other_weather_source,23,25,event_date,5,2026-06-08,2026-07-11,price_timestamp_unix; price_timestamp_utc,,,event_date; threshold_k; event_slug; market_slug; market_id; market_question; market_title; outcome_label_text; certified_contract_id; final_certification_status; certification_reason; yes_token_id; yes_token_extraction_method; price_timestamp_unix; price_timestamp_utc; yes_price; raw_history_point; raw_price_history_path; volume; liquidity; closed; active; createdat; enddate; resolutionsource
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18b_hko_certified_upper_tail_decision_panel.csv,other_weather_source,15,28,event_date,5,2026-06-08,2026-07-11,no_lookahead_valid; decision_timestamp_utc,hko_tmax_c,decision_rule,event_date; threshold_k; event_slug; market_slug; market_id; market_question; outcome_label_text; certified_contract_id; final_certification_status; certification_reason; event_start_hkt; event_start_utc; decision_rule; decision_cutoff_utc; price_observations_total; hko_tmax_c; y_ge_k; outcome_available; no_lookahead_valid; decision_price_available; decision_timestamp_utc; yes_price; p_market; yes_token_id; price_staleness_hours; hours_before_event_start; decision_panel_status; trading_interpretation
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18c_hko_daily_extract_reconciled_decision_panel.csv,other_weather_source,15,34,event_date,5,2026-06-08,2026-07-11,no_lookahead_valid; decision_timestamp_utc,hko_tmax_c; hko_tmax_c_18c,decision_rule,event_date; threshold_k; event_slug; market_slug; market_id; market_question; outcome_label_text; certified_contract_id; final_certification_status; certification_reason; event_start_hkt; event_start_utc; decision_rule; decision_cutoff_utc; price_observations_total; hko_tmax_c; y_ge_k; outcome_available; no_lookahead_valid; decision_price_available; decision_timestamp_utc; yes_price; p_market; yes_token_id; price_staleness_hours; hours_before_event_start; decision_panel_status; trading_interpretation; hko_tmax_c_18c; y_ge_k_official_18c; hko_outcome_available_18c; hko_source; hko_source_detail; official_hko_outcome_available
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18d_hko_daily_extract_reconciled_decision_panel.csv,other_weather_source,15,38,event_date,5,2026-06-08,2026-07-11,no_lookahead_valid; decision_timestamp_utc,hko_tmax_c; hko_tmax_c_18d; hko_tmax_c_official,decision_rule,event_date; threshold_k; event_slug; market_slug; market_id; market_question; outcome_label_text; certified_contract_id; final_certification_status; certification_reason; event_start_hkt; event_start_utc; decision_rule; decision_cutoff_utc; price_observations_total; hko_tmax_c; y_ge_k; outcome_available; no_lookahead_valid; decision_price_available; decision_timestamp_utc; yes_price; p_market; yes_token_id; price_staleness_hours; hours_before_event_start; decision_panel_status; trading_interpretation; hko_tmax_c_18d; y_ge_k_18d; hko_outcome_available_18d; source_route; parse_route; source_name; hko_tmax_c_official; y_ge_k_official; official_outcome_available; strict_scoring_ready_18d
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20b_cv_fold_summary.csv,other_weather_source,8,12,first_date,5,2026-04-10,2026-05-13,,,,cv_fold; cv_role; n_rows; n_dates; n_positive; outcome_rate; first_date; last_date; 12h_prior; 24h_prior; 6h_prior; event_day_open
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17l_hko_highest_upper_tail_formally_certified_subset.csv,other_weather_source,8,55,enddate,5,2026-06-08,2026-07-11,,has_absolute_daily_max_rule_text; hit_absolute_daily_max,,event_id; event_slug; event_url; event_title; market_id; market_slug; market_question; market_title; outcome_label_text; threshold_k; looks_upper_tail; raw_event_json_path; raw_market_json_path; raw_event_html_path; html_status; html_error; combined_rule_text_hash; combined_rule_text_excerpt; lowerbound; upperbound; groupitemthreshold; groupitemrange; groupitemtitle; resolutionsource; description; rules; volume; liquidity; closed; active; enddate; createdat; has_hko_rule_text; has_absolute_daily_max_rule_text; has_daily_extract_rule_text; has_one_decimal_rule_text; has_range_language; has_upper_tail_label; has_contradiction; dedicated_boundary_metadata_certifies; rule_text_certifies_family; tail_boundary_certified_by_label; final_certification_status; certification_reason; hit_hong_kong_observatory; hit_absolute_daily_max; hit_daily_extract; hit_one_decimal_precision; hit_range_language; hit_later_revision_exclusion; contradiction_wunderground; contradiction_airport; contradiction_non_hko_station; contradiction_whole_degree_only; event_date
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18d_hko_daily_extract_event_outcomes.csv,other_weather_source,5,62,enddate,5,2026-06-08,2026-07-11,,has_absolute_daily_max_rule_text; hit_absolute_daily_max; hko_tmax_c,,event_id; event_slug; event_url; event_title; market_id; market_slug; market_question; market_title; outcome_label_text; threshold_k; looks_upper_tail; raw_event_json_path; raw_market_json_path; raw_event_html_path; html_status; html_error; combined_rule_text_hash; combined_rule_text_excerpt; lowerbound; upperbound; groupitemthreshold; groupitemrange; groupitemtitle; resolutionsource; description; rules; volume; liquidity; closed; active; enddate; createdat; has_hko_rule_text; has_absolute_daily_max_rule_text; has_daily_extract_rule_text; has_one_decimal_rule_text; has_range_language; has_upper_tail_label; has_contradiction; dedicated_boundary_metadata_certifies; rule_text_certifies_family; tail_boundary_certified_by_label; final_certification_status; certification_reason; hit_hong_kong_observatory; hit_absolute_daily_max; hit_daily_extract; hit_one_decimal_precision; hit_range_language; hit_later_revision_exclusion; contradiction_wunderground; contradiction_airport; contradiction_non_hko_station; contradiction_whole_degree_only; event_date; certified_contract_id; hko_tmax_c; source_route; parse_route; source_name; hko_outcome_available_18d; y_ge_k_18d
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18c_hko_daily_extract_event_outcomes.csv,other_weather_source,5,13,event_date,5,2026-06-08,2026-07-11,,hko_tmax_c,,event_date; threshold_k; event_slug; market_slug; hko_tmax_c; hko_source; hko_source_detail; hko_source_url; hko_source_table_index; hko_raw_html_path; source_priority; hko_outcome_available_18c; y_ge_k_official_18c
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18a_hko_certified_upper_tail_price_coverage_summary.csv,other_weather_source,5,19,event_date,5,2026-06-08,2026-07-11,first_price_timestamp_utc; last_price_timestamp_utc,,,event_date; threshold_k; event_slug; market_slug; market_id; certified_contract_id; final_certification_status; yes_token_id; yes_token_extraction_method; yes_token_extraction_debug; price_history_status; price_history_count; first_price_timestamp_utc; last_price_timestamp_utc; price_history_error; raw_price_history_path; window_start_ts; window_end_ts; window_note
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17j_hko_polymarket_hko_interior_floor_summary.csv,other_weather_source,5,15,event_date,5,2026-04-24,2026-07-09,,hko_tmax_c,,event_date; event_slug; market_slug; question; resolved_interior_label_k; hko_tmax_c; floor_label; nearest_label; ceiling_label; volume; liquidity; rule_family; matches_floor_label; matches_nearest_label; matches_ceiling_label
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18d_hko_event_outcome_candidates.csv,other_weather_source,5,7,event_date,5,2026-06-08,2026-07-11,,hko_tmax_c,,event_date; hko_tmax_c; parse_route; source_name; source_route; url; target_found
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18d_hko_current_year_maxt_target_matches_debug.csv,other_weather_source,5,6,event_date,5,2026-06-08,2026-07-11,,hko_tmax_c,,event_date; hko_tmax_c; source_name; url; parse_route; target_found
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18d_hko_daily_extract_html_target_matches_debug.csv,other_weather_source,5,8,event_date,5,2026-06-08,2026-07-11,,hko_tmax_c,,event_date; hko_tmax_c; source_label; source_url; table_index; day_col; max_col; target_found
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18b_hko_certified_upper_tail_outcome_status.csv,other_weather_source,5,12,event_date,5,2026-06-08,2026-07-11,first_price_timestamp_utc; last_price_timestamp_utc,hko_tmax_c,,event_date; threshold_k; certified_contract_id; event_slug; market_slug; market_id; hko_tmax_c; y_ge_k; outcome_available; price_observations_total; first_price_timestamp_utc; last_price_timestamp_utc
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17l_hko_highest_upper_tail_formally_certified_subset_deduped.csv,other_weather_source,5,56,enddate,5,2026-06-08,2026-07-11,,has_absolute_daily_max_rule_text; hit_absolute_daily_max,,event_id; event_slug; event_url; event_title; market_id; market_slug; market_question; market_title; outcome_label_text; threshold_k; looks_upper_tail; raw_event_json_path; raw_market_json_path; raw_event_html_path; html_status; html_error; combined_rule_text_hash; combined_rule_text_excerpt; lowerbound; upperbound; groupitemthreshold; groupitemrange; groupitemtitle; resolutionsource; description; rules; volume; liquidity; closed; active; enddate; createdat; has_hko_rule_text; has_absolute_daily_max_rule_text; has_daily_extract_rule_text; has_one_decimal_rule_text; has_range_language; has_upper_tail_label; has_contradiction; dedicated_boundary_metadata_certifies; rule_text_certifies_family; tail_boundary_certified_by_label; final_certification_status; certification_reason; hit_hong_kong_observatory; hit_absolute_daily_max; hit_daily_extract; hit_one_decimal_precision; hit_range_language; hit_later_revision_exclusion; contradiction_wunderground; contradiction_airport; contradiction_non_hko_station; contradiction_whole_degree_only; event_date; certified_contract_id
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/polymarket/sample_price_history.csv,other_weather_source,424,3,datetime_utc,4,2026-06-08,2026-06-11,datetime_utc,,,t; p; datetime_utc
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_exclusions.csv,other_weather_source,66,37,event_date,4,2026-06-06,2026-06-24,selected_price_timestamp_utc; selected_price_timestamp_hkt; selected_run_initialisation_utc,hko_daily_max_c; forecast_daily_max_c,decision_rule; decision_rule_order,event_date; event_id; event_slug; market_id; condition_id; market_slug; question; canonical_label; event_type; contract_event_type_v2; label_value_c; lower_bound_c; upper_bound_c; selected_yes_token_id; no_token_id; hko_daily_max_c; y_event_int; y_no_int; decision_rule; decision_rule_order; decision_cutoff_hkt; decision_cutoff_utc; market_price_ready; p_market; selected_price_timestamp_utc; selected_price_timestamp_hkt; price_staleness_hours; weather_path_ready; selected_run_initialisation_utc; selected_run_available_utc; selected_run_key; forecast_daily_max_c; forecast_error_c; absolute_error_c; deterministic_forecast_event_indicator; common_support; support_exclusion_reason
