row_id,target_date,decision_rule,chronology_block,selected_model,selected_family,dispersion_scale,event_id,event_order,event_label_probability,source_event_label,source_event_identifier,lower_bound_c,upper_bound_c,lower_unbounded,upper_unbounded,lower_inclusive,upper_inclusive,quantile_particle_count,quantile_particle_total,raw_event_probability,probability_regularised,market_price_accessed,outcome_accessed,score_calculated,uniform_mixing_lambda,regularised_event_probability,probability_calibration_locked,trading_returns_calculated,event_index,event_label_certified,realised_yes,hko_daily_max_c,certification_status
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|01,1,T < 22°C,21°C or below,21°C or below,,22.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,21°C or below,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|02,2,22°C ≤ T < 23°C,22°C,22°C,22.0,23.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,22°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|03,3,23°C ≤ T < 24°C,23°C,23°C,23.0,24.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,23°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|04,4,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,24°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|05,5,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,4,25°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|06,6,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,5,26°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|07,7,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,4,99,0.0404040404040404,True,False,False,False,0.01,0.0409090909090909,True,False,6,27°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|08,8,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,7,28°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|09,9,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,15,99,0.1515151515151515,True,False,False,False,0.01,0.1509090909090908,True,False,8,29°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|10,10,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,9,30°C,False,31.4,PASSED
2026-05-22|12h_prior,2026-05-22,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|11,11,T ≥ 31°C,31°C or higher,31°C or higher,31.0,,False,True,True,False,39,99,0.3939393939393939,True,False,False,False,0.01,0.3909090909090909,True,False,10,31°C or higher,True,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|01,1,T < 22°C,21°C or below,21°C or below,,22.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,21°C or below,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|02,2,22°C ≤ T < 23°C,22°C,22°C,22.0,23.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,22°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|03,3,23°C ≤ T < 24°C,23°C,23°C,23.0,24.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,23°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|04,4,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,24°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|05,5,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,4,25°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|06,6,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,5,26°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|07,7,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,2,99,0.0202020202020202,True,False,False,False,0.01,0.0209090909090909,True,False,6,27°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|08,8,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,7,28°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|09,9,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,8,29°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|10,10,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,9,30°C,False,31.4,PASSED
2026-05-22|24h_prior,2026-05-22,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|11,11,T ≥ 31°C,31°C or higher,31°C or higher,31.0,,False,True,True,False,46,99,0.4646464646464646,True,False,False,False,0.01,0.4609090909090908,True,False,10,31°C or higher,True,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|01,1,T < 22°C,21°C or below,21°C or below,,22.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,21°C or below,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|02,2,22°C ≤ T < 23°C,22°C,22°C,22.0,23.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,22°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|03,3,23°C ≤ T < 24°C,23°C,23°C,23.0,24.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,23°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|04,4,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,24°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|05,5,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,4,25°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|06,6,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,5,26°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|07,7,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,2,99,0.0202020202020202,True,False,False,False,0.01,0.0209090909090909,True,False,6,27°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|08,8,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,7,28°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|09,9,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,8,29°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|10,10,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,9,30°C,False,31.4,PASSED
2026-05-22|6h_prior,2026-05-22,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|11,11,T ≥ 31°C,31°C or higher,31°C or higher,31.0,,False,True,True,False,46,99,0.4646464646464646,True,False,False,False,0.01,0.4609090909090908,True,False,10,31°C or higher,True,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|01,1,T < 22°C,21°C or below,21°C or below,,22.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,21°C or below,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|02,2,22°C ≤ T < 23°C,22°C,22°C,22.0,23.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,22°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|03,3,23°C ≤ T < 24°C,23°C,23°C,23.0,24.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,23°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|04,4,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,24°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|05,5,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,4,25°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|06,6,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,5,26°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|07,7,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,2,99,0.0202020202020202,True,False,False,False,0.01,0.0209090909090909,True,False,6,27°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|08,8,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,7,28°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|09,9,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,8,29°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|10,10,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,9,30°C,False,31.4,PASSED
2026-05-22|event_day_open,2026-05-22,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-22|11,11,T ≥ 31°C,31°C or higher,31°C or higher,31.0,,False,True,True,False,46,99,0.4646464646464646,True,False,False,False,0.01,0.4609090909090908,True,False,10,31°C or higher,True,31.4,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|01,1,T < 24°C,23°C or below,23°C or below,,24.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,23°C or below,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|02,2,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,24°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|03,3,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,25°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|04,4,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,26°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|05,5,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,3,99,0.0303030303030303,True,False,False,False,0.01,0.0309090909090909,True,False,4,27°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|06,6,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,5,28°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|07,7,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,11,99,0.1111111111111111,True,False,False,False,0.01,0.1109090909090909,True,False,6,29°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|08,8,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,7,30°C,True,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|09,9,31°C ≤ T < 32°C,31°C,31°C,31.0,32.0,False,False,True,False,22,99,0.2222222222222222,True,False,False,False,0.01,0.2209090909090909,True,False,8,31°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|10,10,32°C ≤ T < 33°C,32°C,32°C,32.0,33.0,False,False,True,False,18,99,0.1818181818181818,True,False,False,False,0.01,0.1809090909090908,True,False,9,32°C,False,30.3,PASSED
2026-05-23|12h_prior,2026-05-23,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|11,11,T ≥ 33°C,33°C or higher,33°C or higher,33.0,,False,True,True,False,3,99,0.0303030303030303,True,False,False,False,0.01,0.0309090909090909,True,False,10,33°C or higher,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|01,1,T < 24°C,23°C or below,23°C or below,,24.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,23°C or below,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|02,2,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,24°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|03,3,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,25°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|04,4,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,26°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|05,5,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,4,27°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|06,6,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,5,99,0.0505050505050505,True,False,False,False,0.01,0.0509090909090909,True,False,5,28°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|07,7,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,6,29°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|08,8,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,20,99,0.202020202020202,True,False,False,False,0.01,0.2009090909090908,True,False,7,30°C,True,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|09,9,31°C ≤ T < 32°C,31°C,31°C,31.0,32.0,False,False,True,False,31,99,0.3131313131313131,True,False,False,False,0.01,0.3109090909090908,True,False,8,31°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|10,10,32°C ≤ T < 33°C,32°C,32°C,32.0,33.0,False,False,True,False,23,99,0.2323232323232323,True,False,False,False,0.01,0.2309090909090908,True,False,9,32°C,False,30.3,PASSED
2026-05-23|24h_prior,2026-05-23,24h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|11,11,T ≥ 33°C,33°C or higher,33°C or higher,33.0,,False,True,True,False,11,99,0.1111111111111111,True,False,False,False,0.01,0.1109090909090909,True,False,10,33°C or higher,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|01,1,T < 24°C,23°C or below,23°C or below,,24.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,23°C or below,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|02,2,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,24°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|03,3,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,25°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|04,4,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,26°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|05,5,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,2,99,0.0202020202020202,True,False,False,False,0.01,0.0209090909090909,True,False,4,27°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|06,6,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,9,99,0.0909090909090909,True,False,False,False,0.01,0.0909090909090909,True,False,5,28°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|07,7,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,6,29°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|08,8,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,32,99,0.3232323232323232,True,False,False,False,0.01,0.3209090909090908,True,False,7,30°C,True,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|09,9,31°C ≤ T < 32°C,31°C,31°C,31.0,32.0,False,False,True,False,23,99,0.2323232323232323,True,False,False,False,0.01,0.2309090909090908,True,False,8,31°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|10,10,32°C ≤ T < 33°C,32°C,32°C,32.0,33.0,False,False,True,False,18,99,0.1818181818181818,True,False,False,False,0.01,0.1809090909090908,True,False,9,32°C,False,30.3,PASSED
2026-05-23|6h_prior,2026-05-23,6h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|11,11,T ≥ 33°C,33°C or higher,33°C or higher,33.0,,False,True,True,False,5,99,0.0505050505050505,True,False,False,False,0.01,0.0509090909090909,True,False,10,33°C or higher,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|01,1,T < 24°C,23°C or below,23°C or below,,24.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,23°C or below,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|02,2,24°C ≤ T < 25°C,24°C,24°C,24.0,25.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,1,24°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|03,3,25°C ≤ T < 26°C,25°C,25°C,25.0,26.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,2,25°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|04,4,26°C ≤ T < 27°C,26°C,26°C,26.0,27.0,False,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,3,26°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|05,5,27°C ≤ T < 28°C,27°C,27°C,27.0,28.0,False,False,True,False,6,99,0.0606060606060606,True,False,False,False,0.01,0.0609090909090909,True,False,4,27°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|06,6,28°C ≤ T < 29°C,28°C,28°C,28.0,29.0,False,False,True,False,10,99,0.101010101010101,True,False,False,False,0.01,0.1009090909090908,True,False,5,28°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|07,7,29°C ≤ T < 30°C,29°C,29°C,29.0,30.0,False,False,True,False,21,99,0.2121212121212121,True,False,False,False,0.01,0.2109090909090908,True,False,6,29°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|08,8,30°C ≤ T < 31°C,30°C,30°C,30.0,31.0,False,False,True,False,29,99,0.2929292929292929,True,False,False,False,0.01,0.2909090909090908,True,False,7,30°C,True,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|09,9,31°C ≤ T < 32°C,31°C,31°C,31.0,32.0,False,False,True,False,24,99,0.2424242424242424,True,False,False,False,0.01,0.2409090909090908,True,False,8,31°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|10,10,32°C ≤ T < 33°C,32°C,32°C,32.0,33.0,False,False,True,False,8,99,0.0808080808080808,True,False,False,False,0.01,0.0809090909090909,True,False,9,32°C,False,30.3,PASSED
2026-05-23|event_day_open,2026-05-23,event_day_open,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-23|11,11,T ≥ 33°C,33°C or higher,33°C or higher,33.0,,False,True,True,False,1,99,0.0101010101010101,True,False,False,False,0.01,0.0109090909090909,True,False,10,33°C or higher,False,30.3,PASSED
2026-05-24|12h_prior,2026-05-24,12h_prior,holdout,pooled_empirical_residual,empirical_residual,1.25,2026-05-24|01,1,T < 23°C,22°C or below,22°C or below,,23.0,True,False,True,False,0,99,0.0,True,False,False,False,0.01,0.0009090909090909,True,False,0,22°C or below,False,31.5,PASSED
