chronology_block,target_date,probability_books,decision_rules,model_categorical_log_score,market_categorical_log_score,log_score_difference_model_minus_market,model_multiclass_brier_score,market_multiclass_brier_score,brier_score_difference_model_minus_market,mean_raw_market_probability_sum
external_test,2026-06-01,4,4,1.5952488734741865,1.100795880803806,0.49445299267038034,0.8017909090909091,0.6085718609516415,0.1932190481392676,1.00375
external_test,2026-06-02,4,4,1.3973856198321954,1.039015385641931,0.35837023419026437,0.7311409090909092,0.5540954647965339,0.17704544429437524,1.0073750000000001
external_test,2026-06-03,4,4,1.3507541236687395,0.8200353181613791,0.5307188055073604,0.7090909090909091,0.45925902402830865,0.24983188506260046,1.039625
external_test,2026-06-04,4,4,0.3519886992474239,0.42073875374715486,-0.06875005449973096,0.13314090909090912,0.18856102634164076,-0.05542011725073165,1.03
external_test,2026-06-05,4,4,1.355620723183039,0.9726688362045924,0.3829518869784466,0.7094909090909092,0.5142559045317787,0.19523500455913045,1.03325
external_test,2026-06-06,2,2,2.356736751553764,2.591969796795781,-0.2352330452420177,1.014090909090909,1.1015599743206406,-0.0874690652297318,1.0622500000000001
external_test,2026-06-07,2,2,4.8247110454416715,2.6239879999429343,2.200723045498737,1.134390909090909,1.0635535845361455,0.07083732455476344,1.048
external_test,2026-06-08,3,3,1.5793330080436399,1.2565096472677102,0.32282336077592994,0.7936242424242423,0.6497457569999651,0.14387848542427736,1.0325
external_test,2026-06-09,4,4,1.8387649124393466,1.5667108880330864,0.2720540244062602,0.8092909090909091,0.8059951748622446,0.0032957342286644153,1.0466250000000001
external_test,2026-06-10,4,4,2.116416378228721,1.7047687777094325,0.4116476005192883,0.955790909090909,0.8392078328888478,0.11658307620206121,1.04325
external_test,2026-06-11,4,4,1.395498078385371,1.100788511375868,0.29470956700950307,0.7091909090909091,0.5618780259663131,0.14731288312459603,1.044125
external_test,2026-06-12,4,4,1.4908256393879653,1.3626322882394706,0.12819335114849473,0.7557409090909091,0.7300352812019514,0.02570562788895764,1.05675
external_test,2026-06-13,4,4,1.3080934631876877,1.0506945591101151,0.25739890407757277,0.6597909090909089,0.5492188748192764,0.11057203427163248,1.052375
external_test,2026-06-14,4,4,1.2906036037396746,0.9502119735840129,0.3403916301556616,0.652190909090909,0.48328970961438483,0.16890119947652416,0.996125
external_test,2026-06-15,4,4,1.3363285659828368,1.0089006110952914,0.3274279548875454,0.674790909090909,0.5224736894495182,0.15231721964139078,1.00875
external_test,2026-06-16,4,4,1.520630358571331,2.201260474111752,-0.6806301155404211,0.729640909090909,0.986538799875255,-0.256897890784346,1.013375
external_test,2026-06-17,4,4,1.23139589466609,1.1324228995546755,0.09897299511141455,0.619240909090909,0.5848019286061763,0.034438980484732706,1.0350000000000001
external_test,2026-06-18,4,4,1.3659417729942844,1.2969535874945892,0.06898818549969538,0.6856909090909091,0.672247767234878,0.013443141856031071,1.002875
external_test,2026-06-19,4,4,1.2268669573994884,0.9765683045057334,0.250298652893755,0.6210909090909089,0.5112356253850209,0.1098552837058881,1.0306250000000001
external_test,2026-06-20,4,4,1.1698790968620534,1.6076084583187678,-0.4377293614567144,0.586290909090909,0.8737325082600369,-0.2874415991691278,1.037375
external_test,2026-06-21,4,4,1.5857254453499074,1.0303652070418523,0.5553602383080551,0.7941909090909091,0.5571886051568785,0.2370023039340306,1.035
external_test,2026-06-22,4,4,1.5114989556216147,0.8242806855318815,0.6872182700897331,0.7649409090909091,0.4218724728322492,0.34306843625865985,1.009875
external_test,2026-06-23,4,4,1.235040047820874,1.318557481768358,-0.08351743394748412,0.625140909090909,0.801075221751154,-0.175934312660245,1.024375
external_test,2026-06-24,3,3,1.2629953922703983,1.6022535790732988,-0.3392581868029008,0.6383575757575757,0.8679568524731688,-0.22959927671559308,1.0351666666666666
external_test,2026-06-25,4,4,1.7079055609012501,1.0528556103997502,0.6550499505014998,0.817840909090909,0.610044934233738,0.2077959748571711,1.048875
external_test,2026-06-26,4,4,1.487348663562443,1.1424045481321532,0.3449441154302899,0.7092409090909091,0.6714558559720075,0.037785053118901596,1.031625
external_test,2026-06-27,4,4,1.2798882099053666,1.1312880614156282,0.14860014848973851,0.6385909090909091,0.6457549017421489,-0.0071639926512397645,1.048875
external_test,2026-06-28,4,4,1.282726098146473,0.9072353374016429,0.37549076074483007,0.646940909090909,0.4975398247547338,0.14940108433617516,1.0114999999999998
external_test,2026-06-29,4,4,1.23139589466609,0.8869653081709771,0.3444305864951128,0.6196409090909091,0.4679791593354515,0.1516617497554576,1.0425
external_test,2026-06-30,4,4,1.8320815790597789,1.1462343541675715,0.6858472248922075,0.883890909090909,0.6529929428862966,0.2308979662046123,1.037375
holdout,2026-05-22,4,4,0.8157359039211727,0.6573434561710476,0.158392447750125,0.4360409090909091,0.321753254455192,0.11428765463571715,1.040375
holdout,2026-05-23,4,4,1.2782105059919326,2.0509946483244033,-0.7727841423324704,0.643340909090909,0.9843797341695881,-0.34103882507867905,1.078125
holdout,2026-05-24,4,4,1.1690484971057196,0.9184330345521425,0.25061546255357703,0.6552909090909091,0.5229195467585182,0.13237136233239102,1.0233750000000001
holdout,2026-05-25,4,4,1.4772687138649983,1.1052786183887888,0.37199009547620954,0.7592409090909091,0.6221123179309738,0.13712859115993525,1.047875
holdout,2026-05-26,4,4,1.446334304257613,0.9751226108203339,0.471211693437279,0.7540909090909091,0.57165688818143,0.1824340209094791,1.033625
holdout,2026-05-27,4,4,1.4450027284616587,1.1205870787432304,0.3244156497184283,0.7421909090909091,0.6260593835535966,0.11613152553731262,1.038375
holdout,2026-05-28,4,4,0.5756066076671656,0.536988536401429,0.0386180712657367,0.2736409090909091,0.2859924014760271,-0.012351492385117988,1.023875
holdout,2026-05-29,4,4,0.18392608401147495,0.27953980840842574,-0.09561372439695077,0.04774090909090911,0.09643572611220634,-0.048694817021297236,1.0295
holdout,2026-05-30,4,4,1.4953730129248621,1.4965003477852428,-0.001127334860380691,0.7665409090909092,0.8254683804892851,-0.058927471398375814,1.0522500000000001
holdout,2026-05-31,4,4,1.5206303585713308,1.7727087776950314,-0.25207841912370055,0.7649409090909091,0.994087872944861,-0.229146963853952,1.0255
