declaring_manifest,hash_group,declared_path,verifiable_repository_path,exists,expected_sha256,actual_sha256,hash_matches
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/diagnostics/13_uncertainty_date_rule_effect_panel.csv,True,True,03e58d719cdcdb157dc6f43fd5baf1a423c4c33025aba0a5b34870f6fee47e3e,03e58d719cdcdb157dc6f43fd5baf1a423c4c33025aba0a5b34870f6fee47e3e,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/diagnostics/13_uncertainty_integrity_checks.csv,True,True,44d44150792446bdecc9e336d378149cf44cf8d67d14794fcb6529629a085fbf,44d44150792446bdecc9e336d378149cf44cf8d67d14794fcb6529629a085fbf,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/diagnostics/13_uncertainty_rule_summary.csv,True,True,d2dc6d60b38a294a6f43c2f25f1dffd5d2267a51cdd21544b5d7a6be6a7c5cd1,d2dc6d60b38a294a6f43c2f25f1dffd5d2267a51cdd21544b5d7a6be6a7c5cd1,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/diagnostics/13_uncertainty_source_resolution.csv,True,True,4baebf3c83dfe465339dd4f2f53b0ab93244a308a03429aaf09bc7e6b3129d1e,4baebf3c83dfe465339dd4f2f53b0ab93244a308a03429aaf09bc7e6b3129d1e,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/diagnostics/13_uncertainty_summary.csv,True,True,e74d1492ae7b8948e9e0c8fddf29d7554e1446bcc41b32fba995f2c059ffadaa,e74d1492ae7b8948e9e0c8fddf29d7554e1446bcc41b32fba995f2c059ffadaa,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/final_tables/13_uncertainty_main_table.csv,True,True,f298b3997e5dc25de39993c08753ef0a7874a1849aa779bfbf7549e7a9e2d81d,f298b3997e5dc25de39993c08753ef0a7874a1849aa779bfbf7549e7a9e2d81d,True
data/manifests/13_uncertainty_analysis_manifest.json,output_hashes,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,True,True,1eeb32d4f2c9164e95df6d2cf49bc17089fcd03d7e549f0b15d8e63e85d7769f,1eeb32d4f2c9164e95df6d2cf49bc17089fcd03d7e549f0b15d8e63e85d7769f,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/04_model_selection_manifest.json,True,True,788f5af92e4f999bbb07dbb54f1cf5d393d5c15b08c9684d868659eb80735343,788f5af92e4f999bbb07dbb54f1cf5d393d5c15b08c9684d868659eb80735343,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/05_continuous_calibration_manifest.json,True,True,1ac21b4dbfe7f364048f33e72b20ff3267310ec52d0c35039293f5330dec4f6b,1ac21b4dbfe7f364048f33e72b20ff3267310ec52d0c35039293f5330dec4f6b,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/08_event_probability_manifest.json,True,True,4948c0e1183a7882085ed2588a7217c11672623b98091622efd5484394d72ab3,4948c0e1183a7882085ed2588a7217c11672623b98091622efd5484394d72ab3,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/09_probability_calibration_manifest.json,True,True,cfe6dbdedfdd675774201c70669adb0b6170702947aedce01eedf139b5592645,cfe6dbdedfdd675774201c70669adb0b6170702947aedce01eedf139b5592645,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/10_categorical_evaluation_manifest.json,True,True,c2c50429ad6f873ccc7a56a8d3a9577b6b51e4de08183a801db475a4c34e16a6,c2c50429ad6f873ccc7a56a8d3a9577b6b51e4de08183a801db475a4c34e16a6,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/11_market_comparison_manifest.json,True,True,52a9e455f2568450372a88512b09d0c93ddbf2f8b728d0ffae22e7f8d9c0fb01,52a9e455f2568450372a88512b09d0c93ddbf2f8b728d0ffae22e7f8d9c0fb01,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/12_trading_strategy_manifest.json,True,True,7db036cb1097d8e8ac10b17f27c0e9b52b4d8e5626e33a5fac66fd2b42cdecf3,7db036cb1097d8e8ac10b17f27c0e9b52b4d8e5626e33a5fac66fd2b42cdecf3,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,data/manifests/13_uncertainty_analysis_manifest.json,True,True,bc6df370352d9b706cd3d47714f99ed8bd823d60c09c4640937a52bcf5fa3c90,bc6df370352d9b706cd3d47714f99ed8bd823d60c09c4640937a52bcf5fa3c90,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,outputs/final_tables/10_locked_categorical_block_summary.csv,True,True,67dc118543a17b3658b6d62343803d51aedcd118c41eb452eb11f271a2be29a3,67dc118543a17b3658b6d62343803d51aedcd118c41eb452eb11f271a2be29a3,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,outputs/final_tables/11_common_support_block_summary.csv,True,True,8841ecdb9acb259045db1a6f0dd00f1750672967fc79c2bfc02f55af0fe62a82,8841ecdb9acb259045db1a6f0dd00f1750672967fc79c2bfc02f55af0fe62a82,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,outputs/final_tables/12_trading_strategy_summary.csv,True,True,c86c3a51a270ab6094d6be67c2382169c965e81c36be16070063f28b1876f900,c86c3a51a270ab6094d6be67c2382169c965e81c36be16070063f28b1876f900,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,outputs/final_tables/13_uncertainty_main_table.csv,True,True,f298b3997e5dc25de39993c08753ef0a7874a1849aa779bfbf7549e7a9e2d81d,f298b3997e5dc25de39993c08753ef0a7874a1849aa779bfbf7549e7a9e2d81d,True
data/manifests/14_final_empirical_synthesis_manifest.json,input_hashes,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,True,True,1eeb32d4f2c9164e95df6d2cf49bc17089fcd03d7e549f0b15d8e63e85d7769f,1eeb32d4f2c9164e95df6d2cf49bc17089fcd03d7e549f0b15d8e63e85d7769f,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_empirical_claim_register.csv,True,True,3ef630b5ce79f2afb74270f24962d15211c215131f817288beb7a09772472ed7,3ef630b5ce79f2afb74270f24962d15211c215131f817288beb7a09772472ed7,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_empirical_source_inventory.csv,True,True,1870c6a8cbb5b38469b1e98fd2ecdb07b7f07550d728ddbe63e5b581611ad1b3,1870c6a8cbb5b38469b1e98fd2ecdb07b7f07550d728ddbe63e5b581611ad1b3,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_empirical_synthesis_integrity_checks.csv,True,True,5c22e68327568b6205589e09be7782e1b98d34f6c844a701739dd379d56ab985,5c22e68327568b6205589e09be7782e1b98d34f6c844a701739dd379d56ab985,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_final_table_metric_register.csv,True,True,ed449debab948e45fbf4896c00fa5db4c9e2b6a5f0c41028d689ad55bac8da0b,ed449debab948e45fbf4896c00fa5db4c9e2b6a5f0c41028d689ad55bac8da0b,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_manifest_metric_register.csv,True,True,5d7a56780ad2f073c72abb6894ea77fe2b2225acd5d95ab8134ed02a45f2d4eb,5d7a56780ad2f073c72abb6894ea77fe2b2225acd5d95ab8134ed02a45f2d4eb,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/diagnostics/14_stage_status_register.csv,True,True,9749aa3566b4e66f40f169314394ffc0ad371844f32f6944eed32d9b63d8f972,9749aa3566b4e66f40f169314394ffc0ad371844f32f6944eed32d9b63d8f972,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/final_tables/14_claim_boundary_table.csv,True,True,3ef630b5ce79f2afb74270f24962d15211c215131f817288beb7a09772472ed7,3ef630b5ce79f2afb74270f24962d15211c215131f817288beb7a09772472ed7,True
data/manifests/14_final_empirical_synthesis_manifest.json,output_hashes,outputs/final_tables/14_primary_empirical_results_register.csv,True,True,566a7b3bdc04b137398328ae986fde05235e06f909e68a8a4eb484b50bb83251,566a7b3bdc04b137398328ae986fde05235e06f909e68a8a4eb484b50bb83251,True
