row_id,target_date,decision_rule,chronology_block,forecast_variant,forecast_variant_display,selected_model,selected_family,dispersion_scale,forecast_daily_max_c,hko_daily_max_c,crps_99q,predictive_median_c,median_error_c,median_absolute_error_c,central_50_lower_c,central_50_upper_c,central_50_covered,central_50_width_c,central_80_lower_c,central_80_upper_c,central_80_covered,central_80_width_c,central_90_lower_c,central_90_upper_c,central_90_covered,central_90_width_c
2026-06-01|12h_prior,2026-06-01,12h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,30.0,32.3,2.299999999999997,30.0,-2.299999999999997,2.299999999999997,30.0,30.0,False,0.0,30.0,30.0,False,0.0,30.0,30.0,False,0.0
2026-06-01|12h_prior,2026-06-01,12h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,30.0,32.3,0.42448484848484763,31.7,-0.5999999999999979,0.5999999999999979,30.95,32.7,True,1.7500000000000036,29.7,33.325,True,3.6250000000000036,29.2,33.825,True,4.6250000000000036
2026-06-01|12h_prior,2026-06-01,12h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,30.0,32.3,0.3793858585858576,31.7,-0.5999999999999979,0.5999999999999979,31.1,32.5,True,1.3999999999999986,30.1,33.0,True,2.8999999999999986,29.7,33.4,True,3.6999999999999993
2026-06-01|24h_prior,2026-06-01,24h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,29.2,32.3,3.099999999999998,29.2,-3.099999999999998,3.099999999999998,29.2,29.2,False,0.0,29.2,29.2,False,0.0,29.2,29.2,False,0.0
2026-06-01|24h_prior,2026-06-01,24h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,29.2,32.3,0.8208232323232314,30.9,-1.3999999999999986,1.3999999999999986,30.15,31.9,False,1.75,28.9,32.525000000000006,True,3.625000000000007,28.4,33.02499999999999,True,4.624999999999993
2026-06-01|24h_prior,2026-06-01,24h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,29.2,32.3,0.8748404040404018,30.9,-1.3999999999999986,1.3999999999999986,30.3,31.7,False,1.3999999999999986,29.3,32.2,False,2.900000000000002,28.9,32.599999999999994,True,3.6999999999999957
2026-06-01|6h_prior,2026-06-01,6h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,29.4,32.3,2.8999999999999986,29.4,-2.8999999999999986,2.8999999999999986,29.4,29.4,False,0.0,29.4,29.4,False,0.0,29.4,29.4,False,0.0
2026-06-01|6h_prior,2026-06-01,6h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,29.4,32.3,0.6919090909090895,31.1,-1.1999999999999957,1.1999999999999957,30.349999999999994,32.1,False,1.750000000000007,29.099999999999994,32.725,True,3.625000000000007,28.6,33.224999999999994,True,4.624999999999993
2026-06-01|6h_prior,2026-06-01,6h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,29.4,32.3,0.7156484848484828,31.1,-1.1999999999999957,1.1999999999999957,30.5,31.9,False,1.3999999999999986,29.5,32.4,True,2.8999999999999986,29.1,32.8,True,3.6999999999999957
2026-06-01|event_day_open,2026-06-01,event_day_open,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,29.5,32.3,2.7999999999999976,29.5,-2.799999999999997,2.799999999999997,29.5,29.5,False,0.0,29.5,29.5,False,0.0,29.5,29.5,False,0.0
2026-06-01|event_day_open,2026-06-01,event_day_open,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,29.5,32.3,0.6353434343434322,31.2,-1.0999999999999979,1.0999999999999979,30.45,32.2,False,1.7500000000000036,29.2,32.825,True,3.6250000000000036,28.7,33.325,True,4.6250000000000036
2026-06-01|event_day_open,2026-06-01,event_day_open,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,29.5,32.3,0.6419111111111093,31.2,-1.0999999999999979,1.0999999999999979,30.6,32.0,False,1.3999999999999986,29.6,32.5,True,2.8999999999999986,29.2,32.9,True,3.6999999999999993
2026-06-02|12h_prior,2026-06-02,12h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,30.7,33.3,2.5999999999999974,30.7,-2.599999999999998,2.599999999999998,30.7,30.7,False,0.0,30.7,30.7,False,0.0,30.7,30.7,False,0.0
2026-06-02|12h_prior,2026-06-02,12h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,30.7,33.3,0.5373636363636355,32.4,-0.8999999999999986,0.8999999999999986,31.65,33.400000000000006,True,1.750000000000007,30.4,34.025000000000006,True,3.625000000000007,29.9,34.52499999999999,True,4.624999999999993
2026-06-02|12h_prior,2026-06-02,12h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,30.7,33.3,0.5189818181818165,32.4,-0.8999999999999986,0.8999999999999986,31.8,33.2,False,1.4000000000000021,30.8,33.7,True,2.900000000000002,30.4,34.099999999999994,True,3.6999999999999957
2026-06-02|24h_prior,2026-06-02,24h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,31.2,33.3,2.0999999999999974,31.2,-2.099999999999998,2.099999999999998,31.2,31.2,False,0.0,31.2,31.2,False,0.0,31.2,31.2,False,0.0
2026-06-02|24h_prior,2026-06-02,24h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,31.2,33.3,0.36791919191919115,32.9,-0.3999999999999986,0.3999999999999986,32.15,33.900000000000006,True,1.750000000000007,30.9,34.525000000000006,True,3.625000000000007,30.4,35.02499999999999,True,4.624999999999993
2026-06-02|24h_prior,2026-06-02,24h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,31.2,33.3,0.314537373737373,32.9,-0.3999999999999986,0.3999999999999986,32.3,33.7,True,1.4000000000000057,31.3,34.2,True,2.900000000000002,30.9,34.599999999999994,True,3.6999999999999957
2026-06-02|6h_prior,2026-06-02,6h_prior,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,30.9,33.3,2.399999999999999,30.9,-2.3999999999999986,2.3999999999999986,30.9,30.9,False,0.0,30.9,30.9,False,0.0,30.9,30.9,False,0.0
2026-06-02|6h_prior,2026-06-02,6h_prior,external_test,selected_calibrated,Selected calibrated,pooled_empirical_residual,empirical_residual,1.25,30.9,33.3,0.4575656565656562,32.599999999999994,-0.7000000000000028,0.7000000000000028,31.85,33.6,True,1.75,30.6,34.225,True,3.625,30.1,34.724999999999994,True,4.624999999999993
2026-06-02|6h_prior,2026-06-02,6h_prior,external_test,selected_uncalibrated,Selected uncalibrated,pooled_empirical_residual,empirical_residual,1.25,30.9,33.3,0.4207999999999993,32.599999999999994,-0.7000000000000028,0.7000000000000028,32.0,33.4,True,1.3999999999999986,31.0,33.9,True,2.8999999999999986,30.6,34.3,True,3.6999999999999957
2026-06-02|event_day_open,2026-06-02,event_day_open,external_test,raw_deterministic,Raw deterministic,pooled_empirical_residual,empirical_residual,1.25,31.6,33.3,1.6999999999999955,31.6,-1.6999999999999957,1.6999999999999957,31.6,31.6,False,0.0,31.6,31.6,False,0.0,31.6,31.6,False,0.0
