canonical_source,corroborating_source,canonical_source_certified,canonical_rows,canonical_dates,canonical_books,canonical_duplicate_event_keys,canonical_all_books_have_eleven_events,canonical_prices_in_unit_interval,common_event_keys,canonical_only_event_keys,corroborating_only_event_keys,differing_common_prices,maximum_absolute_price_difference,exact_alias_equivalence,exact_alias_equivalence_required
data/processed/18sA_canonical_source_adapters/18sA_canonical_market_panel.csv,data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_market_scoring_panel.csv,True,1705,40,155,0,True,True,1705,0,0,0,0.0,True,False
