role,bundle_path,source,column,dtype,non_missing,unique_values,sample_values
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,particle_count,float64,5247,74,0.0 | 37.0 | 62.0 | 54.0 | 45.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,particle_count_scaled,float64,5247,69,0.0 | 12.0 | 31.0 | 33.0 | 23.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,predicted_residual_mean_c,float64,5247,114,-0.026054507552533 | -0.3205750072339594 | -0.342432115654657 | -0.333715626522825 | 1.491255620023165
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,predicted_residual_median_c,float64,5247,115,-0.0651010076944615 | -0.3413111486630942 | -0.3669564103442801 | -0.3540146010389209 | 1.4912556200231657
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,probability_variant,object,10494,2,UNCALIBRATED | CALIBRATED
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,question,object,10494,440,Will the highest temperature in Hong Kong be 21°C or below on May 22? | Will the highest temperature in Hong Kong be 22°C on May 22? | Will the highest temperature in Hong Kong be 23°C on May 22? | Will the highest temperature in Hong Kong be 24°C on May 22? | Will the highest temperature in Hong Kong be 25°C on May 22?
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,refit_on_holdout_labels,bool,10494,1,False
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,sample_block,object,10494,2,march_may_baseline | june_external_extension
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,scope_id,object,10494,5,pooled_all_rules | rule_specific_24h_prior | rule_specific_12h_prior | rule_specific_6h_prior | rule_specific_event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,scope_type,object,10494,2,POOLED | RULE_SPECIFIC
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,selected_yes_token_id,object,10494,440,80249621104258839709335359266804431703683653370021218181647168129494244955849 | 73404202593816886496853432908130319478294223164789934503673740864669410469692 | 109629970021802230843168378465115957781109094774460646710426609529224087542485 | 71404157753204269922358465281476437838756537761233647260309858302269647833070 | 66396587548680826929290690142630459515964742879773631962648355543142630674602
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,selection_roles,object,10494,3,selected_tree | selected_gaussian_process | selected_baseline|selected_overall
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,upper_bound_c,float64,9540,17,22.0 | 23.0 | 24.0 | 25.0 | 26.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,upper_bound_c_outcome,float64,9540,17,22.0 | 23.0 | 24.0 | 25.0 | 26.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,y_event_int,int64,10494,2,0 | 1
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/14_18wD_model_probability_outcome_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,y_no_int,int64,10494,2,1 | 0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,bound_reference_c,float64,10164,18,21.0 | 22.0 | 23.0 | 24.0 | 25.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,calibration_scale_factor,float64,10164,4,1.0 | 2.0 | 1.5 | 1.25
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,calibration_uniform_smoothing,float64,10164,2,0.0 | 0.1
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,calibration_variant,object,10164,2,UNCALIBRATED | CALIBRATED
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,candidate_id,object,10164,3,catboost_quantile_pooled | gp_matern32_rule | pooled_empirical_residual
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,canonical_label,object,10164,32,21°C or below | 22°C | 23°C | 24°C | 25°C
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,canonical_label_outcome,object,10164,32,21°C or below | 22°C | 23°C | 24°C | 25°C
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,complexity_rank,int64,10164,3,8 | 7 | 4
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,condition_id,object,7524,330,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba | 0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256 | 0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5 | 0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72 | 0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,contract_event_type,object,10164,3,lower_tail_endpoint | interior_bin | upper_tail
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,contract_order,int64,10164,11,0 | 1 | 2 | 3 | 4
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,decision_cutoff_utc,object,10164,118,2026-05-20 16:00:00+00:00 | 2026-05-21 04:00:00+00:00 | 2026-05-21 10:00:00+00:00 | 2026-05-21 16:00:00+00:00 | 2026-05-22 04:00:00+00:00
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,decision_rule,object,10164,4,24h_prior | 12h_prior | 6h_prior | event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,decision_rule_order,int64,10164,4,0 | 1 | 2 | 3
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,evaluation_block,object,10164,2,INTERNAL_HOLDOUT | EXTERNAL_TEST
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,evaluation_stage,object,10164,2,LOCKED_INTERNAL_HOLDOUT | EXTERNAL_OOT_TRANSFER
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,event_date,object,10164,40,2026-05-22 | 2026-05-23 | 2026-05-24 | 2026-05-25 | 2026-05-26
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,event_id,float64,7524,30,540089.0 | 543482.0 | 546775.0 | 550245.0 | 553910.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,event_slug,object,10164,40,highest-temperature-in-hong-kong-on-may-22-2026 | highest-temperature-in-hong-kong-on-may-23-2026 | highest-temperature-in-hong-kong-on-may-24-2026 | highest-temperature-in-hong-kong-on-may-25-2026 | highest-temperature-in-hong-kong-on-may-26-2026
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,event_type,object,10164,3,lower | interior | upper
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,event_type_outcome,object,10164,3,lower | interior | upper
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,fitted_parameter_source,object,10164,2,PRE_HOLDOUT_FREEZE | IDENTICAL_PRE_HOLDOUT_FIT
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,forecast_daily_max_c,float64,10164,64,29.2 | 29.0 | 29.7 | 29.1 | 28.6
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,hko_daily_max_c,float64,10164,32,31.4 | 30.3 | 31.5 | 32.0 | 33.7
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,lower_bound_c,float64,9240,17,22.0 | 23.0 | 24.0 | 25.0 | 26.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,lower_bound_c_outcome,float64,9240,17,22.0 | 23.0 | 24.0 | 25.0 | 26.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,mapping_distribution,object,5082,1,99_EQUAL_WEIGHT_HKO_QUANTILE_PARTICLES
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_book_sum_raw,float64,10164,109,1.0545 | 1.0550000000000002 | 1.0055 | 1.0465 | 1.1575
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_id,int64,10164,440,2309314 | 2309315 | 2309316 | 2309317 | 2309318
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_normalised_binary_brier,float64,10164,1314,8.093741716561212e-06 | 3.237496686624485e-05 | 1.1016481780874983e-05 | 0.0007050548339759 | 0.0057555496651101
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_normalised_binary_log_score,float64,10164,1307,0.0028490047760748 | 0.0057061495768546 | 0.0033246290418781 | 0.0269117634598409 | 0.0788974809712138
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_raw_binary_brier,float64,10164,281,9e-06 | 3.6e-05 | 1.225e-05 | 0.000784 | 0.0064
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_raw_binary_log_score,float64,10164,283,0.0030045090202987 | 0.006018072325563 | 0.0035061393292875 | 0.028399474521698 | 0.083381608939051
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,market_slug,object,10164,440,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow | highest-temperature-in-hong-kong-on-may-22-2026-22c | highest-temperature-in-hong-kong-on-may-22-2026-23c | highest-temperature-in-hong-kong-on-may-22-2026-24c | highest-temperature-in-hong-kong-on-may-22-2026-25c
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,model_binary_brier,float64,10164,170,0.0 | 0.1396796245281093 | 0.3922048770533619 | 1.0 | 0.2975206611570247
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,model_binary_log_score,float64,10164,173,9.999778782803785e-13 | 0.4679854650894983 | 0.9842019374903656 | 27.631021115928547 | 0.78845736036427
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,model_family,object,10164,3,TREE | GAUSSIAN_PROCESS | BASELINE
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,no_token_id,object,7524,330,22825562799916321502627886305803622841279827443193075106893796802181245213354 | 31898361541966166415156404467500947677330458257645446722896959318752926876973 | 7157258391735116413746109287663962177955545316462837530882553668479448027444 | 67130806903482119009983033061534009671456102978969575905102363568933546391867 | 99077606484166808441076183096277774970710731128314886074580886515716047328600
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,outcome_blind,bool,10164,1,True
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market,float64,10164,237,0.003 | 0.006 | 0.0035 | 0.028 | 0.08
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_market_normalised,float64,10164,1302,0.0028449502133712 | 0.0056899004267425 | 0.0033191085822664 | 0.0265528686581318 | 0.0758653390232337
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_model,float64,10164,125,0.0 | 0.3737373737373737 | 0.6262626262626263 | 0.5454545454545454 | 0.4545454545454545
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_model_calibrated,float64,5082,105,0.009090909090909 | 0.1181818181818182 | 0.2909090909090909 | 0.3090909090909091 | 0.2181818181818182
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_model_uncalibrated,float64,5082,74,0.0 | 0.3737373737373737 | 0.6262626262626263 | 0.5454545454545454 | 0.4545454545454545
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,p_particle_scaled,float64,5082,69,0.0 | 0.1212121212121212 | 0.3131313131313131 | 0.3333333333333333 | 0.2323232323232323
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,particle_count,float64,5082,74,0.0 | 37.0 | 62.0 | 54.0 | 45.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,particle_count_scaled,float64,5082,69,0.0 | 12.0 | 31.0 | 33.0 | 23.0
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,predicted_residual_mean_c,float64,5082,111,-0.026054507552533 | -0.3205750072339594 | -0.342432115654657 | -0.333715626522825 | 1.491255620023165
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,predicted_residual_median_c,float64,5082,112,-0.0651010076944615 | -0.3413111486630942 | -0.3669564103442801 | -0.3540146010389209 | 1.4912556200231657
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,price_staleness_hours,float64,10164,26,0.9988888888888888 | 0.9980555555555556 | 0.9969444444444444 | 0.9975 | 0.9972222222222222
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,probability_variant,object,10164,2,UNCALIBRATED | CALIBRATED
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,question,object,10164,440,Will the highest temperature in Hong Kong be 21°C or below on May 22? | Will the highest temperature in Hong Kong be 22°C on May 22? | Will the highest temperature in Hong Kong be 23°C on May 22? | Will the highest temperature in Hong Kong be 24°C on May 22? | Will the highest temperature in Hong Kong be 25°C on May 22?
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,refit_on_holdout_labels,bool,10164,1,False
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,sample_block,object,10164,2,march_may_baseline | june_external_extension
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,scope_id,object,10164,5,pooled_all_rules | rule_specific_24h_prior | rule_specific_12h_prior | rule_specific_6h_prior | rule_specific_event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/15_18wD_exact_common_market_model_contract_panel.csv,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,scope_type,object,10164,2,POOLED | RULE_SPECIFIC
