path,status,reason,date_column,lower_column,upper_column,label_column,identifier_column,matching_prediction_dates,rows_on_prediction_dates,dates_with_exactly_11_events,priority_score,selected
data/processed/18e_hko_historical_contract_universe_to_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18e_hko_historical_no_lookahead_decision_panel_to_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18e_hko_historical_scoring_ready_market_panel_to_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18e_hko_historical_threshold_candidate_panel_to_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18e_v2_flattened_polymarket_children_debug.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18f_hko_daily_extract_targets_20260301_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18f_hko_polymarket_floor_validation_panel_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18f_hko_upper_tail_no_lookahead_decision_panel_20260313_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18f_hko_upper_tail_scoring_ready_market_panel_20260313_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18f_hko_upper_tail_threshold_contracts_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18f_polymarket_child_markets_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18f_polymarket_event_sweep_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,event_slug,event_slug,0,0,0,0,False
data/processed/18g_hko_upper_tail_no_lookahead_decision_panel_20260313_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18g_hko_upper_tail_scoring_ready_market_panel_20260313_20260531.csv,REJECTED,header_read_failed: No columns to parse from file,,,,,,0,0,0,0,False
data/processed/18h_clob_narrow_window_diagnostics_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,,,,event_slug,event_slug,0,0,0,0,False
data/processed/18h_hko_upper_tail_no_lookahead_decision_panel_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18h_hko_upper_tail_scoring_ready_market_panel_20260313_20260531.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18i_hko_main_scoring_panel_formally_certified.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_question,event_slug,0,0,0,0,False
data/processed/18j_excluded_or_ambiguous_hk_contracts.csv,REJECTED,"missing_prediction_dates: 2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10,2026-06-11",event_date,event_lower_bound,event_upper_bound,group_item_title,event_slug,11,21,0,0,False
data/processed/18j_full_hko_contract_event_universe_preliminary.csv,REJECTED,"missing_prediction_dates: 2026-05-23,2026-05-24,2026-05-25,2026-05-30,2026-05-31,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06",event_date,event_lower_bound,event_upper_bound,group_item_title,event_slug,6,110,0,0,False
data/processed/18j_gamma_metadata_settlement_family_audit.csv,REJECTED,"missing_prediction_dates: 2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10,2026-06-11",event_date,event_lower_bound,event_upper_bound,group_item_title,event_slug,11,131,0,0,False
data/processed/18j_march13_settlement_family_audit.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,event_lower_bound,event_upper_bound,group_item_title,event_slug,0,0,0,0,False
data/processed/18j_v2_excluded_or_ambiguous_hk_contracts.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,10,0,0,False
data/processed/18j_v2_full_hko_contract_event_universe.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,110,0,0,False
data/processed/18j_v2_gamma_metadata_settlement_family_audit_fixed.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,120,0,0,False
data/processed/18j_v2_march13_settlement_family_audit.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,0,0,0,0,False
data/processed/18j_v2_parsing_validation_checks.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18k_full_hko_contract_event_target_panel.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,110,0,0,False
data/processed/18k_hko_realised_outcomes_used.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18l_clob_recovery_diagnostics.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,market_slug,market_slug,0,0,0,0,False
data/processed/18l_full_hko_contract_event_market_scoring_panel.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,440,0,0,False
data/processed/18l_full_hko_contract_event_no_lookahead_decision_panel.csv,REJECTED,"missing_prediction_dates: 2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10",event_date,event_lower_bound_C,event_upper_bound_C,visible_contract_label,event_slug,10,440,0,0,False
data/processed/18m_market_only_decision_rule_rankings.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18m_supervisor_market_only_key_table.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18n_june_2026_contract_event_audit/18n_june_2026_api_request_log.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18n_june_2026_contract_event_audit/18n_june_2026_contract_audit.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,group_item_title,event_slug,30,330,0,0,False
data/processed/18n_june_2026_contract_event_audit/18n_june_2026_event_audit.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,event_slug,event_slug,0,0,0,0,False
data/processed/18n_june_2026_contract_event_audit/18n_june_2026_raw_event_index.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,event_slug,event_slug,0,0,0,0,False
data/processed/18n_june_2026_contract_event_audit/18n_june_2026_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_contract_outcomes.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,group_item_title,event_slug,30,330,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_date_outcome_checks.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_hko_daily_max.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_request_log.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_winning_contracts.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_book_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,30,1254,0,0,False
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,30,1320,0,0,False
data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_exclusions.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,4,66,0,0,False
data/processed/18sA_canonical_source_adapters/18sA_canonical_contract_outcome_panel.csv,ADMISSIBLE,complete_certified_partition_candidate,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,440,40,1000,False
data/processed/18sA_canonical_source_adapters/18sA_canonical_market_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1705,0,0,False
data/processed/18sA_canonical_source_adapters/18sA_canonical_weather_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1749,0,0,False
data/processed/18sA_canonical_source_adapters/18sA_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18sA_canonical_source_adapters/18sA_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_certified_contract_outcome_panel.csv,ADMISSIBLE,complete_certified_partition_candidate,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,440,40,1070,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_contract_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1694,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_date_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_deterministic_weather_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1749,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_exact_common_support_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1694,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_market_scoring_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1705,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_support_audit_panel.csv,REJECTED,not_exactly_11_events_per_prediction_date,event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,40,1760,0,0,False
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_support_exclusions.csv,REJECTED,"missing_prediction_dates: 2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31",event_date,lower_bound_c,upper_bound_c,event_slug,event_slug,4,66,0,0,False
data/processed/18tA_hko_publication_availability/18tA_gazetted_holiday_calendar.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_hko_publication_availability_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_operational_calendar.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_verified_publication_timestamp_template.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18tA_hko_publication_availability/18tA_verified_timestamp_evidence_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_admissible_history_pairs_all_rules.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_admissible_history_pairs_same_rule.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_decision_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_residual_observation_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18tB_admissible_historical_information_sets/18tB_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uA_chronological_partition_and_folds/18uA_date_partition.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uA_chronological_partition_and_folds/18uA_date_rule_assignment.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uA_chronological_partition_and_folds/18uA_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uA_chronological_partition_and_folds/18uA_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_estimator_scope_registry.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_evaluation_support.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_final_fit_membership.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_fold_training_membership.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_fold_training_plan.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_fold_validation_membership.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_oof_selection_support.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18uB_model_specific_freeze_support/18uB_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_blind_evaluation_feature_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_candidate_registry.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_development_labelled_feature_panel.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_feature_registry.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_quantile_grid.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vA_residual_model_design_and_features/18vA_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB1_baseline_gp_temporal_oof/18vB1_baseline_gp_oof_predictions.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vB1_baseline_gp_temporal_oof/18vB1_model_fit_diagnostics.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB1_baseline_gp_temporal_oof/18vB1_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB1_baseline_gp_temporal_oof/18vB1_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB2_tree_temporal_oof/18vB2_model_fit_diagnostics.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB2_tree_temporal_oof/18vB2_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB2_tree_temporal_oof/18vB2_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vB2_tree_temporal_oof/18vB2_tree_oof_predictions.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vC_common_support_scoring_and_selection/18vC_all_candidate_oof_predictions.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vC_common_support_scoring_and_selection/18vC_common_candidate_selection_support.csv,REJECTED,required_date_or_boundary_columns_missing,event_date,,,,,0,0,0,0,False
data/processed/18vC_common_support_scoring_and_selection/18vC_sha256_manifest.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
data/processed/18vC_common_support_scoring_and_selection/18vC_source_inventory.csv,REJECTED,required_date_or_boundary_columns_missing,,,,,,0,0,0,0,False
