role,source,status,sha256,rows,columns,date_column,valid_time_column,coverage_basis,distinct_dates,complete_dates,start_date,end_date,complete_start_date,complete_end_date,june_dates,complete_june_dates,temperature_columns,score
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wB_development_probability_calibration/18wB_integrity_checks.csv,MATERIALISED,d7e89b0510ab3b950fd007bd97bdd8e66e249c27c25d62531829f34a12e9d1c2,8,4,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60008.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18i_hko_empirical_integrity_checks.csv,MATERIALISED,dfa63673ba66bd0168e10bd752a00f666e89524f7122cde922cd9bd94c16739d,6,3,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60006.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xB_blind_trading_signal_release/18xB_integrity_checks.csv,MATERIALISED,86a167854e5d59f07c7f593678bfd21324e23402fbd5b10f203c68f020af7488,6,4,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60006.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xD_trading_robustness_and_figures/18xD_integrity_checks.csv,MATERIALISED,8013c274a64f63ee0e2934c09ee0822bf6245f53fca2f2235b9e5ea51b8c086a,6,4,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60006.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/aifs_ens_historical_metadata_integrity.csv,MATERIALISED,e61f9cde12dc6e89cb31aa213c7862dda8813266ae9dfd74acf8403b6918c9a2,2,15,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60002.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/robustness_checks/hong_kong_integrity_checks.csv,MATERIALISED,f7655ad8c6e7249f52b9dc05d396a0a7a8c5e122d77ad976ea00dd7e6e6fa8eb,2,5,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60002.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/21e_review_bundle.zip::data/releases/hko_empirical_release_v1/21e_release_integrity_summary.csv,MATERIALISED,83f5302c00a6273e1371bbb39ee00d5a38a2e5062da56b5dbcad6eb00b7bd52f,10,6,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,55010.0
integrity_checks,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/21e_review_bundle.zip::data/releases/hko_empirical_release_v1/21e_release_integrity_checks.csv,MATERIALISED,a6852b77565ab31ed20f311d9651c2fd5fc87a82f7f0cfb6ba4ba18a1e553e75,10,3,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,55010.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19a_hko_ecmwf_forecast_issues.csv,DUPLICATE_CONTENT,f76a401a4e7496f30e10c23f90c147f162fce32c0a5d1ea8eb639e78b2d18ddb,57,10,event_date,,declared_target_date,16,0,2026-03-16,2026-04-02,,,0,0,,1700057.0
issues,git:archive/17j-plus-18n-18y-20260726:data/processed/19a_hko_ecmwf_forecast_issues.csv,DUPLICATE_CONTENT,f76a401a4e7496f30e10c23f90c147f162fce32c0a5d1ea8eb639e78b2d18ddb,57,10,event_date,,declared_target_date,16,0,2026-03-16,2026-04-02,,,0,0,,1651057.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18l_clob_recovery_issues.csv,DUPLICATE_CONTENT,2ea0296142e02005c499aa32696c61fdc02acf496563d985109554a315e672d0,291,8,event_date,,declared_target_date,13,0,2026-03-16,2026-05-21,,,0,0,,1360291.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19c_issues.csv,DUPLICATE_CONTENT,f5a0b047d2d36221a593982eaa7f41d65c23a5cac2b0851e0d5127827dfbbb7a,9,10,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,460009.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19b_common_support_issues.csv,DUPLICATE_CONTENT,ed04d73676346cbd67bd79e26e8f6cdfa83620a5ae5c91f3d577e438a5a2fee4,5,7,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,460005.0
issues,git:archive/17j-plus-18n-18y-20260726:data/processed/19c_issues.csv,DUPLICATE_CONTENT,f5a0b047d2d36221a593982eaa7f41d65c23a5cac2b0851e0d5127827dfbbb7a,9,10,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,411009.0
issues,git:archive/17j-plus-18n-18y-20260726:data/processed/19b_common_support_issues.csv,DUPLICATE_CONTENT,ed04d73676346cbd67bd79e26e8f6cdfa83620a5ae5c91f3d577e438a5a2fee4,5,7,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,411005.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20a_issues.csv,DUPLICATE_CONTENT,6dde3b0c82a490065480287f0b61238cd1c180ef3332ff9e184c31503c7d6724,11,5,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,60011.0
issues,git:archive/17j-plus-18n-18y-20260726:data/processed/20a_issues.csv,DUPLICATE_CONTENT,6dde3b0c82a490065480287f0b61238cd1c180ef3332ff9e184c31503c7d6724,11,5,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,11011.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19a_review_bundle.zip::data/processed/19a_hko_ecmwf_forecast_issues.csv,MATERIALISED,f76a401a4e7496f30e10c23f90c147f162fce32c0a5d1ea8eb639e78b2d18ddb,57,10,event_date,,declared_target_date,16,0,2026-03-16,2026-04-02,,,0,0,,1705057.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/18l_review_bundle.zip::data/processed/18l_clob_recovery_issues.csv,MATERIALISED,2ea0296142e02005c499aa32696c61fdc02acf496563d985109554a315e672d0,291,8,event_date,,declared_target_date,13,0,2026-03-16,2026-05-21,,,0,0,,1365291.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19c_review_bundle.zip::data/processed/19c_issues.csv,MATERIALISED,f5a0b047d2d36221a593982eaa7f41d65c23a5cac2b0851e0d5127827dfbbb7a,9,10,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,465009.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19b_review_bundle.zip::data/processed/19b_common_support_issues.csv,MATERIALISED,ed04d73676346cbd67bd79e26e8f6cdfa83620a5ae5c91f3d577e438a5a2fee4,5,7,event_date,,declared_target_date,4,0,2026-04-14,2026-04-18,,,0,0,,465005.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18q_june_2026_ecmwf_single_run_forecasts/18q_june_2026_weather_issues.csv,MATERIALISED,4d45df8e4c431e7343a166100b72cc63e630bcb82f874a653a66b739ea6319d4,2,7,event_date,,declared_target_date,1,0,2026-06-24,2026-06-24,,,1,0,,430002.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_outcome_issues.csv,MATERIALISED,bbd7f1b56e4fc22beebe5d30f89d3ff256f62a43d8386663291d9738aada7c69,1,6,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,150001.0
issues,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/20a_review_bundle.zip::data/processed/20a_issues.csv,MATERIALISED,6dde3b0c82a490065480287f0b61238cd1c180ef3332ff9e184c31503c7d6724,11,5,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,65011.0
request_plan,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19a_hko_ecmwf_single_run_request_plan.csv,DUPLICATE_CONTENT,12baa6eed66ea850a5ec57472586a5885167ab902a2f37b7b3e69a9664788b69,292,8,event_date,,declared_target_date,73,0,2026-03-16,2026-05-31,,,0,0,,7430292.0
request_plan,git:archive/17j-plus-18n-18y-20260726:data/processed/19a_hko_ecmwf_single_run_request_plan.csv,DUPLICATE_CONTENT,12baa6eed66ea850a5ec57472586a5885167ab902a2f37b7b3e69a9664788b69,292,8,event_date,,declared_target_date,73,0,2026-03-16,2026-05-31,,,0,0,,7381292.0
request_plan,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19a_review_bundle.zip::data/processed/19a_hko_ecmwf_single_run_request_plan.csv,MATERIALISED,12baa6eed66ea850a5ec57472586a5885167ab902a2f37b7b3e69a9664788b69,292,8,event_date,,declared_target_date,73,0,2026-03-16,2026-05-31,,,0,0,,7435292.0
request_plan,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18q_june_2026_ecmwf_single_run_forecasts/18q_june_2026_weather_request_plan.csv,MATERIALISED,36f3cbb963a9b84bd4c8fa4196019738328e64f9f2f60e62c579a694db500c13,120,16,event_date,,declared_target_date,30,0,2026-06-01,2026-06-30,,,30,0,,4780120.0
