role,source,status,sha256,rows,columns,date_column,valid_time_column,coverage_basis,distinct_dates,complete_dates,start_date,end_date,complete_start_date,complete_end_date,june_dates,complete_june_dates,temperature_columns,score
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/hko_daily_max_temperature_targets.csv,DUPLICATE_CONTENT,0adbe1e6c1a99b372bc4c2f9050d8594e65bbc5bd3b8eedae2a3c1825c9e3b53,49459,2,date,,declared_target_date,49459,49459,1884-01-01,2026-05-31,1884-01-01,2026-05-31,0,0,hko_tmax_c,54405009459.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19a_hko_ecmwf_single_run_daily_max_forecasts.csv,DUPLICATE_CONTENT,8b7c29a9fe44ce49f052463a38f763865554262212ca3781f965c3a24735fac6,292,22,event_date,forecast_valid_date_hkt,declared_target_date,73,73,2026-03-16,2026-05-31,2026-03-16,2026-05-31,0,0,forecast_hko_daily_max_c; target_hko_tmax_c; temperature_error_c; abs_temperature_error_c,80430292.0
daily_max_forecasts,git:archive/17j-plus-18n-18y-20260726:data/processed/19a_hko_ecmwf_single_run_daily_max_forecasts.csv,DUPLICATE_CONTENT,8b7c29a9fe44ce49f052463a38f763865554262212ca3781f965c3a24735fac6,292,22,event_date,forecast_valid_date_hkt,declared_target_date,73,73,2026-03-16,2026-05-31,2026-03-16,2026-05-31,0,0,forecast_hko_daily_max_c; target_hko_tmax_c; temperature_error_c; abs_temperature_error_c,80381292.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/17k_hko_daily_max_latest_parsed.csv,MATERIALISED,0adbe1e6c1a99b372bc4c2f9050d8594e65bbc5bd3b8eedae2a3c1825c9e3b53,49459,2,date,,declared_target_date,49459,49459,1884-01-01,2026-05-31,1884-01-01,2026-05-31,0,0,hko_tmax_c,54405009459.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18e_hko_daily_max_targets_to_20260531.csv,MATERIALISED,af6309074361b09e0429c7f425b69a9e0d174ce9e753def690ab067fe3519f62,49459,5,event_date,,declared_target_date,49459,49459,1884-01-01,2026-05-31,1884-01-01,2026-05-31,0,0,hko_tmax_c,54405009459.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/interim/hko_daily_max.csv,MATERIALISED,6918748f5a70f3512e43fc31f14e5506f6f95fe264898c9534d9b5a48c6c39a4,103,6,event_date,,declared_target_date,103,103,2026-03-16,2026-06-30,2026-03-16,2026-06-30,30,30,hko_daily_max_c,114850103.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_deterministic_weather_panel.csv,MATERIALISED,049abe248bb7910eb75c21b31edb4ea255640bcce1ffd3c376dc54907c523501,4125,42,event_date,,declared_target_date,102,102,2026-03-16,2026-06-30,2026-03-16,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,113764125.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18sA_canonical_source_adapters/18sA_canonical_weather_panel.csv,MATERIALISED,10570805b8a686d36211341075225df40fa061714c6499c871f4c94490d8ad00,4125,42,event_date,,declared_target_date,102,102,2026-03-16,2026-06-30,2026-03-16,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,113764125.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18tB_admissible_historical_information_sets/18tB_residual_observation_panel.csv,MATERIALISED,4ae4883622990d8c0ef0f5c629f99028ae857987c032740d2fae4eeda5e2b387,375,26,event_date,,declared_target_date,102,102,2026-03-16,2026-06-30,2026-03-16,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,113760375.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_exact_common_support_panel.csv,MATERIALISED,f502c14ed5b86a702f4e54071dc121e2d1e62b157fd412adbacf4b0db06b4ecd,3889,49,event_date,,declared_target_date,97,97,2026-03-18,2026-06-30,2026-03-18,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,108263889.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_contract_panel.csv,MATERIALISED,59f3e77ba67cfdae123cb29b92e39b15036a3f1a1d426e0d0ceb38b9c2cc5c7b,3850,51,event_date,,declared_target_date,97,97,2026-03-18,2026-06-30,2026-03-18,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,108263850.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_complete_book_panel.csv,MATERIALISED,420b0ed703f2a72cfe58ee60ed2cd60600694f756db8708b26f5148e2dd89a25,350,30,event_date,,declared_target_date,97,97,2026-03-18,2026-06-30,2026-03-18,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,108260350.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19a_review_bundle.zip::data/processed/19a_hko_ecmwf_single_run_daily_max_forecasts.csv,MATERIALISED,8b7c29a9fe44ce49f052463a38f763865554262212ca3781f965c3a24735fac6,292,22,event_date,forecast_valid_date_hkt,declared_target_date,73,73,2026-03-16,2026-05-31,2026-03-16,2026-05-31,0,0,forecast_hko_daily_max_c; target_hko_tmax_c; temperature_error_c; abs_temperature_error_c,80435292.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18uB_model_specific_freeze_support/18uB_final_fit_membership.csv,MATERIALISED,65aac69e596098f3e60a4c51f3dd10e3a8e8918d682ea5cc56c9aef80e558fd1,418,31,event_date,,declared_target_date,61,61,2026-03-16,2026-05-20,2026-03-16,2026-05-20,0,0,forecast_daily_max_c; hko_daily_max_c,67160418.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18uB_model_specific_freeze_support/18uB_fold_training_membership.csv,MATERIALISED,35f6913893c2a16cb9fe2394a5f74062ac08996e50315d041d91b0e8ab668ba5,924,32,event_date,earliest_validation_date,declared_target_date,50,50,2026-03-16,2026-05-07,2026-03-16,2026-05-07,0,0,forecast_daily_max_c; hko_daily_max_c,55060924.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wC_blind_calibrated_probability_release/18wC_blind_probability_release.csv,MATERIALISED,02ee2ee08ca1f81e0d66a89b1cd3684af72f43f6a1a724f40da7732383667fec,10494,45,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45570494.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,MATERIALISED,2878ec3985153c3931b98b019ea8e3e42ef08f98105b073e6a1a598c1027e6fc,10494,52,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,45570494.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,MATERIALISED,1f039a61df614738ea5de9efc716e2e2a033f46e40fff16ccd73e38a996208b0,10164,63,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,45570164.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wC_blind_calibrated_probability_release/18wC_blind_calibrated_probability_panel.csv,MATERIALISED,8384a454400afce5edadb0e11710a59f5b83509f2029d226f36f521bc1b2718c,5247,38,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45565247.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wA_contract_probability_mapping/18wA_blind_uncalibrated_probability_panel.csv,MATERIALISED,8ad354f1c8e0737acd16bf093be3ddd38411ea545cfe4633b5d6962754467620,5247,38,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45565247.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,MATERIALISED,6541e0cc4b8436c9b7705ffbdae9ef6a080ddf52fb5ccecbce2af87afb85c321,1265,56,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45561265.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xC_controlled_unblinding_trading_simulation/18xC_cost_sensitivity_trade_panel.csv,MATERIALISED,a3fa37564469b148e5c8149da284ad1514af1b943b682deef9e7c3d34456f9d5,575,71,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,45560575.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vD_selected_models_blind_predictions/18vD_selected_candidate_blind_predictions.csv,MATERIALISED,7b425551e472799ee3726a91c802337dac29cb6937879be73c1af5cfe78427e8,477,225,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45560477.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vA_residual_model_design_and_features/18vA_blind_evaluation_feature_panel.csv,MATERIALISED,1b78fc72fa3021e2839906ac68361433bc4bb6392ecb8d268c53dabece62330d,159,18,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45560159.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xC_controlled_unblinding_trading_simulation/18xC_unblinded_signal_outcome_panel.csv,MATERIALISED,7af07d8864149551069949c253ea09dd5fb4e14abe71cafdc47cfc252da14b35,115,66,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c; hko_daily_max_c,45560115.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xB_blind_trading_signal_release/18xB_blind_trading_signal_panel.csv,MATERIALISED,c14a5f5bed38a94dfd63cb0a787705cf0d5511b188648c3240f11716ce59ad38,115,61,event_date,,declared_target_date,40,40,2026-05-22,2026-06-30,2026-05-22,2026-06-30,30,30,forecast_daily_max_c,45560115.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vC_common_support_scoring_and_selection/18vC_all_candidate_oof_predictions.csv,MATERIALISED,5bb5be096d1be78cf32e2eb7907ffa6aa0399bcc47107bf0c06bcbff3f78341d,1296,218,event_date,,declared_target_date,38,38,2026-04-12,2026-05-21,2026-04-12,2026-05-21,0,0,forecast_daily_max_c; hko_daily_max_c,41861296.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vB1_baseline_gp_temporal_oof/18vB1_baseline_gp_oof_predictions.csv,MATERIALISED,0dab9ca4eedba8cfd04c667e89b98b5e45ea8c07c2fd1d4a9e7c5312e4253129,1008,216,event_date,,declared_target_date,38,38,2026-04-12,2026-05-21,2026-04-12,2026-05-21,0,0,forecast_daily_max_c; hko_daily_max_c,41861008.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vB2_tree_temporal_oof/18vB2_tree_oof_predictions.csv,MATERIALISED,c2099d23f1c4d5ae25ce7730c23d1eb57713296069b7d567794b31c495c8f61d,288,216,event_date,,declared_target_date,38,38,2026-04-12,2026-05-21,2026-04-12,2026-05-21,0,0,forecast_daily_max_c; hko_daily_max_c,41860288.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vA_residual_model_design_and_features/18vA_development_labelled_feature_panel.csv,MATERIALISED,56c3a823aa9af9ec597c3acf3496957156ae4d7ca5e11e81dbae5319932a23d7,144,20,event_date,,declared_target_date,38,38,2026-04-12,2026-05-21,2026-04-12,2026-05-21,0,0,forecast_daily_max_c; hko_daily_max_c,41860144.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wA_contract_probability_mapping/18wA_development_uncalibrated_probability_panel.csv,MATERIALISED,0a2a6e8d4b392a11bbe7f46c2b58c83b359ad87425baeab4ef31f876fa6f341e,4488,41,event_date,,declared_target_date,36,36,2026-04-12,2026-05-19,2026-04-12,2026-05-19,0,0,hko_daily_max_c; forecast_daily_max_c,39664488.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wB_development_probability_calibration/18wB_development_calibrated_probability_panel.csv,MATERIALISED,c300aa2172f7fa669d49b83bc9f8246adb58115fba8da606f453a4b270ae3e00,4488,46,event_date,,declared_target_date,36,36,2026-04-12,2026-05-19,2026-04-12,2026-05-19,0,0,hko_daily_max_c; forecast_daily_max_c,39664488.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18vC_common_support_scoring_and_selection/18vC_common_support_scored_predictions.csv,MATERIALISED,662c2cedcda3d1215c0a342b76a5c3c02c8ac5e9216e1f6d4811a29d937af453,1224,225,event_date,,declared_target_date,36,36,2026-04-12,2026-05-19,2026-04-12,2026-05-19,0,0,forecast_daily_max_c; hko_daily_max_c,39661224.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18q_june_2026_ecmwf_single_run_forecasts/18q_june_2026_contract_event_membership.csv,MATERIALISED,2c537fdbe5c5b70ce78c598b2495643a0a28f6a0a9f288349073f834936d38ec,1320,53,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,absolute_daily_max_evidence; hko_daily_max_c; forecast_daily_max_c,34781320.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18q_june_2026_ecmwf_single_run_forecasts/18q_june_2026_daily_max_forecasts.csv,MATERIALISED,d235fbc6a08c3a11c837078e4a5f35dfbb0a7926413652f161173d4ac07ad123,120,25,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,n_nonmissing_temperature_rows; forecast_daily_max_c; hko_daily_max_c,34780120.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_audit_panel.csv,MATERIALISED,3c943d65b59ef3a603df68dd80b45e55301ade11defe080d887be17361b31d75,1320,37,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,34651320.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_contract_panel.csv,MATERIALISED,929d504e9cf8b1de44b69dbca11c121a4fc56ce42ecacc515e2c5dccf142e59b,1254,38,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,34651254.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_common_support_book_panel.csv,MATERIALISED,94f6969381aaa0c4880a409cc93bfa4dacd35e8cb38c0b7b02e3a872c89bb2e7,114,41,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,hko_daily_max_c; forecast_daily_max_c,34650114.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18o_june_2026_hko_realised_outcomes/18o_june_2026_hko_daily_max.csv,MATERIALISED,1f2b6b82cb0cab381a2691c2f6208753acdfb9598726834496a3160f667ae22f,30,17,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,hko_daily_max_c; hko_daily_max_c_json; hko_daily_max_c_daily_extract,34650030.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/interim/june_hko_daily_max_recovered.csv,MATERIALISED,39bfac8b3d6a5c37c979598dd6b0fab8b566c637d078a4a4342348bb64c9aef2,30,6,event_date,,declared_target_date,30,30,2026-06-01,2026-06-30,2026-06-01,2026-06-30,30,30,hko_daily_max_c,34550030.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xA_development_trading_selection/18xA_development_trade_opportunity_panel.csv,MATERIALISED,d393d9e768b5f805bd8da8c4619887f1f65bebaa95725770c224384978ab2f53,6996,55,event_date,,declared_target_date,29,29,2026-04-15,2026-05-16,2026-04-15,2026-05-16,0,0,hko_daily_max_c; forecast_daily_max_c,31966996.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xA_development_trading_selection/18xA_development_best_edge_book_panel.csv,MATERIALISED,4e96e6323fbe6653f12c8806d2febe0551c1501ebf83fb248cdfadca5f4e8d7e,636,55,event_date,,declared_target_date,29,29,2026-04-15,2026-05-16,2026-04-15,2026-05-16,0,0,hko_daily_max_c; forecast_daily_max_c,31960636.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xA_development_trading_selection/18xA_selected_development_book_panel.csv,MATERIALISED,d812ee1a287c4335f05edcf3decc5c09f56acadfab1fa47c1d242363ccf3126c,77,60,event_date,,declared_target_date,29,29,2026-04-15,2026-05-16,2026-04-15,2026-05-16,0,0,hko_daily_max_c; forecast_daily_max_c,31960077.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18r_june_2026_market_weather_common_support/18r_june_2026_support_exclusions.csv,MATERIALISED,0a14a445833f05085c0bb0c83702de557f8e27878a7cd2fcef76a08653d55d0d,66,37,event_date,,declared_target_date,4,4,2026-06-06,2026-06-24,2026-06-06,2026-06-24,4,4,hko_daily_max_c; forecast_daily_max_c,4750066.0
daily_max_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/raw_weather_benchmark/hong_kong_raw_weather_benchmark_metrics.csv,MATERIALISED,eed528d18f376074676a478ccf2555eda0ad7c7a00ad315abdd52f40f4f1bd83,8,6,lead_time_days_previous_run,,declared_target_date,1,1,1970-01-01,1970-01-01,1970-01-01,1970-01-01,0,0,forecast_daily_max_c,1160008.0
fetch_inventory,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19a_hko_ecmwf_single_run_fetch_inventory.csv,DUPLICATE_CONTENT,ecf6aeae4f5e02399010c481a9b8f9ef1765fa774b7a128fdf70e4afd1184c97,224,10,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,130224.0
fetch_inventory,git:archive/17j-plus-18n-18y-20260726:data/processed/19a_hko_ecmwf_single_run_fetch_inventory.csv,DUPLICATE_CONTENT,ecf6aeae4f5e02399010c481a9b8f9ef1765fa774b7a128fdf70e4afd1184c97,224,10,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,81224.0
fetch_inventory,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18p_june_2026_clob_market_price_recovery/18p_june_2026_clob_fetch_inventory.csv,MATERIALISED,5336eb9c55bc961f1673c4e8ae769ed30e111c7b95d518699f3d6fbd14f5ea07,330,20,event_date,,declared_target_date,30,0,2026-06-01,2026-06-30,,,30,0,,4650330.0
fetch_inventory,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18q_june_2026_ecmwf_single_run_forecasts/18q_june_2026_unique_run_fetch_inventory.csv,MATERIALISED,c0befd4024d86f94ca82acbedb5f2941ba35d5d730492a224ad62a9b8e643afa,91,33,forecast_days,first_valid_time_utc,declared_target_date,1,0,1970-01-01,1970-01-01,,,0,0,hourly_units_temperature; parsed_nonmissing_temperature_rows,380091.0
fetch_inventory,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/review_bundles/19a_review_bundle.zip::data/processed/19a_hko_ecmwf_single_run_fetch_inventory.csv,MATERIALISED,ecf6aeae4f5e02399010c481a9b8f9ef1765fa774b7a128fdf70e4afd1184c97,224,10,,,valid_time_converted_to_hkt,0,0,,,,,0,0,,135224.0
hourly_forecasts,local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19a_hko_ecmwf_single_run_hourly_forecasts.csv,DUPLICATE_CONTENT,daee56b048ba029e06d81d32da6385b7e24bb7341030a30523475ba1e4e24063,48480,14,forecast_valid_date_hkt,forecast_valid_time_local,declared_target_date,88,86,2026-03-14,2026-06-09,2026-03-15,2026-06-08,9,8,temperature_2m,95428480.0
hourly_forecasts,git:archive/17j-plus-18n-18y-20260726:data/processed/19a_hko_ecmwf_single_run_hourly_forecasts.csv,DUPLICATE_CONTENT,daee56b048ba029e06d81d32da6385b7e24bb7341030a30523475ba1e4e24063,48480,14,forecast_valid_date_hkt,forecast_valid_time_local,declared_target_date,88,86,2026-03-14,2026-06-09,2026-03-15,2026-06-08,9,8,temperature_2m,95379480.0
