row_id,target_date,decision_rule,development_fold,chronology_block,selected_model,selected_family,dispersion_scale,event_id,event_index,event_label,lower_bound_c,upper_bound_c,lower_closed,upper_closed,quantile_particle_count,quantile_particle_total,raw_event_probability,realised_yes
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_00,0,20°C or below,,21.0,True,False,0,99,0.0,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_01,1,21°C,21.0,22.0,True,False,0,99,0.0,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_02,2,22°C,22.0,23.0,True,False,0,99,0.0,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_03,3,23°C,23.0,24.0,True,False,0,99,0.0,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_04,4,24°C,24.0,25.0,True,False,0,99,0.0,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_05,5,25°C,25.0,26.0,True,False,2,99,0.020202020202020204,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_06,6,26°C,26.0,27.0,True,False,7,99,0.0707070707070707,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_07,7,27°C,27.0,28.0,True,False,25,99,0.25252525252525254,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_08,8,28°C,28.0,29.0,True,False,49,99,0.494949494949495,True
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_09,9,29°C,29.0,30.0,True,False,13,99,0.13131313131313133,False
2026-04-12|12h_prior,2026-04-12,12h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_10,10,30°C or higher,30.0,,True,False,3,99,0.030303030303030304,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_00,0,20°C or below,,21.0,True,False,0,99,0.0,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_01,1,21°C,21.0,22.0,True,False,0,99,0.0,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_02,2,22°C,22.0,23.0,True,False,0,99,0.0,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_03,3,23°C,23.0,24.0,True,False,0,99,0.0,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_04,4,24°C,24.0,25.0,True,False,0,99,0.0,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_05,5,25°C,25.0,26.0,True,False,1,99,0.010101010101010102,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_06,6,26°C,26.0,27.0,True,False,7,99,0.0707070707070707,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_07,7,27°C,27.0,28.0,True,False,20,99,0.20202020202020202,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_08,8,28°C,28.0,29.0,True,False,48,99,0.48484848484848486,True
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_09,9,29°C,29.0,30.0,True,False,20,99,0.20202020202020202,False
2026-04-12|24h_prior,2026-04-12,24h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_10,10,30°C or higher,30.0,,True,False,3,99,0.030303030303030304,False
2026-04-12|6h_prior,2026-04-12,6h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_00,0,20°C or below,,21.0,True,False,0,99,0.0,False
2026-04-12|6h_prior,2026-04-12,6h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_01,1,21°C,21.0,22.0,True,False,0,99,0.0,False
2026-04-12|6h_prior,2026-04-12,6h_prior,1,development_validation,pooled_empirical_residual,empirical_residual,1.25,2026-04-12_event_02,2,22°C,22.0,23.0,True,False,0,99,0.0,False
