target_date,chronology_block,decision_rule,baseline_value,comparator_value,source_rows,effect,estimand,estimand_label,baseline_name,comparator_name,positive_effect_interpretation,rule_order,estimand_order,block_order
2026-06-01,external_test,12h_prior,1.0,1.5100040154459136,1,-0.5100040154459136,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-02,external_test,12h_prior,1.0,1.465731191767926,1,-0.4657311917679261,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-03,external_test,12h_prior,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-04,external_test,12h_prior,1.0,0.6521797420717224,1,0.34782025792827764,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-05,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-06,external_test,12h_prior,1.0,2.1990444140532053,1,-1.1990444140532053,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-07,external_test,12h_prior,1.0,2.293535257474129,1,-1.293535257474129,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-08,external_test,12h_prior,1.0,1.4233356328002402,1,-0.4233356328002402,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-09,external_test,12h_prior,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-10,external_test,12h_prior,1.0,1.8910776704299197,1,-0.8910776704299197,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-11,external_test,12h_prior,1.0,1.4233356328002402,1,-0.4233356328002402,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-12,external_test,12h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-13,external_test,12h_prior,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-14,external_test,12h_prior,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-15,external_test,12h_prior,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-16,external_test,12h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-17,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-18,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-19,external_test,12h_prior,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-20,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-21,external_test,12h_prior,1.0,1.6049027572687098,1,-0.6049027572687098,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-22,external_test,12h_prior,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-23,external_test,12h_prior,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-24,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-25,external_test,12h_prior,1.0,1.8910776704299197,1,-0.8910776704299197,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-26,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-27,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-28,external_test,12h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-29,external_test,12h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-30,external_test,12h_prior,1.0,1.7097606340619702,1,-0.7097606340619702,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,1,1
2026-06-01,external_test,6h_prior,1.0,1.6049027572687098,1,-0.6049027572687098,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-02,external_test,6h_prior,1.0,1.4233356328002402,1,-0.4233356328002402,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-03,external_test,6h_prior,1.0,1.3059719722810577,1,-0.30597197228105766,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-04,external_test,6h_prior,1.0,0.2864706852654839,1,0.7135293147345161,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-05,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-06,external_test,6h_prior,1.0,2.514429089054322,1,-1.514429089054322,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-07,external_test,6h_prior,1.0,2.6463566320968703,1,-1.6463566320968703,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-08,external_test,6h_prior,1.0,1.7097606340619702,1,-0.7097606340619702,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-09,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-10,external_test,6h_prior,1.0,1.7666234959565128,1,-0.7666234959565128,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-11,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-12,external_test,6h_prior,1.0,1.5100040154459136,1,-0.5100040154459136,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-13,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-14,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-15,external_test,6h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-16,external_test,6h_prior,1.0,2.293535257474129,1,-1.293535257474129,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-17,external_test,6h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-18,external_test,6h_prior,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-19,external_test,6h_prior,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-20,external_test,6h_prior,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-21,external_test,6h_prior,1.0,1.4233356328002402,1,-0.4233356328002402,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-22,external_test,6h_prior,1.0,1.5100040154459136,1,-0.5100040154459136,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-23,external_test,6h_prior,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-25,external_test,6h_prior,1.0,2.1990444140532053,1,-1.1990444140532053,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-26,external_test,6h_prior,1.0,2.293535257474129,1,-1.293535257474129,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-27,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-28,external_test,6h_prior,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-29,external_test,6h_prior,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-30,external_test,6h_prior,1.0,2.1990444140532053,1,-1.1990444140532053,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,1,1
2026-06-01,external_test,event_day_open,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-02,external_test,event_day_open,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-03,external_test,event_day_open,1.0,1.3059719722810577,1,-0.30597197228105766,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-04,external_test,event_day_open,1.0,0.2220078328502825,1,0.7779921671497175,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-05,external_test,event_day_open,1.0,1.3826645930693122,1,-0.3826645930693122,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-06,external_test,event_day_open,1.0,2.1990444140532053,1,-1.1990444140532053,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-07,external_test,event_day_open,0.0,7.003065458786472,1,-7.003065458786472,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-08,external_test,event_day_open,1.0,1.6049027572687098,1,-0.6049027572687098,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-09,external_test,event_day_open,1.0,3.1964029690161424,1,-2.1964029690161424,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-10,external_test,event_day_open,1.0,2.293535257474129,1,-1.293535257474129,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-11,external_test,event_day_open,1.0,1.5563280871201526,1,-0.5563280871201526,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-12,external_test,event_day_open,1.0,1.465731191767926,1,-0.4657311917679261,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-13,external_test,event_day_open,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-14,external_test,event_day_open,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-15,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-16,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-17,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-18,external_test,event_day_open,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-19,external_test,event_day_open,1.0,1.23474446299269,1,-0.23474446299269003,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-20,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-21,external_test,event_day_open,1.0,1.6049027572687098,1,-0.6049027572687098,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-22,external_test,event_day_open,1.0,1.4233356328002402,1,-0.4233356328002402,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-23,external_test,event_day_open,1.0,1.2009470834093994,1,-0.20094708340939937,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-24,external_test,event_day_open,1.0,1.2697241818887166,1,-0.2697241818887166,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-25,external_test,event_day_open,1.0,1.6049027572687098,1,-0.6049027572687098,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-26,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-27,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-28,external_test,event_day_open,1.0,1.168254721723857,1,-0.16825472172385703,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-29,external_test,event_day_open,1.0,1.1365974018531655,1,-0.1365974018531655,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-06-30,external_test,event_day_open,1.0,1.7097606340619702,1,-0.7097606340619702,categorical_log_score_improvement,Raw minus regularised categorical log score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,1,1
2026-05-22,holdout,24h_prior,0.4099581675339252,0.4124909090909091,1,-0.002532741556983853,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-23,holdout,24h_prior,0.8119579634731149,0.811690909090909,1,0.00026705438220586686,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-24,holdout,24h_prior,0.6699316396286095,0.6706909090909092,1,-0.0007592694622997609,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-25,holdout,24h_prior,0.7513519028670546,0.7516909090909092,1,-0.0003390062238546321,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-26,holdout,24h_prior,0.7778798081828384,0.777890909090909,1,-1.1100908070549309e-05,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-27,holdout,24h_prior,0.7297214569941842,0.7302909090909092,1,-0.0005694520967249872,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-28,holdout,24h_prior,0.4099581675339252,0.4124909090909091,1,-0.002532741556983853,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-29,holdout,24h_prior,0.0308131823283338,0.0330909090909091,1,-0.0022777267625753023,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-30,holdout,24h_prior,0.735027038057341,0.7354909090909092,1,-0.00046387103356815285,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-31,holdout,24h_prior,1.1372308948066523,1.132490909090909,1,0.0047399857157433,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,0,2,0
2026-05-22,holdout,12h_prior,0.5046423834302622,0.5066909090909091,1,-0.0020485256606468383,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-23,holdout,12h_prior,0.5648403224160801,0.5670909090909091,1,-0.002250586674829025,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-24,holdout,12h_prior,0.6413631262116111,0.6422909090909092,1,-0.0009277828792981779,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-25,holdout,12h_prior,0.735027038057341,0.7354909090909092,1,-0.00046387103356815285,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-26,holdout,12h_prior,0.7299255178043057,0.7302909090909092,1,-0.0003653912866035114,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-27,holdout,12h_prior,0.7778798081828384,0.777890909090909,1,-1.1100908070549309e-05,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-28,holdout,12h_prior,0.1985511682481379,0.202090909090909,1,-0.0035397408427710886,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-29,holdout,12h_prior,0.0073461891643709,0.0084909090909091,1,-0.0011447199265381992,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-30,holdout,12h_prior,0.8493010917253342,0.8486909090909092,1,0.0006101826344250272,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-31,holdout,12h_prior,0.6427915518824608,0.644290909090909,1,-0.001499357208448182,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,1,2,0
2026-05-22,holdout,6h_prior,0.4099581675339252,0.4124909090909091,1,-0.002532741556983853,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-23,holdout,6h_prior,0.5664728088970513,0.568690909090909,1,-0.0022181001938577083,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-24,holdout,6h_prior,0.6701357004387307,0.670290909090909,1,-0.00015520865217832913,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-25,holdout,6h_prior,0.7717579838791959,0.771890909090909,1,-0.00013292521171304195,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-26,holdout,6h_prior,0.7778798081828384,0.777890909090909,1,-1.1100908070549309e-05,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-27,holdout,6h_prior,0.7297214569941842,0.7302909090909092,1,-0.0005694520967249872,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-28,holdout,6h_prior,0.322212019181716,0.3252909090909091,1,-0.0030788899091930833,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-29,holdout,6h_prior,0.0308131823283338,0.0330909090909091,1,-0.0022777267625753023,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-30,holdout,6h_prior,0.7513519028670546,0.7516909090909092,1,-0.0003390062238546321,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-31,holdout,6h_prior,0.7042138557290072,0.7050909090909092,1,-0.0008770533619020249,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,2,2,0
2026-05-22,holdout,event_day_open,0.4099581675339252,0.4124909090909091,1,-0.002532741556983853,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-23,holdout,event_day_open,0.6242220181614122,0.625890909090909,1,-0.0016688909294968468,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-24,holdout,event_day_open,0.6370778491990614,0.6378909090909091,1,-0.0008130598918476561,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-25,holdout,event_day_open,0.7778798081828384,0.777890909090909,1,-1.1100908070549309e-05,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-26,holdout,event_day_open,0.7299255178043057,0.7302909090909092,1,-0.0003653912866035114,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-27,holdout,event_day_open,0.7297214569941842,0.7302909090909092,1,-0.0005694520967249872,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
2026-05-28,holdout,event_day_open,0.1512090602999693,0.1546909090909091,1,-0.0034818487909397955,categorical_brier_improvement,Raw minus regularised multiclass Brier score,unregularised_event_probability,locked_regularised_event_probability,positive values favour the locked weather model,3,2,0
