role,source,date_column,rule_column,request_column,run_column,issue_column,decision_column,valid_column,temperature_column,status,standardised_rows,issue_time_coverage_after_merge,decision_time_coverage_after_merge
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/01_19a_hko_ecmwf_single_run_hourly_forecasts.csv,forecast_valid_date_hkt,forecast_valid_hour_hkt,,,run_init_utc_str,run_init_utc_str,forecast_valid_time_local,temperature_2m,ADMITTED_SCHEMA,2812,1.0,1.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/02_18q_june_2026_unique_run_hourly_temperature.csv,,,,,selected_run_initialisation_utc,selected_run_key,forecast_valid_time_utc,temperature_2m_c,NO_USABLE_ROWS,0,0.0,0.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,event_date,decision_rule,,,selected_run_initialisation_utc,decision_cutoff_utc,forecast_valid_time_utc,temperature_2m_c,ADMITTED_SCHEMA,2856,1.0,1.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/04_openmeteo_hk_hourly_sample.csv,date,,,,time,time,time,temperature_2m,NO_USABLE_ROWS,0,0.0,0.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/05_hong_kong_step7_baseline_classifier_predictions.csv,target_local_date,number_of_contributing_bins,,,forecast_issue_time_utc,target_local_date,forecast_valid_time_utc,forecast_temperature_c,NO_USABLE_ROWS,0,0.0,0.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/06_hong_kong_market_model_probability_discrepancy.csv,target_local_date,number_of_contributing_bins,,,forecast_issue_time_utc,target_local_date,forecast_valid_time_utc,forecast_temperature_c,NO_USABLE_ROWS,0,0.0,0.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/07_hong_kong_step7_raw_weather_benchmark_comparison.csv,target_local_date,number_of_contributing_bins,,,forecast_issue_time_utc,target_local_date,forecast_valid_time_utc,forecast_temperature_c,NO_USABLE_ROWS,0,0.0,0.0
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/08_hong_kong_threshold_classification_dataset.csv,target_local_date,number_of_contributing_bins,,,forecast_issue_time_utc,target_local_date,forecast_valid_time_utc,forecast_temperature_c,NO_USABLE_ROWS,0,0.0,0.0
