status,canonical_source,corroborating_source,price_column,evaluation_dates,date_rule_books,event_rows,decision_rules,events_per_book,distinct_market_prices,minimum_market_price,maximum_market_price,minimum_raw_book_sum,mean_raw_book_sum,maximum_raw_book_sum,alias_equivalent,alias_maximum_price_difference,timing_verification_mode,timing_rows_verified,maximum_price_staleness_hours,timing_check_passed
CANONICAL_MARKET_SOURCE_CERTIFIED,data/processed/18sA_canonical_source_adapters/18sA_canonical_market_panel.csv,data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_market_scoring_panel.csv,p_market,40,155,1705,4,11,237,0.0005,0.875,0.9195,1.0328387096774194,1.1575,False,0.0,archived_nonnegative_price_staleness,1705,0.9991666666666666,True
