transition,split,metric,dates,point_estimate,bootstrap_method,block_length_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed
6h_to_open,june_external,market_update_total_variation,29,0.0926391071514438,ordinary_date,,0.07830770253531356,0.10885900166849338,10000,20567804
6h_to_open,june_external,matern_update_total_variation,29,0.15171024930816787,ordinary_date,,0.1079203916575832,0.20363445101310088,10000,20567804
6h_to_open,june_external,update_cosine_similarity,29,0.059322530925941135,ordinary_date,,-0.09735768745680966,0.21521944519518008,10000,20567804
6h_to_open,june_external,event_sign_alignment_fraction,29,0.5485893416927901,ordinary_date,,0.48589341692789967,0.6112852664576802,10000,20567804
6h_to_open,june_external,realised_probability_change_market,29,0.009395272254221635,ordinary_date,,-0.0109209047659816,0.030678732453012062,10000,20567804
6h_to_open,june_external,realised_probability_change_matern,29,0.015268936828220038,ordinary_date,,-0.007596043759303943,0.03498358683179129,10000,20567804
6h_to_open,june_external,market_movement_towards_updated_matern,29,-0.015460724098768605,ordinary_date,,-0.03468573662124123,0.00383804412664818,10000,20567804
6h_to_open,june_external,market_update_total_variation,29,0.0926391071514438,circular_moving_block,3.0,0.07976251869234402,0.10716790652016649,10000,20567904
6h_to_open,june_external,matern_update_total_variation,29,0.15171024930816787,circular_moving_block,3.0,0.10497396718399732,0.20472671753453026,10000,20567904
6h_to_open,june_external,update_cosine_similarity,29,0.059322530925941135,circular_moving_block,3.0,-0.07757335008556798,0.20635873186031498,10000,20567904
6h_to_open,june_external,event_sign_alignment_fraction,29,0.5485893416927901,circular_moving_block,3.0,0.48275862068965514,0.6081504702194356,10000,20567904
6h_to_open,june_external,realised_probability_change_market,29,0.009395272254221635,circular_moving_block,3.0,-0.013263683354361955,0.03168560748606966,10000,20567904
6h_to_open,june_external,realised_probability_change_matern,29,0.015268936828220038,circular_moving_block,3.0,-0.01237288903773212,0.03685748062274519,10000,20567904
6h_to_open,june_external,market_movement_towards_updated_matern,29,-0.015460724098768605,circular_moving_block,3.0,-0.034454782695798714,0.002252554289299684,10000,20567904
6h_to_open,june_external,market_update_total_variation,29,0.0926391071514438,circular_moving_block,5.0,0.0816236908014461,0.10687144823928625,10000,20568004
6h_to_open,june_external,matern_update_total_variation,29,0.15171024930816787,circular_moving_block,5.0,0.10613244365004992,0.2060867384839529,10000,20568004
6h_to_open,june_external,update_cosine_similarity,29,0.059322530925941135,circular_moving_block,5.0,-0.061262224488849035,0.192764355295102,10000,20568004
6h_to_open,june_external,event_sign_alignment_fraction,29,0.5485893416927901,circular_moving_block,5.0,0.4858934169278997,0.6018808777429466,10000,20568004
6h_to_open,june_external,realised_probability_change_market,29,0.009395272254221635,circular_moving_block,5.0,-0.013478282046217467,0.03343927783714785,10000,20568004
6h_to_open,june_external,realised_probability_change_matern,29,0.015268936828220038,circular_moving_block,5.0,-0.013147024270772453,0.0365529146541198,10000,20568004
6h_to_open,june_external,market_movement_towards_updated_matern,29,-0.015460724098768605,circular_moving_block,5.0,-0.03254271141323283,-7.700702477409021e-05,10000,20568004
6h_to_open,june_external,market_update_total_variation,29,0.0926391071514438,circular_moving_block,7.0,0.08239004179660854,0.10577008664406158,10000,20568104
6h_to_open,june_external,matern_update_total_variation,29,0.15171024930816787,circular_moving_block,7.0,0.11028040438350226,0.20243285090274657,10000,20568104
6h_to_open,june_external,update_cosine_similarity,29,0.059322530925941135,circular_moving_block,7.0,-0.05374013001693508,0.19022134519477463,10000,20568104
6h_to_open,june_external,event_sign_alignment_fraction,29,0.5485893416927901,circular_moving_block,7.0,0.48902821316614414,0.6018808777429466,10000,20568104
6h_to_open,june_external,realised_probability_change_market,29,0.009395272254221635,circular_moving_block,7.0,-0.013227091640858309,0.034031446140748045,10000,20568104
6h_to_open,june_external,realised_probability_change_matern,29,0.015268936828220038,circular_moving_block,7.0,-0.012110051879060647,0.03390337719634378,10000,20568104
6h_to_open,june_external,market_movement_towards_updated_matern,29,-0.015460724098768605,circular_moving_block,7.0,-0.03022233211871417,-0.0014069662734635085,10000,20568104
6h_to_open,all_exact_support,market_update_total_variation,85,0.10490487042663119,ordinary_date,,0.09157479242811445,0.1195412456686143,10000,20568804
6h_to_open,all_exact_support,matern_update_total_variation,85,0.1327789917279704,ordinary_date,,0.11138915831196773,0.15593552816336523,10000,20568804
6h_to_open,all_exact_support,update_cosine_similarity,85,0.02825398018903868,ordinary_date,,-0.07478364945836437,0.1294745697574596,10000,20568804
6h_to_open,all_exact_support,event_sign_alignment_fraction,85,0.5593582887700534,ordinary_date,,0.5165775401069517,0.6021390374331551,10000,20568804
6h_to_open,all_exact_support,realised_probability_change_market,85,0.018036412874348845,ordinary_date,,0.004763586128226089,0.03097935038530773,10000,20568804
6h_to_open,all_exact_support,realised_probability_change_matern,85,0.01742613196500679,ordinary_date,,0.0052889831621127665,0.028796462673497444,10000,20568804
6h_to_open,all_exact_support,market_movement_towards_updated_matern,85,-0.028481940170635312,ordinary_date,,-0.04323462128938761,-0.01475723874483698,10000,20568804
6h_to_open,all_exact_support,market_update_total_variation,85,0.10490487042663119,circular_moving_block,3.0,0.09060447995083168,0.11976267679496544,10000,20568904
6h_to_open,all_exact_support,matern_update_total_variation,85,0.1327789917279704,circular_moving_block,3.0,0.11048742929031949,0.15691941249043637,10000,20568904
6h_to_open,all_exact_support,update_cosine_similarity,85,0.02825398018903868,circular_moving_block,3.0,-0.05167806404148676,0.11081270556671163,10000,20568904
6h_to_open,all_exact_support,event_sign_alignment_fraction,85,0.5593582887700534,circular_moving_block,3.0,0.5197860962566846,0.5957219251336899,10000,20568904
6h_to_open,all_exact_support,realised_probability_change_market,85,0.018036412874348845,circular_moving_block,3.0,0.0048550276131743226,0.030548605682872623,10000,20568904
6h_to_open,all_exact_support,realised_probability_change_matern,85,0.01742613196500679,circular_moving_block,3.0,0.005742912959378411,0.027861181452509473,10000,20568904
6h_to_open,all_exact_support,market_movement_towards_updated_matern,85,-0.028481940170635312,circular_moving_block,3.0,-0.04231521409078094,-0.015404746658011328,10000,20568904
6h_to_open,all_exact_support,market_update_total_variation,85,0.10490487042663119,circular_moving_block,5.0,0.08988246115736871,0.12074616325572607,10000,20569004
6h_to_open,all_exact_support,matern_update_total_variation,85,0.1327789917279704,circular_moving_block,5.0,0.11159033072455606,0.1576876912084058,10000,20569004
6h_to_open,all_exact_support,update_cosine_similarity,85,0.02825398018903868,circular_moving_block,5.0,-0.04089504184128659,0.10229793099346988,10000,20569004
6h_to_open,all_exact_support,event_sign_alignment_fraction,85,0.5593582887700534,circular_moving_block,5.0,0.5229946524064171,0.5946524064171124,10000,20569004
6h_to_open,all_exact_support,realised_probability_change_market,85,0.018036412874348845,circular_moving_block,5.0,0.004930706600871857,0.030748597706091944,10000,20569004
6h_to_open,all_exact_support,realised_probability_change_matern,85,0.01742613196500679,circular_moving_block,5.0,0.005438810192701389,0.02771485012138201,10000,20569004
6h_to_open,all_exact_support,market_movement_towards_updated_matern,85,-0.028481940170635312,circular_moving_block,5.0,-0.04140585286427865,-0.01587412859541305,10000,20569004
6h_to_open,all_exact_support,market_update_total_variation,85,0.10490487042663119,circular_moving_block,7.0,0.08928794039759651,0.12048481095585534,10000,20569104
6h_to_open,all_exact_support,matern_update_total_variation,85,0.1327789917279704,circular_moving_block,7.0,0.11290019835667621,0.15696717241679556,10000,20569104
6h_to_open,all_exact_support,update_cosine_similarity,85,0.02825398018903868,circular_moving_block,7.0,-0.038772415318224535,0.09830597161821578,10000,20569104
6h_to_open,all_exact_support,event_sign_alignment_fraction,85,0.5593582887700534,circular_moving_block,7.0,0.5251336898395722,0.592513368983957,10000,20569104
6h_to_open,all_exact_support,realised_probability_change_market,85,0.018036412874348845,circular_moving_block,7.0,0.004874227417330103,0.03094031481060361,10000,20569104
6h_to_open,all_exact_support,realised_probability_change_matern,85,0.01742613196500679,circular_moving_block,7.0,0.006359833611992895,0.02689454588414432,10000,20569104
6h_to_open,all_exact_support,market_movement_towards_updated_matern,85,-0.028481940170635312,circular_moving_block,7.0,-0.04071943370871788,-0.016291800179039417,10000,20569104
24h_to_open,development,market_update_total_variation,53,0.23632467566400456,ordinary_date,,0.20504377900181792,0.2709315925292051,10000,20569804
24h_to_open,development,matern_update_total_variation,53,0.13638554096710923,ordinary_date,,0.11180759272242945,0.16277033068294058,10000,20569804
24h_to_open,development,update_cosine_similarity,53,0.22127675630222815,ordinary_date,,0.08231678149254122,0.3540170629853561,10000,20569804
24h_to_open,development,event_sign_alignment_fraction,53,0.6466552315608918,ordinary_date,,0.58147512864494,0.7084048027444253,10000,20569804
24h_to_open,development,realised_probability_change_market,53,0.07309917921525376,ordinary_date,,0.03266842979755506,0.11629417943738292,10000,20569804
24h_to_open,development,realised_probability_change_matern,53,0.02899235223469437,ordinary_date,,0.014281734339438822,0.04294026536566857,10000,20569804
24h_to_open,development,market_movement_towards_updated_matern,53,-0.08634058601333024,ordinary_date,,-0.11955177280555838,-0.054189822021834796,10000,20569804
24h_to_open,development,market_update_total_variation,53,0.23632467566400456,circular_moving_block,3.0,0.20585632368083548,0.2688964607818949,10000,20569904
24h_to_open,development,matern_update_total_variation,53,0.13638554096710923,circular_moving_block,3.0,0.11179911612960779,0.16088619026560907,10000,20569904
24h_to_open,development,update_cosine_similarity,53,0.22127675630222815,circular_moving_block,3.0,0.06913035585025773,0.36380693686334203,10000,20569904
24h_to_open,development,event_sign_alignment_fraction,53,0.6466552315608918,circular_moving_block,3.0,0.5934819897084046,0.69811320754717,10000,20569904
24h_to_open,development,realised_probability_change_market,53,0.07309917921525376,circular_moving_block,3.0,0.03450264281425451,0.11289064689810413,10000,20569904
24h_to_open,development,realised_probability_change_matern,53,0.02899235223469437,circular_moving_block,3.0,0.01638954518148448,0.04109480002788591,10000,20569904
24h_to_open,development,market_movement_towards_updated_matern,53,-0.08634058601333024,circular_moving_block,3.0,-0.11354727987213309,-0.059066213030447956,10000,20569904
24h_to_open,development,market_update_total_variation,53,0.23632467566400456,circular_moving_block,5.0,0.20642005125973586,0.2684474709959255,10000,20570004
24h_to_open,development,matern_update_total_variation,53,0.13638554096710923,circular_moving_block,5.0,0.1134592000585575,0.15917673841930507,10000,20570004
24h_to_open,development,update_cosine_similarity,53,0.22127675630222815,circular_moving_block,5.0,0.059488114507607236,0.37017567469584267,10000,20570004
24h_to_open,development,event_sign_alignment_fraction,53,0.6466552315608918,circular_moving_block,5.0,0.5934819897084049,0.6946826758147512,10000,20570004
24h_to_open,development,realised_probability_change_market,53,0.07309917921525376,circular_moving_block,5.0,0.033319327105918124,0.11384237052229346,10000,20570004
24h_to_open,development,realised_probability_change_matern,53,0.02899235223469437,circular_moving_block,5.0,0.017562553123462086,0.03936223095944339,10000,20570004
24h_to_open,development,market_movement_towards_updated_matern,53,-0.08634058601333024,circular_moving_block,5.0,-0.11052415460199631,-0.0632545862067735,10000,20570004
24h_to_open,development,market_update_total_variation,53,0.23632467566400456,circular_moving_block,7.0,0.20847650152898453,0.26729664692598054,10000,20570104
24h_to_open,development,matern_update_total_variation,53,0.13638554096710923,circular_moving_block,7.0,0.11730115952259107,0.1547543364700536,10000,20570104
24h_to_open,development,update_cosine_similarity,53,0.22127675630222815,circular_moving_block,7.0,0.05613169518675397,0.37064220033760775,10000,20570104
24h_to_open,development,event_sign_alignment_fraction,53,0.6466552315608918,circular_moving_block,7.0,0.5986277873070325,0.6895368782161233,10000,20570104
24h_to_open,development,realised_probability_change_market,53,0.07309917921525376,circular_moving_block,7.0,0.030442596963041964,0.11469977129580713,10000,20570104
24h_to_open,development,realised_probability_change_matern,53,0.02899235223469437,circular_moving_block,7.0,0.019560060054549078,0.037079885839826486,10000,20570104
24h_to_open,development,market_movement_towards_updated_matern,53,-0.08634058601333024,circular_moving_block,7.0,-0.1101674278227606,-0.06391152971879853,10000,20570104
24h_to_open,june_external,market_update_total_variation,27,0.1834456977389102,ordinary_date,,0.1622604317079998,0.2043560839110945,10000,20570804
24h_to_open,june_external,matern_update_total_variation,27,0.16607105770720304,ordinary_date,,0.11105182074347529,0.2342400889282934,10000,20570804
24h_to_open,june_external,update_cosine_similarity,27,0.20965612365971373,ordinary_date,,0.012477370884071177,0.3986732688028011,10000,20570804
24h_to_open,june_external,event_sign_alignment_fraction,27,0.6094276094276095,ordinary_date,,0.5151515151515151,0.7037037037037037,10000,20570804
24h_to_open,june_external,realised_probability_change_market,27,0.06329595927444799,ordinary_date,,0.026588660350273494,0.09911045188711126,10000,20570804
24h_to_open,june_external,realised_probability_change_matern,27,0.0314490423709645,ordinary_date,,0.010165265333807216,0.04933415727517633,10000,20570804
24h_to_open,june_external,market_movement_towards_updated_matern,27,-0.050328850287976686,ordinary_date,,-0.0863277368167954,-0.015202003089857285,10000,20570804
24h_to_open,june_external,market_update_total_variation,27,0.1834456977389102,circular_moving_block,3.0,0.16597072692614198,0.20151858201579798,10000,20570904
24h_to_open,june_external,matern_update_total_variation,27,0.16607105770720304,circular_moving_block,3.0,0.10897695541534735,0.2382779171183035,10000,20570904
24h_to_open,june_external,update_cosine_similarity,27,0.20965612365971373,circular_moving_block,3.0,0.01315120781007795,0.41431862277837816,10000,20570904
24h_to_open,june_external,event_sign_alignment_fraction,27,0.6094276094276095,circular_moving_block,3.0,0.5016835016835017,0.7205387205387204,10000,20570904
24h_to_open,june_external,realised_probability_change_market,27,0.06329595927444799,circular_moving_block,3.0,0.03601007000050012,0.09101395259034416,10000,20570904
24h_to_open,june_external,realised_probability_change_matern,27,0.0314490423709645,circular_moving_block,3.0,0.014263256089989688,0.04626530820824432,10000,20570904
24h_to_open,june_external,market_movement_towards_updated_matern,27,-0.050328850287976686,circular_moving_block,3.0,-0.08073839287577478,-0.019445266228165767,10000,20570904
24h_to_open,june_external,market_update_total_variation,27,0.1834456977389102,circular_moving_block,5.0,0.16861675214388838,0.19943017624799328,10000,20571004
24h_to_open,june_external,matern_update_total_variation,27,0.16607105770720304,circular_moving_block,5.0,0.10901394074744174,0.22918667813302002,10000,20571004
24h_to_open,june_external,update_cosine_similarity,27,0.20965612365971373,circular_moving_block,5.0,0.005873719964013636,0.4172661659262606,10000,20571004
24h_to_open,june_external,event_sign_alignment_fraction,27,0.6094276094276095,circular_moving_block,5.0,0.4949494949494949,0.7205387205387205,10000,20571004
24h_to_open,june_external,realised_probability_change_market,27,0.06329595927444799,circular_moving_block,5.0,0.03603968118975894,0.08807731378553245,10000,20571004
24h_to_open,june_external,realised_probability_change_matern,27,0.0314490423709645,circular_moving_block,5.0,0.017041349440579053,0.043940030183778844,10000,20571004
24h_to_open,june_external,market_movement_towards_updated_matern,27,-0.050328850287976686,circular_moving_block,5.0,-0.07839632812296203,-0.02303534185520575,10000,20571004
24h_to_open,june_external,market_update_total_variation,27,0.1834456977389102,circular_moving_block,7.0,0.171594810678929,0.19678028097530428,10000,20571104
24h_to_open,june_external,matern_update_total_variation,27,0.16607105770720304,circular_moving_block,7.0,0.11672139508824698,0.22086531960956493,10000,20571104
24h_to_open,june_external,update_cosine_similarity,27,0.20965612365971373,circular_moving_block,7.0,0.016858884440355243,0.4103998111164721,10000,20571104
24h_to_open,june_external,event_sign_alignment_fraction,27,0.6094276094276095,circular_moving_block,7.0,0.5084175084175083,0.7205387205387203,10000,20571104
24h_to_open,june_external,realised_probability_change_market,27,0.06329595927444799,circular_moving_block,7.0,0.043205625511742576,0.08612728338115917,10000,20571104
24h_to_open,june_external,realised_probability_change_matern,27,0.0314490423709645,circular_moving_block,7.0,0.018051918393507924,0.04274935955729298,10000,20571104
24h_to_open,june_external,market_movement_towards_updated_matern,27,-0.050328850287976686,circular_moving_block,7.0,-0.07709307553498129,-0.023107744723820465,10000,20571104
24h_to_open,all_exact_support,market_update_total_variation,80,0.21847802061428526,ordinary_date,,0.19563849895826743,0.2430787158634971,10000,20571804
24h_to_open,all_exact_support,matern_update_total_variation,80,0.1464044028668909,ordinary_date,,0.12141072424709272,0.17466467019904808,10000,20571804
24h_to_open,all_exact_support,update_cosine_similarity,80,0.21735479278537956,ordinary_date,,0.10458283286188946,0.32765070672447216,10000,20571804
24h_to_open,all_exact_support,event_sign_alignment_fraction,80,0.634090909090909,ordinary_date,,0.5795454545454547,0.6852556818181814,10000,20571804
24h_to_open,all_exact_support,realised_probability_change_market,80,0.06979059248523181,ordinary_date,,0.04027204425446778,0.10085658107695876,10000,20571804
24h_to_open,all_exact_support,realised_probability_change_matern,80,0.02982148515568554,ordinary_date,,0.017746133637804747,0.040800925590029506,10000,20571804
24h_to_open,all_exact_support,market_movement_towards_updated_matern,80,-0.0741866252060234,ordinary_date,,-0.09861340894844577,-0.050314680617523644,10000,20571804
24h_to_open,all_exact_support,market_update_total_variation,80,0.21847802061428526,circular_moving_block,3.0,0.19573832702079885,0.24322324216778232,10000,20571904
24h_to_open,all_exact_support,matern_update_total_variation,80,0.1464044028668909,circular_moving_block,3.0,0.12068246479269487,0.17483242845403346,10000,20571904
24h_to_open,all_exact_support,update_cosine_similarity,80,0.21735479278537956,circular_moving_block,3.0,0.0960701077302488,0.34028981262488883,10000,20571904
24h_to_open,all_exact_support,event_sign_alignment_fraction,80,0.634090909090909,circular_moving_block,3.0,0.5840625,0.6852272727272724,10000,20571904
24h_to_open,all_exact_support,realised_probability_change_market,80,0.06979059248523181,circular_moving_block,3.0,0.04228705188378499,0.09777300564159361,10000,20571904
24h_to_open,all_exact_support,realised_probability_change_matern,80,0.02982148515568554,circular_moving_block,3.0,0.019966266630314554,0.03921386665770879,10000,20571904
24h_to_open,all_exact_support,market_movement_towards_updated_matern,80,-0.0741866252060234,circular_moving_block,3.0,-0.0963859470773075,-0.05201967921605871,10000,20571904
24h_to_open,all_exact_support,market_update_total_variation,80,0.21847802061428526,circular_moving_block,5.0,0.19588389528189398,0.2436277329348624,10000,20572004
24h_to_open,all_exact_support,matern_update_total_variation,80,0.1464044028668909,circular_moving_block,5.0,0.12269380351164393,0.1742238745148727,10000,20572004
24h_to_open,all_exact_support,update_cosine_similarity,80,0.21735479278537956,circular_moving_block,5.0,0.08938816255899325,0.3408436332799137,10000,20572004
24h_to_open,all_exact_support,event_sign_alignment_fraction,80,0.634090909090909,circular_moving_block,5.0,0.5806818181818182,0.6840909090909089,10000,20572004
24h_to_open,all_exact_support,realised_probability_change_market,80,0.06979059248523181,circular_moving_block,5.0,0.04238722626285492,0.09765099586971814,10000,20572004
24h_to_open,all_exact_support,realised_probability_change_matern,80,0.02982148515568554,circular_moving_block,5.0,0.02102406213308273,0.03758562748552723,10000,20572004
24h_to_open,all_exact_support,market_movement_towards_updated_matern,80,-0.0741866252060234,circular_moving_block,5.0,-0.09449822595202817,-0.054572937954295034,10000,20572004
24h_to_open,all_exact_support,market_update_total_variation,80,0.21847802061428526,circular_moving_block,7.0,0.19657637547030862,0.24417703634773244,10000,20572104
24h_to_open,all_exact_support,matern_update_total_variation,80,0.1464044028668909,circular_moving_block,7.0,0.12527420421179522,0.17122603234624217,10000,20572104
24h_to_open,all_exact_support,update_cosine_similarity,80,0.21735479278537956,circular_moving_block,7.0,0.09067425589130905,0.337357799456694,10000,20572104
24h_to_open,all_exact_support,event_sign_alignment_fraction,80,0.634090909090909,circular_moving_block,7.0,0.5852272727272729,0.6806818181818179,10000,20572104
24h_to_open,all_exact_support,realised_probability_change_market,80,0.06979059248523181,circular_moving_block,7.0,0.042794988208976883,0.09782578424134813,10000,20572104
24h_to_open,all_exact_support,realised_probability_change_matern,80,0.02982148515568554,circular_moving_block,7.0,0.02208581951142599,0.03682197407674455,10000,20572104
24h_to_open,all_exact_support,market_movement_towards_updated_matern,80,-0.0741866252060234,circular_moving_block,7.0,-0.09464209570484708,-0.05391441917258314,10000,20572104
