scope_type,scope_value,split,metric,dates,mean,median,q10,q90
decision_rule,12h_prior,development,multiclass_brier_total_matern_minus_market,60,0.019068220256850666,0.04440012583047841,-0.3230288605046197,0.28183720253638794
decision_rule,12h_prior,june_external,total_variation_market_matern,28,0.26160682858246453,0.24114717596666885,0.16064732986755217,0.39842313300865967
decision_rule,12h_prior,june_external,expected_rank_market_minus_matern,28,0.5055839605204456,0.4823050012098311,-0.29362275043613667,1.1743628579465342
decision_rule,12h_prior,june_external,modal_disagreement,28,0.6071428571428571,1.0,0.0,1.0
decision_rule,12h_prior,june_external,realised_event_probability_market_minus_matern,28,0.0804507191587573,0.10667266702634684,-0.05474662676265511,0.16316868138847804
decision_rule,12h_prior,june_external,categorical_log_matern_minus_market,28,0.25190144195682945,0.3327914776520542,-0.28404493578502965,0.623424700096518
decision_rule,12h_prior,june_external,multiclass_brier_winner_component_matern_minus_market,28,0.11006079629119288,0.13526422487474138,-0.0880471646378182,0.24232340223959545
decision_rule,12h_prior,june_external,multiclass_brier_nonwinner_component_matern_minus_market,28,-0.03579934144698791,-0.016339020301644514,-0.11000563028831185,0.012576996868914302
decision_rule,12h_prior,june_external,multiclass_brier_total_matern_minus_market,28,0.07426145484420497,0.11901931439536179,-0.1720596414007876,0.22468309728590893
decision_rule,12h_prior,all_exact_support,total_variation_market_matern,88,0.2704158123837454,0.2539510463096858,0.1420205679275824,0.41711412789979385
decision_rule,12h_prior,all_exact_support,expected_rank_market_minus_matern,88,0.522482796116509,0.5154877266435962,-0.2936227504361366,1.337357074440847
decision_rule,12h_prior,all_exact_support,modal_disagreement,88,0.5681818181818182,1.0,0.0,1.0
decision_rule,12h_prior,all_exact_support,realised_event_probability_market_minus_matern,88,0.052726825998988876,0.07356919784862949,-0.12401748335391483,0.18008136275118478
decision_rule,12h_prior,all_exact_support,categorical_log_matern_minus_market,88,0.12706900421188336,0.2659810815925918,-0.6115638168698526,0.6033331534473447
decision_rule,12h_prior,all_exact_support,multiclass_brier_winner_component_matern_minus_market,88,0.07207392895532698,0.10588212060255803,-0.1757952714996616,0.24391188162970173
decision_rule,12h_prior,all_exact_support,multiclass_brier_nonwinner_component_matern_minus_market,88,-0.035444224966136306,-0.02201006464557896,-0.12338489449102748,0.033065205427915995
decision_rule,12h_prior,all_exact_support,multiclass_brier_total_matern_minus_market,88,0.03662970398919067,0.08266135952250296,-0.29959247661597954,0.26023729777413607
decision_rule,6h_prior,development,total_variation_market_matern,58,0.31391356724674563,0.3123026681742822,0.1790291192907006,0.44514216015057456
decision_rule,6h_prior,development,expected_rank_market_minus_matern,58,0.4047510725356071,0.4662030403953503,-0.6651001917606143,1.171319896187683
decision_rule,6h_prior,development,modal_disagreement,58,0.6551724137931034,1.0,0.0,1.0
decision_rule,6h_prior,development,realised_event_probability_market_minus_matern,58,0.05651129913502896,0.04840109074558091,-0.12404529115029897,0.2422495128256348
decision_rule,6h_prior,development,categorical_log_matern_minus_market,58,0.05431234004005254,0.22221770440989452,-0.8812829615592457,0.7700187896921097
decision_rule,6h_prior,development,multiclass_brier_winner_component_matern_minus_market,58,0.06897801380220667,0.06962893774575843,-0.20499106625459373,0.33022551917231724
decision_rule,6h_prior,development,multiclass_brier_nonwinner_component_matern_minus_market,58,-0.04912718401791037,-0.03164024923879218,-0.16703231022494536,0.04984906263724811
decision_rule,6h_prior,development,multiclass_brier_total_matern_minus_market,58,0.019850829784296295,0.05171250218689703,-0.337947239617229,0.35686502091653927
decision_rule,6h_prior,june_external,total_variation_market_matern,29,0.2652470232090941,0.25366753507234885,0.1285166868821189,0.4204182703038769
decision_rule,6h_prior,june_external,expected_rank_market_minus_matern,29,0.36735259782195945,0.37221514248084553,-0.48994942022723026,1.21655194670182
decision_rule,6h_prior,june_external,modal_disagreement,29,0.41379310344827586,0.0,0.0,1.0
decision_rule,6h_prior,june_external,realised_event_probability_market_minus_matern,29,0.11575899039241018,0.12813846279664476,-0.018381577047878253,0.24487612233939743
decision_rule,6h_prior,june_external,categorical_log_matern_minus_market,29,0.40551446368550065,0.4263193338649389,-0.08488934804539378,0.8954453554454643
decision_rule,6h_prior,june_external,multiclass_brier_winner_component_matern_minus_market,29,0.15876008350741663,0.18207556931311158,-0.028771315663760764,0.3503718731686027
decision_rule,6h_prior,june_external,multiclass_brier_nonwinner_component_matern_minus_market,29,-0.02595450770922868,-0.01943847174302923,-0.09619604751956108,0.027806379936413203
decision_rule,6h_prior,june_external,multiclass_brier_total_matern_minus_market,29,0.13280557579818797,0.13838686027264274,-0.1190340231893276,0.3790498150485838
decision_rule,6h_prior,all_exact_support,total_variation_market_matern,87,0.2976913859008618,0.2984977000226261,0.12946503784568303,0.4388251718227962
decision_rule,6h_prior,all_exact_support,expected_rank_market_minus_matern,87,0.39228491429772455,0.441120229331851,-0.606319257059028,1.2054644024289791
decision_rule,6h_prior,all_exact_support,modal_disagreement,87,0.5747126436781609,1.0,0.0,1.0
decision_rule,6h_prior,all_exact_support,realised_event_probability_market_minus_matern,87,0.07626052955415602,0.08520210411024437,-0.11186316792016343,0.24244631482002307
decision_rule,6h_prior,all_exact_support,categorical_log_matern_minus_market,87,0.1713797145885352,0.30985243445304467,-0.6624038193494811,0.8460325173546454
decision_rule,6h_prior,all_exact_support,multiclass_brier_winner_component_matern_minus_market,87,0.09890537037061,0.11863212585751115,-0.17897371080707203,0.3440218635016817
decision_rule,6h_prior,all_exact_support,multiclass_brier_nonwinner_component_matern_minus_market,87,-0.04140295858168314,-0.028132669795767406,-0.15193676377547713,0.04499445597431983
decision_rule,6h_prior,all_exact_support,multiclass_brier_total_matern_minus_market,87,0.05750241178892684,0.0963890673382538,-0.3070667636366261,0.36306707866093235
decision_rule,event_day_open,development,total_variation_market_matern,63,0.32490387365263484,0.31520368742779387,0.1949416828379227,0.459038830033393
decision_rule,event_day_open,development,expected_rank_market_minus_matern,63,0.4330361057202621,0.4991852559222014,-0.4863910132056144,1.2150139097151842
decision_rule,event_day_open,development,modal_disagreement,63,0.5238095238095238,1.0,0.0,1.0
decision_rule,event_day_open,development,realised_event_probability_market_minus_matern,63,0.04834858636597918,0.040648653504401555,-0.1324492842584529,0.2594375314686926
decision_rule,event_day_open,development,categorical_log_matern_minus_market,63,-0.006733934384112404,0.14337272853027372,-0.8585586341375557,0.8024877101997073
decision_rule,event_day_open,development,multiclass_brier_winner_component_matern_minus_market,63,0.047487514043469396,0.05820864215862476,-0.22981331234344182,0.2855555071234306
decision_rule,event_day_open,development,multiclass_brier_nonwinner_component_matern_minus_market,63,-0.06731968588088473,-0.055416143461778394,-0.2014064675039205,0.04887146850227089
decision_rule,event_day_open,development,multiclass_brier_total_matern_minus_market,63,-0.019832171837415313,0.03300002617055038,-0.3974910319432905,0.3611569967388268
decision_rule,event_day_open,june_external,total_variation_market_matern,30,0.2880141250221249,0.280631415028451,0.17227326878046173,0.4304644349854534
decision_rule,event_day_open,june_external,expected_rank_market_minus_matern,30,0.3549280991293564,0.33205546170738565,-0.484602564955479,1.0526162761083246
decision_rule,event_day_open,june_external,modal_disagreement,30,0.6,1.0,0.0,1.0
decision_rule,event_day_open,june_external,realised_event_probability_market_minus_matern,30,0.10957861298846393,0.11964600813950715,-0.053034123097180134,0.2373981206081333
decision_rule,event_day_open,june_external,categorical_log_matern_minus_market,30,0.4139707550619429,0.418240362479793,-0.22079411675725955,0.9958987335598384
decision_rule,event_day_open,june_external,multiclass_brier_winner_component_matern_minus_market,30,0.14621067720064765,0.1716998189264843,-0.08048652138953014,0.3411396836020915
decision_rule,event_day_open,june_external,multiclass_brier_nonwinner_component_matern_minus_market,30,-0.025724843161014036,-0.011283362561951307,-0.11102943003696626,0.023949491706100293
decision_rule,event_day_open,june_external,multiclass_brier_total_matern_minus_market,30,0.12048583403963363,0.157001728083865,-0.16489218943196102,0.3330167958510257
decision_rule,event_day_open,all_exact_support,total_variation_market_matern,93,0.3130039547395672,0.3038370953641721,0.17669923849980695,0.45563549582361396
decision_rule,event_day_open,all_exact_support,expected_rank_market_minus_matern,93,0.4078399745619054,0.4754936633640412,-0.501131268269807,1.1713091797029846
decision_rule,event_day_open,all_exact_support,modal_disagreement,93,0.5483870967741935,1.0,0.0,1.0
decision_rule,event_day_open,all_exact_support,realised_event_probability_market_minus_matern,93,0.06810020785710329,0.08030613624580485,-0.12626069230606118,0.2527042022230794
decision_rule,event_day_open,all_exact_support,categorical_log_matern_minus_market,93,0.12897725575977642,0.31699042817239337,-0.7727851692107802,0.8781343594952503
decision_rule,event_day_open,all_exact_support,multiclass_brier_winner_component_matern_minus_market,93,0.0793336957070753,0.12100572533369224,-0.2080647773225396,0.33227231269467916
decision_rule,event_day_open,all_exact_support,multiclass_brier_nonwinner_component_matern_minus_market,93,-0.053901994680926435,-0.02902747950605018,-0.17656453125156335,0.04167236927096023
decision_rule,event_day_open,all_exact_support,multiclass_brier_total_matern_minus_market,93,0.025431701026148865,0.0838286412932869,-0.37820793708608513,0.3540656286820685
