target_date,decision_rule,split,total_variation_market_matern,expected_rank_market_minus_matern,modal_disagreement,realised_event_probability_market,realised_event_probability_matern,realised_event_probability_market_minus_matern,categorical_log_matern_minus_market,multiclass_brier_winner_component_matern_minus_market,multiclass_brier_nonwinner_component_matern_minus_market,multiclass_brier_total_matern_minus_market
2026-04-03,24h_prior,development,0.2128647924773125,0.5816621969186073,0,0.22983702465524447,0.21178100820208928,0.018056016453155188,0.08181770869881522,0.028138170439028443,-0.010664290643738947,0.017473879795289495
2026-04-03,6h_prior,development,0.10603513249341295,0.07853960142378469,0,0.20258620689655174,0.24438786969870868,-0.04180166280215694,-0.18759108405579017,-0.06491906597317354,-0.049238985273237425,-0.11415805124641096
2026-04-03,event_day_open,development,0.15289738495053587,0.07466098529195442,0,0.29582673005810883,0.23528502890345007,0.06054170115465876,0.22897624336258282,0.08892899291854162,-0.034389629886683905,0.05453936303185771
2026-04-04,12h_prior,development,0.2597424426395628,1.0919252454686106,0,0.24528301886792453,0.17888888097805902,0.0663941378898655,0.31564788647129394,0.1046257481723506,0.026668494380196424,0.131294242552547
2026-04-04,24h_prior,development,0.0653412616758119,-0.06044552541103965,1,0.2239448751076658,0.25135216680928724,-0.027407291701621428,-0.11545508248710057,-0.041787978730507214,-0.011161708453398964,-0.05294968718390618
2026-04-04,6h_prior,development,0.14703113093484585,0.3509246538995061,0,0.3464203233256351,0.26121821921539073,0.08520210411024437,0.2822966981330175,0.11863212585751115,0.0035584675361233385,0.12219059339363449
2026-04-04,event_day_open,development,0.4910459219639296,1.6127957786552907,1,0.3173076923076923,0.12959637289048737,0.18771131941720492,0.8954471447368284,0.29153368710314687,0.07808115180559581,0.3696148389087427
2026-04-05,12h_prior,development,0.47880667654959236,1.3913014669052624,1,0.10776829815895825,0.2679044174249126,-0.16013611926595436,-0.9106467304292793,-0.26011346774420496,-0.1297668286543875,-0.38988029639859245
2026-04-05,24h_prior,development,0.34446272973436204,0.9878483558389668,1,0.14181152790484905,0.2510948539721192,-0.10928332606727018,-0.5713318642904954,-0.17562853588996807,-0.10679013881570484,-0.28241867470567295
2026-04-05,6h_prior,development,0.36876082977127017,1.2430576320940325,1,0.22417582417582418,0.2715225795413167,-0.047346755365492516,-0.19161462849847655,-0.07122379967512449,-0.0754482646549146,-0.1466720643300391
2026-04-05,event_day_open,development,0.27660811184635387,0.7887287930171754,1,0.23255813953488372,0.27999333061293413,-0.047435191078050415,-0.18562552736342575,-0.07055740523230336,-0.09218854860894454,-0.1627459538412479
2026-04-06,12h_prior,development,0.267930455666291,0.8657027937503212,1,0.3055077452667814,0.17217327820261447,0.13333446706416696,0.5734737299401547,0.20297758943737615,0.043235988032743054,0.2462135774701192
2026-04-06,24h_prior,development,0.11548093129729207,-0.03966151085274916,0,0.27190332326283984,0.2235801781077532,0.04832314515508662,0.19567648547592031,0.07270296915149144,-0.0010610391089899565,0.07164193004250148
2026-04-06,6h_prior,development,0.2984977000226261,0.8515336665778968,1,0.3230088495575221,0.17402052843980068,0.14898832111772145,0.6185064490636674,0.22392506966143638,0.02758641033134525,0.2515114799927816
2026-04-06,event_day_open,development,0.19843528685569384,-0.07514041831120188,0,0.2676273803396809,0.2516414342165927,0.015985946123088235,0.06159044701678673,0.023670888953279956,-0.08636472750849686,-0.0626938385552169
2026-04-07,12h_prior,development,0.1268582760980696,-0.36999961261009773,1,0.25862068965517243,0.23247956426741936,0.026141125387753067,0.1065601439975663,0.03944433745975828,0.02743362119285392,0.0668779586526122
2026-04-07,24h_prior,development,0.08175077769260992,-0.26682389032463405,0,0.2157943067033976,0.2123177667227641,0.0034765399806335195,0.016241618114436696,0.005464731221809127,0.015158486253010268,0.020623217474819395
2026-04-07,6h_prior,development,0.2876302670174937,0.03426631384637879,1,0.38123167155425214,0.2455606245695164,0.13567104698473573,0.4398633921484085,0.18630452691239313,-0.009538585232212148,0.17676594168018098
2026-04-07,event_day_open,development,0.20948106848669704,-0.3975735563749563,1,0.34956304619225964,0.27593193763948237,0.07363110855277727,0.23652970253283523,0.10120632805182178,0.0422955456397762,0.14350187369159798
2026-04-08,12h_prior,development,0.33848779064686285,1.1762017019387523,1,0.2289719626168224,0.21809248155906988,0.010879481057752521,0.04868036190561509,0.01689513296349876,-0.007709929011523006,0.009185203951975755
2026-04-08,24h_prior,development,0.38796602629448496,1.4960644662895248,1,0.19483682415976622,0.20143675305524636,-0.006599928895480139,-0.03331304242559541,-0.010584480358183601,-0.025872525511986516,-0.03645700587017012
2026-04-08,6h_prior,development,0.37390769520735684,1.1285911046951673,1,0.33219761499148215,0.24081104422325147,0.09138657076823067,0.321717440620376,0.13040784515032505,0.01030696012507647,0.14071480527540153
2026-04-08,event_day_open,development,0.36322264841310176,0.8667172683696522,0,0.4601226993865031,0.28002767309859394,0.18009502628790913,0.49660476093106654,0.22689265178610885,0.0235646490968085,0.25045730088291734
2026-04-09,12h_prior,development,0.30107401909789255,0.8040794625546148,1,0.36601897876186174,0.17961498595484504,0.1864039928070167,0.7118695934819206,0.2710996359797164,0.03143392458123998,0.3025335605609564
2026-04-09,24h_prior,development,0.2554726785460276,0.6638799488073381,1,0.3240938166311301,0.2117525867689619,0.11234122986216824,0.425614481778368,0.16448481574915053,-0.01194353938247518,0.15254127636667536
2026-04-09,6h_prior,development,0.4369776420551564,1.1244007216993754,1,0.44152184124001875,0.19986273439754867,0.24165910684247008,0.7925966864478169,0.32832178999382905,0.02093939506471186,0.3492611850585409
2026-04-09,event_day_open,development,0.4940396286664164,1.0732482375270411,1,0.534838076545633,0.23690394442002555,0.29793413212560743,0.8143092792486791,0.365939975009949,0.01622960052928714,0.38216957553923614
2026-04-10,12h_prior,development,0.45080786791816213,1.379247790538102,1,0.3519195612431444,0.22485604980035415,0.12706351144279024,0.4479422114943701,0.18083988843183257,-0.0033215495340417067,0.17751833889779087
2026-04-10,24h_prior,development,0.36350714268780326,0.9037479171478147,0,0.4144830871843735,0.2422099950536297,0.1722730921307438,0.5372270727737237,0.23141563640347784,0.008378537707508252,0.23979417411098608
2026-04-10,6h_prior,development,0.5333119752470208,1.576555282428366,1,0.18411967779056387,0.23986221310066616,-0.05574253531010229,-0.2644786774454173,-0.08785124509635622,-0.16160801389610335,-0.24945925899245958
2026-04-10,event_day_open,development,0.469123400055952,1.2252732520929026,1,0.21152115211521152,0.2668251931417473,-0.05530404102653577,-0.23226873316486607,-0.08415359615008744,-0.22434621780273467,-0.3084998139528221
2026-04-11,12h_prior,development,0.43333356495251096,1.3249325297446486,1,0.10140028971511349,0.2586662933314766,-0.15726600361636311,-0.9364628399038986,-0.2579057746811897,-0.1279407662564591,-0.3858465409376488
2026-04-11,24h_prior,development,0.3557400429959792,0.9981074699632,1,0.07877892663712456,0.23724802401794268,-0.1584690973808181,-1.1024605761282789,-0.2668576891433153,-0.1281476799524579,-0.3950053690957732
2026-04-11,6h_prior,development,0.476744084578523,1.2929086861407235,1,0.074034902168165,0.25908650362419794,-0.18505160145603294,-1.2526253638310525,-0.3084585532909041,-0.20929883628369927,-0.5177573895746034
2026-04-11,event_day_open,development,0.3295263903633122,0.6906015315279603,0,0.1283138918345705,0.25514212659933855,-0.12682823476476804,-0.6873412071591418,-0.20502341960163695,-0.16458769771556597,-0.3696111173172029
2026-04-12,12h_prior,development,0.3527584890576062,1.140083000509028,1,0.2896486229819563,0.2406027434554736,0.049045879526482705,0.18552133742192534,0.07208511441592247,-0.03803212737005605,0.03405298704586642
2026-04-12,24h_prior,development,0.3099067808035729,0.8874609618360978,1,0.2780487804878049,0.24818026275990362,0.029868517727901278,0.11364121958507112,0.044019353948621776,-0.06799213329319559,-0.023972779344573814
2026-04-12,6h_prior,development,0.21667318837771884,0.441120229331851,0,0.42743071864725224,0.25487238504971393,0.1725583335975383,0.5170292444938521,0.2273795806126998,0.014583022127244974,0.24196260273994477
2026-04-12,event_day_open,development,0.16424150090310408,0.2262159785505542,0,0.4363636363636364,0.2762688861077203,0.16009475025591607,0.4571013076017003,0.20610077480253686,0.022990328933442612,0.22909110373597946
2026-04-13,12h_prior,development,0.25497875234977574,0.8711780436850711,0,0.2718168812589413,0.16285935376968444,0.10895752748925688,0.512241640888971,0.17055380715145563,0.007852081795281412,0.17840588894673703
2026-04-13,24h_prior,development,0.19392721094314597,0.5215873764577781,1,0.32287403365165984,0.200327429684005,0.12254660396765485,0.4773090821612851,0.1809766454126165,0.004214793611460243,0.18519143902407673
2026-04-13,6h_prior,development,0.27749914252608404,0.7492760257502358,0,0.24265644955300122,0.17387668513283466,0.06877976442016656,0.33330031332133236,0.108910477963448,-0.05747242758027738,0.05143805038317061
2026-04-13,event_day_open,development,0.26543702702437255,0.4991852559222014,0,0.35137318255250405,0.19726827113888568,0.15410491141361837,0.5772842720421663,0.2236614802082863,-0.02054494848983036,0.20311653171845595
2026-04-14,12h_prior,development,0.2036305832747942,0.43895979128772034,1,0.36162732295328975,0.19356812939643156,0.1680591935568582,0.6249846465232709,0.24281268712538728,0.036871527403493407,0.2796842145288807
2026-04-14,6h_prior,development,0.36734328415489603,0.9632836329293095,1,0.45297882816346624,0.19475799936932295,0.2582208287941433,0.8440876284704114,0.34918251714228077,0.04332612308288038,0.39250864022516113
2026-04-14,event_day_open,development,0.3040059317685737,0.5830543434412281,1,0.4470359572400389,0.24673243811378337,0.20030351912625555,0.5943345296416921,0.26164278720456496,0.03917966379569638,0.30082245100026134
2026-04-15,12h_prior,development,0.28795270575894927,0.7401337206390437,1,0.2584896097313736,0.2565928339797625,0.0018967757516110684,0.007364973699402588,0.0028165556139103654,-0.0995089925390617,-0.09669243692515134
2026-04-15,24h_prior,development,0.26111428759029365,0.6962818803012709,1,0.2746741154562384,0.24928750414826523,0.02538661130797315,0.09697849473332076,0.03747161263875087,-0.06991277029830865,-0.03244115765955778
2026-04-15,6h_prior,development,0.29351224567225953,0.4912858514588496,0,0.39024390243902435,0.256793026829919,0.13345087560910535,0.4185015171595837,0.18055410645584336,-0.037987251473278125,0.14256685498256522
2026-04-15,event_day_open,development,0.4176389141959913,1.0972410593606856,1,0.3694817658349328,0.2678418573403366,0.1016399084945962,0.3217046691651432,0.13850230224821342,-0.063932967668427,0.07456933457978641
2026-04-16,event_day_open,development,0.3434724274667444,0.9245244479018222,0,0.20254169976171563,0.09517757488251365,0.10736412487920198,0.7552014340038189,0.18276388037655555,-0.050992075004245366,0.1317718053723102
2026-04-17,12h_prior,development,0.21902627367443775,-0.17841771330685852,0,0.3611632270168855,0.24467564722877277,0.11648757978811275,0.3893965639766368,0.162402455373794,-0.02143377411451814,0.14096868125927586
2026-04-17,6h_prior,development,0.28317940822619037,0.5123995611940106,0,0.3714859437751004,0.25730798790114595,0.11417795587395446,0.36723726314198546,0.15656150596316804,-0.0470720905212722,0.10948941544189583
