target_date,split,transition_order,transition,transition_family,early_rule,late_rule,events,market_update_total_variation,matern_update_total_variation,update_dot_product,update_cosine_similarity,event_sign_alignment_fraction,realised_probability_change_market,realised_probability_change_matern,distance_to_updated_matern_before,distance_to_updated_matern_after,market_movement_towards_updated_matern
2026-04-28,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.05722834866550433,0.093073062355023,0.003006334856578858,0.8395414784393882,0.9090909090909091,-0.022886910217906717,-0.0353745879694482,0.31347988883731726,0.3436598024423687,-0.030179913605051456
2026-04-29,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.051096160196235633,0.4845766869848412,0.010248339826808915,0.41069638606845016,0.5454545454545454,0.013532477947072977,0.1570479247495229,0.51713558799662,0.5017048129271793,0.015430775069440683
2026-04-30,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08440872994697803,0.13655101337730363,-0.01584840127785555,-0.9977317970489482,0.45454545454545453,-0.08184689120553401,0.1365510133773037,0.06310772086689839,0.1291763885749656,-0.06606866770806721
2026-05-01,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.26514419533923983,0.16047636171526516,0.009194508789245616,0.29600426695559634,0.5454545454545454,0.07683549048614646,-0.05493866511120277,0.5421893222175879,0.3918989905681722,0.1502903316494157
2026-05-02,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2268255525688632,0.019948406697590272,-0.0022973605695939168,-0.571373130950467,0.36363636363636365,-0.18162189982427332,0.007152947928441317,0.19982837215470084,0.31442828823377916,-0.11459991607907832
2026-05-03,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.13160085604760002,0.027341403572153193,-0.0017407666567757227,-0.3904531348487124,0.09090909090909091,-0.03251334634651115,-0.007897570843103358,0.3176398390559551,0.41112776267016926,-0.09348792361421415
2026-05-04,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1892695764437162,0.12869806409784335,-0.032369723779302195,-0.9738072971795514,0.09090909090909091,-0.17908393805906098,0.12869806409784335,0.11055640240628314,0.2924093746603583,-0.18185297225407518
2026-05-05,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.06928133584311101,0.2011347370261048,0.0018187091075931021,0.1738077993021263,0.5454545454545454,0.002241347501661606,-0.031080141304235365,0.29743115481267335,0.303130981245682,-0.005699826433008648
2026-05-06,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11580031709216045,0.055358556526448,0.0020198830205300274,0.37760864421106877,0.2727272727272727,-0.012779426246844437,-0.02103046173648089,0.3129320948674933,0.38147395591669414,-0.06854186104920085
2026-05-07,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1218809382463045,0.2413636827230364,-0.014342541950754292,-0.6536951036438063,0.36363636363636365,-0.10019399965483056,0.07802203264551366,0.2703875840436221,0.19274254287178116,0.07764504117184096
2026-05-08,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.19987101094609205,0.11722440730599892,-0.009544188308135523,-0.4415815710742293,0.2727272727272727,0.07107589005817991,-0.03930583994782136,0.29193449807429517,0.294204329312987,-0.002269831238691844
2026-05-09,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1929039245943772,0.10384719678651852,0.008850104789660397,0.3956399145813631,0.5454545454545454,0.19208795259124095,0.024248587325246013,0.18697038750145112,0.31526109163505056,-0.12829070413359944
2026-05-10,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11025897357224813,0.013968517917382626,-0.0004902306402192252,-0.37014453829898686,0.45454545454545453,-0.07900418295616005,0.0008124262929741777,0.27139248466931937,0.33075530308364565,-0.05936281841432628
2026-05-11,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.09439998950694839,0.006782274291373434,7.62279291365754e-05,0.1562788768046941,0.5454545454545454,-0.06252968737264297,0.0018032905198142601,0.28220168982299937,0.29843055798275603,-0.01622886815975666
2026-05-12,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.12380884679600751,0.07310234470652,-0.0028242793743071403,-0.26292563954174636,0.09090909090909091,-0.014490693147269224,-0.06316054204001836,0.1277654658977706,0.21703420213368213,-0.08926873623591153
2026-05-13,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.41688214876418106,0.029231572025495343,0.009302933593925243,0.6950891334414375,0.5454545454545454,0.4168140546294156,0.02106780522570581,0.2004179044235705,0.3797812981393111,-0.17936339371574062
2026-05-14,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.12066872937998939,0.03069594331928751,-0.001548603853611511,-0.5240976255308909,0.2727272727272727,-0.03819082377476535,0.006480933599976618,0.19938893276509334,0.23224912269614273,-0.03286018993104939
2026-05-15,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.163982197433839,0.1560173690501961,-0.030517224522373303,-0.9548433024765124,0.6363636363636364,0.08361854058393547,-0.058495735796879694,0.17553773851802532,0.3101770481147853,-0.13463930959676
2026-05-16,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1590277245187515,0.21272711718000184,-0.012401181950516479,-0.42959634482001263,0.6363636363636364,0.030276478257535086,-0.07031552748727579,0.24892643610423057,0.23664311824712822,0.01228331785710235
2026-05-21,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.20578357043788054,0.35534562590188273,0.04018844429946768,0.8613330948249329,1.0,0.03810525817691496,0.12977381138641234,0.33916949794905715,0.19966330926444936,0.1395061886846078
2026-05-22,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.18035638113597954,0.0532608618569187,0.012290751735211472,0.9655030291944112,1.0,0.18035638113597957,0.05326086185691875,0.04548800224063799,0.20315291761943985,-0.15766491537880187
2026-05-23,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2453345724907063,0.029014063135923203,0.0010459964927344559,0.16123592750941515,0.6363636363636364,-0.025694813241281644,-0.0009737320918876136,0.4052358381036829,0.4243892027625444,-0.01915336465886147
2026-05-24,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1352892385692056,0.10324265772614072,-0.00908578316318568,-0.5166450545521957,0.7272727272727273,-0.04160310141300555,0.005868249044268498,0.17566299240769212,0.21057811800197807,-0.034915125594285945
2026-05-25,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.09521333576713661,0.053541100254729745,0.0032621532789150337,0.7454357863420622,1.0,0.052474274514576036,0.018979659143151917,0.2410624603914151,0.31716813539385813,-0.07610567500244303
2026-05-26,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.050015652343489383,0.046926612592426316,-0.001225991623458678,-0.499920868119578,0.36363636363636365,0.041850774149513215,-0.013345193463497579,0.37748259814820406,0.42748635377756583,-0.05000375562936177
2026-05-27,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.04573068031823455,0.07104890464428093,-0.0011010575979897236,-0.3922202131772355,0.5454545454545454,0.0319555022883532,-0.02451734862744201,0.27316285752631975,0.3183427138494467,-0.04517985632312693
2026-05-28,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.33773415645362953,0.04867897667470404,-0.02021069372275016,-0.8683549542764125,0.45454545454545453,0.33765561141245176,-0.048678976674704055,0.14679074863916264,0.3402890676453311,-0.19349831900616848
2026-05-29,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.05022566010021439,0.13356908953086113,-0.009467514923187061,-0.9964551111020914,0.0,0.05022566010021434,-0.1335690895308611,0.04700993166443276,0.03351062080623235,0.013499310858200407
2026-05-30,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.06982804312706167,0.13225557835720386,0.003925541825741204,0.5083468720527657,0.45454545454545453,0.01202894212981992,0.0496474294092083,0.17849719841598602,0.24123867994019396,-0.06274148152420794
2026-05-31,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2633915870902265,0.04452067977404775,-0.002301027294714349,-0.21277205934815138,0.18181818181818182,-0.11165711023559806,-0.009584836010078895,0.47537753776221503,0.631136532362082,-0.15575899459986697
2026-06-01,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.21092387216541036,0.14672498835974565,0.006204170543891385,0.2188792254134161,0.7272727272727273,0.07231904236081099,-0.05341731272508918,0.43144025405966047,0.3998228518483465,0.03161740221131398
2026-06-02,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1841856977753969,0.0532847641417775,0.004627864381871218,0.4773877535851878,0.8181818181818182,0.1841856977753969,0.019189781072191936,0.20537940809128064,0.30387043525677687,-0.09849102716549624
2026-06-03,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.19695637302974123,0.04778399244760061,-0.008668156892716748,-0.8269631698763453,0.18181818181818182,0.19694524451171014,-0.03744599873740337,0.2933331125304212,0.44923802809713187,-0.15590491556671066
2026-06-04,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.10512975200041152,0.17397585010891903,0.023701186566013704,0.966277569735454,1.0,0.10512975200041152,0.17397585010891897,0.08269793320458638,0.08692880197180103,-0.004230868767214652
2026-06-05,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.016593448152015362,0.07035593535040877,-0.0009887511056035515,-0.9884164242304385,0.45454545454545453,0.000984703792060948,0.0008008388312356063,0.23742688879115137,0.2429314781292353,-0.005504589338083926
2026-06-08,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.12086801262903933,0.1433400527996458,-0.004613793403692551,-0.4386820847314682,0.36363636363636365,0.05793146120095788,-0.05340315369624404,0.45716323820312854,0.4942528633006006,-0.037089625097472045
2026-06-09,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08786684469475364,0.11749191146415926,-7.685903774843988e-05,-0.011758711929258486,0.45454545454545453,0.04297213599181146,0.017109806117218407,0.29450751628138566,0.2672402007639239,0.027267315517461754
2026-06-10,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1781336930734521,0.016320498171256734,0.0016644966100506093,0.7944732627253845,0.8181818181818182,0.09618318835186304,0.005560372043876383,0.2142155539701201,0.11560671905586722,0.09860883491425287
2026-06-11,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11654831493271742,0.2583370934156348,-0.007312062370326238,-0.33485658604323015,0.5454545454545454,0.025233511408683962,0.06056711938517745,0.14052298962002074,0.1286301311694907,0.011892858450530036
2026-06-12,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.22353864175551671,0.04232069143891155,0.004622210835857566,0.6390000948367937,0.5454545454545454,-0.08679089542893478,-0.011293656641789801,0.15568709041660977,0.19665386890812667,-0.04096677849151689
2026-06-13,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08865898209418238,0.04369035099277497,-0.0020449745683927324,-0.5999190507197864,0.2727272727272727,0.021784471926580118,0.004213288746138605,0.16441838032371556,0.1727796678050711,-0.008361287481355534
2026-06-14,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.04921455952527054,0.05970275183860067,0.0011547855166688518,0.5894966802018669,0.5454545454545454,0.022245208823417184,0.006400253056675215,0.15274194039487685,0.1887174036304667,-0.035975463235589866
2026-06-15,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.06896874819812027,0.2794193978846835,0.0023217491511205494,0.15795944121791383,0.6363636363636364,0.054095003336051606,0.004461213393057301,0.18476538691328132,0.23214357191306104,-0.04737818499977972
2026-06-16,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.07268900944598045,0.2754024541199576,-0.007246450220306021,-0.5255439403322579,0.6363636363636364,0.04469150272442276,-0.09277831436053488,0.17977695694830512,0.12941036589546212,0.050366591052842996
2026-06-17,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.15479616274061736,0.13964118796145628,0.01173232900147602,0.7190358033129736,0.7272727272727273,-0.019278195818736854,-0.013660946844295169,0.3391604180689361,0.21089874882230011,0.12826166924663598
2026-06-18,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11810470228658283,0.1886990862930285,-0.005433703833654041,-0.3266191171081884,0.6363636363636364,-0.006456041710932725,-0.011396829891558019,0.15659816260876258,0.1280629097326317,0.028535252876130873
2026-06-19,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.12441654976406932,0.03200893351309283,0.001060794739543615,0.36342744091824825,0.5454545454545454,0.06699202025906831,0.0052292610388532945,0.14495365478217523,0.25366753507234885,-0.10871388029017362
2026-06-20,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11510815197588525,0.10466837812140356,0.006393703660150045,0.7390508877370203,0.7272727272727273,-0.056974394647056836,-0.009176541776764024,0.18383676329429965,0.2645059086132492,-0.08066914531894953
2026-06-21,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1930049022248559,0.05552100610893257,-0.0018862307624995152,-0.23995806945139495,0.6363636363636364,-0.10522083099252738,0.02079748608496712,0.3389090749935178,0.32109037876214047,0.01781869623137733
2026-06-22,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11743524332810044,0.17829652589021272,0.00584026734342929,0.34623413611707193,0.8181818181818182,0.0861787022501308,0.06500755973200925,0.2581046119044015,0.3056506008603941,-0.0475459889559926
2026-06-23,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.028543116251749056,0.019796653511955958,-0.00023616084563556918,-0.5826706060423382,0.6363636363636364,-0.0009216853948681436,-0.0029812213862642767,0.42999373675730385,0.4415964664742559,-0.011602729716952032
2026-06-25,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08787706890847527,0.02671534822169035,-0.0010132759449526581,-0.5622907927485695,0.36363636363636365,0.06827173559006372,-0.009076914336328623,0.3231044478504742,0.369275225417115,-0.046170777566640786
2026-06-26,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1072266581565595,0.31692311279797236,-0.003921172021375672,-0.13110221322710755,0.5454545454545454,-0.01965041537500889,-0.08163418441049519,0.3313772572753608,0.41512372126128216,-0.08374646398592134
2026-06-27,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.15403063891263044,0.04082170663392208,0.003730674077353215,0.6809273485927128,0.6363636363636364,0.0344861622395255,-0.0006363942791605126,0.3022830867284157,0.20698286843418423,0.09530021829423146
2026-06-28,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.12264456976297297,0.18184617082291946,0.012574511537540668,0.6902036439427539,0.8181818181818182,-0.0212283625764374,-0.020186268499574195,0.26256945294255224,0.3015453795335883,-0.03897592659103605
2026-06-29,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.043870985282389634,0.20152453245409324,-0.0007970712530114818,-0.13146692872659219,0.5454545454545454,0.015950119625897208,0.013033770654448135,0.23391323652261034,0.27303099772859046,-0.03911776120598012
2026-06-30,june_external,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.09306648414957211,0.04097986622405835,0.000186733273425763,0.06541799804650067,0.36363636363636365,0.05155451385127485,-0.015314385832222971,0.4094323254399229,0.4099086026009574,-0.00047627716103448847
2026-03-28,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.15976735604211723,0.05282295448837216,0.011088097643056044,0.9579814557188946,0.5454545454545454,-0.0023914461697737144,0.004502782311374298,0.1570010431472578,0.17071916230761527,-0.013718119160357478
2026-04-02,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.17484900555178623,0.2005728286520309,-0.02007525047206155,-0.6839905537459608,0.36363636363636365,-0.12963490250406237,0.0682182009858196,0.26735133043180526,0.42048096247154215,-0.1531296320397369
2026-04-03,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.14088315390640652,0.07106326577009345,0.0046223088590605765,0.5063491860422338,0.8181818181818182,0.09324052316155709,-0.00910284079525861,0.13157031318546294,0.15289738495053587,-0.021327071765072925
2026-04-04,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.15846065020429917,0.35573795191372165,0.016021821985683096,0.31169867396748946,0.5454545454545454,-0.029112631017942814,-0.13162184632490337,0.48843950906619854,0.4910459219639296,-0.0026064128977310586
2026-04-05,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.06306991888387237,0.11417712148546022,0.0028144649083941507,0.46423935323313975,0.7272727272727273,0.008382315359059533,0.008470751071617433,0.26491129875419184,0.27660811184635387,-0.011696813092162028
2026-04-06,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.1583189484375498,0.19361937223117567,-0.007451618473149963,-0.3094549226283961,0.2727272727272727,-0.055381469217841206,0.07762090577679201,0.13959282161055717,0.19843528685569384,-0.05884246524513667
2026-04-07,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.11815936335689864,0.12902225442910203,-0.002017386505127895,-0.1615543377553712,0.7272727272727273,-0.0316686253619925,0.03037131306996596,0.29302732895996153,0.20948106848669704,0.0835462604732645
2026-04-08,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.13449901234309844,0.12235196778865641,0.007303975587158615,0.5116443745389565,0.6363636363636364,0.12792508439502093,0.03921662887534247,0.2536197317769183,0.36322264841310176,-0.10960291663618343
2026-04-09,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.12791807696970342,0.08653951550851584,0.004992446169746703,0.5451315061604207,0.5454545454545454,0.09331623530561423,0.03704121002247687,0.36714485206164393,0.4940396286664164,-0.12689477660477244
2026-04-10,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.18911005024553088,0.06105490774166302,0.0028215283887238858,0.24975941489250894,0.8181818181818182,0.02740147432464765,0.026962980041081136,0.503330593707429,0.469123400055952,0.034207193651477064
2026-04-11,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.15850938726893532,0.10584677300299951,-0.0019693518319212093,-0.13673791314176195,0.36363636363636365,0.054278989666405514,-0.003944377024859391,0.3716072025089682,0.3295263903633122,0.04208081214565601
2026-04-12,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.02381143515948586,0.05952075687559287,-0.0004831022762023237,-0.45902711085711057,0.7272727272727273,0.008932917716384159,0.02139650105800639,0.1704407515119363,0.16424150090310408,0.006199250608832224
2026-04-13,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.11100898123905201,0.055160783171271904,0.0014212055713066962,0.23332323976669525,0.5454545454545454,0.10871673299950282,0.023391586006051013,0.2228331136967638,0.26543702702437255,-0.04260391332760874
2026-04-14,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.08249178548819819,0.13018801069715824,0.001437828487306988,0.13261882376514944,0.6363636363636364,-0.005942870923427324,0.05197443874446042,0.2549858595067084,0.3040059317685737,-0.04902007226186533
2026-04-15,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.05370535087308649,0.13803075614532073,-0.006442856614940642,-0.8803079739263764,0.09090909090909091,-0.02076213660409154,0.011048830510417607,0.3847195752137339,0.4176389141959913,-0.03291933898225741
2026-04-17,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.25351023867332445,0.033706190238580264,-0.0009063178350103276,-0.12262823419088367,0.5454545454545454,-0.15285476506787607,0.017847182171439213,0.2533607619912353,0.39726901738068354,-0.14390825538944824
2026-04-18,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.017052345845130316,0.2280513664951663,0.0021398116257479267,0.5132762559273729,0.5454545454545454,-0.003819415244022073,0.08918261461356781,0.2541600684245533,0.2554056416405243,-0.0012455732159710187
2026-04-19,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.03614283792769633,0.24174230817993997,0.0011984659353722557,0.16892450699685455,0.5454545454545454,-0.0016623820466527828,0.09384382820521363,0.28011374537011513,0.3020912885304786,-0.02197754316036349
2026-04-20,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.025143592468489205,0.042942185676464927,-0.0006238726577318448,-0.6257339360856675,0.6363636363636364,-0.007410058159919908,0.0184625676939566,0.22401686430032572,0.20646767778012515,0.01754918652020057
2026-04-21,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.371608399453998,0.2072450829428153,-0.032870429588060565,-0.5208224191280566,0.45454545454545453,0.07006276528774175,0.05462842865655548,0.28072841070628424,0.3427742432043456,-0.06204583249806134
2026-04-22,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.17055931798263083,0.061259716417009835,0.0037413840248850146,0.3728890150778414,0.9090909090909091,0.0032268345151780786,0.026659371989349645,0.2533738282642229,0.3859465406479773,-0.1325727123837544
2026-04-23,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.11432933378914309,0.2074435047157095,-0.006500699145487844,-0.294749871168113,0.45454545454545453,0.010209252191716589,-0.08033175589880255,0.3044741404444521,0.34747918373824865,-0.04300504329379656
2026-04-24,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.21614678624071512,0.2698671912801217,0.024826841784031578,0.5098465575600375,0.7272727272727273,0.17837650940529276,0.089529030840612,0.2060839285447342,0.3818423105693127,-0.17575838202457852
2026-04-25,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.17510036075376825,0.031386114078822275,-0.001241023203746024,-0.28336015393678565,0.5454545454545454,-0.08524881595502873,0.01636265406441373,0.3679911253501513,0.44520442564451396,-0.07721330029436263
2026-04-26,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.07766498939459522,0.03296260893737806,0.00034750490790921596,0.14687414602701568,0.7272727272727273,0.07674012673904684,0.004701348891678225,0.37136859118920695,0.3896537156921933,-0.01828512450298636
2026-04-27,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.06581762276424076,0.062362625791854656,-7.602577807459609e-05,-0.019489862355126474,0.45454545454545453,0.056686660531654,0.02065360545642808,0.39496880917343047,0.3599345312447007,0.03503427792872976
2026-04-28,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.07239790827042208,0.0893609929169029,-0.002347059928835539,-0.4059445596426744,0.2727272727272727,-0.023331502906981216,0.035283215338036245,0.31390070224755273,0.3407194504109078,-0.026818748163355055
2026-04-29,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.11816216640713234,0.31693264654285946,-0.01729273675179481,-0.532898411923211,0.36363636363636365,0.061526165088622256,-0.07308960950379317,0.2815635753814553,0.2781228124044251,0.0034407629770302206
2026-04-30,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.0543877511505064,0.018850293363658004,0.0011283983933045758,0.7643482611583126,0.7272727272727273,-0.018203172711019566,-0.01852664108810187,0.11064974748686374,0.13970569631921675,-0.029055948832353018
2026-05-01,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.08175412510125499,0.03461440147517873,-0.0008004707626274159,-0.4066934189552093,0.36363636363636365,0.03230789906185766,0.007446918562924454,0.37637620343632394,0.4347316718146225,-0.05835546837829858
2026-05-02,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.08463238219155184,0.07404321276047242,0.0025839455927622866,0.5238063116093785,0.5454545454545454,0.033217796273852546,0.03185125685710194,0.3192017119557005,0.31520368742779387,0.003998024527906652
2026-05-03,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.10920985108496581,0.09606828055508035,0.004568898861726051,0.3396648174361093,0.8181818181818182,0.004366699152083542,0.03832746809341889,0.33826263168453535,0.42086315992566187,-0.08260052824112651
2026-05-04,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.049657155496571466,0.09617897268874495,0.0011090654166902552,0.16615296065525476,0.2727272727272727,0.011894313989910754,0.09617897268874498,0.38413454450696355,0.3722402305170527,0.011894313989910865
2026-05-05,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.10164818858895981,0.15449546330925285,0.003847417792562968,0.35004712865172455,0.7272727272727273,-0.0041547533038475415,0.0459860783997999,0.457421655881389,0.43425941788156497,0.02316223799982403
2026-05-06,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.03191746451443238,0.15211877417991929,0.0004887593100636052,0.1466600688315658,0.6363636363636364,0.007604608681436625,-0.05756787665588742,0.2561443410364733,0.24829689631336513,0.007847444723108193
2026-05-07,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.29728074047322883,0.12495142710855135,-0.020995035935960093,-0.8170838709479042,0.09090909090909091,-0.1031205275336731,0.04904405247795812,0.1414594849550091,0.3042929466102848,-0.16283346165527568
2026-05-08,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.08049997496027786,0.28354235065780653,0.009884299465486494,0.418010798369302,0.5454545454545454,0.02393205585223833,0.0836870856157432,0.4890334714712431,0.458243263368389,0.0307902081028541
2026-05-09,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.3271204524568049,0.3313740570955419,-0.06058248364711569,-0.5576697092902126,0.2727272727272727,0.16646669199261288,-0.11394613615576801,0.4961099330644729,0.7897790429563971,-0.29366910989192424
2026-05-10,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.05684990512007718,0.04069923567125876,0.0004954795921654632,0.24519818504419277,0.7272727272727273,0.011367944974169292,0.01641108883137743,0.30696353165684936,0.28911303020039514,0.017850501456454226
2026-05-11,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.13174244201389906,0.03727529598090288,0.0019385235526259053,0.5038234577401972,0.8181818181818182,0.035718998328592766,0.018507584295778118,0.28065286305502635,0.19960282541284835,0.081050037642178
2026-05-12,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.10615401136483597,0.08075788379141437,0.0012716093575351473,0.15473673282348754,0.7272727272727273,-0.028694208738765298,0.05306406425431731,0.19607921267875356,0.22431457105588112,-0.028235358377127567
2026-05-13,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.12583742422817998,0.07773927838219727,0.005876884487101067,0.5807494651168289,0.8181818181818182,0.12583742422818,0.04522714369782224,0.33531869212393894,0.45923772169964405,-0.12391902957570511
2026-05-14,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.1454926053062141,0.0429271614564366,-0.00037198306311339514,-0.06165823258009359,0.6363636363636364,0.07142857142857145,0.007913357730017223,0.1905387813705006,0.2635094898372287,-0.07297070846672812
2026-05-15,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.0335022975621961,0.13488069854317902,-0.004563289475675648,-0.8211210416380795,0.36363636363636365,-0.02304208723757492,0.05272061139147946,0.2118853267353904,0.19427560536107935,0.01760972137431105
2026-05-16,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.10357506950880445,0.12946510430261915,0.007696657733101466,0.7114082936089187,0.45454545454545453,0.024749768303985176,0.052021758952973646,0.2919745458028391,0.31002180143005836,-0.01804725562721926
2026-05-21,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.1822717092921364,0.2691571228715848,-0.030083330721993894,-0.8974051712140134,0.09090909090909091,0.08123266552654786,-0.10279679746116212,0.13275058932867595,0.3038370953641721,-0.17108650603549613
2026-05-22,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.10650452610974093,0.025786715983317367,3.4695923381904636e-05,0.011135308469457234,0.8181818181818182,0.10026079686426048,0.009641574698145194,0.1918913384516675,0.2911013236044624,-0.09920998515279489
2026-05-23,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.06515063168124391,0.14184600206537257,0.0038995838674286427,0.4434260105146009,0.7272727272727273,0.06015549076773567,0.010679184598084202,0.5661697302927052,0.5055477672217626,0.060621963070942586
2026-05-24,development,3,6h_to_open,adjacent,6h_prior,event_day_open,11,0.07083799989993338,0.04896298138848292,-0.003941176519642102,-0.8524284561323384,0.18181818181818182,0.01140662825649369,0.01769701870105672,0.1708968439895665,0.14032237972080047,0.030574464268766033
