scope_type,scope_value,split,metric,dates,point_estimate,bootstrap_method,block_length_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed
decision_rule,24h_prior,june_external,modal_disagreement,27,0.8518518518518519,circular_moving_block,3.0,0.7407407407407407,0.9629629629629629,10000,20464904
decision_rule,24h_prior,june_external,realised_event_probability_market_minus_matern,27,0.08884373083570361,circular_moving_block,3.0,0.05829194906481008,0.11837752872110086,10000,20464904
decision_rule,24h_prior,june_external,categorical_log_matern_minus_market,27,0.37479750896870273,circular_moving_block,3.0,0.22915127293505688,0.508540479996853,10000,20464904
decision_rule,24h_prior,june_external,multiclass_brier_winner_component_matern_minus_market,27,0.1341144532067663,circular_moving_block,3.0,0.08767100679479826,0.1782262244454244,10000,20464904
decision_rule,24h_prior,june_external,multiclass_brier_nonwinner_component_matern_minus_market,27,-0.024694336953455,circular_moving_block,3.0,-0.0494163243846807,-0.0033408828147166816,10000,20464904
decision_rule,24h_prior,june_external,multiclass_brier_total_matern_minus_market,27,0.1094201162533113,circular_moving_block,3.0,0.0492845745062349,0.16164670827122318,10000,20464904
decision_rule,24h_prior,june_external,total_variation_market_matern,27,0.2929132645810112,circular_moving_block,5.0,0.24854098245431394,0.34140789941024446,10000,20465004
decision_rule,24h_prior,june_external,expected_rank_market_minus_matern,27,0.6245828848720855,circular_moving_block,5.0,0.3670023439767143,0.8616258302569209,10000,20465004
decision_rule,24h_prior,june_external,modal_disagreement,27,0.8518518518518519,circular_moving_block,5.0,0.7407407407407407,0.9629629629629629,10000,20465004
decision_rule,24h_prior,june_external,realised_event_probability_market_minus_matern,27,0.08884373083570361,circular_moving_block,5.0,0.06306393292338398,0.11712412304907117,10000,20465004
decision_rule,24h_prior,june_external,categorical_log_matern_minus_market,27,0.37479750896870273,circular_moving_block,5.0,0.25153049995169835,0.5022706402138336,10000,20465004
decision_rule,24h_prior,june_external,multiclass_brier_winner_component_matern_minus_market,27,0.1341144532067663,circular_moving_block,5.0,0.09506857959023747,0.17611004114910891,10000,20465004
decision_rule,24h_prior,june_external,multiclass_brier_nonwinner_component_matern_minus_market,27,-0.024694336953455,circular_moving_block,5.0,-0.053171387501852144,-0.0012007979167927216,10000,20465004
decision_rule,24h_prior,june_external,multiclass_brier_total_matern_minus_market,27,0.1094201162533113,circular_moving_block,5.0,0.057741582999051355,0.15809545893553972,10000,20465004
decision_rule,24h_prior,june_external,total_variation_market_matern,27,0.2929132645810112,circular_moving_block,7.0,0.24756376325791712,0.34210377964099536,10000,20465104
decision_rule,24h_prior,june_external,expected_rank_market_minus_matern,27,0.6245828848720855,circular_moving_block,7.0,0.3625093089639788,0.8609855111014503,10000,20465104
decision_rule,24h_prior,june_external,modal_disagreement,27,0.8518518518518519,circular_moving_block,7.0,0.7407407407407407,0.9629629629629629,10000,20465104
decision_rule,24h_prior,june_external,realised_event_probability_market_minus_matern,27,0.08884373083570361,circular_moving_block,7.0,0.06961644627608873,0.11370649949189138,10000,20465104
decision_rule,24h_prior,june_external,categorical_log_matern_minus_market,27,0.37479750896870273,circular_moving_block,7.0,0.2764909480679785,0.48691495395589407,10000,20465104
decision_rule,24h_prior,june_external,multiclass_brier_winner_component_matern_minus_market,27,0.1341144532067663,circular_moving_block,7.0,0.10367527820997699,0.17135574725369573,10000,20465104
decision_rule,24h_prior,june_external,multiclass_brier_nonwinner_component_matern_minus_market,27,-0.024694336953455,circular_moving_block,7.0,-0.05496347369488229,0.0010026802512587097,10000,20465104
decision_rule,24h_prior,june_external,multiclass_brier_total_matern_minus_market,27,0.1094201162533113,circular_moving_block,7.0,0.06462459828067528,0.15075177923872793,10000,20465104
decision_rule,24h_prior,all_exact_support,total_variation_market_matern,82,0.2646292765685349,ordinary_date,,0.2396554412614467,0.290102255672249,10000,20465804
decision_rule,24h_prior,all_exact_support,expected_rank_market_minus_matern,82,0.4595861115380183,ordinary_date,,0.30131690372138975,0.6157957587682573,10000,20465804
decision_rule,24h_prior,all_exact_support,modal_disagreement,82,0.7073170731707317,ordinary_date,,0.6097560975609756,0.8048780487804879,10000,20465804
decision_rule,24h_prior,all_exact_support,realised_event_probability_market_minus_matern,82,0.03880089840883337,ordinary_date,,0.01534829477833439,0.06136408374236739,10000,20465804
decision_rule,24h_prior,all_exact_support,categorical_log_matern_minus_market,82,0.13088961688261214,ordinary_date,,0.00900738454246095,0.2488026024915261,10000,20465804
decision_rule,24h_prior,all_exact_support,multiclass_brier_winner_component_matern_minus_market,82,0.059801385236145185,ordinary_date,,0.025149652146666143,0.09396408030218567,10000,20465804
decision_rule,24h_prior,all_exact_support,multiclass_brier_nonwinner_component_matern_minus_market,82,-0.03033990238420262,ordinary_date,,-0.042761308849910994,-0.017117874826225527,10000,20465804
decision_rule,24h_prior,all_exact_support,multiclass_brier_total_matern_minus_market,82,0.029461482851942555,ordinary_date,,-0.014595930015168993,0.0725136111527552,10000,20465804
decision_rule,24h_prior,all_exact_support,total_variation_market_matern,82,0.2646292765685349,circular_moving_block,3.0,0.23940931640181168,0.28982657483437557,10000,20465904
decision_rule,24h_prior,all_exact_support,expected_rank_market_minus_matern,82,0.4595861115380183,circular_moving_block,3.0,0.3174283823150027,0.5963367994705515,10000,20465904
decision_rule,24h_prior,all_exact_support,modal_disagreement,82,0.7073170731707317,circular_moving_block,3.0,0.5975609756097561,0.8048780487804879,10000,20465904
decision_rule,24h_prior,all_exact_support,realised_event_probability_market_minus_matern,82,0.03880089840883337,circular_moving_block,3.0,0.014475456621727221,0.062422646207344674,10000,20465904
decision_rule,24h_prior,all_exact_support,categorical_log_matern_minus_market,82,0.13088961688261214,circular_moving_block,3.0,0.01114792735777312,0.2471905002758522,10000,20465904
decision_rule,24h_prior,all_exact_support,multiclass_brier_winner_component_matern_minus_market,82,0.059801385236145185,circular_moving_block,3.0,0.024514781931760498,0.09443451374114287,10000,20465904
decision_rule,24h_prior,all_exact_support,multiclass_brier_nonwinner_component_matern_minus_market,82,-0.03033990238420262,circular_moving_block,3.0,-0.04230781585711304,-0.018514026156690032,10000,20465904
decision_rule,24h_prior,all_exact_support,multiclass_brier_total_matern_minus_market,82,0.029461482851942555,circular_moving_block,3.0,-0.012013237035884633,0.07000343880006309,10000,20465904
decision_rule,24h_prior,all_exact_support,total_variation_market_matern,82,0.2646292765685349,circular_moving_block,5.0,0.24018540663848964,0.29028708129254405,10000,20466004
