target_date,decision_rule,model,split,events,probability_sum_raw,binary_brier,binary_log,categorical_log,multiclass_brier,realised_event_probability_raw,realised_event_probability_normalised,expected_event_rank,modal_event_rank,realised_event_rank
2026-03-18,12h_prior,raw,development,11,1.0,0.18181818181818182,5.023824032166446,27.631021115928547,2.0,0.0,0.0,8.0,8,10
2026-03-18,12h_prior,static,development,11,0.9999999999999998,0.07144804078835743,0.22453364032112466,1.5842769499973768,0.7859284486719318,0.2050960342055494,0.20509603420554945,8.873296007502574,9,10
2026-03-18,12h_prior,matern,development,11,0.9999999999999998,0.09165497238091456,0.30317703613307284,2.3159512578344015,1.0082046961900601,0.0986722765679981,0.09867227656799812,7.976217545802361,8,10
2026-03-18,12h_prior,market,development,11,1.3,0.06827727272727273,0.24106396263874813,1.754019141245208,0.7728106508875738,0.225,0.17307692307692307,7.453846153846154,10,10
2026-03-18,6h_prior,raw,development,11,1.0,0.18181818181818182,5.023824032166446,27.631021115928547,2.0,0.0,0.0,8.0,8,10
2026-03-18,6h_prior,static,development,11,0.9999999999999996,0.06494285523142503,0.20116344247594206,1.3728153704789179,0.7143714075456751,0.253392560441351,0.2533925604413511,9.416963778325046,11,10
2026-03-18,6h_prior,matern,development,11,0.9999999999999996,0.08008626369320643,0.2515648081091763,1.8218216515665069,0.8809489006252708,0.161730865142006,0.16173086514200605,8.494901342027813,9,10
2026-03-18,6h_prior,market,development,11,0.9989999999999999,0.08400550000000001,0.28828052773934887,2.2062744128561373,0.924128833538243,0.11,0.11011011011011011,7.773273273273274,7,10
2026-03-21,12h_prior,raw,development,11,1.0,0.0,9.999778782803787e-13,-0.0,0.0,1.0,1.0,6.0,6,6
2026-03-21,12h_prior,static,development,11,0.9999999999999996,0.08291646925278573,0.2676714990498557,1.982425765728678,0.9120811617806429,0.1377347195816955,0.13773471958169556,7.716772284720261,8,6
2026-03-21,12h_prior,matern,development,11,0.9999999999999997,0.08256585886450296,0.25992057850693023,1.8967832199133796,0.9082244475095326,0.1500505232526286,0.15005052325262866,7.571805386925011,8,6
2026-03-21,12h_prior,market,development,11,1.0985,0.10535734090909088,0.3522772739294759,2.7460881820064422,1.1201972151788067,0.0705,0.06417842512517068,8.23076923076923,8,6
2026-03-22,12h_prior,raw,development,11,1.0,0.18181818181818182,5.023824032166446,27.631021115928547,2.0,0.0,0.0,8.0,8,9
2026-03-22,12h_prior,static,development,11,0.9999999999999998,0.061910320293609815,0.19605819432876992,1.3396028097358992,0.6810135232297079,0.261949691787718,0.2619496917877181,9.14562776933237,9,9
2026-03-22,12h_prior,matern,development,11,0.9999999999999996,0.05957445848992496,0.19007836879695733,1.290022476545955,0.6553190433891746,0.2752645960228783,0.2752645960228784,8.561896141717058,9,9
2026-03-22,12h_prior,market,development,11,1.154,0.062447863636363656,0.1945720606897672,1.2984168082424117,0.6920563393396189,0.315,0.27296360485268634,8.369584055459272,8,9
