chronology_block,dates,probability_books,decision_rules,mean_date_model_log_score,standard_error_date_model_log_score,mean_date_market_log_score,standard_error_date_market_log_score,mean_date_log_score_difference_model_minus_market,standard_error_date_log_score_difference_model_minus_market,model_log_score_date_win_share,mean_date_model_brier_score,standard_error_date_model_brier_score,mean_date_market_brier_score,standard_error_date_market_brier_score,mean_date_brier_score_difference_model_minus_market,standard_error_date_brier_score_difference_model_minus_market,model_brier_score_date_win_share,minimum_raw_market_probability_sum,mean_raw_market_probability_sum,maximum_raw_market_probability_sum
external_test,30,114,4,1.5506543137864572,0.12883349834599897,1.260922770826707,0.08994017491165307,0.2897315429597502,0.08880718979789422,0.2,0.7208092424242422,0.03053443065661495,0.6484706195269462,0.03649577303502428,0.07233862289729621,0.028596837982152297,0.23333333333333334,0.9195,1.0307763157894736,1.0815000000000001
holdout,10,40,4,1.1407136716777928,0.14641995567901647,1.0913496917290075,0.17475336382105347,0.04936397994878531,0.11549720188970916,0.4,0.5843059090909092,0.07924061285098696,0.5850865506071679,0.09364096255397705,-0.0007806415162586982,0.05486981643320683,0.5,1.0010000000000001,1.0392875,1.1575
