path,git_mode,object_type,git_blob_sha,bytes
data/manifests/01_source_migration_manifest.json,100644,blob,6959560252ed1e4e3126631aa14fb638f84b81fa,3547
data/manifests/02_panel_construction_manifest.json,100644,blob,3b20b3926911613201dc678fc360d707a232d8ac,2067
data/manifests/02_support_and_chronology_manifest.json,100644,blob,1664c4f47e26274e5e9baffb29905850feac2e2e,2674
data/manifests/02_verified_full_panel_manifest.json,100644,blob,4918763d6a9a05bf74959929bcb603a3823f658e,3443
data/manifests/02_verified_historical_forecast_decision.json,100644,blob,c481fefa86a3f1972071236d8f2dd32e7bc67baf,893
data/manifests/02_weather_source_bundle_manifest.json,100644,blob,aabf0a24d251550ece4cff8b991659b27e169b88,114229
data/manifests/03_chronology_manifest.json,100644,blob,4b04ede7a12e43c97dcc8f4ed2dc5e2cb3110ffd,2351
data/manifests/04_model_selection_manifest.json,100644,blob,9172e4e44bc870e255ab56b690b7647c8604952e,2471
data/manifests/05_continuous_calibration_manifest.json,100644,blob,2914a226e7701dbe11f4742cab7187a9a3bcee36,2098
data/manifests/06_locked_prediction_manifest.json,100644,blob,ca6d5c597a4b37856dbb24a1822edc59a35bd1cc,2165
data/manifests/07_continuous_evaluation_manifest.json,100644,blob,934f8c892a2db6db8a2145916a0621aaba98e89e,3323
data/manifests/08_event_probability_manifest.json,100644,blob,8751807930115bf4fa0eb72524bbeb54e6257078,2667
data/manifests/09_probability_calibration_manifest.json,100644,blob,e082456bb2b1ef2047f22f0dd557911652ef2e6c,3475
data/manifests/10_categorical_evaluation_manifest.json,100644,blob,bf43d27da2f213b8f6afb224fa946926feb1b999,2431
data/manifests/11_market_comparison_manifest.json,100644,blob,c8981f1ea34676ac76aec58e8d604cba85e565e8,3245
data/manifests/12_trading_strategy_manifest.json,100644,blob,50a6d5ad9d3aa0ffdb0845aa60bbd0305e29cf98,5020
data/manifests/13_uncertainty_analysis_manifest.json,100644,blob,d12389de0346bf6cc7dc00e882317484155a7a0a,6477
data/manifests/14_final_empirical_synthesis_manifest.json,100644,blob,6050bfa75282c80ff886c4156c599931fad4efda,3629
data/manual/18w_outcome_free_contract_definitions/18w_outcome_free_contract_definition_metadata.json,100644,blob,88f9ba003f0e9122c2a720282f51ffe1d277f432,1274
data/manual/18w_outcome_free_contract_definitions/18w_outcome_free_contract_definition_panel.csv,100644,blob,c8cc50dd68258cf53ff388ba56d7cba149a2a472,526902
data/manual/18x_outcome_free_market_prices/18x_outcome_free_market_price_metadata.json,100644,blob,b5303607eb5ad5067cdbe7059f2fbb8d8851bfe6,1588
data/manual/18x_outcome_free_market_prices/18x_outcome_free_market_price_panel.csv,100644,blob,4d1d85efc636678317d48847131617cbb69e16dc,2533358
data/processed/.gitkeep,100644,blob,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0
data/processed/02_chronological_design_panel.csv,100644,blob,6da89e0a1cb71ceb737ddf455f899f295bf22153,81010
data/processed/02_market_evaluation_forecast_panel.csv,100644,blob,6da89e0a1cb71ceb737ddf455f899f295bf22153,81010
data/processed/02_selected_deterministic_forecast_panel.csv,100644,blob,6b508378447421a319537f82fee46bd458f598fc,57665
data/processed/02_standardised_request_plan.csv,100644,blob,5b31ca3e046875988690fe5898f8ca4771c423cb,70607
data/processed/02_weather_training_panel.csv,100644,blob,6da89e0a1cb71ceb737ddf455f899f295bf22153,81010
data/processed/17l_all_formally_certified_rows_for_manual_inspection.csv,100644,blob,65e9b81a217b5c074a393b8314a8e3372cb40ad9,1242419
data/processed/17l_hko_contract_rule_text_certification_decision.csv,100644,blob,7fb90d9d81f96d0d1d781e5ef93918a5244b1793,14365718
data/processed/17l_hko_highest_upper_tail_formally_certified_subset.csv,100644,blob,9c5f42ce235e79361e76363851cc329438d8719e,717559
data/processed/17l_hko_highest_upper_tail_formally_certified_subset_deduped.csv,100644,blob,05b0881fa6733afc2411329c48ff42d71d522862,446185
data/processed/18d_hko_current_year_maxt_all_parsed_debug.csv,100644,blob,03472900d9133ade7a8b474c167a4a53f1cd4f10,55666
data/processed/18d_hko_current_year_maxt_target_matches_debug.csv,100644,blob,3cbb601156738306d50fbf404fd4d7ef532177ff,168
data/processed/18d_hko_daily_extract_html_all_parsed_debug.csv,100644,blob,529bf14e7ea91f49e625dbc844d6c8e772ac270b,74
data/processed/18d_hko_daily_extract_html_target_matches_debug.csv,100644,blob,6b2054487da7154755a917ea5238e4c52de1062b,202
data/processed/18f_hko_daily_extract_targets_20260301_20260531.csv,100644,blob,e86a5391b392fe410d6917d1d5cc4ec807f61d37,15380
data/processed/18f_hko_polymarket_floor_validation_panel_20260313_20260531.csv,100644,blob,9a3b833a3a3f6285677ea2ad6ea73cbfd982c84d,2948815
data/processed/18f_hko_upper_tail_threshold_contracts_20260313_20260531.csv,100644,blob,81df4144430c1f1c2d53217466aad51b049d90b1,274153
data/processed/18f_polymarket_child_markets_20260313_20260531.csv,100644,blob,438f8dcceb6d2b69ca4f0fab261465be1a727447,2817549
data/processed/18f_polymarket_event_sweep_20260313_20260531.csv,100644,blob,4f13718d49f141a862c586edbf61327a61aae89c,17905
data/processed/18h_clob_narrow_window_diagnostics_20260313_20260531.csv,100644,blob,b2ca77e695f61768063fec500861f03a14b601fc,376936
data/processed/18h_hko_upper_tail_market_only_score_summary_20260313_20260531.csv,100644,blob,86268f8619f1de0abef36b03cda46d9b493faee3,1131
data/processed/18h_hko_upper_tail_narrow_window_price_observations_20260313_20260531.csv,100644,blob,7045b0f14ffa115847284dc1bb30098eaa9c1ce4,1211298
data/processed/18h_hko_upper_tail_no_lookahead_decision_panel_20260313_20260531.csv,100644,blob,a10d51779e60fa2238fcea98d8f42a8a6df3f37a,1075875
data/processed/18h_hko_upper_tail_scoring_ready_market_panel_20260313_20260531.csv,100644,blob,c60bc9c6426f7098f5e3e5208ca2e7f5c3837e90,1087050
data/processed/18i_hko_decision_rule_operational_summary.csv,100644,blob,b5d528b719c605562b5f7a205ce88e04547c69d7,601
data/processed/18i_hko_empirical_coverage_summary.csv,100644,blob,5b8a1e1858097d77567ec3646ab1a74ce1358fb7,784
data/processed/18i_hko_empirical_integrity_checks.csv,100644,blob,89120331034a413098cfaeff47fffc32ad71242d,426
data/processed/18i_hko_main_market_only_score_summary.csv,100644,blob,10efcccffabe933374aca5902edfebb75d99cef1,954
data/processed/18i_hko_main_scoring_panel_formally_certified.csv,100644,blob,383315329b987b54ce0e614274ab92a2d4fe580e,1049730
data/processed/18i_hko_monthly_contract_summary.csv,100644,blob,50f0d3e3baf9661f64c3cbaaf307450c79778161,445
data/processed/18k_full_hko_contract_event_target_panel.csv,100644,blob,f40f3233ea79f058500aab181f85c5600baac9ff,44150657
data/processed/18k_hko_contract_event_date_resolution_summary.csv,100644,blob,45062821c572d2267bf7cce24ccd3d6c1e6d8a3e,5171
data/processed/18k_hko_contract_event_integrity_checks.csv,100644,blob,af26882b0696aaa44d06071384b9ad3c5b2bf844,493
data/processed/18k_hko_contract_event_target_issues.csv,100644,blob,8116e98d9fc1d33bb9d27d2af883c976a10a2055,1162
data/processed/18k_hko_contract_event_type_target_summary.csv,100644,blob,669b8c0d008a48d4d8dd6d89be30a67c8b7646a6,196
data/processed/18k_hko_realised_outcomes_used.csv,100644,blob,b3839ef94b5610fb4e03980e3e4ce337b2c68593,31537
data/processed/18m_binary_market_score_by_decision_rule.csv,100644,blob,79bd152d7d962b6549beb696315034f216fc9c61,766
data/processed/18m_binary_market_score_by_decision_rule_and_event_type.csv,100644,blob,93a9ad4a09fa208c0f83a035f8f0aeeafa9495d5,1557
data/processed/18m_event_book_categorical_score_by_decision_rule.csv,100644,blob,6b9b10fa8737af772b69a3c2f789695c2e22b027,1142
data/processed/18m_event_book_categorical_score_panel.csv,100644,blob,24c95ab14555808459a410a2ad5245dbf3dbd9c9,54906
data/processed/18m_market_only_decision_rule_rankings.csv,100644,blob,d8f60075e6d87a304c738bcc244c2501d41fd327,1622
data/processed/18m_market_only_integrity_checks.csv,100644,blob,12e96d826a9d0e54958ddcb1bae5a93e8f9de2c3,476
data/processed/18m_supervisor_market_only_key_table.csv,100644,blob,823a5a389d826fb09de94bd90f40470ac2f9d90c,1237
data/processed/19a_hko_ecmwf_contract_event_probability_panel.csv.gz,100644,blob,768d05ee6043b06aa9a647053ef3d07d2a035d74,16733333
data/processed/19a_hko_ecmwf_forecast_integrity_checks.csv,100644,blob,860a7829964b3d1973ed6eb947da90adcd6a6d78,614
data/processed/19a_hko_ecmwf_forecast_issues.csv,100644,blob,fbbcce68f6b326b797505bd1bb67c7d8bd1f9326,16290
data/processed/19a_hko_ecmwf_probability_score_summary.csv,100644,blob,6ff22783c5f3508dcf8a913ea3882500562c3bdb,3767
data/processed/19a_hko_ecmwf_single_run_daily_max_forecasts.csv,100644,blob,a355ffa2d22ef4f11be1402a934a0add85c144f2,79213
data/processed/19a_hko_ecmwf_single_run_fetch_inventory.csv,100644,blob,0aa0a8c61c176b6f6734648a059d2ae3ddfd1922,143317
data/processed/19a_hko_ecmwf_single_run_hourly_forecasts.csv,100644,blob,4be83e0622dd49f1d19e4ee7e272eee28f3b4c2f,5728286
data/processed/19a_hko_ecmwf_single_run_request_plan.csv,100644,blob,dd945f4f28e6561a1190b87295a7ce612b18c4b7,34332
data/processed/19b_common_support_binary_score_by_event_type.csv,100644,blob,a027a7a460d2f60030c9da5e39d55506d77a1e52,3888
data/processed/19b_common_support_binary_score_summary.csv,100644,blob,6cc08a04bd2dea673b10dc761c09d3959abbe78f,1475
data/processed/19b_common_support_categorical_book_score_panel.csv,100644,blob,746951152eda2c251846ec485356c4742d39b940,69497
data/processed/19b_common_support_categorical_score_summary.csv,100644,blob,20aeb1c1c08318b01150931d33564fe2ccf5a169,1596
data/processed/19b_common_support_decision_rule_rankings.csv,100644,blob,ac7e6aed97e299e069e21a5c6f1c82fae26c84a1,1804
data/processed/19b_common_support_integrity_checks.csv,100644,blob,e8d385e0c59ac89991904e5c12b6d97205afad1a,490
data/processed/19b_common_support_issues.csv,100644,blob,6d4077a0bef778a45064d782b145ef7301ad32a2,482
data/processed/19b_common_support_market_vs_ecmwf_panel.csv,100644,blob,de4734deaed15b705d502ab56e08cb4c331a1c9f,2407794
data/processed/19b_common_support_score_differences_by_date.csv,100644,blob,c2b46c3badc329132c1fb83877c692c7ba7d64f4,16755
data/processed/19c_binary_score_by_event_type.csv,100644,blob,1a949bd9f7531c37e41b8bb0ec37ed26ca36c15f,6882
data/processed/19c_binary_score_summary.csv,100644,blob,bb3289033f41bed840fb2f7ff283649cd849c7cc,2961
data/processed/19c_categorical_book_score_panel.csv,100644,blob,956886cc604bb8ed36ee1fedbf9ae573ae0e8e91,88090
data/processed/19c_categorical_score_summary.csv,100644,blob,10b036a7a68fece07c5a32bd97f5f5320d444903,2588
data/processed/19c_common_support_calibrated_probability_panel.csv,100644,blob,3b4d438d228bb9a7ae85f4229f06c3922cb33cb0,3157153
data/processed/19c_date_level_score_panel.csv,100644,blob,ef643b7645481e451337e42bb57ecb5e2ce6994c,33739
data/processed/19c_decision_rule_rankings.csv,100644,blob,d5363b05f5d6499b6867b8a5cbe51c279694ddb8,4844
data/processed/19c_expanding_bias_scale_parameter_path.csv,100644,blob,09eccb2ce2baa8c1b3594f37bf5169d3585fd609,62451
data/processed/19c_gaussian_calibration_summary.csv,100644,blob,076d20911b659e1d35265352a8e6639f1fdc6de2,1043
data/processed/19c_integrity_checks.csv,100644,blob,9d9f7a03c92edb1274b0d574945d312134f58661,826
data/processed/19c_issues.csv,100644,blob,63b44d0ec887a87992c68e50be91cc58dfb7f0bc,972
data/processed/19c_paired_date_level_comparisons.csv,100644,blob,18ac8cfe409047357596a98e793c83701700d0da,3760
data/processed/19c_temperature_error_summary.csv,100644,blob,d488e39c615f873dbc3f1b78a73a0dd1204e9af2,1024
data/processed/20a_date_group_summary.csv,100644,blob,b113ad08a48ae911a35bc2282516ece9136222b4,2615
data/processed/20a_feature_dictionary.csv,100644,blob,4a40a5e0e8230e9d2317e21644835ee3da022720,9808
data/processed/20a_feature_missingness_summary.csv,100644,blob,529ea56f850993ba0576602261d505ff7c0b40fa,8324
data/processed/20a_integrity_checks.csv,100644,blob,5f03bb0d95632abc0c7d119c12e2a27b6e8fcdb3,956
data/processed/20a_issues.csv,100644,blob,dbbcb98dcd879a6556a5ed110a6cb40e377eadb1,1465
data/processed/20a_model_feature_sets.json,100644,blob,7ae01da52b7ca0d5549e38a3c2326bdf3a6b028f,7292
data/processed/20a_output_manifest.csv,100644,blob,60f55ff7542753d2e14b225fd7a9549cd5b17df5,1520
data/processed/20a_supervised_feature_matrix.csv,100644,blob,a29a6e99ce6ee8eab5c6d399909c4cb0aaa426ab,2684448
data/processed/20b_cv_date_assignments.csv,100644,blob,945729a4e94e4b689b13111afb470a03d5adc506,10611
data/processed/20b_cv_fold_summary.csv,100644,blob,9ebe76aeb3c33928cff3952243a2c7865ed44603,731
data/processed/20b_cv_row_assignment_panel.csv,100644,blob,e2d227b577cb20b09c88dc9c6d6261bcc50dd5de,8683232
data/processed/20b_date_partition_assignments.csv,100644,blob,3c2404959fc0b9c4e565af960dd4e568e18ea9ba,3047
data/processed/20b_final_partition_summary.csv,100644,blob,22565553fe8dafa1eb1b93fb78b758a9d2e9be46,209
data/processed/20b_integrity_checks.csv,100644,blob,607311232e695f4534de2e176faf5b60352f6fba,774
data/processed/20b_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/20b_split_manifest.json,100644,blob,44622f50bb497a7202cb8258abfe2f55a4817f97,394
data/processed/20b_supervised_row_partition_assignments.csv,100644,blob,70f084579f5ecedaa9483be6ba631c8b66d4e535,2669765
data/processed/20c_catboost_fit_inventory.csv,100644,blob,0b4bf3b133d689f52c152bbb4b237299304f56b9,3391
data/processed/20c_catboost_oof_probability_panel.csv,100644,blob,40d5d71ebe8952f08ca1328acc8a51d6e07560b5,2994295
data/processed/20c_integrity_checks.csv,100644,blob,3b7e95be93e05a60153d9836d9e615bd75a26b2c,866
data/processed/20c_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/20c_model_specification_ranking.csv,100644,blob,f9df3b8d820e23b21cdee62c25134e5ec738ac54,2368
data/processed/20c_oof_date_level_score_panel.csv,100644,blob,09dd5739a5fb12719b16a5e60ba56dc21238f16e,27269
data/processed/20c_oof_row_score_summary.csv,100644,blob,b6e122cd4753f7485d84a7e12f38123dfbec070d,1227
data/processed/20c_paired_date_level_comparisons.csv,100644,blob,0ef70ef998d8b2f49664c7fca047c500b5f421c0,1023
data/processed/20c_selected_model_benchmark_date_panel.csv,100644,blob,442256a39444b1968a1024eb1c8b5a596080ff5d,7465
data/processed/20c_selected_model_benchmark_panel.csv,100644,blob,750db6f035f570fca8b56b5f9392639af716a4d7,868727
data/processed/20c_selected_model_benchmark_summary.csv,100644,blob,2074422e5062b37f5d90d44deeabc908b23d7c00,475
data/processed/20c_selected_model_feature_importance.csv,100644,blob,aba57b82cbb5944c07e8ed6e6129597ab39de604,2206
data/processed/20c_selected_model_manifest.json,100644,blob,075eb76ba8e9c52f2226aafbeef95bb6a5cac7ec,1093
data/processed/20d_calibration_coherence_manifest.json,100644,blob,2fff971145334771ccad267b1abc0edd4ee25876,656
data/processed/20d_calibration_date_level_scores.csv,100644,blob,623017aa301299386a8d60716373b5dd4bd7234f,3333
data/processed/20d_calibration_extreme_probability_diagnostics.csv,100644,blob,94ac01c7f4a4f551030ce9985fbb01744763b174,386
data/processed/20d_calibration_fit_inventory.csv,100644,blob,9ae7ceb98e5246834b9c5ee370c50a6d7e41c634,1906
data/processed/20d_calibration_method_summary.csv,100644,blob,65967fc01370282f51aeb5d5709ee30ae2fa6eda,1263
data/processed/20d_common_support_binary_score_summary.csv,100644,blob,84177adb0a630605afbabafef2e4b1f6e29e5f6b,365
data/processed/20d_common_support_model_probability_panel.csv,100644,blob,f6c9bb758bcc007c7409c408580daf0468155bc1,488438
data/processed/20d_event_book_metrics.csv,100644,blob,ce6131d86a21aaac2ee3a4dbc5d9efd84a04e6da,34078
data/processed/20d_event_book_probability_panel.csv,100644,blob,eece777b1a782377efe9f603e4e4b9a118f79580,867497
data/processed/20d_event_book_score_summary.csv,100644,blob,5951bc15de1c8735c999cdf0075de6374c89e438,658
data/processed/20d_expanding_calibration_probability_panel.csv,100644,blob,ac5d591125e3bddc58de12ef3435bdfdb1cdbb8b,860967
data/processed/20d_integrity_checks.csv,100644,blob,c17ab2d683256a2630b118ea8a3b36424c2a7092,706
data/processed/20d_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/20d_paired_date_level_comparisons.csv,100644,blob,a0d7304cb5a9e774bc2b5f51f86d81062ae836ad,973
data/processed/20d_reliability_selected_calibration.csv,100644,blob,7e148ee6989c2b8b1e1dbe3da3e25a9b1a22a491,461
data/processed/20d_reliability_uncalibrated.csv,100644,blob,a4545d816c652e2aab9a6db17491e407b4e06d2b,535
data/processed/20d_selected_calibrated_probability_panel.csv,100644,blob,d862990d8d04f66834ad91e148b1ac6f2a238325,244647
data/processed/20e_locked_holdout_binary_score_summary.csv,100644,blob,482319cd6d5e1a4b21fdcfea8d77c42882ba9f21,554
data/processed/20e_locked_holdout_common_support_panel.csv,100644,blob,f7cd8f01d4e68f04b7163369cbca6468cec594a3,440915
data/processed/20e_locked_holdout_event_book_metrics.csv,100644,blob,a453c4da7926df832424a3b089100761d5ac02b1,29811
data/processed/20e_locked_holdout_event_book_probability_panel.csv,100644,blob,63edbe4897b560f06c0bc914509fa0519adbc30e,686209
data/processed/20e_locked_holdout_event_book_score_summary.csv,100644,blob,0b61dc3e3a913ad4ae62b0ac3204b1cfb2a37646,740
data/processed/20e_locked_holdout_integrity_checks.csv,100644,blob,521ec57e05a19a1ca1a9bca319c91ca3b6ea4ec3,1012
data/processed/20e_locked_holdout_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/20e_locked_holdout_long_model_panel.csv,100644,blob,a1c68781c1b7dba9fbaa571e3401cea98cb542de,440915
data/processed/20e_locked_holdout_manifest.json,100644,blob,eee897f8c4ee44a2add57fd3e2610ca92468911d,1040
data/processed/20e_locked_holdout_paired_date_comparisons.csv,100644,blob,92d24b1c5b27614ffff0384c2759a9d695153b34,1135
data/processed/20e_locked_holdout_prediction_panel.csv,100644,blob,35e651606f618656f7e92ff50a393099a6f16854,90041
data/processed/21a_simple_edge_daily_pnl.csv,100644,blob,3f669fe7f134e466c93611c6a47abfb44561fb4e,69759
data/processed/21a_simple_edge_integrity_checks.csv,100644,blob,1b3be371db5861f832318b755c2df0beb05e38dd,1056
data/processed/21a_simple_edge_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/21a_simple_edge_manifest.json,100644,blob,ce7918bfcbc57a78a8b63a77ca5947864e5265d6,1359
data/processed/21a_simple_edge_primary_pooled_diagnostic.csv,100644,blob,411f9d39b0a02c6b6c459810194d63fefff5d6d4,1109
data/processed/21a_simple_edge_primary_standalone_strategy_summary.csv,100644,blob,72d89dc86610fc5d19084be1078e77341d4254a1,4535
data/processed/21a_simple_edge_strategy_summary.csv,100644,blob,f435f0dcde8ddf4badbf89e941a3c8a9e0d49f6e,15176
data/processed/21a_simple_edge_threshold_summary.csv,100644,blob,d1f24e095bfd0bdb182e86b5025000354207cf86,2875
data/processed/21a_simple_edge_trade_panel.csv,100644,blob,edfb2ff714221fb88736ef84d2a414ecfe5f8737,1812240
data/processed/21b_full_event_book_allocation_panel.csv,100644,blob,0ac92e26685fd5582fca3008010809d2c113ef20,2757001
data/processed/21b_full_event_book_daily_pnl.csv,100644,blob,84f8748803185cd8e698ea00cc586d744d8b0d76,158402
data/processed/21b_full_event_book_integrity_checks.csv,100644,blob,e0194f04194092c2e5cdeeb084df2e4c8545988f,1011
data/processed/21b_full_event_book_inventory.csv,100644,blob,05397066c5620f364fd93fcdd33a897855815d93,15674
data/processed/21b_full_event_book_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/21b_full_event_book_manifest.json,100644,blob,6688a4fbe98e8c7425cfb4a49c13e908dda782ae,1221
data/processed/21b_full_event_book_pooled_diagnostic.csv,100644,blob,d3367c450ead014b6dbee510da5424c2d1552d4a,4922
data/processed/21b_full_event_book_primary_standalone_summary.csv,100644,blob,ffc1f35384739c08161c1dadfd526e95d360b097,6958
data/processed/21b_full_event_book_probability_panel.csv,100644,blob,84798439be1379201b7586c8cffc9e3b3ff5b712,554480
data/processed/21b_full_event_book_standalone_summary.csv,100644,blob,bcb527474d8d3d3759e929570c4887cbb6a81605,20916
data/processed/21b_full_event_book_strategy_results.csv,100644,blob,cc73e7fccc6781538c06a680a2407a97c54d9c55,297444
data/processed/21c_21a_cost_staleness_summary.csv,100644,blob,6ded9f2003b36a96fc26876563fa4d47f4201cc4,240815
data/processed/21c_21a_cost_staleness_trade_panel.csv,100644,blob,badaed7034f76a030f272669d6c7db254077a639,46286228
data/processed/21c_21b_cost_staleness_book_panel.csv,100644,blob,7bb0ab5caf17e8203286cf7c5b8abeb85c7d8532,8196223
data/processed/21c_21b_cost_staleness_summary.csv,100644,blob,30cad73ef7d77f6423f16eaf7ec114b92b36e1d1,456225
data/processed/21c_break_even_cost_summary.csv,100644,blob,60688c1a3958d50db7e78115250213b941f4cc0e,23482
data/processed/21c_canonical_staleness_snapshots.csv,100644,blob,69fa605ec8c3e98d08162e16b4eef7add5340221,41199
data/processed/21c_cost_staleness_manifest.json,100644,blob,fc40d095acc2685469426480bec808baf2b7bcf2,1636
data/processed/21c_empirical_staleness_caps.csv,100644,blob,d460db78d4c4927739e8dce0f465138b5e685a4e,646
data/processed/21c_integrity_checks.csv,100644,blob,c15b7b563a7926d5a57ecc676008f8d149d47aaa,3573
data/processed/21c_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/21c_primary_robustness_summary.csv,100644,blob,8e250c748dd193e3b8a1f620ccc87f6e82c1c1f3,13199
data/processed/21c_staleness_distribution_summary.csv,100644,blob,e9c159b4c212d4de5fa870597d30b38b4dda3eeb,446
data/processed/21d_common_support_forecast_table.csv,100644,blob,a1e5bf0dcb51695caee80fb4fa9388b1e59f9e7d,696
data/processed/21d_corrected_ecmwf_table.csv,100644,blob,b6f0bb270dcea9746d527d69bb7c316852010dee,1048
data/processed/21d_empirical_headline.csv,100644,blob,f4a2e6464b7ded301c4952f5748bfda6e2864997,889
data/processed/21d_integrity_checks.csv,100644,blob,0578afcec29653be8aeb98178dd37532df2e18ce,1612
data/processed/21d_issues.csv,100644,blob,6e6e54a585c35114de6e3cea37ea7c49f718eff2,20
data/processed/21d_locked_holdout_model_table.csv,100644,blob,f2632b21b4f1d55c701331262de447942ca3d846,2905
data/processed/21d_manifest.json,100644,blob,a91f2ecba7f57784a89f1f5f330f0db25378239a,1465
data/processed/21d_market_baseline_table.csv,100644,blob,fc2431ce855ada43c07519fac1b9ab4ea2b26015,473
data/processed/21d_pipeline_integrity_summary.csv,100644,blob,2c5250ab88f182c9d50f37b29c48a24bd830bfcb,518
data/processed/21d_primary_robustness_table.csv,100644,blob,070def021e0e47250fa35ca27b5bd32c277f89dd,13015
data/processed/21d_primary_trading_table.csv,100644,blob,e7f0fa778c50b5b33f502a8857f5564a6b4b200a,13732
data/processed/baseline_freezes/18i_hko_empirical_baseline_v1_manifest.csv,100644,blob,2cc6ae2d69b2f840ec5769736b2452b5bb0b80ec,3547
data/raw/.gitkeep,100644,blob,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0
data/raw/polymarket_clob_price_history_18a/highest-temperature-in-hong-kong-on-july-10-2026__K36.0__74358864996310087632101050086259392421569756132177911830758990969407727724031.json,100644,blob,8fe6fc5bdd58c72c8cf10452885def2ceac85202,452
data/raw/polymarket_clob_price_history_18a/highest-temperature-in-hong-kong-on-july-11-2026__K39.0__20522452651739571051082755163734630302568814001461268066121836234193848140406.json,100644,blob,495e086dd0a6f81f3e443ba9d7cb741020ee0f0b,345
data/raw/polymarket_clob_price_history_18a/highest-temperature-in-hong-kong-on-july-8-2026__K35.0__71341470842701834825361871768790913250917988626822313242973109083044544334359.json,100644,blob,68fb4aba0a8955434c4140732aa685f3b9ec5047,558
data/raw/polymarket_clob_price_history_18a/highest-temperature-in-hong-kong-on-july-9-2026__K35.0__79213464160871378489096015044991045382529537321335452761329220660245195606227.json,100644,blob,a824e9fc1e72118d772a29038d1066708deace34,561
data/raw/polymarket_clob_price_history_18a/highest-temperature-in-hong-kong-on-june-8-2026__K34.0__91785469620798827637113095788632611003487333293273412769625180971858759328716.json,100644,blob,3b1f4de4c6dd6a332b77c3596f921441ab15ee99,506
data/releases/hko_empirical_release_v1/21e_release_file_index.csv,100644,blob,6509ca8f4fb67398b55f9213a24d66a27b130059,31865
data/releases/hko_empirical_release_v1/21e_release_integrity_checks.csv,100644,blob,d26c6c09f68e5c5aa196afa8ad89ec44f50bb396,3956
data/releases/hko_empirical_release_v1/21e_release_integrity_summary.csv,100644,blob,5259037815bc2aeb607e9d5bd7289884ee2c1cbd,746
