chronology_block,forecast_variant,forecast_variant_display,dates,mean_date_crps,standard_deviation_date_crps,median_date_crps,mean_date_median_mae_c,mean_date_median_bias_c,standard_error_date_crps,rows,mean_row_crps,median_mae_c,median_bias_c,empirical_50_coverage,mean_50_width_c,empirical_80_coverage,mean_80_width_c,empirical_90_coverage,mean_90_width_c,raw_mean_date_crps,relative_crps_reduction_vs_raw
holdout,raw_deterministic,Raw deterministic,10,1.9024999999999999,0.6859148392232576,1.8874999999999984,1.9024999999999999,-1.8775,0.2169053172853693,40,1.9024999999999999,1.9024999999999999,-1.8775,0.0,0.0,0.0,0.0,0.0,0.0,1.9024999999999999,0.0
holdout,selected_uncalibrated,Selected uncalibrated,10,0.4704212121212123,0.22815416243826864,0.3984767676767672,0.6325000000000007,-0.1775000000000005,0.07214868109529644,40,0.4704212121212123,0.6325000000000007,-0.1775000000000005,0.675,1.4,0.95,2.9000000000000012,0.95,3.6999999999999984,1.9024999999999999,0.7527352367299804
holdout,selected_calibrated,Selected calibrated,10,0.49892613636363653,0.19551976564693846,0.43774242424242404,0.6325000000000007,-0.1775000000000005,0.06182877870266704,40,0.49892613636363653,0.6325000000000007,-0.1775000000000005,0.725,1.7500000000000013,0.95,3.6250000000000044,1.0,4.6249999999999964,1.9024999999999999,0.7377523593358021
external_test,raw_deterministic,Raw deterministic,30,1.780833333333333,0.8359045104404642,1.6249999999999987,1.7808333333333333,-1.7174999999999998,0.1526145854295183,119,1.7831932773109243,1.7831932773109243,-1.7193277310924366,0.0,0.0,0.0,0.0,0.0,0.0,1.780833333333333,0.0
external_test,selected_uncalibrated,Selected uncalibrated,30,0.577711335578002,0.3351672620560191,0.4574035353535355,0.7891666666666666,-0.01750000000000022,0.061192889988442335,119,0.5802177064765298,0.7941176470588234,-0.01932773109243722,0.5378151260504201,1.4,0.8739495798319328,2.900000000000001,0.9243697478991597,3.6999999999999993,1.780833333333333,0.6755949449257825
external_test,selected_calibrated,Selected calibrated,30,0.5923688973063972,0.2934659317083591,0.48652714646464634,0.7891666666666666,-0.01750000000000022,0.05357930355197962,119,0.5945202869026398,0.7941176470588234,-0.01932773109243722,0.6050420168067226,1.750000000000002,0.9243697478991597,3.6250000000000036,0.9747899159663865,4.624999999999998,1.780833333333333,0.6673642130240165
