stage,evidence_source,source_path,source_row,chronology_block,decision_rule,strategy,metric,numeric_value,text_value
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,2,holdout,,,settlement_dates,10,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,3,external_test,,,mean_effect,-0.52192512997,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,3,external_test,,,median_effect,-0.38071992569,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,3,external_test,,,positive_effect_share,0.0333333333333,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,3,external_test,,,settlement_dates,30,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,4,holdout,,,mean_effect,-0.0010899107234,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,4,holdout,,,median_effect,-0.000546847260484,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,4,holdout,,,positive_effect_share,0.1,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,4,holdout,,,settlement_dates,10,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,5,external_test,,,mean_effect,-0.000576770284211,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,5,external_test,,,median_effect,-0.000713735843281,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,5,external_test,,,positive_effect_share,0.266666666667,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,5,external_test,,,settlement_dates,30,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,6,holdout,,,mean_effect,-0.0493639799488,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,6,holdout,,,median_effect,-0.0985052595079,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,6,holdout,,,positive_effect_share,0.4,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,6,holdout,,,settlement_dates,10,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,7,external_test,,,mean_effect,-0.28973154296,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,7,external_test,,,median_effect,-0.325125657832,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,7,external_test,,,positive_effect_share,0.2,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,7,external_test,,,settlement_dates,30,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,8,holdout,,,mean_effect,0.000780641516259,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,8,holdout,,,median_effect,-0.0509680811253,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,8,holdout,,,positive_effect_share,0.5,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,8,holdout,,,settlement_dates,10,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,9,external_test,,,mean_effect,-0.0723386228973,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,9,external_test,,,median_effect,-0.113577555237,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,9,external_test,,,positive_effect_share,0.233333333333,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,9,external_test,,,settlement_dates,30,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,10,holdout,,,mean_effect,0.05645,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,10,holdout,,,median_effect,0,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,10,holdout,,,positive_effect_share,0.2,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,10,holdout,,,settlement_dates,10,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,11,external_test,,,mean_effect,-0.0193666666667,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,11,external_test,,,median_effect,-0.095,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,11,external_test,,,positive_effect_share,0.1,
13_uncertainty_main_table,final_table,outputs/final_tables/13_uncertainty_main_table.csv,11,external_test,,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,maximum_effect,2.21562978268,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,mean_effect,1.25908937863,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,median_effect,1.69669038874,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,minimum_effect,-0.429824762779,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,positive_effect_share,0.8,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,0,holdout,24h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,maximum_effect,2.35489745944,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,mean_effect,1.43128634833,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,median_effect,1.65249846954,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,minimum_effect,-1.00861264157,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,positive_effect_share,0.9,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,1,holdout,12h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,maximum_effect,2.21562978268,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,mean_effect,1.45136210591,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,median_effect,1.66184190389,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,minimum_effect,-0.429824762779,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,positive_effect_share,0.9,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,2,holdout,6h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,maximum_effect,2.21562978268,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,mean_effect,1.50271311601,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,median_effect,1.44416513621,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,minimum_effect,0.663735843281,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,positive_effect_share,1,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,3,holdout,event_day_open,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,maximum_effect,2.41184190389,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,mean_effect,1.2638536884,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,median_effect,1.44416513621,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,minimum_effect,-1.09245102541,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,positive_effect_share,0.9,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,4,external_test,24h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,maximum_effect,2.33570554025,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,mean_effect,1.25691766146,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,median_effect,1.34517523722,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,minimum_effect,-0.599521732476,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,positive_effect_share,0.9,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,5,external_test,12h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,maximum_effect,2.40174089379,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,mean_effect,1.14164859145,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,median_effect,1.39770048975,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,minimum_effect,-1.00861264157,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,positive_effect_share,0.862068965517,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,6,external_test,6h_prior,,settlement_dates,29,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,maximum_effect,2.44378634833,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,mean_effect,1.1206087389,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,median_effect,1.23703129783,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,minimum_effect,-0.938663146618,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,positive_effect_share,0.866666666667,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,7,external_test,event_day_open,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,maximum_effect,0.838550017691,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,mean_effect,-0.266614784325,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,median_effect,-0.4233356328,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,minimum_effect,-1.29353525747,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,positive_effect_share,0.3,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,8,holdout,24h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,maximum_effect,0.928406346813,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,mean_effect,-0.108778568334,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,median_effect,-0.218989451806,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,minimum_effect,-0.709760634062,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,positive_effect_share,0.3,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,9,holdout,12h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,maximum_effect,0.838550017691,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,mean_effect,-0.115311843181,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,median_effect,-0.259630997461,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,minimum_effect,-0.510004015446,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,positive_effect_share,0.3,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,10,holdout,6h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,maximum_effect,0.658789281759,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,mean_effect,-0.0721494908706,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,median_effect,-0.185670932423,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,minimum_effect,-0.510004015446,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,positive_effect_share,0.3,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,11,holdout,event_day_open,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,maximum_effect,0.752703463198,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,mean_effect,-0.536561730991,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,median_effect,-0.487867603607,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,minimum_effect,-1.97771376805,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,positive_effect_share,0.0333333333333,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,12,external_test,24h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,maximum_effect,0.347820257928,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,mean_effect,-0.407247454225,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,median_effect,-0.382664593069,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,minimum_effect,-1.29353525747,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,positive_effect_share,0.0333333333333,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,13,external_test,12h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,maximum_effect,0.713529314735,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,mean_effect,-0.521415531435,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,median_effect,-0.382664593069,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,minimum_effect,-1.6463566321,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,positive_effect_share,0.0344827586207,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,14,external_test,6h_prior,,settlement_dates,29,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,maximum_effect,0.77799216715,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,mean_effect,-0.631089807869,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,median_effect,-0.269724181889,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,minimum_effect,-7.00306545879,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,positive_effect_share,0.0333333333333,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,15,external_test,event_day_open,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,maximum_effect,0.00473998571574,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,mean_effect,-0.000447886950311,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,median_effect,-0.000516661565146,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,minimum_effect,-0.00253274155698,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,positive_effect_share,0.2,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,16,holdout,24h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,maximum_effect,0.000610182634425,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,mean_effect,-0.00116408937863,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,median_effect,-0.00103625140292,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,minimum_effect,-0.00353974084277,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,positive_effect_share,0.1,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,17,holdout,12h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,maximum_effect,-1.11009080705e-05,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,mean_effect,-0.00121922048771,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,median_effect,-0.000723252729313,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,minimum_effect,-0.00307888990919,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,positive_effect_share,0,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,18,holdout,6h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,maximum_effect,-1.11009080705e-05,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,mean_effect,-0.00152844607693,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,median_effect,-0.00124097541067,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,minimum_effect,-0.00348184879094,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,positive_effect_share,0,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,19,holdout,event_day_open,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,maximum_effect,0.00323644526069,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,mean_effect,-0.000277514539333,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,median_effect,-0.000172013059892,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,minimum_effect,-0.00301987552291,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,positive_effect_share,0.366666666667,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,20,external_test,24h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,maximum_effect,0.00224664830119,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,mean_effect,-0.000844529469782,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,median_effect,-0.000939995918784,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,minimum_effect,-0.00307888990919,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,positive_effect_share,0.2,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,21,external_test,12h_prior,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,maximum_effect,0.00271464136313,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,mean_effect,-0.000468384295761,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,median_effect,-0.000769431690644,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,minimum_effect,-0.00325440261198,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,positive_effect_share,0.310344827586,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,22,external_test,6h_prior,,settlement_dates,29,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,maximum_effect,0.00418969492909,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,mean_effect,-0.000680538720539,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,median_effect,-0.0011262728293,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,minimum_effect,-0.00285540250995,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,positive_effect_share,0.266666666667,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,23,external_test,event_day_open,,settlement_dates,30,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,maximum_effect,0.243055432827,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,mean_effect,-0.0771730689128,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,median_effect,0.0088708943903,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,minimum_effect,-0.859443288098,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,positive_effect_share,0.5,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,24,holdout,24h_prior,,settlement_dates,10,
13_uncertainty_rule_sensitivity,final_table,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,25,holdout,12h_prior,,maximum_effect,1.01609460157,
