candidate_model,mean_date_crps,standard_deviation_date_crps,median_date_crps,common_support_dates,standard_error_date_crps,mean_row_crps,common_support_rows,empirical_80_coverage,mean_80_interval_width_c,mean_median_absolute_error_c,available_oof_rows,available_oof_dates,family,complexity_rank,display_name,candidate_order,paired_difference_from_strict_winner,paired_difference_standard_error,within_one_standard_error,relative_crps_reduction_vs_raw,strict_crps_winner,parsimonious_selected_model
pooled_empirical_residual,0.7321779904306219,0.47377329804947343,0.6988349494949498,38,0.07685617770339391,0.7538852157943067,132,0.6666666666666666,2.392121212121212,1.0371212121212119,152,38,empirical_residual,2,Pooled empirical residual,3,0.0,0.0,True,0.6191271233899571,True,True
rule_empirical_residual,0.7373340523657629,0.4842064543648394,0.7125483585858592,38,0.07854865914775197,0.7600346204468931,132,0.6439393939393939,2.337272727272726,1.0276515151515149,132,38,empirical_residual,3,Rule empirical residual,4,0.005156061935140868,0.003952261628355703,False,0.6164449830267078,False,False
rule_gp_matern32,0.7589815075130769,0.5038322370654381,0.695472251734581,38,0.08173238150824663,0.7879175368797339,132,0.6212121212121212,2.355449178062651,1.0806642041988888,132,38,gaussian_process,4,GP with Matern 3/2 covariance,6,0.026803517082455004,0.018977582439596137,False,0.6051841576249566,False,False
rule_gp_rbf,0.7658924126253597,0.5120832717772343,0.6943360242333949,38,0.08307087608499346,0.7958751780694512,132,0.5984848484848485,2.3510120060698148,1.0905143279013563,132,38,gaussian_process,4,GP with RBF covariance,5,0.03371442219473778,0.022575355846599466,False,0.6015891624946794,False,False
pooled_catboost_quantile,0.9707139860699341,0.7464904962092052,0.6884994260013243,38,0.12109674915566537,0.9630217603694732,132,0.23484848484848486,0.6550748274238969,1.063186232475956,152,38,catboost_quantile,5,Pooled CatBoost quantile,7,0.238535995639312,0.09125785268540852,False,0.4950426903400753,False,False
rule_mean_residual,0.9988627008418784,0.6405357806066864,1.008660130718956,38,0.103908624615119,1.0329298361447181,132,0.0,0.0,1.0329298361447181,132,38,mean_residual,2,Rule mean residual,2,0.2666847104112565,0.03034236531097642,False,0.4803999639700016,False,False
pooled_mean_residual,1.00921966374269,0.6381877463553265,1.0362500000000001,38,0.1035277231619997,1.039972643097643,132,0.0,0.0,1.039972643097643,152,38,mean_residual,1,Pooled mean residual,1,0.27704167331206786,0.029674974447553237,False,0.4750123583542475,False,False
rule_catboost_quantile,1.0667966905522526,0.7490415818741452,0.813781683200078,38,0.12151058989765826,1.0632448917569604,132,0.15151515151515152,0.5586267330240631,1.145036795631167,132,38,catboost_quantile,6,Rule CatBoost quantile,8,0.3346187001216308,0.09045283018072293,False,0.4450612698017029,False,False
raw_deterministic,1.9223684210526315,0.9721595748516895,1.9249999999999994,38,0.157705107798319,1.9303030303030302,132,0.0,0.0,1.9303030303030304,152,38,raw,0,Raw deterministic,0,1.1901904306220097,0.17033133310988458,False,0.0,False,False
