mixing_lambda,settlement_dates,date_rule_rows,mean_date_log_score,standard_error_date_log_score,mean_date_brier_score,standard_error_date_brier_score,zero_realised_probability_rows,minimum_event_probability,maximum_event_probability,strict_log_score_winner,within_one_standard_error,selected_lambda,strict_winner_lambda,one_standard_error_threshold,selection_rule,uncertainty_unit,development_source
0.01,38,152,1.5914174136586134,0.13187631320332327,0.7535514354066986,0.05011491847648083,0,0.0009090909090909091,0.9309090909090909,False,True,True,0.02,1.7196546680730092,smallest lambda within one standard error of the best settlement-date mean log score,settlement_date,outputs/diagnostics/05_selected_oof_calibrated_predictions.csv
