target_date,decision_rule,split,event_order,probability_raw_market,probability_raw_matern,probability_raw_raw,probability_raw_static,probability_normalised_market,probability_normalised_matern,probability_normalised_raw,probability_normalised_static,event_label_variant_count,event_label,event_label_selected_from_model,event_label_is_hex_identifier,event_lower_bound_c,event_upper_bound_c,outcome,signal_model,model_probability,market_probability_raw,market_probability_normalised,signal_gap,gross_pnl_if_traded,model_implied_gross_edge,rule_order,model_order,threshold,transaction_cost,trade,gross_pnl,net_pnl,entry_cash,model_implied_expected_net_payoff,realised_minus_model_expected,cumulative_net_pnl,running_peak,drawdown
2026-04-09,event_day_open,development,9,0.08,0.2777397197788271,0.0,0.2735093448499812,0.0785083415112855,0.2777397197788271,0.0,0.2735093448499813,2,Will the highest temperature in Hong Kong be 27°C on April 9?,raw,False,27.0,28.0,0.0,matern,0.2777397197788271,0.08,0.0785083415112855,0.1977397197788271,-0.08,0.1977397197788271,3,2,0.12,0.01,True,-0.08,-0.09,0.09,0.18773971977882709,-0.2777397197788271,1.368,1.929,-0.5609999999999999
2026-04-10,event_day_open,development,8,0.055,0.2563073010934731,0.0,0.2469095601224824,0.0495049504950495,0.2563073010934732,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 10?,raw,False,27.0,28.0,0.0,matern,0.2563073010934732,0.055,0.0495049504950495,0.20130730109347322,-0.055,0.20130730109347322,3,2,0.12,0.01,True,-0.055,-0.065,0.065,0.19130730109347321,-0.2563073010934732,1.303,1.929,-0.6260000000000001
2026-04-11,event_day_open,development,8,0.121,0.2551421265993385,0.0,0.2469095601224824,0.1283138918345705,0.2551421265993385,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 11?,raw,False,27.0,28.0,1.0,matern,0.2551421265993385,0.121,0.1283138918345705,0.1341421265993385,0.879,0.1341421265993385,3,2,0.12,0.01,True,0.879,0.869,0.131,0.1241421265993385,0.7448578734006615,2.172,2.172,0.0
2026-04-12,event_day_open,development,7,0.036,0.1158509587717292,0.0,0.1025634170810779,0.0327272727272727,0.1158509587717292,0.0,0.1025634170810779,2,Will the highest temperature in Hong Kong be 26°C on April 12?,raw,False,26.0,27.0,0.0,matern,0.1158509587717292,0.036,0.0327272727272727,0.07985095877172921,-0.036,0.07985095877172921,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,2.172,2.172,0.0
2026-04-13,event_day_open,development,6,0.0175,0.1254477140696696,0.0,0.1130387924979798,0.0141357027463651,0.1254477140696696,0.0,0.1130387924979798,2,Will the highest temperature in Hong Kong be 26°C on April 13?,raw,False,26.0,27.0,0.0,matern,0.1254477140696696,0.0175,0.0141357027463651,0.10794771406966959,-0.0175,0.10794771406966959,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,2.172,2.172,0.0
2026-04-14,event_day_open,development,8,0.051,0.1818745472748815,1.0,0.1706777448452857,0.0495626822157434,0.1818745472748815,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 27°C on April 14?,raw,False,27.0,28.0,0.0,matern,0.1818745472748815,0.051,0.0495626822157434,0.13087454727488151,-0.051,0.13087454727488151,3,2,0.12,0.01,True,-0.051,-0.061,0.061,0.12087454727488152,-0.1818745472748815,2.111,2.172,-0.06099999999999994
2026-04-15,event_day_open,development,8,0.0345,0.2508171834935539,0.0,0.2469095601224824,0.033109404990403,0.250817183493554,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 15?,raw,False,27.0,28.0,0.0,matern,0.250817183493554,0.0345,0.033109404990403,0.21631718349355397,-0.0345,0.21631718349355397,3,2,0.12,0.01,True,-0.0345,-0.044500000000000005,0.044500000000000005,0.20631718349355396,-0.250817183493554,2.0665,2.172,-0.10550000000000015
2026-04-16,event_day_open,development,8,0.115,0.2498199918880029,0.0,0.2469095601224824,0.091342335186656,0.249819991888003,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 16?,raw,False,27.0,28.0,0.0,matern,0.249819991888003,0.115,0.091342335186656,0.13481999188800298,-0.115,0.13481999188800298,3,2,0.12,0.01,True,-0.115,-0.125,0.125,0.12481999188800298,-0.249819991888003,1.9415,2.172,-0.23050000000000015
2026-04-17,event_day_open,development,7,0.0495,0.221980329363966,1.0,0.2171138639520856,0.0470532319391635,0.2219803293639661,1.0,0.2171138639520856,2,Will the highest temperature in Hong Kong be 27°C on April 17?,raw,False,27.0,28.0,0.0,matern,0.2219803293639661,0.0495,0.0470532319391635,0.17248032936396612,-0.0495,0.17248032936396612,3,2,0.12,0.01,True,-0.0495,-0.059500000000000004,0.059500000000000004,0.16248032936396611,-0.2219803293639661,1.8820000000000001,2.172,-0.29000000000000004
2026-04-18,event_day_open,development,11,0.021,0.1730370446130672,0.0,0.178636436361502,0.0207509881422924,0.1730370446130672,0.0,0.178636436361502,2,Will the highest temperature in Hong Kong be 31°C or higher on April 18?,raw,False,31.0,inf,0.0,matern,0.1730370446130672,0.021,0.0207509881422924,0.15203704461306722,-0.021,0.15203704461306722,3,2,0.12,0.01,True,-0.021,-0.031,0.031,0.1420370446130672,-0.1730370446130672,1.851,2.172,-0.3210000000000002
2026-04-19,event_day_open,development,7,0.025,0.1319432599471541,1.0,0.1239691459135551,0.0241779497098646,0.1319432599471541,1.0,0.1239691459135551,2,Will the highest temperature in Hong Kong be 27°C on April 19?,raw,False,27.0,28.0,0.0,matern,0.1319432599471541,0.025,0.0241779497098646,0.10694325994715412,-0.025,0.10694325994715412,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002
2026-04-20,event_day_open,development,10,0.036,0.104180666383533,0.0,0.1062669118030174,0.0338983050847457,0.104180666383533,0.0,0.1062669118030174,2,Will the highest temperature in Hong Kong be 30°C on April 20?,raw,False,30.0,31.0,0.0,matern,0.104180666383533,0.036,0.0338983050847457,0.06818066638353301,-0.036,0.06818066638353301,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002
2026-04-21,event_day_open,development,9,0.09,0.2046780161917277,0.0,0.2100139226642321,0.0931195033626487,0.2046780161917278,0.0,0.2100139226642322,2,Will the highest temperature in Hong Kong be 29°C on April 21?,raw,False,29.0,30.0,0.0,matern,0.2046780161917278,0.09,0.0931195033626487,0.1146780161917278,-0.09,0.1146780161917278,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002
2026-04-22,event_day_open,development,7,0.0125,0.1515966558047442,1.0,0.1469063936249873,0.0127811860940695,0.1515966558047442,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 27°C on April 22?,raw,False,27.0,28.0,0.0,matern,0.1515966558047442,0.0125,0.0127811860940695,0.1390966558047442,-0.0125,0.1390966558047442,3,2,0.12,0.01,True,-0.0125,-0.0225,0.0225,0.1290966558047442,-0.1515966558047442,1.8285,2.172,-0.34350000000000014
2026-04-23,event_day_open,development,5,0.002,0.1447864728341156,1.0,0.1469063936249873,0.0019502681618722,0.1447864728341156,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 25°C on April 23?,raw,False,25.0,26.0,0.0,matern,0.1447864728341156,0.002,0.0019502681618722,0.1427864728341156,-0.002,0.1427864728341156,3,2,0.12,0.01,True,-0.002,-0.012,0.012,0.1327864728341156,-0.1447864728341156,1.8165,2.172,-0.35550000000000015
2026-04-24,event_day_open,development,5,0.08,0.2415254002654505,0.0,0.2735093448499812,0.0843881856540084,0.2415254002654506,0.0,0.2735093448499813,2,Will the highest temperature in Hong Kong be 22°C on April 24?,raw,False,22.0,23.0,0.0,matern,0.2415254002654506,0.08,0.0843881856540084,0.1615254002654506,-0.08,0.1615254002654506,3,2,0.12,0.01,True,-0.08,-0.09,0.09,0.15152540026545058,-0.2415254002654506,1.7265000000000001,2.172,-0.4455
2026-04-25,event_day_open,development,9,0.035,0.2430001901382364,0.0,0.2411154510633584,0.0346706290242694,0.2430001901382365,0.0,0.2411154510633585,2,Will the highest temperature in Hong Kong be 27°C on April 25?,raw,False,27.0,28.0,0.0,matern,0.2430001901382365,0.035,0.0346706290242694,0.2080001901382365,-0.035,0.2080001901382365,3,2,0.12,0.01,True,-0.035,-0.045000000000000005,0.045000000000000005,0.1980001901382365,-0.2430001901382365,1.6815,2.172,-0.49050000000000016
2026-04-26,event_day_open,development,7,0.05,0.2474706504743587,0.0,0.2551901792754524,0.0484027105517909,0.2474706504743588,0.0,0.2551901792754525,2,Will the highest temperature in Hong Kong be 26°C on April 26?,raw,False,26.0,27.0,0.0,matern,0.2474706504743588,0.05,0.0484027105517909,0.1974706504743588,-0.05,0.1974706504743588,3,2,0.12,0.01,True,-0.05,-0.060000000000000005,0.060000000000000005,0.1874706504743588,-0.2474706504743588,1.6215,2.172,-0.5505000000000002
2026-04-27,event_day_open,development,7,0.022,0.2208692397907256,1.0,0.2277455510304551,0.0215792054928886,0.2208692397907257,1.0,0.2277455510304551,2,Will the highest temperature in Hong Kong be 26°C on April 27?,raw,False,26.0,27.0,0.0,matern,0.2208692397907257,0.022,0.0215792054928886,0.1988692397907257,-0.022,0.1988692397907257,3,2,0.12,0.01,True,-0.022,-0.032,0.032,0.1888692397907257,-0.2208692397907257,1.5895000000000001,2.172,-0.5825
2026-04-28,event_day_open,development,9,0.065,0.1772682334297748,0.0,0.1749672596207123,0.066803699897225,0.1772682334297748,0.0,0.1749672596207123,2,Will the highest temperature in Hong Kong be 29°C on April 28?,raw,False,29.0,30.0,1.0,matern,0.1772682334297748,0.065,0.066803699897225,0.1122682334297748,0.935,0.1122682334297748,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825
2026-04-29,event_day_open,development,7,0.0245,0.1409892538799189,1.0,0.1469063936249873,0.0249617931737137,0.1409892538799189,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 25°C on April 29?,raw,False,25.0,26.0,0.0,matern,0.1409892538799189,0.0245,0.0249617931737137,0.1164892538799189,-0.0245,0.1164892538799189,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825
2026-04-30,event_day_open,development,11,0.725,0.8406840444001413,0.0,0.8280136695146159,0.7118311242022582,0.8406840444001416,0.0,0.8280136695146161,2,Will the highest temperature in Hong Kong be 25°C or higher on April 30?,raw,False,25.0,inf,1.0,matern,0.8406840444001416,0.725,0.7118311242022582,0.11568404440014157,0.275,0.11568404440014157,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825
2026-05-01,event_day_open,development,6,0.0275,0.2434387320132925,0.0,0.2624490049001532,0.0277078085642317,0.2434387320132925,0.0,0.2624490049001533,2,Will the highest temperature in Hong Kong be 24°C on May 1?,raw,False,24.0,25.0,0.0,matern,0.2434387320132925,0.0275,0.0277078085642317,0.2159387320132925,-0.0275,0.2159387320132925,3,2,0.12,0.01,True,-0.0275,-0.0375,0.0375,0.2059387320132925,-0.2434387320132925,1.552,2.172,-0.6200000000000001
2026-05-02,event_day_open,development,6,0.01,0.1321500024789559,1.0,0.135285485265521,0.0099058940069341,0.1321500024789559,1.0,0.135285485265521,2,Will the highest temperature in Hong Kong be 26°C on May 2?,raw,False,26.0,27.0,0.0,matern,0.1321500024789559,0.01,0.0099058940069341,0.1221500024789559,-0.01,0.1221500024789559,3,2,0.12,0.01,True,-0.01,-0.02,0.02,0.1121500024789559,-0.1321500024789559,1.532,2.172,-0.6400000000000001
2026-05-03,event_day_open,development,11,0.013,0.2536076715288174,0.0,0.2403552460142103,0.0123632905373276,0.2536076715288174,0.0,0.2403552460142103,2,Will the highest temperature in Hong Kong be 31°C or higher on May 3?,raw,False,31.0,inf,0.0,matern,0.2536076715288174,0.013,0.0123632905373276,0.2406076715288174,-0.013,0.2406076715288174,3,2,0.12,0.01,True,-0.013,-0.023,0.023,0.2306076715288174,-0.2536076715288174,1.5090000000000001,2.172,-0.663
2026-05-04,event_day_open,development,11,0.505,0.8658863693244816,1.0,0.862133324413008,0.4936461388074291,0.8658863693244818,1.0,0.8621333244130082,2,Will the highest temperature in Hong Kong be 26°C or higher on May 4?,raw,False,26.0,inf,1.0,matern,0.8658863693244818,0.505,0.4936461388074291,0.3608863693244818,0.495,0.3608863693244818,3,2,0.12,0.01,True,0.495,0.485,0.515,0.3508863693244818,0.13411363067551818,1.994,2.172,-0.17800000000000016
2026-05-05,event_day_open,development,6,0.11,0.2705700317681648,0.0,0.279956235189977,0.1052128168340506,0.2705700317681649,0.0,0.2799562351899771,2,Will the highest temperature in Hong Kong be 23°C on May 5?,raw,False,23.0,24.0,1.0,matern,0.2705700317681649,0.11,0.1052128168340506,0.16057003176816492,0.89,0.16057003176816492,3,2,0.12,0.01,True,0.89,0.88,0.12,0.1505700317681649,0.729429968231835,2.874,2.874,0.0
2026-05-06,event_day_open,development,5,0.039,0.1595435225583867,1.0,0.1706777448452857,0.0376811594202898,0.1595435225583867,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 25°C on May 6?,raw,False,25.0,26.0,0.0,matern,0.1595435225583867,0.039,0.0376811594202898,0.12054352255838668,-0.039,0.12054352255838668,3,2,0.12,0.01,True,-0.039,-0.049,0.049,0.11054352255838669,-0.1595435225583867,2.825,2.874,-0.04899999999999993
2026-05-07,event_day_open,development,8,0.052,0.1821746663534074,0.0,0.1749672596207123,0.0488262910798122,0.1821746663534075,0.0,0.1749672596207123,2,Will the highest temperature in Hong Kong be 29°C on May 7?,raw,False,29.0,30.0,1.0,matern,0.1821746663534075,0.052,0.0488262910798122,0.13017466635340752,0.948,0.13017466635340752,3,2,0.12,0.01,True,0.948,0.938,0.062,0.12017466635340752,0.8178253336465925,3.763,3.763,0.0
2026-05-08,event_day_open,development,11,0.0175,0.3302180809968473,0.0,0.3121566260579363,0.0168107588856868,0.3302180809968473,0.0,0.3121566260579364,2,Will the highest temperature in Hong Kong be 31°C or higher on May 8?,raw,False,31.0,inf,0.0,matern,0.3302180809968473,0.0175,0.0168107588856868,0.3127180809968473,-0.0175,0.3127180809968473,3,2,0.12,0.01,True,-0.0175,-0.027500000000000004,0.027500000000000004,0.30271808099684727,-0.3302180809968473,3.7355,3.763,-0.027499999999999858
2026-05-09,event_day_open,development,8,0.0075,0.2691300753334237,0.0,0.2803997333240994,0.0075187969924812,0.2691300753334238,0.0,0.2803997333240994,2,Will the highest temperature in Hong Kong be 24°C on May 9?,raw,False,24.0,25.0,0.0,matern,0.2691300753334238,0.0075,0.0075187969924812,0.2616300753334238,-0.0075,0.2616300753334238,3,2,0.12,0.01,True,-0.0075,-0.0175,0.0175,0.2516300753334238,-0.2691300753334238,3.718,3.763,-0.04499999999999993
2026-05-10,event_day_open,development,7,0.08,0.2012092964171132,1.0,0.2171138639520856,0.0756143667296786,0.2012092964171132,1.0,0.2171138639520856,2,Will the highest temperature in Hong Kong be 25°C on May 10?,raw,False,25.0,26.0,0.0,matern,0.2012092964171132,0.08,0.0756143667296786,0.12120929641711319,-0.08,0.12120929641711319,3,2,0.12,0.01,True,-0.08,-0.09,0.09,0.11120929641711319,-0.2012092964171132,3.628,3.763,-0.1349999999999998
2026-05-11,event_day_open,development,7,0.0495,0.1606611905136671,1.0,0.1706777448452857,0.0461753731343283,0.1606611905136671,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 26°C on May 11?,raw,False,26.0,27.0,0.0,matern,0.1606611905136671,0.0495,0.0461753731343283,0.11116119051366709,-0.0495,0.11116119051366709,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,3.628,3.763,-0.1349999999999998
2026-05-12,event_day_open,development,11,0.15,0.310055739683067,0.0,0.287210940973398,0.1430615164520743,0.3100557396830671,0.0,0.287210940973398,2,Will the highest temperature in Hong Kong be 31°C or higher on May 12?,raw,False,31.0,inf,1.0,matern,0.3100557396830671,0.15,0.1430615164520743,0.1600557396830671,0.85,0.1600557396830671,3,2,0.12,0.01,True,0.85,0.84,0.16,0.1500557396830671,0.6899442603169329,4.468,4.468,0.0
2026-05-13,event_day_open,development,9,0.07,0.2498970225632543,0.0,0.2624490049001532,0.0665715644317641,0.2498970225632544,0.0,0.2624490049001532,2,Will the highest temperature in Hong Kong be 29°C on May 13?,raw,False,29.0,30.0,0.0,matern,0.2498970225632544,0.07,0.0665715644317641,0.1798970225632544,-0.07,0.1798970225632544,3,2,0.12,0.01,True,-0.07,-0.08,0.08,0.1698970225632544,-0.2498970225632544,4.388,4.468,-0.08000000000000007
2026-05-14,event_day_open,development,7,0.09,0.1720451687022033,1.0,0.1826098945498908,0.0880626223091976,0.1720451687022033,1.0,0.1826098945498908,2,Will the highest temperature in Hong Kong be 27°C on May 14?,raw,False,27.0,28.0,0.0,matern,0.1720451687022033,0.09,0.0880626223091976,0.0820451687022033,-0.09,0.0820451687022033,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,4.388,4.468,-0.08000000000000007
2026-05-15,event_day_open,development,11,0.315,0.4471020854552342,0.0,0.4197518874248604,0.3077674645823156,0.4471020854552343,0.0,0.4197518874248606,2,Will the highest temperature in Hong Kong be 29°C or higher on May 15?,raw,False,29.0,inf,0.0,matern,0.4471020854552343,0.315,0.3077674645823156,0.13210208545523427,-0.315,0.13210208545523427,3,2,0.12,0.01,True,-0.315,-0.325,0.325,0.12210208545523428,-0.4471020854552343,4.063,4.468,-0.40500000000000025
2026-05-16,event_day_open,development,7,0.0995,0.219894136929065,0.0,0.2377204893592511,0.0959036144578313,0.219894136929065,0.0,0.2377204893592512,2,Will the highest temperature in Hong Kong be 25°C on May 16?,raw,False,25.0,26.0,1.0,matern,0.219894136929065,0.0995,0.0959036144578313,0.120394136929065,0.9005,0.120394136929065,3,2,0.12,0.01,True,0.9005,0.8905,0.1095,0.11039413692906501,0.780105863070935,4.9535,4.9535,0.0
2026-05-21,event_day_open,development,7,0.105,0.2398313500995652,0.0,0.2551901792754524,0.1039089559623948,0.2398313500995652,0.0,0.2551901792754525,2,Will the highest temperature in Hong Kong be 28°C on May 21?,raw,False,28.0,29.0,0.0,matern,0.2398313500995652,0.105,0.1039089559623948,0.1348313500995652,-0.105,0.1348313500995652,3,2,0.12,0.01,True,-0.105,-0.11499999999999999,0.11499999999999999,0.12483135009956521,-0.2398313500995652,4.8385,4.9535,-0.11500000000000021
2026-05-22,event_day_open,development,9,0.095,0.1923418938256159,1.0,0.2059583236891147,0.0907787864309603,0.1923418938256159,1.0,0.2059583236891147,2,Will the highest temperature in Hong Kong be 29°C on May 22?,raw,False,29.0,30.0,0.0,matern,0.1923418938256159,0.095,0.0907787864309603,0.0973418938256159,-0.095,0.0973418938256159,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,4.8385,4.9535,-0.11500000000000021
2026-05-23,event_day_open,development,7,0.0665,0.2471498655862812,0.0,0.2624490049001532,0.064625850340136,0.2471498655862813,0.0,0.2624490049001533,2,Will the highest temperature in Hong Kong be 29°C on May 23?,raw,False,29.0,30.0,0.0,matern,0.2471498655862813,0.0665,0.064625850340136,0.1806498655862813,-0.0665,0.1806498655862813,3,2,0.12,0.01,True,-0.0665,-0.0765,0.0765,0.17064986558628129,-0.2471498655862813,4.762,4.9535,-0.19150000000000045
2026-05-24,event_day_open,development,8,0.02,0.1163673500355927,1.0,0.1239691459135551,0.019782393669634,0.1163673500355927,1.0,0.1239691459135551,2,Will the highest temperature in Hong Kong be 29°C on May 24?,raw,False,29.0,30.0,0.0,matern,0.1163673500355927,0.02,0.019782393669634,0.0963673500355927,-0.02,0.0963673500355927,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,4.762,4.9535,-0.19150000000000045
2026-05-25,event_day_open,development,8,0.06,0.2028923735506667,1.0,0.2171138639520856,0.0568181818181818,0.2028923735506667,1.0,0.2171138639520856,2,Will the highest temperature in Hong Kong be 30°C on May 25?,raw,False,30.0,31.0,0.0,matern,0.2028923735506667,0.06,0.0568181818181818,0.1428923735506667,-0.06,0.1428923735506667,3,2,0.12,0.01,True,-0.06,-0.06999999999999999,0.06999999999999999,0.1328923735506667,-0.2028923735506667,4.692,4.9535,-0.26149999999999984
2026-05-26,event_day_open,development,8,0.0345,0.1814859359031477,1.0,0.1944128754108576,0.0339566929133858,0.1814859359031477,1.0,0.1944128754108576,2,Will the highest temperature in Hong Kong be 30°C on May 26?,raw,False,30.0,31.0,0.0,matern,0.1814859359031477,0.0345,0.0339566929133858,0.1469859359031477,-0.0345,0.1469859359031477,3,2,0.12,0.01,True,-0.0345,-0.044500000000000005,0.044500000000000005,0.1369859359031477,-0.1814859359031477,4.6475,4.9535,-0.30600000000000005
