signal_model,decision_rule,threshold,transaction_cost,split,support_dates,trade_count,no_trade_dates,winning_trades,losing_trades,flat_trades,hit_rate,total_gross_pnl,total_transaction_cost,total_net_pnl,mean_daily_net_pnl,standard_error_daily_net_pnl,daily_pnl_standard_deviation,downside_deviation,mean_to_volatility_ratio,mean_to_downside_ratio,mean_trade_net_pnl,median_trade_net_pnl,minimum_trade_net_pnl,maximum_trade_net_pnl,total_entry_cash,return_on_entry_cash,profit_factor,maximum_drawdown,break_even_cost_per_trade
raw,12h_prior,0.25,0.01,development,60,60,0,8,52,0,0.13333333333333333,0.05450000000000017,0.6,-0.5454999999999999,-0.009091666666666665,0.03925751662825001,0.30408741622934604,0.14039546823170612,-0.02989820091670492,-0.06475755080400418,-0.009091666666666665,-0.077,-0.435,0.9675,8.545500000000002,-0.06383476683634658,0.9111925111925111,2.0235,0.0009083333333333362
raw,12h_prior,0.25,0.01,june_external,28,28,0,2,26,0,0.07142857142857142,-1.328,0.28,-1.6080000000000005,-0.05742857142857145,0.04607734981021455,0.24381841734151385,0.13902408578577824,-0.2355382831811752,-0.41308361140430694,-0.05742857142857145,-0.09999999999999999,-0.35000000000000003,0.845,3.608,-0.44567627494456774,0.4842847979474022,1.8745,-0.04742857142857143
static,24h_prior,0.13,0.01,development,55,20,35,6,14,0,0.3,3.138,0.2,2.9379999999999997,0.053418181818181816,0.036369902742900036,0.26972641769771166,0.07878483356585834,0.19804579126561028,0.6780262063196228,0.14689999999999998,-0.051250000000000004,-0.47500000000000003,0.945,3.062,0.9595035924232528,2.920889179470415,0.6949999999999998,0.15689999999999998
static,24h_prior,0.13,0.01,june_external,27,11,16,0,11,0,0.0,-0.516,0.11,-0.626,-0.023185185185185184,0.008246865421437882,0.042851969739339996,0.04801909342473402,-0.5410529627043063,-0.4828326303478856,-0.05690909090909091,-0.0455,-0.2,-0.014,0.626,-1.0,0.0,0.626,-0.04690909090909091
matern,event_day_open,0.12,0.01,development,63,42,21,8,34,0,0.19047619047619047,4.914999999999999,0.42,4.494999999999999,0.07134920634920634,0.03905251468983363,0.30996972582298954,0.06593434083683027,0.23018120934155623,1.0821251178619713,0.10702380952380952,-0.044500000000000005,-0.325,0.9725,3.5050000000000003,1.2824536376604847,2.9238176760111276,0.6630000000000003,0.1170238095238095
matern,event_day_open,0.12,0.01,june_external,30,16,14,1,15,0,0.0625,0.18349999999999989,0.16,0.023499999999999917,0.0007833333333333305,0.032844414519581554,0.1798962672042502,0.04630001799855662,0.004354361241103193,0.0169186399313657,0.0014687499999999978,-0.05525,-0.105,0.9349999999999999,0.9765,0.024065540194572365,1.0257816785518374,0.7964999999999999,0.011468749999999993
