signal_model,decision_rule,threshold,transaction_cost,split,dates,point_total_net_pnl,point_mean_daily_net_pnl,bootstrap_method,block_length_days,total_pnl_lower_95,total_pnl_upper_95,mean_daily_pnl_lower_95,mean_daily_pnl_upper_95,positive_total_pnl_fraction,nonnegative_total_pnl_fraction,bootstrap_replications,seed,bootstrap_unit
matern,event_day_open,0.12,0.01,development,63,4.494999999999999,0.07134920634920634,ordinary_date,,0.03395000000000032,9.513,0.0005388888888888939,0.151,0.9769,0.9769,10000,20260805,settlement_date
matern,event_day_open,0.12,0.01,development,63,4.494999999999999,0.07134920634920634,circular_moving_block,3.0,-0.20663749999999884,9.848649999999996,-0.0032799603174602987,0.1563277777777777,0.9688,0.9688,10000,20260905,settlement_date
matern,event_day_open,0.12,0.01,development,63,4.494999999999999,0.07134920634920634,circular_moving_block,5.0,-0.07857499999999942,10.052662499999999,-0.0012472222222222132,0.1595660714285714,0.9727,0.9727,10000,20261005,settlement_date
matern,event_day_open,0.12,0.01,development,63,4.494999999999999,0.07134920634920634,circular_moving_block,7.0,0.03799999999999995,9.5916125,0.0006031746031746024,0.15224781746031746,0.9763,0.9763,10000,20261105,settlement_date
matern,event_day_open,0.12,0.01,june_external,30,0.023499999999999917,0.0007833333333333305,ordinary_date,,-1.232025,2.1705374999999996,-0.0410675,0.07235124999999998,0.4665,0.4666,10000,20261805,settlement_date
matern,event_day_open,0.12,0.01,june_external,30,0.023499999999999917,0.0007833333333333305,circular_moving_block,3.0,-1.206,2.1275124999999995,-0.0402,0.07091708333333331,0.481,0.481,10000,20261905,settlement_date
matern,event_day_open,0.12,0.01,june_external,30,0.023499999999999917,0.0007833333333333305,circular_moving_block,5.0,-1.0850125000000002,1.9660499999999985,-0.036167083333333336,0.06553499999999995,0.4934,0.4934,10000,20262005,settlement_date
matern,event_day_open,0.12,0.01,june_external,30,0.023499999999999917,0.0007833333333333305,circular_moving_block,7.0,-1.072525,1.9499999999999997,-0.035750833333333336,0.06499999999999999,0.5129,0.513,10000,20262105,settlement_date
