strategy_id,model,decision_rule,rule_filter,side_mode,top_k,sizing_rule,ranking_signal,edge_threshold,stability_filter,execution_track,complexity_score,dates,total_net_pnl,mean_daily_net_pnl,daily_pnl_sd,sharpe,opportunity_annualised_sharpe,probabilistic_sharpe_vs_zero,maximum_drawdown,expected_shortfall_5pct,positive_date_fraction,active_dates,position_count,mean_positions_per_active_date,total_entry_cash,return_on_entry_cash,profit_factor_date_level,gross_pnl_before_cost,break_even_cost_per_position,threshold_distance,top_k_distance
S042668,matern,24h_prior,none,short_only,11,one_share,edge,0.03,robust_0.10c,includes_synthetic_short_yes,2,97,0.1844999999999969,0.001902061855670071,0.4099896317234186,0.00463929257838699,0.08863356025893894,0.5181576388374382,6.276000000000001,-0.5588000000000001,0.29896907216494845,82,197,2.402439024390244,143.8155,0.0012828937075627933,1.0115641355103575,2.154499999999997,0.010936548223350238,0.17,10
S040505,matern,24h_prior,none,short_only,1,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,1,97,5.685,0.05860824742268041,0.4103572771759647,0.14282248831071342,2.7286198078976325,0.9039502544473896,4.419999999999998,-0.7020000000000001,0.6185567010309279,82,82,1.0,54.315,0.10466721900027616,1.3946546338077055,6.505,0.07932926829268293,0.18000000000000002,0
S041045,matern,24h_prior,none,short_only,2,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,2,97,-0.876500000000002,-0.009036082474226825,0.4200638235696965,-0.021511213218596933,-0.4109711514931649,0.4169145027205743,7.596500000000001,-0.577,0.35051546391752575,82,156,1.9024390243902438,108.87650000000001,-0.008050405734938228,0.9518274251167903,0.683499999999998,0.004381410256410243,0.18000000000000002,1
S041585,matern,24h_prior,none,short_only,3,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,2,97,-0.43600000000000216,-0.004494845360824765,0.404905907889705,-0.011100962651424552,-0.21208359366706758,0.4568777694683608,6.990000000000001,-0.526,0.28865979381443296,82,196,2.3902439024390243,142.436,-0.0030610238984526534,0.973077279323227,1.5239999999999978,0.007775510204081622,0.18000000000000002,2
S042125,matern,24h_prior,none,short_only,5,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,2,97,-0.45650000000000224,-0.004706185567010333,0.3899439980663978,-0.012068875506089944,-0.23057554279074502,0.4531884285265544,6.7585000000000015,-0.49300000000000005,0.26804123711340205,82,214,2.6097560975609757,158.4565,-0.0028809168446860952,0.9700242957515266,1.6834999999999978,0.007866822429906531,0.18000000000000002,4
S042665,matern,24h_prior,none,short_only,11,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,2,97,-0.45650000000000224,-0.004706185567010333,0.3899439980663978,-0.012068875506089944,-0.23057554279074502,0.4531884285265544,6.7585000000000015,-0.49300000000000005,0.26804123711340205,82,214,2.6097560975609757,158.4565,-0.0028809168446860952,0.9700242957515266,1.6834999999999978,0.007866822429906531,0.18000000000000002,10
S040502,matern,24h_prior,none,short_only,1,one_share,edge,0.01,robust_0.10c,includes_synthetic_short_yes,1,97,5.685,0.05860824742268041,0.4103572771759647,0.14282248831071342,2.7286198078976325,0.9039502544473896,4.419999999999998,-0.7020000000000001,0.6185567010309279,82,82,1.0,54.315,0.10466721900027616,1.3946546338077055,6.505,0.07932926829268293,0.19,0
S041042,matern,24h_prior,none,short_only,2,one_share,edge,0.01,robust_0.10c,includes_synthetic_short_yes,2,97,-2.006500000000002,-0.0206855670103093,0.42718874706955035,-0.04842254659611035,-0.925111453761737,0.31960344975020094,7.246500000000001,-0.5690000000000001,0.32989690721649484,82,161,1.9634146341463414,113.0065,-0.017755615827408176,0.8952219321148822,-0.3965000000000021,-0.002462732919254671,0.19,1
S041582,matern,24h_prior,none,short_only,3,one_share,edge,0.01,robust_0.10c,includes_synthetic_short_yes,2,97,-0.2550000000000022,-0.0026288659793814663,0.40472591856474377,-0.006495422849873471,-0.124094879304145,0.4746945384710744,6.0504999999999995,-0.522,0.26804123711340205,82,210,2.5609756097560976,154.255,-0.0016531068684969839,0.9839607510142465,1.844999999999998,0.008785714285714277,0.19,2
S042122,matern,24h_prior,none,short_only,5,one_share,edge,0.01,robust_0.10c,includes_synthetic_short_yes,2,97,0.06749999999999767,0.0006958762886597698,0.3923228671211394,0.0017737336948164706,0.033887134658251356,0.5069386020718685,5.666,-0.49800000000000005,0.24742268041237114,82,236,2.8780487804878048,177.9325,0.00037935734056452686,1.0045532732975815,2.4274999999999975,0.010286016949152531,0.19,4
S042662,matern,24h_prior,none,short_only,11,one_share,edge,0.01,robust_0.10c,includes_synthetic_short_yes,2,97,0.08249999999999758,0.0008505154639175008,0.3923146136297243,0.0021679423461911547,0.04141848036793739,0.5084820383465659,5.6610000000000005,-0.49800000000000005,0.24742268041237114,82,239,2.9146341463414633,180.9175,0.0004560089543576358,1.0055694322554511,2.4724999999999975,0.010345188284518818,0.19,10
