objective,outer_test_dates,dates,total_net_pnl,mean_daily_net_pnl,daily_pnl_sd,sharpe,opportunity_annualised_sharpe,probabilistic_sharpe_vs_zero,maximum_drawdown,expected_shortfall_5pct,positive_date_fraction,active_dates,position_count,mean_positions_per_active_date,total_entry_cash,return_on_entry_cash,profit_factor_date_level,positive_outer_blocks
robust_sharpe,60,60,3.6310158781707287,0.06051693130284548,0.3065708299816361,0.1973995089698211,3.771312323536353,0.9231226994727059,1.2980000041425228,-0.6266666650772095,0.4,43,103,2.395348837209302,21.518984239548445,0.16873546807555645,1.7381463755260231,4
pure_sharpe,60,60,-0.1353609710931778,-0.0022560161848862964,0.3045986063779741,-0.007406521690013325,-0.14150139820437396,0.47723503241749604,3.519336886703968,-0.7016666730244955,0.48333333333333334,53,84,1.5849056603773586,20.407089691609144,-0.006633036515188868,0.9782945781555497,3
mean_pnl,60,60,8.323000118136406,0.13871666863560678,0.7982205520082339,0.17378238168211918,3.320107740245045,0.9241503067072581,4.594499960541725,-0.746833324432373,0.4166666666666667,56,216,3.857142857142857,70.67700004577637,0.11776108370114367,1.546182375885736,3
