strategy_id,model,decision_rule,rule_filter,side_mode,top_k,sizing_rule,ranking_signal,edge_threshold,stability_filter,execution_track,complexity_score
S051845,matern,12h_prior,none,long_short,2,one_share,edge,0.02,robust_0.10c,includes_synthetic_short_yes,3
S051846,matern,12h_prior,none,long_short,2,one_share,edge,0.02,robust_0.25c,includes_synthetic_short_yes,3
S051847,matern,12h_prior,none,long_short,2,one_share,edge,0.03,none,includes_synthetic_short_yes,2
S051848,matern,12h_prior,none,long_short,2,one_share,edge,0.03,robust_0.10c,includes_synthetic_short_yes,3
S051849,matern,12h_prior,none,long_short,2,one_share,edge,0.03,robust_0.25c,includes_synthetic_short_yes,3
S051850,matern,12h_prior,none,long_short,2,one_share,edge,0.04,none,includes_synthetic_short_yes,2
S051851,matern,12h_prior,none,long_short,2,one_share,edge,0.04,robust_0.10c,includes_synthetic_short_yes,3
S051852,matern,12h_prior,none,long_short,2,one_share,edge,0.04,robust_0.25c,includes_synthetic_short_yes,3
S051853,matern,12h_prior,none,long_short,2,one_share,edge,0.05,none,includes_synthetic_short_yes,2
S051854,matern,12h_prior,none,long_short,2,one_share,edge,0.05,robust_0.10c,includes_synthetic_short_yes,3
S051855,matern,12h_prior,none,long_short,2,one_share,edge,0.05,robust_0.25c,includes_synthetic_short_yes,3
S051856,matern,12h_prior,none,long_short,2,one_share,edge,0.06,none,includes_synthetic_short_yes,2
S051857,matern,12h_prior,none,long_short,2,one_share,edge,0.06,robust_0.10c,includes_synthetic_short_yes,3
S051858,matern,12h_prior,none,long_short,2,one_share,edge,0.06,robust_0.25c,includes_synthetic_short_yes,3
S051859,matern,12h_prior,none,long_short,2,one_share,edge,0.07,none,includes_synthetic_short_yes,2
S051860,matern,12h_prior,none,long_short,2,one_share,edge,0.07,robust_0.10c,includes_synthetic_short_yes,3
S051861,matern,12h_prior,none,long_short,2,one_share,edge,0.07,robust_0.25c,includes_synthetic_short_yes,3
S051862,matern,12h_prior,none,long_short,2,one_share,edge,0.08,none,includes_synthetic_short_yes,2
S051863,matern,12h_prior,none,long_short,2,one_share,edge,0.08,robust_0.10c,includes_synthetic_short_yes,3
S051864,matern,12h_prior,none,long_short,2,one_share,edge,0.08,robust_0.25c,includes_synthetic_short_yes,3
S051865,matern,12h_prior,none,long_short,2,one_share,edge,0.09,none,includes_synthetic_short_yes,2
S051866,matern,12h_prior,none,long_short,2,one_share,edge,0.09,robust_0.10c,includes_synthetic_short_yes,3
S051867,matern,12h_prior,none,long_short,2,one_share,edge,0.09,robust_0.25c,includes_synthetic_short_yes,3
S051868,matern,12h_prior,none,long_short,2,one_share,edge,0.1,none,includes_synthetic_short_yes,2
S051869,matern,12h_prior,none,long_short,2,one_share,edge,0.1,robust_0.10c,includes_synthetic_short_yes,3
S051870,matern,12h_prior,none,long_short,2,one_share,edge,0.1,robust_0.25c,includes_synthetic_short_yes,3
S051871,matern,12h_prior,none,long_short,2,one_share,edge,0.12,none,includes_synthetic_short_yes,2
S051872,matern,12h_prior,none,long_short,2,one_share,edge,0.12,robust_0.10c,includes_synthetic_short_yes,3
S051873,matern,12h_prior,none,long_short,2,one_share,edge,0.12,robust_0.25c,includes_synthetic_short_yes,3
S051874,matern,12h_prior,none,long_short,2,one_share,edge,0.15,none,includes_synthetic_short_yes,2
S051875,matern,12h_prior,none,long_short,2,one_share,edge,0.15,robust_0.10c,includes_synthetic_short_yes,3
S051876,matern,12h_prior,none,long_short,2,one_share,edge,0.15,robust_0.25c,includes_synthetic_short_yes,3
S051877,matern,12h_prior,none,long_short,2,one_share,edge,0.18,none,includes_synthetic_short_yes,2
S051878,matern,12h_prior,none,long_short,2,one_share,edge,0.18,robust_0.10c,includes_synthetic_short_yes,3
S051879,matern,12h_prior,none,long_short,2,one_share,edge,0.18,robust_0.25c,includes_synthetic_short_yes,3
S051880,matern,12h_prior,none,long_short,2,one_share,edge,0.2,none,includes_synthetic_short_yes,2
S051881,matern,12h_prior,none,long_short,2,one_share,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3
S051882,matern,12h_prior,none,long_short,2,one_share,edge,0.2,robust_0.25c,includes_synthetic_short_yes,3
S051883,matern,12h_prior,none,long_short,2,one_share,edge,0.25,none,includes_synthetic_short_yes,2
S051884,matern,12h_prior,none,long_short,2,one_share,edge,0.25,robust_0.10c,includes_synthetic_short_yes,3
S051885,matern,12h_prior,none,long_short,2,one_share,edge,0.25,robust_0.25c,includes_synthetic_short_yes,3
S051886,matern,12h_prior,none,long_short,2,one_share,roi,0.01,none,includes_synthetic_short_yes,3
S051887,matern,12h_prior,none,long_short,2,one_share,roi,0.01,robust_0.10c,includes_synthetic_short_yes,4
S051888,matern,12h_prior,none,long_short,2,one_share,roi,0.01,robust_0.25c,includes_synthetic_short_yes,4
S051889,matern,12h_prior,none,long_short,2,one_share,roi,0.02,none,includes_synthetic_short_yes,3
S051890,matern,12h_prior,none,long_short,2,one_share,roi,0.02,robust_0.10c,includes_synthetic_short_yes,4
S051891,matern,12h_prior,none,long_short,2,one_share,roi,0.02,robust_0.25c,includes_synthetic_short_yes,4
S051892,matern,12h_prior,none,long_short,2,one_share,roi,0.03,none,includes_synthetic_short_yes,3
S051893,matern,12h_prior,none,long_short,2,one_share,roi,0.03,robust_0.10c,includes_synthetic_short_yes,4
S051894,matern,12h_prior,none,long_short,2,one_share,roi,0.03,robust_0.25c,includes_synthetic_short_yes,4
S051895,matern,12h_prior,none,long_short,2,one_share,roi,0.04,none,includes_synthetic_short_yes,3
S051896,matern,12h_prior,none,long_short,2,one_share,roi,0.04,robust_0.10c,includes_synthetic_short_yes,4
S051897,matern,12h_prior,none,long_short,2,one_share,roi,0.04,robust_0.25c,includes_synthetic_short_yes,4
S051898,matern,12h_prior,none,long_short,2,one_share,roi,0.05,none,includes_synthetic_short_yes,3
S051899,matern,12h_prior,none,long_short,2,one_share,roi,0.05,robust_0.10c,includes_synthetic_short_yes,4
S051900,matern,12h_prior,none,long_short,2,one_share,roi,0.05,robust_0.25c,includes_synthetic_short_yes,4
S051901,matern,12h_prior,none,long_short,2,one_share,roi,0.06,none,includes_synthetic_short_yes,3
S051902,matern,12h_prior,none,long_short,2,one_share,roi,0.06,robust_0.10c,includes_synthetic_short_yes,4
S051903,matern,12h_prior,none,long_short,2,one_share,roi,0.06,robust_0.25c,includes_synthetic_short_yes,4
S051904,matern,12h_prior,none,long_short,2,one_share,roi,0.07,none,includes_synthetic_short_yes,3
S051905,matern,12h_prior,none,long_short,2,one_share,roi,0.07,robust_0.10c,includes_synthetic_short_yes,4
S051906,matern,12h_prior,none,long_short,2,one_share,roi,0.07,robust_0.25c,includes_synthetic_short_yes,4
S051907,matern,12h_prior,none,long_short,2,one_share,roi,0.08,none,includes_synthetic_short_yes,3
S051908,matern,12h_prior,none,long_short,2,one_share,roi,0.08,robust_0.10c,includes_synthetic_short_yes,4
S051909,matern,12h_prior,none,long_short,2,one_share,roi,0.08,robust_0.25c,includes_synthetic_short_yes,4
S051910,matern,12h_prior,none,long_short,2,one_share,roi,0.09,none,includes_synthetic_short_yes,3
S051911,matern,12h_prior,none,long_short,2,one_share,roi,0.09,robust_0.10c,includes_synthetic_short_yes,4
S051912,matern,12h_prior,none,long_short,2,one_share,roi,0.09,robust_0.25c,includes_synthetic_short_yes,4
S051913,matern,12h_prior,none,long_short,2,one_share,roi,0.1,none,includes_synthetic_short_yes,3
S051914,matern,12h_prior,none,long_short,2,one_share,roi,0.1,robust_0.10c,includes_synthetic_short_yes,4
S051915,matern,12h_prior,none,long_short,2,one_share,roi,0.1,robust_0.25c,includes_synthetic_short_yes,4
S051916,matern,12h_prior,none,long_short,2,one_share,roi,0.12,none,includes_synthetic_short_yes,3
S051917,matern,12h_prior,none,long_short,2,one_share,roi,0.12,robust_0.10c,includes_synthetic_short_yes,4
S051918,matern,12h_prior,none,long_short,2,one_share,roi,0.12,robust_0.25c,includes_synthetic_short_yes,4
S051919,matern,12h_prior,none,long_short,2,one_share,roi,0.15,none,includes_synthetic_short_yes,3
S051920,matern,12h_prior,none,long_short,2,one_share,roi,0.15,robust_0.10c,includes_synthetic_short_yes,4
S051921,matern,12h_prior,none,long_short,2,one_share,roi,0.15,robust_0.25c,includes_synthetic_short_yes,4
S051922,matern,12h_prior,none,long_short,2,one_share,roi,0.18,none,includes_synthetic_short_yes,3
S051923,matern,12h_prior,none,long_short,2,one_share,roi,0.18,robust_0.10c,includes_synthetic_short_yes,4
S051924,matern,12h_prior,none,long_short,2,one_share,roi,0.18,robust_0.25c,includes_synthetic_short_yes,4
S051925,matern,12h_prior,none,long_short,2,one_share,roi,0.2,none,includes_synthetic_short_yes,3
S051926,matern,12h_prior,none,long_short,2,one_share,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4
S051927,matern,12h_prior,none,long_short,2,one_share,roi,0.2,robust_0.25c,includes_synthetic_short_yes,4
S051928,matern,12h_prior,none,long_short,2,one_share,roi,0.25,none,includes_synthetic_short_yes,3
S051929,matern,12h_prior,none,long_short,2,one_share,roi,0.25,robust_0.10c,includes_synthetic_short_yes,4
S051930,matern,12h_prior,none,long_short,2,one_share,roi,0.25,robust_0.25c,includes_synthetic_short_yes,4
S051931,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.01,none,includes_synthetic_short_yes,3
S051932,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.01,robust_0.10c,includes_synthetic_short_yes,4
S051933,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.01,robust_0.25c,includes_synthetic_short_yes,4
S051934,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.02,none,includes_synthetic_short_yes,3
S051935,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.02,robust_0.10c,includes_synthetic_short_yes,4
S051936,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.02,robust_0.25c,includes_synthetic_short_yes,4
S051937,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.03,none,includes_synthetic_short_yes,3
S051938,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.03,robust_0.10c,includes_synthetic_short_yes,4
S051939,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.03,robust_0.25c,includes_synthetic_short_yes,4
S051940,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.04,none,includes_synthetic_short_yes,3
S051941,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.04,robust_0.10c,includes_synthetic_short_yes,4
S051942,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.04,robust_0.25c,includes_synthetic_short_yes,4
S051943,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.05,none,includes_synthetic_short_yes,3
S051944,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.05,robust_0.10c,includes_synthetic_short_yes,4
S051945,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.05,robust_0.25c,includes_synthetic_short_yes,4
S051946,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.06,none,includes_synthetic_short_yes,3
S051947,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.06,robust_0.10c,includes_synthetic_short_yes,4
S051948,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.06,robust_0.25c,includes_synthetic_short_yes,4
S051949,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.07,none,includes_synthetic_short_yes,3
S051950,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.07,robust_0.10c,includes_synthetic_short_yes,4
S051951,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.07,robust_0.25c,includes_synthetic_short_yes,4
S051952,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.08,none,includes_synthetic_short_yes,3
S051953,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.08,robust_0.10c,includes_synthetic_short_yes,4
S051954,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.08,robust_0.25c,includes_synthetic_short_yes,4
S051955,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.09,none,includes_synthetic_short_yes,3
S051956,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.09,robust_0.10c,includes_synthetic_short_yes,4
S051957,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.09,robust_0.25c,includes_synthetic_short_yes,4
S051958,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.1,none,includes_synthetic_short_yes,3
S051959,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.1,robust_0.10c,includes_synthetic_short_yes,4
S051960,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.1,robust_0.25c,includes_synthetic_short_yes,4
S051961,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.12,none,includes_synthetic_short_yes,3
S051962,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.12,robust_0.10c,includes_synthetic_short_yes,4
S051963,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.12,robust_0.25c,includes_synthetic_short_yes,4
S051964,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.15,none,includes_synthetic_short_yes,3
S051965,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.15,robust_0.10c,includes_synthetic_short_yes,4
S051966,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.15,robust_0.25c,includes_synthetic_short_yes,4
S051967,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.18,none,includes_synthetic_short_yes,3
S051968,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.18,robust_0.10c,includes_synthetic_short_yes,4
S051969,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.18,robust_0.25c,includes_synthetic_short_yes,4
S051970,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.2,none,includes_synthetic_short_yes,3
S051971,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4
S051972,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.2,robust_0.25c,includes_synthetic_short_yes,4
S051973,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.25,none,includes_synthetic_short_yes,3
S051974,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.25,robust_0.10c,includes_synthetic_short_yes,4
S051975,matern,12h_prior,none,long_short,2,one_share,logit_gap,0.25,robust_0.25c,includes_synthetic_short_yes,4
S051976,matern,12h_prior,none,long_short,2,equal_budget,edge,0.01,none,includes_synthetic_short_yes,2
S051977,matern,12h_prior,none,long_short,2,equal_budget,edge,0.01,robust_0.10c,includes_synthetic_short_yes,3
S051978,matern,12h_prior,none,long_short,2,equal_budget,edge,0.01,robust_0.25c,includes_synthetic_short_yes,3
S051979,matern,12h_prior,none,long_short,2,equal_budget,edge,0.02,none,includes_synthetic_short_yes,2
S051980,matern,12h_prior,none,long_short,2,equal_budget,edge,0.02,robust_0.10c,includes_synthetic_short_yes,3
S051981,matern,12h_prior,none,long_short,2,equal_budget,edge,0.02,robust_0.25c,includes_synthetic_short_yes,3
S051982,matern,12h_prior,none,long_short,2,equal_budget,edge,0.03,none,includes_synthetic_short_yes,2
S051983,matern,12h_prior,none,long_short,2,equal_budget,edge,0.03,robust_0.10c,includes_synthetic_short_yes,3
S051984,matern,12h_prior,none,long_short,2,equal_budget,edge,0.03,robust_0.25c,includes_synthetic_short_yes,3
S051985,matern,12h_prior,none,long_short,2,equal_budget,edge,0.04,none,includes_synthetic_short_yes,2
S051986,matern,12h_prior,none,long_short,2,equal_budget,edge,0.04,robust_0.10c,includes_synthetic_short_yes,3
S051987,matern,12h_prior,none,long_short,2,equal_budget,edge,0.04,robust_0.25c,includes_synthetic_short_yes,3
S051988,matern,12h_prior,none,long_short,2,equal_budget,edge,0.05,none,includes_synthetic_short_yes,2
S051989,matern,12h_prior,none,long_short,2,equal_budget,edge,0.05,robust_0.10c,includes_synthetic_short_yes,3
S051990,matern,12h_prior,none,long_short,2,equal_budget,edge,0.05,robust_0.25c,includes_synthetic_short_yes,3
S051991,matern,12h_prior,none,long_short,2,equal_budget,edge,0.06,none,includes_synthetic_short_yes,2
S051992,matern,12h_prior,none,long_short,2,equal_budget,edge,0.06,robust_0.10c,includes_synthetic_short_yes,3
S051993,matern,12h_prior,none,long_short,2,equal_budget,edge,0.06,robust_0.25c,includes_synthetic_short_yes,3
S051994,matern,12h_prior,none,long_short,2,equal_budget,edge,0.07,none,includes_synthetic_short_yes,2
S051995,matern,12h_prior,none,long_short,2,equal_budget,edge,0.07,robust_0.10c,includes_synthetic_short_yes,3
S051996,matern,12h_prior,none,long_short,2,equal_budget,edge,0.07,robust_0.25c,includes_synthetic_short_yes,3
S051997,matern,12h_prior,none,long_short,2,equal_budget,edge,0.08,none,includes_synthetic_short_yes,2
S051998,matern,12h_prior,none,long_short,2,equal_budget,edge,0.08,robust_0.10c,includes_synthetic_short_yes,3
S051999,matern,12h_prior,none,long_short,2,equal_budget,edge,0.08,robust_0.25c,includes_synthetic_short_yes,3
S052000,matern,12h_prior,none,long_short,2,equal_budget,edge,0.09,none,includes_synthetic_short_yes,2
S052001,matern,12h_prior,none,long_short,2,equal_budget,edge,0.09,robust_0.10c,includes_synthetic_short_yes,3
S052002,matern,12h_prior,none,long_short,2,equal_budget,edge,0.09,robust_0.25c,includes_synthetic_short_yes,3
S052003,matern,12h_prior,none,long_short,2,equal_budget,edge,0.1,none,includes_synthetic_short_yes,2
S052004,matern,12h_prior,none,long_short,2,equal_budget,edge,0.1,robust_0.10c,includes_synthetic_short_yes,3
S052005,matern,12h_prior,none,long_short,2,equal_budget,edge,0.1,robust_0.25c,includes_synthetic_short_yes,3
S052006,matern,12h_prior,none,long_short,2,equal_budget,edge,0.12,none,includes_synthetic_short_yes,2
S052007,matern,12h_prior,none,long_short,2,equal_budget,edge,0.12,robust_0.10c,includes_synthetic_short_yes,3
S052008,matern,12h_prior,none,long_short,2,equal_budget,edge,0.12,robust_0.25c,includes_synthetic_short_yes,3
S052009,matern,12h_prior,none,long_short,2,equal_budget,edge,0.15,none,includes_synthetic_short_yes,2
S052010,matern,12h_prior,none,long_short,2,equal_budget,edge,0.15,robust_0.10c,includes_synthetic_short_yes,3
S052011,matern,12h_prior,none,long_short,2,equal_budget,edge,0.15,robust_0.25c,includes_synthetic_short_yes,3
S052012,matern,12h_prior,none,long_short,2,equal_budget,edge,0.18,none,includes_synthetic_short_yes,2
S052013,matern,12h_prior,none,long_short,2,equal_budget,edge,0.18,robust_0.10c,includes_synthetic_short_yes,3
S052014,matern,12h_prior,none,long_short,2,equal_budget,edge,0.18,robust_0.25c,includes_synthetic_short_yes,3
S052015,matern,12h_prior,none,long_short,2,equal_budget,edge,0.2,none,includes_synthetic_short_yes,2
S052016,matern,12h_prior,none,long_short,2,equal_budget,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3
S052017,matern,12h_prior,none,long_short,2,equal_budget,edge,0.2,robust_0.25c,includes_synthetic_short_yes,3
S052018,matern,12h_prior,none,long_short,2,equal_budget,edge,0.25,none,includes_synthetic_short_yes,2
S052019,matern,12h_prior,none,long_short,2,equal_budget,edge,0.25,robust_0.10c,includes_synthetic_short_yes,3
S052020,matern,12h_prior,none,long_short,2,equal_budget,edge,0.25,robust_0.25c,includes_synthetic_short_yes,3
S052021,matern,12h_prior,none,long_short,2,equal_budget,roi,0.01,none,includes_synthetic_short_yes,3
S052022,matern,12h_prior,none,long_short,2,equal_budget,roi,0.01,robust_0.10c,includes_synthetic_short_yes,4
S052023,matern,12h_prior,none,long_short,2,equal_budget,roi,0.01,robust_0.25c,includes_synthetic_short_yes,4
S052024,matern,12h_prior,none,long_short,2,equal_budget,roi,0.02,none,includes_synthetic_short_yes,3
S052025,matern,12h_prior,none,long_short,2,equal_budget,roi,0.02,robust_0.10c,includes_synthetic_short_yes,4
S052026,matern,12h_prior,none,long_short,2,equal_budget,roi,0.02,robust_0.25c,includes_synthetic_short_yes,4
S052027,matern,12h_prior,none,long_short,2,equal_budget,roi,0.03,none,includes_synthetic_short_yes,3
S052028,matern,12h_prior,none,long_short,2,equal_budget,roi,0.03,robust_0.10c,includes_synthetic_short_yes,4
S052029,matern,12h_prior,none,long_short,2,equal_budget,roi,0.03,robust_0.25c,includes_synthetic_short_yes,4
S052030,matern,12h_prior,none,long_short,2,equal_budget,roi,0.04,none,includes_synthetic_short_yes,3
S052031,matern,12h_prior,none,long_short,2,equal_budget,roi,0.04,robust_0.10c,includes_synthetic_short_yes,4
S052032,matern,12h_prior,none,long_short,2,equal_budget,roi,0.04,robust_0.25c,includes_synthetic_short_yes,4
S052033,matern,12h_prior,none,long_short,2,equal_budget,roi,0.05,none,includes_synthetic_short_yes,3
S052034,matern,12h_prior,none,long_short,2,equal_budget,roi,0.05,robust_0.10c,includes_synthetic_short_yes,4
S052035,matern,12h_prior,none,long_short,2,equal_budget,roi,0.05,robust_0.25c,includes_synthetic_short_yes,4
S052036,matern,12h_prior,none,long_short,2,equal_budget,roi,0.06,none,includes_synthetic_short_yes,3
S052037,matern,12h_prior,none,long_short,2,equal_budget,roi,0.06,robust_0.10c,includes_synthetic_short_yes,4
S052038,matern,12h_prior,none,long_short,2,equal_budget,roi,0.06,robust_0.25c,includes_synthetic_short_yes,4
S052039,matern,12h_prior,none,long_short,2,equal_budget,roi,0.07,none,includes_synthetic_short_yes,3
S052040,matern,12h_prior,none,long_short,2,equal_budget,roi,0.07,robust_0.10c,includes_synthetic_short_yes,4
S052041,matern,12h_prior,none,long_short,2,equal_budget,roi,0.07,robust_0.25c,includes_synthetic_short_yes,4
S052042,matern,12h_prior,none,long_short,2,equal_budget,roi,0.08,none,includes_synthetic_short_yes,3
S052043,matern,12h_prior,none,long_short,2,equal_budget,roi,0.08,robust_0.10c,includes_synthetic_short_yes,4
S052044,matern,12h_prior,none,long_short,2,equal_budget,roi,0.08,robust_0.25c,includes_synthetic_short_yes,4
S052045,matern,12h_prior,none,long_short,2,equal_budget,roi,0.09,none,includes_synthetic_short_yes,3
S052046,matern,12h_prior,none,long_short,2,equal_budget,roi,0.09,robust_0.10c,includes_synthetic_short_yes,4
S052047,matern,12h_prior,none,long_short,2,equal_budget,roi,0.09,robust_0.25c,includes_synthetic_short_yes,4
S052048,matern,12h_prior,none,long_short,2,equal_budget,roi,0.1,none,includes_synthetic_short_yes,3
S052049,matern,12h_prior,none,long_short,2,equal_budget,roi,0.1,robust_0.10c,includes_synthetic_short_yes,4
S052050,matern,12h_prior,none,long_short,2,equal_budget,roi,0.1,robust_0.25c,includes_synthetic_short_yes,4
S052051,matern,12h_prior,none,long_short,2,equal_budget,roi,0.12,none,includes_synthetic_short_yes,3
S052052,matern,12h_prior,none,long_short,2,equal_budget,roi,0.12,robust_0.10c,includes_synthetic_short_yes,4
S052053,matern,12h_prior,none,long_short,2,equal_budget,roi,0.12,robust_0.25c,includes_synthetic_short_yes,4
S052054,matern,12h_prior,none,long_short,2,equal_budget,roi,0.15,none,includes_synthetic_short_yes,3
S052055,matern,12h_prior,none,long_short,2,equal_budget,roi,0.15,robust_0.10c,includes_synthetic_short_yes,4
S052056,matern,12h_prior,none,long_short,2,equal_budget,roi,0.15,robust_0.25c,includes_synthetic_short_yes,4
S052057,matern,12h_prior,none,long_short,2,equal_budget,roi,0.18,none,includes_synthetic_short_yes,3
S052058,matern,12h_prior,none,long_short,2,equal_budget,roi,0.18,robust_0.10c,includes_synthetic_short_yes,4
S052059,matern,12h_prior,none,long_short,2,equal_budget,roi,0.18,robust_0.25c,includes_synthetic_short_yes,4
S052060,matern,12h_prior,none,long_short,2,equal_budget,roi,0.2,none,includes_synthetic_short_yes,3
S052061,matern,12h_prior,none,long_short,2,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4
S052062,matern,12h_prior,none,long_short,2,equal_budget,roi,0.2,robust_0.25c,includes_synthetic_short_yes,4
S052063,matern,12h_prior,none,long_short,2,equal_budget,roi,0.25,none,includes_synthetic_short_yes,3
S052064,matern,12h_prior,none,long_short,2,equal_budget,roi,0.25,robust_0.10c,includes_synthetic_short_yes,4
S052065,matern,12h_prior,none,long_short,2,equal_budget,roi,0.25,robust_0.25c,includes_synthetic_short_yes,4
S052066,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.01,none,includes_synthetic_short_yes,3
S052067,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.01,robust_0.10c,includes_synthetic_short_yes,4
S052068,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.01,robust_0.25c,includes_synthetic_short_yes,4
S052069,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.02,none,includes_synthetic_short_yes,3
S052070,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.02,robust_0.10c,includes_synthetic_short_yes,4
S052071,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.02,robust_0.25c,includes_synthetic_short_yes,4
S052072,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.03,none,includes_synthetic_short_yes,3
S052073,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.03,robust_0.10c,includes_synthetic_short_yes,4
S052074,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.03,robust_0.25c,includes_synthetic_short_yes,4
S052075,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.04,none,includes_synthetic_short_yes,3
S052076,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.04,robust_0.10c,includes_synthetic_short_yes,4
S052077,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.04,robust_0.25c,includes_synthetic_short_yes,4
S052078,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.05,none,includes_synthetic_short_yes,3
S052079,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.05,robust_0.10c,includes_synthetic_short_yes,4
S052080,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.05,robust_0.25c,includes_synthetic_short_yes,4
S052081,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.06,none,includes_synthetic_short_yes,3
S052082,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.06,robust_0.10c,includes_synthetic_short_yes,4
S052083,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.06,robust_0.25c,includes_synthetic_short_yes,4
S052084,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.07,none,includes_synthetic_short_yes,3
S052085,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.07,robust_0.10c,includes_synthetic_short_yes,4
S052086,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.07,robust_0.25c,includes_synthetic_short_yes,4
S052087,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.08,none,includes_synthetic_short_yes,3
S052088,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.08,robust_0.10c,includes_synthetic_short_yes,4
S052089,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.08,robust_0.25c,includes_synthetic_short_yes,4
S052090,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.09,none,includes_synthetic_short_yes,3
S052091,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.09,robust_0.10c,includes_synthetic_short_yes,4
S052092,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.09,robust_0.25c,includes_synthetic_short_yes,4
S052093,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.1,none,includes_synthetic_short_yes,3
S052094,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.1,robust_0.10c,includes_synthetic_short_yes,4
S052095,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.1,robust_0.25c,includes_synthetic_short_yes,4
S052096,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.12,none,includes_synthetic_short_yes,3
S052097,matern,12h_prior,none,long_short,2,equal_budget,logit_gap,0.12,robust_0.10c,includes_synthetic_short_yes,4
