strategy_id,sharpe,expected_maximum_sharpe_under_trials,deflated_sharpe_probability,probabilistic_sharpe_vs_zero,trials
S040766,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040856,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040541,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040586,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040631,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040676,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040721,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040901,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040811,0.4042017163472133,0.5551176451244564,0.005008551443359746,0.9999999999973505,94500
S040991,0.3984529365325854,0.5551176451244564,0.0033356596333009437,0.9999999999973934,94500
S040946,0.3984529365325854,0.5551176451244564,0.0033356596333009437,0.9999999999973934,94500
S041036,0.3984529365325854,0.5551176451244564,0.0033356596333009437,0.9999999999973934,94500
S042971,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041891,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S042431,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S042521,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S043061,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041441,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S042476,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041936,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S043016,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041351,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041396,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S041981,0.37463868206360856,0.5551176451244564,0.0015453203529612108,0.9999999995910633,94500
S044231,0.3737653885024533,0.5551176451244564,0.0009463088502586791,0.9999999999236457,94500
S044276,0.3737653885024533,0.5551176451244564,0.0009463088502586791,0.9999999999236457,94500
S042836,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S042926,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S042881,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041306,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041261,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S042341,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S042386,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S042296,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041756,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041801,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041216,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S041846,0.37062837529861803,0.5551176451244564,0.0015517970390120871,0.999999998583726,94500
S043826,0.36719879037856484,0.5551176451244564,0.0010917593215616908,0.9999999989330327,94500
S043871,0.36719879037856484,0.5551176451244564,0.0010917593215616908,0.9999999989330327,94500
S042026,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S041576,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S042071,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S043151,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S041531,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S042116,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S042611,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S042566,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S041486,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S043106,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S042656,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S043196,0.3589143127447249,0.5551176451244564,0.0009701223177156621,0.9999999928356671,94500
S043961,0.3581562018853228,0.5551176451244564,0.0003704663121312171,0.9999999995748663,94500
S044006,0.3581562018853228,0.5551176451244564,0.0003704663121312171,0.9999999995748663,94500
S044141,0.3573797998270707,0.5551176451244564,0.0005314158692490799,0.9999999983511713,94500
S044096,0.3573797998270707,0.5551176451244564,0.0005314158692490799,0.9999999983511713,94500
S042432,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042342,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042387,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040902,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041442,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040587,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040542,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041937,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042477,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041397,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041622,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041982,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042252,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042297,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041172,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042522,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041307,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042207,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040857,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040632,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042162,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041217,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040812,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040767,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040677,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S040722,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041892,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041262,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042927,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042882,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042972,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042837,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041082,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041352,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S043017,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042792,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041127,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041712,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042747,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041802,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S042702,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S043062,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041757,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
S041847,0.3534130962491092,0.5551176451244564,0.00019651879533430212,0.9999999997364402,94500
