event_date,empirical_period,strategy,model,net_pnl,entry_capital,positions,active
2026-08-20,external_validation,fixed_settlement,rbf,0.945,0.055,1,True
2026-08-20,external_validation,fixed_settlement,static,0.945,0.055,1,True
2026-08-20,external_validation,taec11,matern32,0.2679999999999999,3.495,8,True
2026-08-20,external_validation,taec11,raw,-0.153,5.0295000000000005,7,True
2026-08-20,external_validation,taec11,rbf,0.2679999999999999,3.495,8,True
2026-08-20,external_validation,taec11,static,0.2679999999999999,3.495,8,True
2026-08-21,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-21,external_validation,fixed_settlement,raw,-0.105,0.105,1,True
2026-08-21,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-21,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-21,external_validation,taec11,matern32,-0.0874999999999999,2.3755,7,True
2026-08-21,external_validation,taec11,raw,-0.1999999999999999,3.215,5,True
2026-08-21,external_validation,taec11,rbf,-0.0874999999999999,2.3755,7,True
2026-08-21,external_validation,taec11,static,-0.0619999999999999,2.3505000000000003,6,True
2026-08-22,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-22,external_validation,fixed_settlement,raw,-0.215,0.215,1,True
2026-08-22,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-22,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-22,external_validation,taec11,matern32,-0.1134999999999999,2.3465,7,True
2026-08-22,external_validation,taec11,raw,-0.2329999999999999,3.46,5,True
2026-08-22,external_validation,taec11,rbf,-0.1089999999999999,2.3455,7,True
2026-08-22,external_validation,taec11,static,-0.0889999999999999,2.329,6,True
2026-08-23,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-23,external_validation,fixed_settlement,raw,-0.075,0.075,1,True
2026-08-23,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-23,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-23,external_validation,taec11,matern32,-0.0844999999999999,2.6175,7,True
2026-08-23,external_validation,taec11,raw,-0.1559999999999999,4.18,6,True
2026-08-23,external_validation,taec11,rbf,-0.1434999999999999,2.6175,7,True
2026-08-23,external_validation,taec11,static,-0.1889999999999999,2.6,6,True
2026-08-24,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-24,external_validation,fixed_settlement,raw,-0.185,0.185,1,True
2026-08-24,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-24,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-24,external_validation,taec11,matern32,-0.0295,1.615,5,True
2026-08-24,external_validation,taec11,raw,-0.3555,4.42,6,True
2026-08-24,external_validation,taec11,rbf,-0.0525,1.631,6,True
2026-08-24,external_validation,taec11,static,-0.0295,1.615,5,True
2026-08-25,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-25,external_validation,fixed_settlement,raw,-0.255,0.255,1,True
2026-08-25,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-25,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-25,external_validation,taec11,matern32,0.183,3.394,7,True
2026-08-25,external_validation,taec11,raw,-0.3964999999999999,4.5145,6,True
2026-08-25,external_validation,taec11,rbf,0.158,3.394,7,True
2026-08-25,external_validation,taec11,static,0.243,3.629,8,True
2026-08-26,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-26,external_validation,fixed_settlement,raw,0.855,0.145,1,True
2026-08-26,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-26,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-26,external_validation,taec11,matern32,-0.287,2.415,6,True
2026-08-26,external_validation,taec11,raw,-0.2114999999999999,4.3,6,True
2026-08-26,external_validation,taec11,rbf,-0.287,2.415,6,True
2026-08-26,external_validation,taec11,static,-0.287,2.415,6,True
2026-08-27,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-27,external_validation,fixed_settlement,raw,0.88,0.12,1,True
2026-08-27,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-27,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-27,external_validation,taec11,matern32,0.2399999999999999,2.3295,6,True
2026-08-27,external_validation,taec11,raw,0.2099999999999999,3.25,5,True
2026-08-27,external_validation,taec11,rbf,0.2399999999999999,2.3295,6,True
2026-08-27,external_validation,taec11,static,0.2399999999999999,2.3295,6,True
2026-08-28,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-28,external_validation,fixed_settlement,raw,-0.24,0.24,1,True
2026-08-28,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-28,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-28,external_validation,taec11,matern32,-0.2005,1.5625,5,True
2026-08-28,external_validation,taec11,raw,0.1904999999999999,3.515,5,True
2026-08-28,external_validation,taec11,rbf,-0.2005,1.5625,5,True
2026-08-28,external_validation,taec11,static,-0.2005,1.5625,5,True
2026-08-29,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-29,external_validation,fixed_settlement,raw,0.7050000000000001,0.295,1,True
2026-08-29,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-29,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-29,external_validation,taec11,matern32,-0.2535,2.5250000000000004,6,True
2026-08-29,external_validation,taec11,raw,0.0694999999999999,4.6,6,True
2026-08-29,external_validation,taec11,rbf,-0.2535,2.5250000000000004,6,True
2026-08-29,external_validation,taec11,static,-0.2535,2.5250000000000004,6,True
2026-08-30,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-30,external_validation,fixed_settlement,raw,-0.2,0.2,1,True
2026-08-30,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-30,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-30,external_validation,taec11,matern32,-0.0255,1.4605,4,True
2026-08-30,external_validation,taec11,raw,0.3789999999999999,5.38,7,True
2026-08-30,external_validation,taec11,rbf,-0.0255,1.4605,4,True
2026-08-30,external_validation,taec11,static,-0.0255,1.4605,4,True
2026-08-31,external_validation,fixed_settlement,matern32,0.0,0.0,0,False
2026-08-31,external_validation,fixed_settlement,raw,0.6950000000000001,0.305,1,True
2026-08-31,external_validation,fixed_settlement,rbf,0.0,0.0,0,False
2026-08-31,external_validation,fixed_settlement,static,0.0,0.0,0,False
2026-08-31,external_validation,taec11,matern32,-0.085,1.65,4,True
2026-08-31,external_validation,taec11,raw,-0.0414999999999999,5.609999999999999,7,True
2026-08-31,external_validation,taec11,rbf,-0.125,1.455,3,True
2026-08-31,external_validation,taec11,static,-0.085,1.65,4,True
