event_date,market_id,decision_rule,p_market,decision_cutoff_utc,selected_price_timestamp_utc,price_staleness_hours,source_cutoff_column,source_price_timestamp_column,condition_id,event_id,event_slug,market_slug,question,canonical_label,event_type,contract_event_type,lower_bound_c,upper_bound_c,bound_reference_c,bound_reconstruction_applied,bound_reference_source,source_lower_bound_column,source_upper_bound_column,selected_yes_token_id,no_token_id,sample_block,source_block,decision_rule_order
2026-04-20,2011244,24h_prior,0.002,2026-04-18 16:00:00+00:00,2026-04-18 15:00:30+00:00,0.9916666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 20?,21°C or below,lower,lower_tail_endpoint,,22.0,21.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,92670989278231954672923309479779187288707355477681805044244609865076579244706,,march_may_baseline,march_may_baseline,0
2026-04-20,2011245,24h_prior,0.002,2026-04-18 16:00:00+00:00,2026-04-18 15:00:38+00:00,0.9894444444444443,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 20?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88486776606520744295873972203430176929652185107997890572986462128912279844089,,march_may_baseline,march_may_baseline,0
2026-04-20,2011246,24h_prior,0.002,2026-04-18 16:00:00+00:00,2026-04-18 15:00:15+00:00,0.9958333333333332,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 20?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12835533810598244761479551057421131888609160305175219557309909446058274777704,,march_may_baseline,march_may_baseline,0
2026-04-20,2011247,24h_prior,0.005,2026-04-18 16:00:00+00:00,2026-04-18 15:00:39+00:00,0.9891666666666666,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 20?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38671671540397723423601616464778815020942030519279746286912245970376987808406,,march_may_baseline,march_may_baseline,0
2026-04-20,2011248,24h_prior,0.0195,2026-04-18 16:00:00+00:00,2026-04-18 15:00:24+00:00,0.9933333333333332,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 20?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,86104675974625844884922256352402469961716727193353127859101112624985224125011,,march_may_baseline,march_may_baseline,0
2026-04-20,2011249,24h_prior,0.07,2026-04-18 16:00:00+00:00,2026-04-18 15:00:38+00:00,0.9894444444444443,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 20?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9204461247074789966394042541918330427531702673498212816661814843856311780743,,march_may_baseline,march_may_baseline,0
2026-04-20,2011250,24h_prior,0.265,2026-04-18 16:00:00+00:00,2026-04-18 15:00:35+00:00,0.9902777777777778,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 20?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,16287523744216670446778159597433402302809730320808645410702438573193354677912,,march_may_baseline,march_may_baseline,0
2026-04-20,2011251,24h_prior,0.35,2026-04-18 16:00:00+00:00,2026-04-18 15:00:19+00:00,0.9947222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 20?,28°C,interior,interior_bin,28.0,29.0,28.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,75081330095889130200938629863809885190095665493839541833702808883424149969816,,march_may_baseline,march_may_baseline,0
2026-04-20,2011252,24h_prior,0.16,2026-04-18 16:00:00+00:00,2026-04-18 15:00:32+00:00,0.9911111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 20?,29°C,interior,interior_bin,29.0,30.0,29.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9640269693567121435952449142457313461995494148568641198480657769322562488728,,march_may_baseline,march_may_baseline,0
2026-04-20,2011253,24h_prior,0.06,2026-04-18 16:00:00+00:00,2026-04-18 15:00:32+00:00,0.9911111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 20?,30°C,interior,interior_bin,30.0,31.0,30.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88972544422870281253943106381371696142349945648787469999515671331873316541560,,march_may_baseline,march_may_baseline,0
2026-04-20,2011254,24h_prior,0.028,2026-04-18 16:00:00+00:00,2026-04-18 14:00:42+00:00,1.9883333333333333,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,31°C or higher,upper,upper_tail,31.0,,31.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,29695013771125522409460266095387918863204851606003631160844086472628442509521,,march_may_baseline,march_may_baseline,0
2026-04-20,2011244,12h_prior,0.0025,2026-04-19 04:00:00+00:00,2026-04-19 01:00:57+00:00,2.984166666666667,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 20?,21°C or below,lower,lower_tail_endpoint,,22.0,21.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,92670989278231954672923309479779187288707355477681805044244609865076579244706,,march_may_baseline,march_may_baseline,1
2026-04-20,2011245,12h_prior,0.0015,2026-04-19 04:00:00+00:00,2026-04-18 18:00:16+00:00,9.995555555555557,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 20?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88486776606520744295873972203430176929652185107997890572986462128912279844089,,march_may_baseline,march_may_baseline,1
2026-04-20,2011246,12h_prior,0.0005,2026-04-19 04:00:00+00:00,2026-04-19 02:00:57+00:00,1.9841666666666664,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 20?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12835533810598244761479551057421131888609160305175219557309909446058274777704,,march_may_baseline,march_may_baseline,1
2026-04-20,2011247,12h_prior,0.0035,2026-04-19 04:00:00+00:00,2026-04-18 20:00:01+00:00,7.999722222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 20?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38671671540397723423601616464778815020942030519279746286912245970376987808406,,march_may_baseline,march_may_baseline,1
2026-04-20,2011248,12h_prior,0.0065,2026-04-19 04:00:00+00:00,2026-04-19 02:00:59+00:00,1.9836111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 20?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,86104675974625844884922256352402469961716727193353127859101112624985224125011,,march_may_baseline,march_may_baseline,1
2026-04-20,2011249,12h_prior,0.041,2026-04-19 04:00:00+00:00,2026-04-18 18:00:16+00:00,9.995555555555557,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 20?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9204461247074789966394042541918330427531702673498212816661814843856311780743,,march_may_baseline,march_may_baseline,1
2026-04-20,2011250,12h_prior,0.23,2026-04-19 04:00:00+00:00,2026-04-19 01:00:59+00:00,2.983611111111111,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 20?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,16287523744216670446778159597433402302809730320808645410702438573193354677912,,march_may_baseline,march_may_baseline,1
2026-04-20,2011251,12h_prior,0.395,2026-04-19 04:00:00+00:00,2026-04-19 02:00:58+00:00,1.9838888888888888,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 20?,28°C,interior,interior_bin,28.0,29.0,28.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,75081330095889130200938629863809885190095665493839541833702808883424149969816,,march_may_baseline,march_may_baseline,1
2026-04-20,2011252,12h_prior,0.26,2026-04-19 04:00:00+00:00,2026-04-19 01:00:57+00:00,2.984166666666667,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 20?,29°C,interior,interior_bin,29.0,30.0,29.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9640269693567121435952449142457313461995494148568641198480657769322562488728,,march_may_baseline,march_may_baseline,1
2026-04-20,2011253,12h_prior,0.035,2026-04-19 04:00:00+00:00,2026-04-19 01:00:57+00:00,2.984166666666667,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 20?,30°C,interior,interior_bin,30.0,31.0,30.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88972544422870281253943106381371696142349945648787469999515671331873316541560,,march_may_baseline,march_may_baseline,1
2026-04-20,2011254,12h_prior,0.007,2026-04-19 04:00:00+00:00,2026-04-19 03:00:37+00:00,0.9897222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,31°C or higher,upper,upper_tail,31.0,,31.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,29695013771125522409460266095387918863204851606003631160844086472628442509521,,march_may_baseline,march_may_baseline,1
2026-04-20,2011244,6h_prior,0.0005,2026-04-19 10:00:00+00:00,2026-04-19 07:00:49+00:00,2.986388888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 20?,21°C or below,lower,lower_tail_endpoint,,22.0,21.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,92670989278231954672923309479779187288707355477681805044244609865076579244706,,march_may_baseline,march_may_baseline,2
2026-04-20,2011245,6h_prior,0.0005,2026-04-19 10:00:00+00:00,2026-04-19 07:00:52+00:00,2.9855555555555555,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 20?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88486776606520744295873972203430176929652185107997890572986462128912279844089,,march_may_baseline,march_may_baseline,2
2026-04-20,2011246,6h_prior,0.0005,2026-04-19 10:00:00+00:00,2026-04-19 07:00:45+00:00,2.9875,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 20?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12835533810598244761479551057421131888609160305175219557309909446058274777704,,march_may_baseline,march_may_baseline,2
2026-04-20,2011247,6h_prior,0.0015,2026-04-19 10:00:00+00:00,2026-04-19 07:00:53+00:00,2.9852777777777777,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 20?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38671671540397723423601616464778815020942030519279746286912245970376987808406,,march_may_baseline,march_may_baseline,2
2026-04-20,2011248,6h_prior,0.0015,2026-04-19 10:00:00+00:00,2026-04-19 07:00:47+00:00,2.9869444444444446,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 20?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,86104675974625844884922256352402469961716727193353127859101112624985224125011,,march_may_baseline,march_may_baseline,2
2026-04-20,2011249,6h_prior,0.0155,2026-04-19 10:00:00+00:00,2026-04-19 07:00:52+00:00,2.9855555555555555,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 20?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9204461247074789966394042541918330427531702673498212816661814843856311780743,,march_may_baseline,march_may_baseline,2
2026-04-20,2011250,6h_prior,0.325,2026-04-19 10:00:00+00:00,2026-04-19 07:00:51+00:00,2.9858333333333333,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 20?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,16287523744216670446778159597433402302809730320808645410702438573193354677912,,march_may_baseline,march_may_baseline,2
2026-04-20,2011251,6h_prior,0.41,2026-04-19 10:00:00+00:00,2026-04-19 07:00:46+00:00,2.987222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 20?,28°C,interior,interior_bin,28.0,29.0,28.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,75081330095889130200938629863809885190095665493839541833702808883424149969816,,march_may_baseline,march_may_baseline,2
2026-04-20,2011252,6h_prior,0.235,2026-04-19 10:00:00+00:00,2026-04-19 07:00:49+00:00,2.986388888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 20?,29°C,interior,interior_bin,29.0,30.0,29.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9640269693567121435952449142457313461995494148568641198480657769322562488728,,march_may_baseline,march_may_baseline,2
2026-04-20,2011253,6h_prior,0.036,2026-04-19 10:00:00+00:00,2026-04-19 07:00:49+00:00,2.986388888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 20?,30°C,interior,interior_bin,30.0,31.0,30.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88972544422870281253943106381371696142349945648787469999515671331873316541560,,march_may_baseline,march_may_baseline,2
2026-04-20,2011254,6h_prior,0.016,2026-04-19 10:00:00+00:00,2026-04-19 09:00:40+00:00,0.9888888888888888,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,31°C or higher,upper,upper_tail,31.0,,31.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,29695013771125522409460266095387918863204851606003631160844086472628442509521,,march_may_baseline,march_may_baseline,2
2026-04-20,2011244,event_day_open,0.0005,2026-04-19 16:00:00+00:00,2026-04-19 07:00:49+00:00,8.98638888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 20?,21°C or below,lower,lower_tail_endpoint,,22.0,21.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,92670989278231954672923309479779187288707355477681805044244609865076579244706,,march_may_baseline,march_may_baseline,3
2026-04-20,2011245,event_day_open,0.0005,2026-04-19 16:00:00+00:00,2026-04-19 12:00:01+00:00,3.999722222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 20?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88486776606520744295873972203430176929652185107997890572986462128912279844089,,march_may_baseline,march_may_baseline,3
2026-04-20,2011246,event_day_open,0.0005,2026-04-19 16:00:00+00:00,2026-04-19 07:00:45+00:00,8.9875,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 20?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12835533810598244761479551057421131888609160305175219557309909446058274777704,,march_may_baseline,march_may_baseline,3
2026-04-20,2011247,event_day_open,0.0015,2026-04-19 16:00:00+00:00,2026-04-19 12:00:03+00:00,3.9991666666666665,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 20?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38671671540397723423601616464778815020942030519279746286912245970376987808406,,march_may_baseline,march_may_baseline,3
2026-04-20,2011248,event_day_open,0.0015,2026-04-19 16:00:00+00:00,2026-04-19 07:00:47+00:00,8.986944444444445,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 20?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,86104675974625844884922256352402469961716727193353127859101112624985224125011,,march_may_baseline,march_may_baseline,3
2026-04-20,2011249,event_day_open,0.0425,2026-04-19 16:00:00+00:00,2026-04-19 12:00:00+00:00,4.0,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 20?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9204461247074789966394042541918330427531702673498212816661814843856311780743,,march_may_baseline,march_may_baseline,3
2026-04-20,2011250,event_day_open,0.325,2026-04-19 16:00:00+00:00,2026-04-19 07:00:51+00:00,8.985833333333334,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 20?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,16287523744216670446778159597433402302809730320808645410702438573193354677912,,march_may_baseline,march_may_baseline,3
2026-04-20,2011251,event_day_open,0.41,2026-04-19 16:00:00+00:00,2026-04-19 07:00:46+00:00,8.987222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 20?,28°C,interior,interior_bin,28.0,29.0,28.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,75081330095889130200938629863809885190095665493839541833702808883424149969816,,march_may_baseline,march_may_baseline,3
2026-04-20,2011252,event_day_open,0.235,2026-04-19 16:00:00+00:00,2026-04-19 07:00:49+00:00,8.98638888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 20?,29°C,interior,interior_bin,29.0,30.0,29.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,9640269693567121435952449142457313461995494148568641198480657769322562488728,,march_may_baseline,march_may_baseline,3
2026-04-20,2011253,event_day_open,0.036,2026-04-19 16:00:00+00:00,2026-04-19 07:00:49+00:00,8.98638888888889,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 20?,30°C,interior,interior_bin,30.0,31.0,30.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,88972544422870281253943106381371696142349945648787469999515671331873316541560,,march_may_baseline,march_may_baseline,3
2026-04-20,2011254,event_day_open,0.009,2026-04-19 16:00:00+00:00,2026-04-19 15:00:46+00:00,0.9872222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-20-2026,highest-temperature-in-hong-kong-on-april-20-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,31°C or higher,upper,upper_tail,31.0,,31.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,29695013771125522409460266095387918863204851606003631160844086472628442509521,,march_may_baseline,march_may_baseline,3
2026-04-21,2019308,24h_prior,0.0015,2026-04-19 16:00:00+00:00,2026-04-19 13:00:56+00:00,2.984444444444444,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 21?,21°C or below,lower,lower_tail_endpoint,,22.0,21.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,76365446034304347182218922163461894596529331084251224954847284012177378697193,,march_may_baseline,march_may_baseline,0
2026-04-21,2019309,24h_prior,0.0015,2026-04-19 16:00:00+00:00,2026-04-19 14:00:55+00:00,1.9847222222222225,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 21?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,16504012867298104993124920289669993189896352173815864330895510332650637651210,,march_may_baseline,march_may_baseline,0
2026-04-21,2019310,24h_prior,0.0015,2026-04-19 16:00:00+00:00,2026-04-19 07:00:50+00:00,8.98611111111111,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 21?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,37700172483977098993428412087241655789122851267027570845932483664527955642655,,march_may_baseline,march_may_baseline,0
2026-04-21,2019311,24h_prior,0.0035,2026-04-19 16:00:00+00:00,2026-04-19 14:00:58+00:00,1.9838888888888888,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 21?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,20885720968403058090698808164155977364105443295388431991568349047552653520686,,march_may_baseline,march_may_baseline,0
2026-04-21,2019312,24h_prior,0.0055,2026-04-19 16:00:00+00:00,2026-04-19 07:00:46+00:00,8.987222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 21?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,11390427908744933903133049134402875779875387110463093139939885130837171802815,,march_may_baseline,march_may_baseline,0
2026-04-21,2019313,24h_prior,0.0245,2026-04-19 16:00:00+00:00,2026-04-19 12:00:05+00:00,3.998611111111111,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 21?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,21350320709134651076880098366785135029373711428609526031345594997351455462797,,march_may_baseline,march_may_baseline,0
2026-04-21,2019314,24h_prior,0.14,2026-04-19 16:00:00+00:00,2026-04-19 07:00:46+00:00,8.987222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-april-21-2026,highest-temperature-in-hong-kong-on-april-21-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 21?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,104751468212137122900468231265518334515957883839653791959001100529443059582587,,march_may_baseline,march_may_baseline,0
