scope,dates,rows,fitted_mean_c,fitted_sd_c,jarque_bera_statistic,jarque_bera_nominal_p_value,dagostino_k2_statistic,dagostino_nominal_p_value,kolmogorov_smirnov_statistic_fitted_parameters,kolmogorov_smirnov_nominal_p_value,cramer_von_mises_statistic_fitted_parameters,cramer_von_mises_nominal_p_value,anderson_darling_statistic,anderson_darling_5pct_critical_value,p_value_caveat
pooled_all_rules,730,2920,1.4296575342465752,1.4732503116670568,2.4393791303360404,0.2953218308783846,2.599344304248782,0.2726211566514304,0.032176387268565254,0.004628559418812649,0.33472513301869705,0.10823204784598373,2.077519328210201,0.786,Nominal descriptive diagnostics only: Gaussian parameters are estimated from the same data and date-rule rows are dependent within settlement date.
24h_prior,730,730,1.4443835616438356,1.5490968086719121,0.3332317487695148,0.8465247207209348,0.2994844450576298,0.8609298761497957,0.035759784214264345,0.30086933141084937,0.09941411890903692,0.5878792051381527,0.601970146654935,0.783,Nominal descriptive diagnostics only: Gaussian parameters are estimated from the same data and date-rule rows are dependent within settlement date.
12h_prior,730,730,1.422739726027397,1.4781826793984059,0.6182464995125049,0.7340902880013707,0.524457131961415,0.7693351597647998,0.042304026272873,0.142483441913966,0.1048077594969679,0.5619333861378673,0.6125526377330743,0.783,Nominal descriptive diagnostics only: Gaussian parameters are estimated from the same data and date-rule rows are dependent within settlement date.
6h_prior,730,730,1.4335616438356165,1.4717773563721532,0.37323445169627273,0.8297612867792816,0.2728310292951774,0.8724800289286427,0.03878181216274851,0.21655121544049305,0.09718375107238039,0.5989862123600553,0.5801944232018741,0.783,Nominal descriptive diagnostics only: Gaussian parameters are estimated from the same data and date-rule rows are dependent within settlement date.
event_day_open,730,730,1.417945205479452,1.3926688896594432,4.772960501910966,0.09195276561956353,6.920402474674703,0.03142343781309999,0.033692330761784905,0.37044324014628005,0.12566152682590004,0.4731434257046184,0.8482246795871333,0.783,Nominal descriptive diagnostics only: Gaussian parameters are estimated from the same data and date-rule rows are dependent within settlement date.
