weight_gp,weight_market,development_dates,development_books,date_balanced_categorical_log
0.0650000000,0.9350000000,100,385,1.4145126878
0.0660000000,0.9340000000,100,385,1.4144346683
0.0670000000,0.9330000000,100,385,1.4143576442
0.0680000000,0.9320000000,100,385,1.4142816075
0.0690000000,0.9310000000,100,385,1.4142065504
0.0700000000,0.9300000000,100,385,1.4141324653
0.0710000000,0.9290000000,100,385,1.4140593447
0.0720000000,0.9280000000,100,385,1.4139871812
0.0730000000,0.9270000000,100,385,1.4139159675
0.0740000000,0.9260000000,100,385,1.4138456966
0.0750000000,0.9250000000,100,385,1.4137763613
0.0760000000,0.9240000000,100,385,1.4137079549
0.0770000000,0.9230000000,100,385,1.4136404704
0.0780000000,0.9220000000,100,385,1.4135739012
0.0790000000,0.9210000000,100,385,1.4135082408
0.0800000000,0.9200000000,100,385,1.4134434827
0.0810000000,0.9190000000,100,385,1.4133796204
0.0820000000,0.9180000000,100,385,1.4133166478
0.0830000000,0.9170000000,100,385,1.4132545587
0.0840000000,0.9160000000,100,385,1.4131933469
0.0850000000,0.9150000000,100,385,1.4131330065
0.0860000000,0.9140000000,100,385,1.4130735317
0.0870000000,0.9130000000,100,385,1.4130149166
0.0880000000,0.9120000000,100,385,1.4129571555
0.0890000000,0.9110000000,100,385,1.4129002427
0.0900000000,0.9100000000,100,385,1.4128441729
0.0910000000,0.9090000000,100,385,1.4127889403
0.0920000000,0.9080000000,100,385,1.4127345398
0.0930000000,0.9070000000,100,385,1.4126809660
0.0940000000,0.9060000000,100,385,1.4126282136
0.0950000000,0.9050000000,100,385,1.4125762775
0.0960000000,0.9040000000,100,385,1.4125251527
0.0970000000,0.9030000000,100,385,1.4124748341
0.0980000000,0.9020000000,100,385,1.4124253167
0.0990000000,0.9010000000,100,385,1.4123765959
0.1000000000,0.9000000000,100,385,1.4123286666
0.1010000000,0.8990000000,100,385,1.4122815242
0.1020000000,0.8980000000,100,385,1.4122351641
0.1030000000,0.8970000000,100,385,1.4121895815
0.1040000000,0.8960000000,100,385,1.4121447721
0.1050000000,0.8950000000,100,385,1.4121007313
0.1060000000,0.8940000000,100,385,1.4120574546
0.1070000000,0.8930000000,100,385,1.4120149378
0.1080000000,0.8920000000,100,385,1.4119731765
0.1090000000,0.8910000000,100,385,1.4119321665
0.1100000000,0.8900000000,100,385,1.4118919036
0.1110000000,0.8890000000,100,385,1.4118523836
0.1120000000,0.8880000000,100,385,1.4118136025
0.1130000000,0.8870000000,100,385,1.4117755563
0.1140000000,0.8860000000,100,385,1.4117382409
0.1150000000,0.8850000000,100,385,1.4117016525
0.1160000000,0.8840000000,100,385,1.4116657871
0.1170000000,0.8830000000,100,385,1.4116306410
0.1180000000,0.8820000000,100,385,1.4115962103
0.1190000000,0.8810000000,100,385,1.4115624914
0.1200000000,0.8800000000,100,385,1.4115294805
0.1210000000,0.8790000000,100,385,1.4114971740
0.1220000000,0.8780000000,100,385,1.4114655683
0.1230000000,0.8770000000,100,385,1.4114346598
0.1240000000,0.8760000000,100,385,1.4114044451
0.1250000000,0.8750000000,100,385,1.4113749207
0.1260000000,0.8740000000,100,385,1.4113460832
0.1270000000,0.8730000000,100,385,1.4113179291
0.1280000000,0.8720000000,100,385,1.4112904551
0.1290000000,0.8710000000,100,385,1.4112636580
0.1300000000,0.8700000000,100,385,1.4112375344
0.1310000000,0.8690000000,100,385,1.4112120812
0.1320000000,0.8680000000,100,385,1.4111872951
0.1330000000,0.8670000000,100,385,1.4111631730
0.1340000000,0.8660000000,100,385,1.4111397118
0.1350000000,0.8650000000,100,385,1.4111169084
0.1360000000,0.8640000000,100,385,1.4110947598
0.1370000000,0.8630000000,100,385,1.4110732629
0.1380000000,0.8620000000,100,385,1.4110524148
0.1390000000,0.8610000000,100,385,1.4110322125
0.1400000000,0.8600000000,100,385,1.4110126531
0.1410000000,0.8590000000,100,385,1.4109937338
0.1420000000,0.8580000000,100,385,1.4109754517
0.1430000000,0.8570000000,100,385,1.4109578040
0.1440000000,0.8560000000,100,385,1.4109407879
0.1450000000,0.8550000000,100,385,1.4109244007
0.1460000000,0.8540000000,100,385,1.4109086396
0.1470000000,0.8530000000,100,385,1.4108935020
0.1480000000,0.8520000000,100,385,1.4108789852
0.1490000000,0.8510000000,100,385,1.4108650865
0.1500000000,0.8500000000,100,385,1.4108518034
0.1510000000,0.8490000000,100,385,1.4108391333
0.1520000000,0.8480000000,100,385,1.4108270736
0.1530000000,0.8470000000,100,385,1.4108156218
0.1540000000,0.8460000000,100,385,1.4108047754
0.1550000000,0.8450000000,100,385,1.4107945320
0.1560000000,0.8440000000,100,385,1.4107848891
0.1570000000,0.8430000000,100,385,1.4107758443
0.1580000000,0.8420000000,100,385,1.4107673952
0.1590000000,0.8410000000,100,385,1.4107595394
0.1600000000,0.8400000000,100,385,1.4107522746
0.1610000000,0.8390000000,100,385,1.4107455984
0.1620000000,0.8380000000,100,385,1.4107395087
0.1630000000,0.8370000000,100,385,1.4107340030
0.1640000000,0.8360000000,100,385,1.4107290792
0.1650000000,0.8350000000,100,385,1.4107247350
0.1660000000,0.8340000000,100,385,1.4107209683
0.1670000000,0.8330000000,100,385,1.4107177768
0.1680000000,0.8320000000,100,385,1.4107151584
0.1690000000,0.8310000000,100,385,1.4107131109
0.1700000000,0.8300000000,100,385,1.4107116323
0.1710000000,0.8290000000,100,385,1.4107107205
0.1720000000,0.8280000000,100,385,1.4107103733
0.1730000000,0.8270000000,100,385,1.4107105887
0.1740000000,0.8260000000,100,385,1.4107113647
0.1750000000,0.8250000000,100,385,1.4107126992
0.1760000000,0.8240000000,100,385,1.4107145904
0.1770000000,0.8230000000,100,385,1.4107170361
0.1780000000,0.8220000000,100,385,1.4107200345
0.1790000000,0.8210000000,100,385,1.4107235836
0.1800000000,0.8200000000,100,385,1.4107276815
0.1810000000,0.8190000000,100,385,1.4107323262
0.1820000000,0.8180000000,100,385,1.4107375160
0.1830000000,0.8170000000,100,385,1.4107432489
0.1840000000,0.8160000000,100,385,1.4107495232
0.1850000000,0.8150000000,100,385,1.4107563369
0.1860000000,0.8140000000,100,385,1.4107636882
0.1870000000,0.8130000000,100,385,1.4107715755
0.1880000000,0.8120000000,100,385,1.4107799968
0.1890000000,0.8110000000,100,385,1.4107889504
0.1900000000,0.8100000000,100,385,1.4107984347
0.1910000000,0.8090000000,100,385,1.4108084478
0.1920000000,0.8080000000,100,385,1.4108189880
0.1930000000,0.8070000000,100,385,1.4108300537
0.1940000000,0.8060000000,100,385,1.4108416431
0.1950000000,0.8050000000,100,385,1.4108537547
0.1960000000,0.8040000000,100,385,1.4108663867
0.1970000000,0.8030000000,100,385,1.4108795376
0.1980000000,0.8020000000,100,385,1.4108932056
0.1990000000,0.8010000000,100,385,1.4109073892
0.2000000000,0.8000000000,100,385,1.4109220869
0.2010000000,0.7990000000,100,385,1.4109372970
0.2020000000,0.7980000000,100,385,1.4109530179
0.2030000000,0.7970000000,100,385,1.4109692482
0.2040000000,0.7960000000,100,385,1.4109859862
0.2050000000,0.7950000000,100,385,1.4110032305
0.2060000000,0.7940000000,100,385,1.4110209796
0.2070000000,0.7930000000,100,385,1.4110392319
0.2080000000,0.7920000000,100,385,1.4110579860
0.2090000000,0.7910000000,100,385,1.4110772405
0.2100000000,0.7900000000,100,385,1.4110969938
0.2110000000,0.7890000000,100,385,1.4111172445
0.2120000000,0.7880000000,100,385,1.4111379912
0.2130000000,0.7870000000,100,385,1.4111592325
0.2140000000,0.7860000000,100,385,1.4111809670
0.2150000000,0.7850000000,100,385,1.4112031932
0.2160000000,0.7840000000,100,385,1.4112259098
0.2170000000,0.7830000000,100,385,1.4112491155
0.2180000000,0.7820000000,100,385,1.4112728089
0.2190000000,0.7810000000,100,385,1.4112969886
0.2200000000,0.7800000000,100,385,1.4113216533
0.2210000000,0.7790000000,100,385,1.4113468017
0.2220000000,0.7780000000,100,385,1.4113724324
0.2230000000,0.7770000000,100,385,1.4113985443
0.2240000000,0.7760000000,100,385,1.4114251359
0.2250000000,0.7750000000,100,385,1.4114522060
0.2260000000,0.7740000000,100,385,1.4114797534
0.2270000000,0.7730000000,100,385,1.4115077767
0.2280000000,0.7720000000,100,385,1.4115362748
0.2290000000,0.7710000000,100,385,1.4115652465
0.2300000000,0.7700000000,100,385,1.4115946904
0.2310000000,0.7690000000,100,385,1.4116246054
0.2320000000,0.7680000000,100,385,1.4116549902
0.2330000000,0.7670000000,100,385,1.4116858438
0.2340000000,0.7660000000,100,385,1.4117171648
0.2350000000,0.7650000000,100,385,1.4117489522
0.2360000000,0.7640000000,100,385,1.4117812047
0.2370000000,0.7630000000,100,385,1.4118139212
0.2380000000,0.7620000000,100,385,1.4118471006
0.2390000000,0.7610000000,100,385,1.4118807417
0.2400000000,0.7600000000,100,385,1.4119148435
0.2410000000,0.7590000000,100,385,1.4119494047
0.2420000000,0.7580000000,100,385,1.4119844243
0.2430000000,0.7570000000,100,385,1.4120199012
0.2440000000,0.7560000000,100,385,1.4120558343
0.2450000000,0.7550000000,100,385,1.4120922225
0.2460000000,0.7540000000,100,385,1.4121290648
0.2470000000,0.7530000000,100,385,1.4121663601
0.2480000000,0.7520000000,100,385,1.4122041073
0.2490000000,0.7510000000,100,385,1.4122423053
0.2500000000,0.7500000000,100,385,1.4122809533
0.2510000000,0.7490000000,100,385,1.4123200500
0.2520000000,0.7480000000,100,385,1.4123595946
0.2530000000,0.7470000000,100,385,1.4123995860
0.2540000000,0.7460000000,100,385,1.4124400231
0.2550000000,0.7450000000,100,385,1.4124809051
0.2560000000,0.7440000000,100,385,1.4125222309
0.2570000000,0.7430000000,100,385,1.4125639995
0.2580000000,0.7420000000,100,385,1.4126062100
0.2590000000,0.7410000000,100,385,1.4126488613
0.2600000000,0.7400000000,100,385,1.4126919527
0.2610000000,0.7390000000,100,385,1.4127354830
0.2620000000,0.7380000000,100,385,1.4127794514
0.2630000000,0.7370000000,100,385,1.4128238569
0.2640000000,0.7360000000,100,385,1.4128686986
0.2650000000,0.7350000000,100,385,1.4129139756
0.2660000000,0.7340000000,100,385,1.4129596870
0.2670000000,0.7330000000,100,385,1.4130058318
0.2680000000,0.7320000000,100,385,1.4130524093
0.2690000000,0.7310000000,100,385,1.4130994184
0.2700000000,0.7300000000,100,385,1.4131468583
0.2710000000,0.7290000000,100,385,1.4131947282
0.2720000000,0.7280000000,100,385,1.4132430271
0.2730000000,0.7270000000,100,385,1.4132917542
0.2740000000,0.7260000000,100,385,1.4133409087
0.2750000000,0.7250000000,100,385,1.4133904897
0.2760000000,0.7240000000,100,385,1.4134404963
0.2770000000,0.7230000000,100,385,1.4134909278
0.2780000000,0.7220000000,100,385,1.4135417833
0.2790000000,0.7210000000,100,385,1.4135930619
0.2800000000,0.7200000000,100,385,1.4136447630
0.2810000000,0.7190000000,100,385,1.4136968856
0.2820000000,0.7180000000,100,385,1.4137494289
0.2830000000,0.7170000000,100,385,1.4138023923
0.2840000000,0.7160000000,100,385,1.4138557748
0.2850000000,0.7150000000,100,385,1.4139095757
0.2860000000,0.7140000000,100,385,1.4139637942
0.2870000000,0.7130000000,100,385,1.4140184295
0.2880000000,0.7120000000,100,385,1.4140734810
0.2890000000,0.7110000000,100,385,1.4141289478
0.2900000000,0.7100000000,100,385,1.4141848291
0.2910000000,0.7090000000,100,385,1.4142411243
0.2920000000,0.7080000000,100,385,1.4142978326
0.2930000000,0.7070000000,100,385,1.4143549532
0.2940000000,0.7060000000,100,385,1.4144124854
0.2950000000,0.7050000000,100,385,1.4144704286
0.2960000000,0.7040000000,100,385,1.4145287819
0.2970000000,0.7030000000,100,385,1.4145875447
0.2980000000,0.7020000000,100,385,1.4146467163
0.2990000000,0.7010000000,100,385,1.4147062959
0.3000000000,0.7000000000,100,385,1.4147662829
0.3010000000,0.6990000000,100,385,1.4148266766
0.3020000000,0.6980000000,100,385,1.4148874763
0.3030000000,0.6970000000,100,385,1.4149486813
0.3040000000,0.6960000000,100,385,1.4150102910
0.3050000000,0.6950000000,100,385,1.4150723046
0.3060000000,0.6940000000,100,385,1.4151347216
