request_id,run_date,run_init_utc,cycle_utc,cycle_role,model,request_url,cache_path,status,attempts,network_retrieved,cache_reused,response_sha256,compressed_file_sha256,compressed_file_bytes,hourly_rows,first_time,last_time,returned_timezone,returned_latitude,returned_longitude,returned_elevation,error,market_price_accessed,outcome_accessed,failure_type,successful_core_runs_on_date,retry_with_relaxed_validation,permanently_unavailable,repair_role,original_core_cycle,validation_rule
ifs_20250806_12,2025-08-06,2025-08-06 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-06T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250806_12.json.gz,FAILED,1,False,False,f2b9e3a7ef21b2c181027e5d06a58a987a8f6cf8b4049d0d67240daf5173a473,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250807_00,2025-08-07,2025-08-07 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-07T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250807_00.json.gz,FAILED,1,False,False,e3c5f1ab5981f9481b8ccf06a85c1e4a263706d8c810bfdaf701962df9568871,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250913_00,2025-09-13,2025-09-13 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-13T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250913_00.json.gz,FAILED,1,False,False,dd742484fd421fdf37ccfeb87ad8fb8a598c5160452553f4f3b63ff300691fd4,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250916_12,2025-09-16,2025-09-16 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-16T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250916_12.json.gz,FAILED,1,False,False,8202b8dcc4af5b019bc16292a2aa861a0a69bb05f9f7aec760026e377ec98845,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250917_00,2025-09-17,2025-09-17 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-17T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250917_00.json.gz,FAILED,1,False,False,ed0a8a10126a666ad6ff6796f55fee6361d09f5bbdeb27c479720fbdee454568,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250918_12,2025-09-18,2025-09-18 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-18T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250918_12.json.gz,FAILED,1,False,False,db53b5556c015e98ecbc3ede2581cc6053a0f1c54273be482bdf47f6efbad377,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250920_00,2025-09-20,2025-09-20 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-20T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250920_00.json.gz,FAILED,1,False,False,1d796957375fac349be6465353e94f3e0c336edf33c055e5015c0a16f39d0215,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250921_00,2025-09-21,2025-09-21 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-21T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250921_00.json.gz,FAILED,1,False,False,5021ac094bedcf5d3dca8908428627eddd1bc995985d475302af8547306b5dd3,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250924_12,2025-09-24,2025-09-24 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-24T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250924_12.json.gz,FAILED,1,False,False,35641721cbe0f144a200a5d2a094fe2d4048f567f5f58554cbcdb5b0ba4c9f83,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250927_12,2025-09-27,2025-09-27 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-27T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250927_12.json.gz,FAILED,1,False,False,bfd83f870f067caeda73c7aef3a38f8b25a93dd0fccd61e9772290d2ceadf8f9,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250928_00,2025-09-28,2025-09-28 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-28T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250928_00.json.gz,FAILED,1,False,False,3806990938fbe854b3423f996f74e244df30a889bb1386c179dd9dd5be106426,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250928_12,2025-09-28,2025-09-28 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-28T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250928_12.json.gz,FAILED,1,False,False,d18ea6334922857b093a35decc92c8f4772331cd90a6783f8aaaef30229b9987,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251203_00,2025-12-03,2025-12-03 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-03T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251203_00.json.gz,FAILED,1,False,False,c9786ffadb5ed8a6ea4c253aab170956a59bd5728ff5fa8bd7c8cec0e5285020,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251205_00,2025-12-05,2025-12-05 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-05T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251205_00.json.gz,FAILED,1,False,False,1bc5d9f47625372a7d0b892621abd15781ce398815b0835aa3db408682560d78,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251208_12,2025-12-08,2025-12-08 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-08T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251208_12.json.gz,FAILED,1,False,False,95e4a219da28158d241dba7d2d198bfa7f4043fe8a6a9d834dff3292cc86a444,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251210_00,2025-12-10,2025-12-10 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-10T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251210_00.json.gz,FAILED,1,False,False,71bbaa35c100191703f1407cc8ec9153508b569acde7017c2deaff25ddcb8012,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251214_12,2025-12-14,2025-12-14 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-14T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251214_12.json.gz,FAILED,1,False,False,a9e9ea692ffd05b1c36a7e6c36fd7a13d0d9742ecff6900b52a5d60dae65898a,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251215_12,2025-12-15,2025-12-15 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-15T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251215_12.json.gz,FAILED,1,False,False,83648700c5cfd2ea3b127d2194cb3ce8c7b1403beceb227c92a0333717fa4310,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251217_00,2025-12-17,2025-12-17 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-17T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251217_00.json.gz,FAILED,1,False,False,8274597d59297f39f55e199e63c9bbbceca29e366dd14fc81f993715432356b0,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251219_00,2025-12-19,2025-12-19 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-19T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251219_00.json.gz,FAILED,1,False,False,ae7b802f2b7e1d4cd434204b07dd3ff9183925a7f9dc05c762f8bdcfa6a8e67d,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251225_00,2025-12-25,2025-12-25 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-25T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251225_00.json.gz,FAILED,1,False,False,93b2c61eca4e013861645ad5290fc77c625d60fa4349bf0b748789d2983a5913,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251228_00,2025-12-28,2025-12-28 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-28T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251228_00.json.gz,FAILED,1,False,False,4d5695d0c51e14258e8113f16e3dbe59ea729c1c9e3fe8b9a3287fbdc215f07c,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20251231_12,2025-12-31,2025-12-31 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-12-31T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/12/ecmwf_ifs_20251231_12.json.gz,FAILED,1,False,False,e1150b5bc18f6d5ea00c501bd97dc5b4148c46b229cf125bb952f97c72379bf3,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260310_00,2026-03-10,2026-03-10 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-10T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260310_00.json.gz,FAILED,1,False,False,bcd1e7b704cde6303760ecf3eec0384d3e85d3e4689542f0785562255d59d64b,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260310_12,2026-03-10,2026-03-10 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-10T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260310_12.json.gz,FAILED,1,False,False,26a06c001bbc28cda493019a8031ce882c4e5d2315fbfec291c5564091c92dad,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260312_00,2026-03-12,2026-03-12 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-12T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260312_00.json.gz,FAILED,1,False,False,19a166a2fd3ee202f84414701edc9bec19949c48fc946fea96540eaded1357b7,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260313_00,2026-03-13,2026-03-13 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-13T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260313_00.json.gz,FAILED,1,False,False,f7087c1f6b0ffaa5d402ade17dcbf693399ae81c4249fd5d54c2716721ecf8f1,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260314_00,2026-03-14,2026-03-14 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-14T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260314_00.json.gz,FAILED,1,False,False,402c310a2e5757adf3d43d7f0162231a1d06ad28a6fae4f665d9c17f6facf1ea,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20260315_00,2026-03-15,2026-03-15 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2026-03-15T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2026/03/ecmwf_ifs_20260315_00.json.gz,FAILED,1,False,False,885d9e4c8897141d718d446fa32356e57a83200402ef6d2b02129eda4aa031ae,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
