request_id,run_date,run_init_utc,cycle_utc,cycle_role,model,request_url,cache_path,status,attempts,network_retrieved,cache_reused,response_sha256,compressed_file_sha256,compressed_file_bytes,hourly_rows,first_time,last_time,returned_timezone,returned_latitude,returned_longitude,returned_elevation,error,market_price_accessed,outcome_accessed
ifs_20240319_00,2024-03-19,2024-03-19T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-19T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_00.json.gz,DOWNLOADED_VALID,1,True,False,e7698631d76b3560f88f1ae180840137c275963159fe6b1c57bec337213e7f4b,8a4c22b8dc0bec47de077f2ddb69a2ee53edf0589bf63fa1d42bbe343297dd5e,1134,240,2024-03-19T08:00,2024-03-29T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240319_12,2024-03-19,2024-03-19T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-19T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_12.json.gz,DOWNLOADED_VALID,1,True,False,935622368a102f93ca549cb2c9a8901f3a0bf2b369fa53544c659c36139d2c42,754e9a59957279a1b23d20ff9b454785fcd200c9ecfc987214ab64d917a481b8,1116,240,2024-03-19T20:00,2024-03-29T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240320_00,2024-03-20,2024-03-20T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-20T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_00.json.gz,DOWNLOADED_VALID,1,True,False,857e734fdfcc804be3bde74a172a0395a6bb89e5cc6398b76b113a1cdcae3cbe,1eb258a534f49a1a2080d8ce04f3413aa56f194f1ff871b07d000d91b672d0e3,1107,240,2024-03-20T08:00,2024-03-30T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240320_12,2024-03-20,2024-03-20T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-20T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_12.json.gz,DOWNLOADED_VALID,1,True,False,e069a181054f7cccad01ed9eed87a5eeb78be6d4b52178a5cf2af50d600b1e68,27fcf2dfb58bef37e2b1537ca25450dc9259972810e028c20d679a89b0a05241,1120,240,2024-03-20T20:00,2024-03-30T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240321_00,2024-03-21,2024-03-21T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-21T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_00.json.gz,DOWNLOADED_VALID,1,True,False,53bd6c30ae3faba48e67eef7dbad3e480a39ee1863c6844e561771118b2cfa0f,6e2db62caad6d19b06504333e1c62883ac85159fa063c9fe183db65a221dc326,1096,240,2024-03-21T08:00,2024-03-31T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240321_12,2024-03-21,2024-03-21T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-21T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_12.json.gz,DOWNLOADED_VALID,1,True,False,0c7642c6fac4e924e054dbe698605470149f4a1993f395db42af4840b2ea30bc,78d4da1e9883b78db15b58d32bd6a04b4c6893771a08946d860d3d66ca89dd03,1106,240,2024-03-21T20:00,2024-03-31T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240322_00,2024-03-22,2024-03-22T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-22T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_00.json.gz,DOWNLOADED_VALID,1,True,False,6baaf2d57f4a34bafdbee057100ac67dc4c7469a8c718e1948efe508af9498db,f50f902fcf064137c023a1dca3da3c1059a3774f2c40f0be0f8fc1de5c02b59e,1112,240,2024-03-22T08:00,2024-04-01T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240322_12,2024-03-22,2024-03-22T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-22T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_12.json.gz,DOWNLOADED_VALID,1,True,False,93949dee0a8ce7ac08c058cba3778c7b188ef4f9e82cd294abc98a41cb779cc5,58d214c0e2e5804ff523714c6f75b2c7eec6f285006034e016e36ffb014c5ebe,1115,240,2024-03-22T20:00,2024-04-01T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240323_00,2024-03-23,2024-03-23T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-23T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_00.json.gz,DOWNLOADED_VALID,1,True,False,e86239af124bf1665dba99c75708cf9372e313feb97cb463f15508fe2367584d,4cf3afcaf6fce860ea9f69e52e7d57ca9fe174e626a0cfb7dc23d32b18ea32f5,1090,240,2024-03-23T08:00,2024-04-02T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240323_12,2024-03-23,2024-03-23T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-23T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_12.json.gz,DOWNLOADED_VALID,1,True,False,afa6e82c620af1affa31acbeec99016a1fad6701338b527378e25cf643957c55,abf6bd51424ad5121e963c7176e69bff9c733bcf6edc02a95a507f27f1f7a03b,1096,240,2024-03-23T20:00,2024-04-02T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240324_00,2024-03-24,2024-03-24T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-24T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_00.json.gz,DOWNLOADED_VALID,1,True,False,5c55d46151890587b8d6134dadc5833f7db1928e3a175239836783cd19ed9471,f21e0378652ec607e052449d99b14c6053103beb0402758f4f3d10a211512d4a,1102,240,2024-03-24T08:00,2024-04-03T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240324_12,2024-03-24,2024-03-24T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-24T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_12.json.gz,DOWNLOADED_VALID,1,True,False,e72640d4b07c353685a58008886d7e7e1724b9b472066e626cb76d1b1cecab00,16ff247e0598b02baee1979e296f0d780183c8e9263ec9a9ff7d67a2d8c4c6ec,1109,240,2024-03-24T20:00,2024-04-03T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240325_00,2024-03-25,2024-03-25T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-25T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_00.json.gz,DOWNLOADED_VALID,1,True,False,d09a949b0685e3da39abd00898ced232a0fcb053e6d81b54eca344dea046de50,97981586246a52c69bc145ea700f5fc1c9b2d92300e580c2191349471ecb4673,1103,240,2024-03-25T08:00,2024-04-04T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240325_12,2024-03-25,2024-03-25T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-25T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_12.json.gz,DOWNLOADED_VALID,1,True,False,0a26341cdefc11fe7f12dd7e404b21f9b7a7209149c5fc264065241b273a2b3c,e3bbcf345fef81442fa117dc6301e60146bdfce6c1f593a90295cb29a3aaae2a,1097,240,2024-03-25T20:00,2024-04-04T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240326_00,2024-03-26,2024-03-26T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-26T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_00.json.gz,DOWNLOADED_VALID,1,True,False,ef4fadbd77fd880ce2dddbb5646d7e140e1dfd2a20da59e354581f635f3c20ac,14e1accff6307b8bbe807ba2bee908f26ddee9138563e2c8514743e0e2080923,1099,240,2024-03-26T08:00,2024-04-05T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240326_12,2024-03-26,2024-03-26T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-26T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_12.json.gz,DOWNLOADED_VALID,1,True,False,b53fc0d3d4b5989254f0043278e40a98ed39d0136e7eae1b2d060f3f29ae8ecf,4990d99fd44ad2eb8a0ddde862a4597a4de303cb5be3591787d10c06af4e366c,1096,240,2024-03-26T20:00,2024-04-05T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240327_00,2024-03-27,2024-03-27T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-27T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_00.json.gz,DOWNLOADED_VALID,1,True,False,097a8f7f295a56c81f76c7ff9fe9b6bea3dedd27c0056b01f912cef7200614fc,5a7444c43d7ceec5601514f1c89d39051850ab57195ef57412dbadd51abb1476,1077,240,2024-03-27T08:00,2024-04-06T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240327_12,2024-03-27,2024-03-27T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-27T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_12.json.gz,DOWNLOADED_VALID,1,True,False,09e3399a24020a1bef7b5fea30316e2c2ba4c04c98f28d97c0d7e2a9e04414b2,bd95e0197ead5f7a1155a95a47a27f07702ef59dfce460430e13595b82117d78,1078,240,2024-03-27T20:00,2024-04-06T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240328_00,2024-03-28,2024-03-28T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-28T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_00.json.gz,DOWNLOADED_VALID,1,True,False,a0d58efe2ac20cc34985ab35d4cfef41a942e22d7061d752fe3e304c78c31761,e742093d3b6e79a450682a55a10d2f5fbd0859059013967750fbd4c2e22afb2d,1074,240,2024-03-28T08:00,2024-04-07T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240328_12,2024-03-28,2024-03-28T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-28T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_12.json.gz,DOWNLOADED_VALID,1,True,False,d3c5476ea0ccbfaa5f1efe6ed662954a5cf73ba5355df7c69fd1b137a0a0e1cd,af1496db6b06dfc3099f73372f0e26401c27eb4f1f0e1c0a3d7917204ece9a67,1073,240,2024-03-28T20:00,2024-04-07T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240329_00,2024-03-29,2024-03-29T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-29T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_00.json.gz,DOWNLOADED_VALID,1,True,False,4250cb5a430c7588698f9916dfc370c16a3b5625b0852fcb6d9cb9a11f50464b,dccf7115b13d362b2dff1775c8a1ac540befd743c9a5c5bfa7aba45fda08363d,1088,240,2024-03-29T08:00,2024-04-08T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240329_12,2024-03-29,2024-03-29T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-29T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_12.json.gz,DOWNLOADED_VALID,1,True,False,394dfbb75334eb8add7c6fcd6364e2b257f9fa549bf8b7ab6a987e2b21834d51,0bb3f00de8b631b776de89654f6287460059080e3ae69e813dc446d9892caafd,1066,240,2024-03-29T20:00,2024-04-08T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240330_00,2024-03-30,2024-03-30T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-30T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240330_00.json.gz,DOWNLOADED_VALID,1,True,False,de8557bc9328103bab92c5552cd7bacbf4a2e874b88dbc0410e7b3bc9910fc14,1a66ce854ce93de52e481551f95ac7001204bd4fc186346f6027375673dd99bb,1067,240,2024-03-30T08:00,2024-04-09T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240330_12,2024-03-30,2024-03-30T12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-30T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240330_12.json.gz,DOWNLOADED_VALID,1,True,False,0ecbab1e50cf81cfba4c2ab9cadfe149f627886fc51f2e01eddb72111838c25c,c1f5c4724861ba4c674fa0c650b33df530f9b078698886f83b723e43cd8519b8,1048,240,2024-03-30T20:00,2024-04-09T19:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
ifs_20240331_00,2024-03-31,2024-03-31T00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-03-31T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240331_00.json.gz,DOWNLOADED_VALID,1,True,False,f876658989ce14b357f96e7b062f9141f37205a32b2efed2d280aa4768d49710,7dae9672e140991e00119414fd1b64329a9520454970da79a801495406fc834c,1073,240,2024-03-31T08:00,2024-04-10T07:00,Asia/Hong_Kong,22.319859,114.198555,38.0,,False,False
