target_year,target_month,decision_rule,decision_rule_order,rows,dates,mean_forecast_daily_max_c,mean_hko_daily_max_c,mean_residual_c,median_residual_c,residual_standard_deviation_c,mean_absolute_error_c,root_mean_squared_error_c,minimum_residual_c,maximum_residual_c
2025,4,event_day_open,4,30,30,25.516666666666666,26.696666666666665,1.1800000000000004,1.5,1.3857401856296752,1.5533333333333337,1.8024057996651774,-2.1999999999999993,3.6000000000000014
2025,5,24h_prior,1,31,31,28.09354838709677,29.958064516129035,1.8645161290322576,1.6999999999999993,2.0637422944894346,2.1225806451612903,2.7564586911704354,-1.2000000000000028,7.600000000000001
2025,5,12h_prior,2,31,31,28.16129032258064,29.958064516129035,1.7967741935483863,1.8999999999999986,1.7747269970275692,2.061290322580645,2.5052847368918414,-1.1000000000000014,6.5
2025,5,6h_prior,3,31,31,28.16129032258064,29.958064516129035,1.7967741935483863,1.8999999999999986,1.7747269970275692,2.061290322580645,2.5052847368918414,-1.1000000000000014,6.5
2025,5,event_day_open,4,31,31,28.412903225806453,29.958064516129035,1.5451612903225802,1.5,1.6770686151093954,1.8612903225806445,2.2603882053111306,-1.5,4.5
2025,6,24h_prior,1,30,30,29.126666666666665,31.543333333333337,2.4166666666666665,2.450000000000001,1.1694629870846354,2.4366666666666665,2.676253600340097,-0.29999999999999716,4.300000000000001
2025,6,12h_prior,2,30,30,29.13333333333333,31.543333333333337,2.4100000000000006,2.3000000000000007,1.1071398379110273,2.4100000000000006,2.6444281045246822,0.3999999999999986,4.300000000000001
2025,6,6h_prior,3,30,30,29.139999999999993,31.543333333333337,2.4033333333333333,2.4000000000000004,1.0826160313169064,2.4033333333333333,2.628497669772603,0.3999999999999986,4.300000000000001
2025,6,event_day_open,4,30,30,28.959999999999997,31.543333333333337,2.5833333333333335,2.6999999999999993,0.9336924596436464,2.5833333333333335,2.7415932107687557,0.6999999999999993,4.800000000000001
2025,7,24h_prior,1,31,31,30.687096774193552,32.354838709677416,1.667741935483871,1.9000000000000021,1.5693708074202208,1.919354838709678,2.272628150331114,-1.5,4.599999999999998
2025,7,12h_prior,2,31,31,30.651612903225807,32.354838709677416,1.7032258064516128,1.6000000000000014,1.433988347457942,1.8838709677419352,2.2115532419400354,-2.0,4.699999999999996
2025,7,6h_prior,3,31,31,30.606451612903225,32.354838709677416,1.7483870967741932,1.7999999999999972,1.4461145569518188,1.9290322580645156,2.254028651390731,-2.0,4.699999999999996
2025,7,event_day_open,4,31,31,30.86774193548387,32.354838709677416,1.4870967741935481,1.4000000000000021,1.3713112789064026,1.6806451612903224,2.0078073419978932,-2.299999999999997,3.8999999999999986
2025,8,24h_prior,1,31,31,29.04838709677419,31.74516129032258,2.696774193548387,2.6999999999999957,1.2400225457541065,2.696774193548387,2.959838705282827,0.09999999999999787,4.799999999999997
2025,8,12h_prior,2,31,31,29.216129032258063,31.74516129032258,2.5290322580645164,2.6999999999999993,1.1696704802028925,2.5741935483870972,2.7784887978899606,-0.7000000000000028,4.5
2025,8,6h_prior,3,31,31,29.15806451612903,31.74516129032258,2.587096774193548,2.599999999999998,1.1047599846373488,2.6322580645161286,2.8060993475618594,-0.7000000000000028,4.199999999999999
2025,8,event_day_open,4,31,31,29.087096774193544,31.74516129032258,2.6580645161290324,2.8000000000000007,0.9615176176400811,2.6580645161290324,2.821347195933177,0.1999999999999993,4.199999999999996
2025,9,24h_prior,1,30,30,29.359999999999996,32.19333333333333,2.8333333333333335,3.0000000000000018,1.3606117623393137,2.8800000000000003,3.1332624105448508,-0.6000000000000014,4.699999999999999
2025,9,12h_prior,2,30,30,29.31,32.19333333333333,2.8833333333333333,3.200000000000003,1.400513042284575,2.8833333333333333,3.1952569015130323,0.09999999999999787,5.399999999999999
2025,9,6h_prior,3,30,30,29.45333333333333,32.19333333333333,2.7399999999999998,3.0999999999999996,1.5146639549919068,2.7466666666666657,3.11854667005856,-0.10000000000000142,5.399999999999999
2025,9,event_day_open,4,30,30,29.57,32.19333333333333,2.623333333333333,2.8500000000000014,1.2607286708920347,2.623333333333333,2.9014364258644942,0.1999999999999993,4.900000000000002
2025,10,24h_prior,1,31,31,28.33870967741936,29.890322580645165,1.5516129032258064,1.8000000000000043,1.4382561125061455,1.8677419354838716,2.0998463845504696,-1.9000000000000021,3.5
2025,10,12h_prior,2,31,31,28.24193548387097,29.890322580645165,1.6483870967741934,1.7999999999999972,1.2753747077472135,1.7903225806451613,2.071542981108682,-1.3000000000000007,3.6000000000000014
2025,10,6h_prior,3,31,31,28.24193548387097,29.890322580645165,1.6483870967741934,1.7999999999999972,1.2753747077472135,1.7903225806451613,2.071542981108682,-1.3000000000000007,3.6000000000000014
2025,10,event_day_open,4,31,31,28.20645161290323,29.890322580645165,1.683870967741935,1.7000000000000028,1.300281193740684,1.7999999999999994,2.1146188553083993,-0.6999999999999993,3.799999999999997
2025,11,24h_prior,1,30,30,24.52333333333333,24.650000000000002,0.12666666666666634,0.09999999999999964,1.2648928899272482,1.0466666666666666,1.2500666648889835,-2.5,2.8999999999999986
2025,11,12h_prior,2,30,30,24.54,24.650000000000002,0.11000000000000026,0.05000000000000071,1.26800141411865,1.0033333333333332,1.2515323940407346,-2.3000000000000007,2.5
2025,11,6h_prior,3,30,30,24.54,24.650000000000002,0.11000000000000026,0.05000000000000071,1.26800141411865,1.0033333333333332,1.2515323940407346,-2.3000000000000007,2.5
2025,11,event_day_open,4,30,30,24.16333333333334,24.650000000000002,0.48666666666666647,0.3500000000000014,1.0129279285841355,0.9133333333333336,1.1084523745595327,-1.3999999999999986,2.3000000000000007
2025,12,24h_prior,1,31,31,22.04193548387097,22.44838709677419,0.4064516129032256,0.5,0.8144263764028306,0.7483870967741937,0.8983856489245297,-1.1999999999999993,2.1999999999999993
2025,12,12h_prior,2,31,31,21.954838709677418,22.44838709677419,0.49354838709677434,0.40000000000000213,0.9858787903425611,0.8741935483870968,1.0882065743171636,-1.3999999999999986,2.8999999999999986
2025,12,6h_prior,3,31,31,21.906451612903222,22.44838709677419,0.541935483870968,0.40000000000000213,0.9002866926886443,0.832258064516129,1.0382988568466363,-0.8999999999999986,2.8999999999999986
2025,12,event_day_open,4,31,31,21.93225806451613,22.44838709677419,0.5161290322580646,0.40000000000000213,0.7339830943527912,0.7354838709677417,0.8875482721992481,-0.8000000000000007,1.9000000000000021
2026,1,24h_prior,1,31,31,19.480645161290322,20.341935483870966,0.8612903225806455,0.8999999999999986,1.2750627224715492,1.1645161290322583,1.5215654078358185,-1.1999999999999993,4.0
2026,1,12h_prior,2,31,31,19.76774193548387,20.341935483870966,0.5741935483870971,0.6000000000000014,1.0227309003954346,0.9225806451612909,1.158419390320694,-1.1000000000000014,3.0
2026,1,6h_prior,3,31,31,19.690322580645162,20.341935483870966,0.6516129032258069,0.6999999999999993,1.0059393513003771,0.9483870967741941,1.1848506098837677,-1.1000000000000014,3.0
2026,1,event_day_open,4,31,31,19.893548387096768,20.341935483870966,0.44838709677419375,0.40000000000000213,0.9193733256017149,0.7967741935483874,1.009471276493054,-1.6000000000000014,2.5
2026,2,24h_prior,1,28,28,22.185714285714287,22.946428571428566,0.7607142857142851,0.7999999999999972,1.1948467391924076,1.110714285714285,1.3983408536037059,-1.8000000000000007,3.1999999999999993
2026,2,12h_prior,2,28,28,22.499999999999996,22.946428571428566,0.446428571428571,0.5,1.2544682045354818,1.0107142857142855,1.310261696870405,-3.0,2.8000000000000007
2026,2,6h_prior,3,28,28,22.499999999999996,22.946428571428566,0.446428571428571,0.5,1.2544682045354818,1.0107142857142855,1.310261696870405,-3.0,2.8000000000000007
2026,2,event_day_open,4,28,28,22.407142857142855,22.946428571428566,0.539285714285714,0.6500000000000004,1.0217411739061057,0.9392857142857142,1.1390785749894519,-1.1999999999999993,2.6999999999999993
2026,3,24h_prior,1,15,15,21.033333333333328,22.366666666666667,1.3333333333333335,0.9000000000000021,2.2569469474955595,2.12,2.555777768116782,-2.5,4.5
2026,3,12h_prior,2,15,15,20.946666666666665,22.366666666666667,1.4200000000000004,0.8000000000000007,1.9221267982553667,1.8333333333333333,2.3376626503126294,-1.1000000000000014,4.300000000000001
2026,3,6h_prior,3,15,15,20.833333333333332,22.366666666666667,1.5333333333333337,1.5999999999999979,1.9660208786373796,1.9466666666666665,2.4410380305654127,-1.1000000000000014,4.5
2026,3,event_day_open,4,15,15,20.706666666666663,22.366666666666667,1.66,1.5,1.7831753379054696,1.8599999999999999,2.3923489154664153,-1.2999999999999972,4.5
