repair_order,request_id,run_date,run_init_utc,cycle_utc,repair_role,request_url,cache_path,status,failure_type,attempts,network_retrieved,cache_reused,response_sha256,compressed_file_sha256,compressed_file_bytes,hourly_rows,nonmissing_temperature_rows,missing_temperature_rows,daily_rows,complete_local_day_count,first_complete_local_date,last_complete_local_date,returned_timezone,error,market_price_accessed,outcome_accessed
146,ifs_20250625_18,2025-06-25,2025-06-25 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-25T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250625_18.json.gz,DOWNLOADED_VALID,,1,True,False,0f35acd8d971be298c8f83d1b5face3eafb506b5760186db1d54465efd0aae25,e4102425c00f7cb8fcf1d3f4bb2a2a68b07f671dcab2f828b6472df1d6a0f6c3,977,240,145,95,11,5,2025-06-27,2025-07-01,Asia/Hong_Kong,,False,False
147,ifs_20250626_06,2025-06-26,2025-06-26 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-26T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250626_06.json.gz,FAILED,no_complete_local_day,1,False,False,d9f3a202ac72cb9067c109605a8dbc8d26d8b115529f2db22459fa5c7be414bf,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
148,ifs_20250626_12,2025-06-26,2025-06-26 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-26T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250626_12.json.gz,FAILED,no_complete_local_day,1,False,False,b7c0c5bcff24801ce0921e99a4d06a2cf5f0983413eb52ab3586159ef465cc72,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
149,ifs_20250626_18,2025-06-26,2025-06-26 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-26T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250626_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-06-26T18:00Z"",""error"":true}",False,False
150,ifs_20250629_06,2025-06-29,2025-06-29 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-29T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250629_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-06-29T06:00Z"",""error"":true}",False,False
151,ifs_20250629_18,2025-06-29,2025-06-29 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-29T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250629_18.json.gz,DOWNLOADED_VALID,,1,True,False,715f2a566be69dc2f1b58b12f58fa29aeb7a4d075e7796ad7bad9388ba0d78b2,cab3c497e73308190f6fff2081ca92e6a5e672cc6638945477c1f38fdbec182f,974,240,145,95,11,5,2025-07-01,2025-07-05,Asia/Hong_Kong,,False,False
152,ifs_20250630_06,2025-06-30,2025-06-30 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-30T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250630_06.json.gz,DOWNLOADED_VALID,,1,True,False,1347b47332e52f7a547e27e38c8da36e20b13b2ef3db41763384d145563c8ee6,bda54062d1898e6aaf746ce372e6822291bbccfccb0aa2dd0e890ee6b2dfe7ec,989,240,145,95,11,5,2025-07-01,2025-07-05,Asia/Hong_Kong,,False,False
153,ifs_20250630_18,2025-06-30,2025-06-30 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-30T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250630_18.json.gz,FAILED,no_complete_local_day,1,False,False,aea857279a07f0d61bc5d1618251e4056b3cfb98e7e507b13cf75f69a4410ae4,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
154,ifs_20250804_06,2025-08-04,2025-08-04 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-04T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250804_06.json.gz,DOWNLOADED_VALID,,1,True,False,87e9a805d2c5fa035ef42e52a70538d0c0d510faaa05793d4991f9ac4b81f585,0562e92e3006d0c014626304163eda1c412acd175955d89713ec6b7c8f36dc5f,974,240,145,95,11,5,2025-08-05,2025-08-09,Asia/Hong_Kong,,False,False
155,ifs_20250804_12,2025-08-04,2025-08-04 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-04T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250804_12.json.gz,FAILED,no_complete_local_day,1,False,False,ace422b4b28961a83f2e117ffa981415304d72d754519b29f6457a972c43da97,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
156,ifs_20250804_18,2025-08-04,2025-08-04 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-04T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250804_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-08-04T18:00Z""}",False,False
157,ifs_20250805_06,2025-08-05,2025-08-05 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-05T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250805_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-08-05T06:00Z""}",False,False
158,ifs_20250805_12,2025-08-05,2025-08-05 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-05T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250805_12.json.gz,FAILED,no_complete_local_day,1,False,False,a0a6a69c3a628e304b03484b22a96fa44752b6394d284d6810e3623f914907bc,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
159,ifs_20250805_18,2025-08-05,2025-08-05 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-05T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250805_18.json.gz,DOWNLOADED_VALID,,1,True,False,763bada545d988886da2f720d59131cf969ae58c72312cc7199ad852358980fa,52915b685a21165d100b1d85128093a1d86075ee2e8f29c3f1cf357bcb62bf34,984,240,145,95,11,5,2025-08-07,2025-08-11,Asia/Hong_Kong,,False,False
160,ifs_20250806_06,2025-08-06,2025-08-06 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-06T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250806_06.json.gz,DOWNLOADED_VALID,,1,True,False,24daa8c81cc488e1fabe44355c91dfe1413993bf57212039ee1d467c5f7b7e62,c48b9fce4357c846cd7fd24b6a665e4d2f332fef2169017e1e1db239a6fd0bae,973,240,145,95,11,5,2025-08-07,2025-08-11,Asia/Hong_Kong,,False,False
161,ifs_20250806_12,2025-08-06,2025-08-06 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-06T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250806_12.json.gz,FAILED,no_complete_local_day,1,False,False,0bbcb69dd2eea0a467a55defeb8034b03775ff24462927bacaa213217046c8b7,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
162,ifs_20250806_18,2025-08-06,2025-08-06 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-06T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250806_18.json.gz,FAILED,no_complete_local_day,1,False,False,838265ba7ee59beec49e18870cceed3d1762dcccf6f9382154eb20cd69dfb467,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
163,ifs_20250807_00,2025-08-07,2025-08-07 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-07T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250807_00.json.gz,FAILED,no_complete_local_day,1,False,False,fb1a9ca69a483e4c022fbc7d9a3efb7e99b70768a48d194df6d80c51f8eb3c0c,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
164,ifs_20250807_06,2025-08-07,2025-08-07 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-07T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250807_06.json.gz,DOWNLOADED_VALID,,1,True,False,5b7890e6a75255fdeda2fcaa69e513a86e7b693b89db34be69f6e1bc9b2dcf6b,3e8fc4984227cad4a72a3b31ce01d1cfa35e1023286ede96bff6121f0c3a1fd4,978,240,145,95,11,5,2025-08-08,2025-08-12,Asia/Hong_Kong,,False,False
165,ifs_20250807_18,2025-08-07,2025-08-07 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-07T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250807_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-08-07T18:00Z""}",False,False
166,ifs_20250808_06,2025-08-08,2025-08-08 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-08T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250808_06.json.gz,DOWNLOADED_VALID,,1,True,False,4a202bf7d221a18f6eb61af650272795c6218b66632bd6aecdfb69c62c0ed082,b18435dcbc83b8d268a18a7d3531e19f1b7febf97864bbea2e4e2b184c4e1258,982,240,145,95,11,5,2025-08-09,2025-08-13,Asia/Hong_Kong,,False,False
167,ifs_20250808_18,2025-08-08,2025-08-08 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-08T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250808_18.json.gz,DOWNLOADED_VALID,,1,True,False,88bf6929f585697f465779786877e0c1e98be4913392ba8c15df3460b54c24d5,c6c0bbc74222df7ec2db1ee2a2fb59a42d150678fea1ab09ecfb9feae70cb7da,982,240,145,95,11,5,2025-08-10,2025-08-14,Asia/Hong_Kong,,False,False
168,ifs_20250809_06,2025-08-09,2025-08-09 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-09T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250809_06.json.gz,DOWNLOADED_VALID,,1,True,False,7c90f8fa7bcc079071525a7d389a942f46c3be634431bbac314d614c7832a49e,86c57597880fc8b34e19b46c798ef29bfaadb7770691961cba9451e61d93544f,975,240,145,95,11,5,2025-08-10,2025-08-14,Asia/Hong_Kong,,False,False
169,ifs_20250809_18,2025-08-09,2025-08-09 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-09T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250809_18.json.gz,FAILED,no_complete_local_day,1,False,False,01e80d16b12498b971ebe982bfb5f5b51d6ef8d2f86c1aa93b19662df3d7da8d,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
170,ifs_20250913_00,2025-09-13,2025-09-13 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-13T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250913_00.json.gz,FAILED,no_complete_local_day,1,False,False,ca16f4513fb3bcafa7361fce74404f7bba2c4284524ff3c6791632c79524d020,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
171,ifs_20250913_06,2025-09-13,2025-09-13 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-13T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250913_06.json.gz,DOWNLOADED_VALID,,1,True,False,89468d6051b4f42ebf355c9cf99f5157f066bf3d17e7e903da5a54047ae4b338,0bc433031e11a3807e0b22995e58aa1a5734f602faaa3d1b85962d33e3ca8959,991,240,145,95,11,5,2025-09-14,2025-09-18,Asia/Hong_Kong,,False,False
172,ifs_20250913_18,2025-09-13,2025-09-13 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-13T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250913_18.json.gz,DOWNLOADED_VALID,,1,True,False,7be05c6aa7d950ade5c6953434468103bc017d58715cbe9219f255cd859d3902,50f4d647271dfd3fd98d37cc89fedc5a859ae9957e4c8aa95c504e6c69ba58c0,989,240,145,95,11,5,2025-09-15,2025-09-19,Asia/Hong_Kong,,False,False
173,ifs_20250915_06,2025-09-15,2025-09-15 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-15T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250915_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-09-15T06:00Z""}",False,False
174,ifs_20250915_18,2025-09-15,2025-09-15 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-15T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250915_18.json.gz,DOWNLOADED_VALID,,1,True,False,275f5af2c6d4f248ac73f0a5b25f8ce622d3d03c190c296bcc945754c2c3dc10,c50bf6f92373419253fd2f3293662330e54cb8fde1a9c7e42390127ac9d20fa6,967,240,145,95,11,5,2025-09-17,2025-09-21,Asia/Hong_Kong,,False,False
175,ifs_20250916_06,2025-09-16,2025-09-16 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-16T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250916_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-09-16T06:00Z""}",False,False
176,ifs_20250916_12,2025-09-16,2025-09-16 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-16T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250916_12.json.gz,FAILED,no_complete_local_day,1,False,False,40919d3d772ef9425251191f6cdb66de5f220b5cd89f5e0d382091426f7ad5bb,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
177,ifs_20250916_18,2025-09-16,2025-09-16 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-16T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250916_18.json.gz,DOWNLOADED_VALID,,1,True,False,a1d9886e842fefcfac25351b35fbe3102ae8896ba9aff3cb35c547ea3cbb08e0,63ead7fbbd032fd94ef6aec930e47a766f5e2e45105fb97722cff5eddd597705,968,240,145,95,11,5,2025-09-18,2025-09-22,Asia/Hong_Kong,,False,False
178,ifs_20250917_00,2025-09-17,2025-09-17 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-17T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250917_00.json.gz,FAILED,no_complete_local_day,1,False,False,378b4d50a784574bac2657298322248cd001578044843ec6359c3eb71bc638d7,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
179,ifs_20250917_06,2025-09-17,2025-09-17 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-17T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250917_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-09-17T06:00Z"",""error"":true}",False,False
180,ifs_20250917_18,2025-09-17,2025-09-17 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-17T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250917_18.json.gz,DOWNLOADED_VALID,,1,True,False,661b5df1e6ab73a797b1660bb2917cd60bc5de71dd411577001a8c3df5379690,20c9f6c4f524624bc7aa409f028b0554664f4cdff4ca72403ec9b26d18dfbb31,985,240,145,95,11,5,2025-09-19,2025-09-23,Asia/Hong_Kong,,False,False
181,ifs_20250918_06,2025-09-18,2025-09-18 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-18T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250918_06.json.gz,DOWNLOADED_VALID,,1,True,False,d9ce73f7c277bd55e3548dacbddb414cf6af3b8b1dd658fe96f97f92997e13be,b2e8a915efe34cc07b242d5e07b0a2b1c97b1a9501ca0f99d23bdd9413d4a559,992,240,145,95,11,5,2025-09-19,2025-09-23,Asia/Hong_Kong,,False,False
182,ifs_20250918_12,2025-09-18,2025-09-18 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-18T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250918_12.json.gz,FAILED,no_complete_local_day,1,False,False,876d5c15a0580cfd748de34ef0b828c88f5d5bad269d8135f72b8afaadab80bc,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
183,ifs_20250918_18,2025-09-18,2025-09-18 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-18T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250918_18.json.gz,DOWNLOADED_VALID,,1,True,False,9753b3b36abfd0362d1adcdf6f61759514a8925b509da3057f6882b0fa61ee6b,f022cdb333824e6012c3bf411e811480c7536b798eabf5d5945d76c5814ee28d,987,240,145,95,11,5,2025-09-20,2025-09-24,Asia/Hong_Kong,,False,False
184,ifs_20250919_06,2025-09-19,2025-09-19 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-09-19T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/09/ecmwf_ifs_20250919_06.json.gz,DOWNLOADED_VALID,,1,True,False,93bff49fbde5f4eebe181cfffce798575b33029e11269529fd01de4cb35a19b9,528e035b50ba21069f36f59ab642c87b31bc02471c9f9fd582c133c136c5a15e,991,240,145,95,11,5,2025-09-20,2025-09-24,Asia/Hong_Kong,,False,False
