target_date,source_contract_id,event_label,source_event_type,lower_bound_c,upper_bound_c,event_type,observed_temperature_c,provided_outcome,contract_key,derived_outcome,realised_yes,decision_rule,forecast_daily_max_c,gp_temperature_mean_c,gp_temperature_std_c,gp_event_probability,sample_period,binary_brier,binary_log
2026-06-01,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,Will the highest temperature in Hong Kong be 33°C or higher on June 1?,upper_tail,33.0,inf,upper_tail,32.3,,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,0.0,0.0,12h_prior,30.0,31.488539463815727,1.5571585415717548,0.1658605637328019,out_of_sample_validation,0.02750972660176284,0.18135470082921942
2026-06-01,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,Will the highest temperature in Hong Kong be 23°C or below on June 1?,lower_tail,-inf,24.0,lower_tail,32.3,,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,1.1599618941955727e-05,out_of_sample_validation,1.345511595985781e-10,1.1599686218026565e-05
2026-06-01,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,Will the highest temperature in Hong Kong be 24°C on June 1?,interior,24.0,25.0,interior,32.3,,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.00014967876000405463,out_of_sample_validation,2.2403731196351383e-08,0.00014968996298755737
2026-06-01,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,Will the highest temperature in Hong Kong be 25°C on June 1?,interior,25.0,26.0,interior,32.3,,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.001370379779758175,out_of_sample_validation,1.8779407407700644e-06,0.0013713196088418705
2026-06-01,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,Will the highest temperature in Hong Kong be 26°C on June 1?,interior,26.0,27.0,interior,32.3,,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.00847369234789425,out_of_sample_validation,7.180346200676156e-05,0.008509798190113936
2026-06-01,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,Will the highest temperature in Hong Kong be 27°C on June 1?,interior,27.0,28.0,interior,32.3,,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.03541471998587894,out_of_sample_validation,0.0012542023916782131,0.03605703166055091
2026-06-01,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,Will the highest temperature in Hong Kong be 28°C on June 1?,interior,28.0,29.0,interior,32.3,,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.10010564457811716,out_of_sample_validation,0.010021140076400318,0.10547790541230861
2026-06-01,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,Will the highest temperature in Hong Kong be 29°C on June 1?,interior,29.0,30.0,interior,32.3,,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.1914784445441421,out_of_sample_validation,0.0366639947250441,0.21254793927416846
2026-06-01,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,Will the highest temperature in Hong Kong be 30°C on June 1?,interior,30.0,31.0,interior,32.3,,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.2479217083829247,out_of_sample_validation,0.06146517348750796,0.2849148492585721
2026-06-01,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,Will the highest temperature in Hong Kong be 31°C on June 1?,interior,31.0,32.0,interior,32.3,,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.2173215272406409,out_of_sample_validation,0.04722864620220463,0.24503330237051035
2026-06-01,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,Will the highest temperature in Hong Kong be 32°C on June 1?,interior,32.0,33.0,interior,32.3,,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,1.0,1.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.1289595923542689,out_of_sample_validation,0.7587113917516414,2.0482561612534047
2026-06-01,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,Will the highest temperature in Hong Kong be 33°C or higher on June 1?,upper_tail,33.0,inf,upper_tail,32.3,,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,0.0,0.0,24h_prior,29.2,30.66227431089345,1.574394931655229,0.06879301240742886,out_of_sample_validation,0.00473247855608866,0.07127369817511582
2026-06-01,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,Will the highest temperature in Hong Kong be 23°C or below on June 1?,lower_tail,-inf,24.0,lower_tail,32.3,,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,4.4451322747483485e-06,out_of_sample_validation,1.9759200940009426e-11,4.44514215434052e-06
2026-06-01,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,Will the highest temperature in Hong Kong be 24°C on June 1?,interior,24.0,25.0,interior,32.3,,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,6.806603051777403e-05,out_of_sample_validation,4.632984510446545e-09,6.806834711516513e-05
2026-06-01,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,Will the highest temperature in Hong Kong be 25°C on June 1?,interior,25.0,26.0,interior,32.3,,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.0007262941888912407,out_of_sample_validation,5.275032488171853e-07,0.0007265580682927809
2026-06-01,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,Will the highest temperature in Hong Kong be 26°C on June 1?,interior,26.0,27.0,interior,32.3,,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.005182533076901088,out_of_sample_validation,2.6858649093173863e-05,0.005196008981157838
2026-06-01,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,Will the highest temperature in Hong Kong be 27°C on June 1?,interior,27.0,28.0,interior,32.3,,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.024750561991289017,out_of_sample_validation,0.0006125903188846406,0.025062006849101922
2026-06-01,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,Will the highest temperature in Hong Kong be 28°C on June 1?,interior,28.0,29.0,interior,32.3,,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.07917095135648458,out_of_sample_validation,0.0062680395386908476,0.08248087489187979
2026-06-01,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,Will the highest temperature in Hong Kong be 29°C on June 1?,interior,29.0,30.0,interior,32.3,,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.1697255712248903,out_of_sample_validation,0.02880676952761531,0.1859989957614413
2026-06-01,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,Will the highest temperature in Hong Kong be 30°C on June 1?,interior,30.0,31.0,interior,32.3,,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.24395666747320272,out_of_sample_validation,0.0595148556046308,0.27965658628808765
2026-06-01,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,Will the highest temperature in Hong Kong be 31°C on June 1?,interior,31.0,32.0,interior,32.3,,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.2351541378523272,out_of_sample_validation,0.055297468549071305,0.26808095284557515
2026-06-01,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,Will the highest temperature in Hong Kong be 32°C on June 1?,interior,32.0,33.0,interior,32.3,,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,1.0,1.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.15200497760498144,out_of_sample_validation,0.719095558006728,1.8838420112708514
2026-06-01,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,Will the highest temperature in Hong Kong be 33°C or higher on June 1?,upper_tail,33.0,inf,upper_tail,32.3,,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,0.0,0.0,6h_prior,29.4,30.90801803010724,1.5549699774005794,0.08925579406823991,out_of_sample_validation,0.007966596774752052,0.09349320497836151
2026-06-01,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,Will the highest temperature in Hong Kong be 23°C or below on June 1?,lower_tail,-inf,24.0,lower_tail,32.3,,0xb307e444e68e3bb08c72ae397bb5ddc3ad52b461651d4a46382cd678e3aa5eba,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,5.831284043108361e-07,out_of_sample_validation,3.400387359141019e-13,5.831285743605941e-07
2026-06-01,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,Will the highest temperature in Hong Kong be 24°C on June 1?,interior,24.0,25.0,interior,32.3,,0x855b089d9694b33d353814ae45c8285358811d83f7e3a934973f11a9abad5256,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,1.4585629897821235e-05,out_of_sample_validation,2.127405995162167e-10,1.458573626920158e-05
2026-06-01,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,Will the highest temperature in Hong Kong be 25°C on June 1?,interior,25.0,26.0,interior,32.3,,0x2d54ac685c9e456e29dba8600ef0aa39540601a36b3c6e1c3644544c30f03af5,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.00023502404426026363,out_of_sample_validation,5.523630138045036e-08,0.00023505166673897415
2026-06-01,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,Will the highest temperature in Hong Kong be 26°C on June 1?,interior,26.0,27.0,interior,32.3,,0x56a553df9b24aff835961091e65b58021b7efd4c68d69a9b795e61fcc11a6e72,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.0023837289626104374,out_of_sample_validation,5.682163767187832e-06,0.002386574567493954
2026-06-01,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,Will the highest temperature in Hong Kong be 27°C on June 1?,interior,27.0,28.0,interior,32.3,,0xe95be8f9703da75c21fb11dfe0c6885be76b04a5d259c43c8b30810fec61dc02,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.015238685112183514,out_of_sample_validation,0.0002322175239482835,0.01535598708510776
2026-06-01,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,Will the highest temperature in Hong Kong be 28°C on June 1?,interior,28.0,29.0,interior,32.3,,0x588c8d282c4a4e13d4c97db3854d059a900edbb0ea4342936997051016db06fb,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.061479069822501196,out_of_sample_validation,0.0037796760262399772,0.06345012147010454
2026-06-01,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,Will the highest temperature in Hong Kong be 29°C on June 1?,interior,29.0,30.0,interior,32.3,,0xe8dfee53344362412d799bcff99d093bc4d488bde9f9dcd12f9470dbebfa9348,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.15669477598230558,out_of_sample_validation,0.02455325282014493,0.17042631768849273
2026-06-01,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,Will the highest temperature in Hong Kong be 30°C on June 1?,interior,30.0,31.0,interior,32.3,,0xf1ae8fe9c6d9dba8a2f372b833f5913b65dd9eb889c35c042a89de21ae9a15cd,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.2525015130730671,out_of_sample_validation,0.06375701410418828,0.2910229978973604
2026-06-01,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,Will the highest temperature in Hong Kong be 31°C on June 1?,interior,31.0,32.0,interior,32.3,,0x9e3f168e62c43f6fdc160325cf255e96169edcfa8db339d240c7e98bc23f5c4f,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.2573568385666662,out_of_sample_validation,0.06623254235702908,0.29753961687951974
2026-06-01,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,Will the highest temperature in Hong Kong be 32°C on June 1?,interior,32.0,33.0,interior,32.3,,0x5e631305f2e5756130a67da51306ed48c142104c4cb6b5aa92c3daa56ec2c473,1.0,1.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.16591170449330128,out_of_sample_validation,0.69570328470127,1.7962995327776856
2026-06-01,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,Will the highest temperature in Hong Kong be 33°C or higher on June 1?,upper_tail,33.0,inf,upper_tail,32.3,,0xd18a1b7973f65a242b6b26068cfa94e885fa7a6aa1ac5a2e4a3d4a506abad7b9,0.0,0.0,event_day_open,29.5,31.04158642453837,1.448502842905932,0.08818349118480229,out_of_sample_validation,0.0077763281175401025,0.09231650562509548
2026-06-02,0x80566492ce52fe88a3af953bfe44f7d4bdbac2e61595d341dd444ad2f2dc4e5c,Will the highest temperature in Hong Kong be 24°C or below on June 2?,lower_tail,-inf,25.0,lower_tail,33.3,,0x80566492ce52fe88a3af953bfe44f7d4bdbac2e61595d341dd444ad2f2dc4e5c,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,1.961842524804965e-06,out_of_sample_validation,3.848826092133121e-12,1.9618444491825066e-06
2026-06-02,0x40eaf8a7ef2ff6432d173e3429b42b40e7658ba22e049ff1788cc6435035b1b9,Will the highest temperature in Hong Kong be 25°C on June 2?,interior,25.0,26.0,interior,33.3,,0x40eaf8a7ef2ff6432d173e3429b42b40e7658ba22e049ff1788cc6435035b1b9,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,3.345124452429941e-05,out_of_sample_validation,1.1189857602244714e-09,3.3451804029609434e-05
2026-06-02,0xcd744fa8bcbd9f21a78d59e622528e002d877c9e76b82696a4864bf4da66bb1e,Will the highest temperature in Hong Kong be 26°C on June 2?,interior,26.0,27.0,interior,33.3,,0xcd744fa8bcbd9f21a78d59e622528e002d877c9e76b82696a4864bf4da66bb1e,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.00039632500002039514,out_of_sample_validation,1.5707350564116622e-07,0.0003964035575301129
2026-06-02,0x4fa6973c62b4d3f9f217c86cbd87c75d484c253276d24104f46fdfef6d33ac9c,Will the highest temperature in Hong Kong be 27°C on June 2?,interior,27.0,28.0,interior,33.3,,0x4fa6973c62b4d3f9f217c86cbd87c75d484c253276d24104f46fdfef6d33ac9c,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.0031439581208790703,out_of_sample_validation,9.884472665841455e-06,0.003148910740488673
2026-06-02,0x437c57c038f10872f534c1ad7fb29ed09a4e4a2d63e44ef2a1694e0822034bbe,Will the highest temperature in Hong Kong be 28°C on June 2?,interior,28.0,29.0,interior,33.3,,0x437c57c038f10872f534c1ad7fb29ed09a4e4a2d63e44ef2a1694e0822034bbe,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.016713130150306257,out_of_sample_validation,0.00027932871942107606,0.016854370433056393
2026-06-02,0x14dcac584dd148526c49a1cc8823cb01c42166d58bcf597027cbc6b81bc1f6df,Will the highest temperature in Hong Kong be 29°C on June 2?,interior,29.0,30.0,interior,33.3,,0x14dcac584dd148526c49a1cc8823cb01c42166d58bcf597027cbc6b81bc1f6df,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.059583815036564874,out_of_sample_validation,0.0035502310143115745,0.06143275174182948
2026-06-02,0xbb0f5f31e74718e8d8b4eefc8f698fcf929e379b2e021585f71bbedadd4eec7c,Will the highest temperature in Hong Kong be 30°C on June 2?,interior,30.0,31.0,interior,33.3,,0xbb0f5f31e74718e8d8b4eefc8f698fcf929e379b2e021585f71bbedadd4eec7c,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.14254976680873216,out_of_sample_validation,0.020320436017223917,0.15379213872099073
2026-06-02,0x937a3fe863195473d99a2533c8e83556bcfbb3d92960a6ecdd64527e2929e314,Will the highest temperature in Hong Kong be 31°C on June 2?,interior,31.0,32.0,interior,33.3,,0x937a3fe863195473d99a2533c8e83556bcfbb3d92960a6ecdd64527e2929e314,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.22896908381489617,out_of_sample_validation,0.052426841343032944,0.26002680740937917
2026-06-02,0x7a3bef5354d51f2ff75abc52878476a7f620151898ea9512895ebe8b5b82725b,Will the highest temperature in Hong Kong be 32°C on June 2?,interior,32.0,33.0,interior,33.3,,0x7a3bef5354d51f2ff75abc52878476a7f620151898ea9512895ebe8b5b82725b,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.24698771063402997,out_of_sample_validation,0.06100292920423932,0.2836737307762851
2026-06-02,0xc895f2f3eb743e2bff4b5265c916ad3305014e14320b7d4d4b2f7c11dc8abd8b,Will the highest temperature in Hong Kong be 33°C on June 2?,interior,33.0,34.0,interior,33.3,,0xc895f2f3eb743e2bff4b5265c916ad3305014e14320b7d4d4b2f7c11dc8abd8b,1.0,1.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.17892906448479495,out_of_sample_validation,0.674157481147814,1.7207658394785827
2026-06-02,0xab5bccf488b3653fc838711890aef67b38ad5e974b6453e4f93e2dd2828aea5d,Will the highest temperature in Hong Kong be 34°C or higher on June 2?,upper_tail,34.0,inf,upper_tail,33.3,,0xab5bccf488b3653fc838711890aef67b38ad5e974b6453e4f93e2dd2828aea5d,0.0,0.0,12h_prior,30.7,32.19029164217604,1.5578966148403646,0.12269173286272705,out_of_sample_validation,0.015053261312858777,0.13089684650536074
2026-06-02,0x80566492ce52fe88a3af953bfe44f7d4bdbac2e61595d341dd444ad2f2dc4e5c,Will the highest temperature in Hong Kong be 24°C or below on June 2?,lower_tail,-inf,25.0,lower_tail,33.3,,0x80566492ce52fe88a3af953bfe44f7d4bdbac2e61595d341dd444ad2f2dc4e5c,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,5.680439543158032e-07,out_of_sample_validation,3.226739340347343e-13,5.680441156557813e-07
2026-06-02,0x40eaf8a7ef2ff6432d173e3429b42b40e7658ba22e049ff1788cc6435035b1b9,Will the highest temperature in Hong Kong be 25°C on June 2?,interior,25.0,26.0,interior,33.3,,0x40eaf8a7ef2ff6432d173e3429b42b40e7658ba22e049ff1788cc6435035b1b9,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,1.1048579508293632e-05,out_of_sample_validation,1.2207110915108595e-10,1.1048640544292343e-05
2026-06-02,0xcd744fa8bcbd9f21a78d59e622528e002d877c9e76b82696a4864bf4da66bb1e,Will the highest temperature in Hong Kong be 26°C on June 2?,interior,26.0,27.0,interior,33.3,,0xcd744fa8bcbd9f21a78d59e622528e002d877c9e76b82696a4864bf4da66bb1e,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,0.00014986250014994743,out_of_sample_validation,2.2458768951192994e-08,0.0001498737306564329
2026-06-02,0x4fa6973c62b4d3f9f217c86cbd87c75d484c253276d24104f46fdfef6d33ac9c,Will the highest temperature in Hong Kong be 27°C on June 2?,interior,27.0,28.0,interior,33.3,,0x4fa6973c62b4d3f9f217c86cbd87c75d484c253276d24104f46fdfef6d33ac9c,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,0.0013717616750854376,out_of_sample_validation,1.8817300932332057e-06,0.0013727034014466833
2026-06-02,0x437c57c038f10872f534c1ad7fb29ed09a4e4a2d63e44ef2a1694e0822034bbe,Will the highest temperature in Hong Kong be 28°C on June 2?,interior,28.0,29.0,interior,33.3,,0x437c57c038f10872f534c1ad7fb29ed09a4e4a2d63e44ef2a1694e0822034bbe,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,0.008480442181162817,out_of_sample_validation,7.191789958804556e-05,0.008516605731367612
2026-06-02,0x14dcac584dd148526c49a1cc8823cb01c42166d58bcf597027cbc6b81bc1f6df,Will the highest temperature in Hong Kong be 29°C on June 2?,interior,29.0,30.0,interior,33.3,,0x14dcac584dd148526c49a1cc8823cb01c42166d58bcf597027cbc6b81bc1f6df,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,0.03543568391553229,out_of_sample_validation,0.001255687694561514,0.03607876551643908
2026-06-02,0xbb0f5f31e74718e8d8b4eefc8f698fcf929e379b2e021585f71bbedadd4eec7c,Will the highest temperature in Hong Kong be 30°C on June 2?,interior,30.0,31.0,interior,33.3,,0xbb0f5f31e74718e8d8b4eefc8f698fcf929e379b2e021585f71bbedadd4eec7c,0.0,0.0,24h_prior,31.2,32.661815268272946,1.5744090189130426,0.10014513382919402,out_of_sample_validation,0.01002904782966718,0.10552178847180305
