source,grouping_definition,target_date,decision_rule,request_id,run_id,forecast_issue_time_utc,decision_time_utc,source_rows,target_day_rows,unique_local_hours,conflicting_hours,earliest_valid_hour_hkt,latest_valid_hour_hkt,forecast_daily_max_c,source_preference,status,reason,selection_rule
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-18,event_day_open,,,2026-06-17T06:00:00Z,2026-06-17T16:00:00Z,24,24,24,0,2026-06-18 00:00:00+08:00,2026-06-18 23:00:00+08:00,27.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-19,12h_prior,,,2026-06-17T18:00:00Z,2026-06-18T04:00:00Z,24,24,24,0,2026-06-19 00:00:00+08:00,2026-06-19 23:00:00+08:00,29.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-19,24h_prior,,,2026-06-17T06:00:00Z,2026-06-17T16:00:00Z,24,24,24,0,2026-06-19 00:00:00+08:00,2026-06-19 23:00:00+08:00,29.7,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-19,6h_prior,,,2026-06-18T00:00:00Z,2026-06-18T10:00:00Z,24,24,24,0,2026-06-19 00:00:00+08:00,2026-06-19 23:00:00+08:00,29.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-19,event_day_open,,,2026-06-18T06:00:00Z,2026-06-18T16:00:00Z,24,24,24,0,2026-06-19 00:00:00+08:00,2026-06-19 23:00:00+08:00,29.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-20,12h_prior,,,2026-06-18T18:00:00Z,2026-06-19T04:00:00Z,24,24,24,0,2026-06-20 00:00:00+08:00,2026-06-20 23:00:00+08:00,30.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-20,24h_prior,,,2026-06-18T06:00:00Z,2026-06-18T16:00:00Z,24,24,24,0,2026-06-20 00:00:00+08:00,2026-06-20 23:00:00+08:00,30.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-20,6h_prior,,,2026-06-19T00:00:00Z,2026-06-19T10:00:00Z,24,24,24,0,2026-06-20 00:00:00+08:00,2026-06-20 23:00:00+08:00,30.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-20,event_day_open,,,2026-06-19T06:00:00Z,2026-06-19T16:00:00Z,24,24,24,0,2026-06-20 00:00:00+08:00,2026-06-20 23:00:00+08:00,29.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-21,12h_prior,,,2026-06-19T18:00:00Z,2026-06-20T04:00:00Z,24,24,24,0,2026-06-21 00:00:00+08:00,2026-06-21 23:00:00+08:00,30.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-21,24h_prior,,,2026-06-19T06:00:00Z,2026-06-19T16:00:00Z,24,24,24,0,2026-06-21 00:00:00+08:00,2026-06-21 23:00:00+08:00,30.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-21,6h_prior,,,2026-06-20T00:00:00Z,2026-06-20T10:00:00Z,24,24,24,0,2026-06-21 00:00:00+08:00,2026-06-21 23:00:00+08:00,30.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-21,event_day_open,,,2026-06-20T06:00:00Z,2026-06-20T16:00:00Z,24,24,24,0,2026-06-21 00:00:00+08:00,2026-06-21 23:00:00+08:00,30.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-22,12h_prior,,,2026-06-20T18:00:00Z,2026-06-21T04:00:00Z,24,24,24,0,2026-06-22 00:00:00+08:00,2026-06-22 23:00:00+08:00,30.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-22,24h_prior,,,2026-06-20T06:00:00Z,2026-06-20T16:00:00Z,24,24,24,0,2026-06-22 00:00:00+08:00,2026-06-22 23:00:00+08:00,30.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-22,6h_prior,,,2026-06-21T00:00:00Z,2026-06-21T10:00:00Z,24,24,24,0,2026-06-22 00:00:00+08:00,2026-06-22 23:00:00+08:00,31.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-22,event_day_open,,,2026-06-21T06:00:00Z,2026-06-21T16:00:00Z,24,24,24,0,2026-06-22 00:00:00+08:00,2026-06-22 23:00:00+08:00,30.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-23,12h_prior,,,2026-06-21T18:00:00Z,2026-06-22T04:00:00Z,24,24,24,0,2026-06-23 00:00:00+08:00,2026-06-23 23:00:00+08:00,30.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-23,24h_prior,,,2026-06-21T06:00:00Z,2026-06-21T16:00:00Z,24,24,24,0,2026-06-23 00:00:00+08:00,2026-06-23 23:00:00+08:00,30.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-23,6h_prior,,,2026-06-22T00:00:00Z,2026-06-22T10:00:00Z,24,24,24,0,2026-06-23 00:00:00+08:00,2026-06-23 23:00:00+08:00,30.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-23,event_day_open,,,2026-06-22T06:00:00Z,2026-06-22T16:00:00Z,24,24,24,0,2026-06-23 00:00:00+08:00,2026-06-23 23:00:00+08:00,30.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-24,12h_prior,,,2026-06-22T18:00:00Z,2026-06-23T04:00:00Z,24,24,24,0,2026-06-24 00:00:00+08:00,2026-06-24 23:00:00+08:00,31.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-24,24h_prior,,,2026-06-22T06:00:00Z,2026-06-22T16:00:00Z,24,24,24,0,2026-06-24 00:00:00+08:00,2026-06-24 23:00:00+08:00,31.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-24,event_day_open,,,2026-06-23T06:00:00Z,2026-06-23T16:00:00Z,24,24,24,0,2026-06-24 00:00:00+08:00,2026-06-24 23:00:00+08:00,31.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-25,12h_prior,,,2026-06-23T18:00:00Z,2026-06-24T04:00:00Z,24,24,24,0,2026-06-25 00:00:00+08:00,2026-06-25 23:00:00+08:00,32.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-25,24h_prior,,,2026-06-23T06:00:00Z,2026-06-23T16:00:00Z,24,24,24,0,2026-06-25 00:00:00+08:00,2026-06-25 23:00:00+08:00,31.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-25,6h_prior,,,2026-06-24T00:00:00Z,2026-06-24T10:00:00Z,24,24,24,0,2026-06-25 00:00:00+08:00,2026-06-25 23:00:00+08:00,32.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-25,event_day_open,,,2026-06-24T06:00:00Z,2026-06-24T16:00:00Z,24,24,24,0,2026-06-25 00:00:00+08:00,2026-06-25 23:00:00+08:00,31.7,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-26,12h_prior,,,2026-06-24T18:00:00Z,2026-06-25T04:00:00Z,24,24,24,0,2026-06-26 00:00:00+08:00,2026-06-26 23:00:00+08:00,30.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-26,24h_prior,,,2026-06-24T06:00:00Z,2026-06-24T16:00:00Z,24,24,24,0,2026-06-26 00:00:00+08:00,2026-06-26 23:00:00+08:00,30.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-26,6h_prior,,,2026-06-25T00:00:00Z,2026-06-25T10:00:00Z,24,24,24,0,2026-06-26 00:00:00+08:00,2026-06-26 23:00:00+08:00,31.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-26,event_day_open,,,2026-06-25T06:00:00Z,2026-06-25T16:00:00Z,24,24,24,0,2026-06-26 00:00:00+08:00,2026-06-26 23:00:00+08:00,30.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-27,12h_prior,,,2026-06-25T18:00:00Z,2026-06-26T04:00:00Z,24,24,24,0,2026-06-27 00:00:00+08:00,2026-06-27 23:00:00+08:00,29.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-27,24h_prior,,,2026-06-25T06:00:00Z,2026-06-25T16:00:00Z,24,24,24,0,2026-06-27 00:00:00+08:00,2026-06-27 23:00:00+08:00,27.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-27,6h_prior,,,2026-06-26T00:00:00Z,2026-06-26T10:00:00Z,24,24,24,0,2026-06-27 00:00:00+08:00,2026-06-27 23:00:00+08:00,28.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-27,event_day_open,,,2026-06-26T06:00:00Z,2026-06-26T16:00:00Z,24,24,24,0,2026-06-27 00:00:00+08:00,2026-06-27 23:00:00+08:00,29.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-28,12h_prior,,,2026-06-26T18:00:00Z,2026-06-27T04:00:00Z,24,24,24,0,2026-06-28 00:00:00+08:00,2026-06-28 23:00:00+08:00,28.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-28,24h_prior,,,2026-06-26T06:00:00Z,2026-06-26T16:00:00Z,24,24,24,0,2026-06-28 00:00:00+08:00,2026-06-28 23:00:00+08:00,29.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-28,6h_prior,,,2026-06-27T00:00:00Z,2026-06-27T10:00:00Z,24,24,24,0,2026-06-28 00:00:00+08:00,2026-06-28 23:00:00+08:00,29.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-28,event_day_open,,,2026-06-27T06:00:00Z,2026-06-27T16:00:00Z,24,24,24,0,2026-06-28 00:00:00+08:00,2026-06-28 23:00:00+08:00,28.7,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-29,12h_prior,,,2026-06-27T18:00:00Z,2026-06-28T04:00:00Z,24,24,24,0,2026-06-29 00:00:00+08:00,2026-06-29 23:00:00+08:00,29.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-29,24h_prior,,,2026-06-27T06:00:00Z,2026-06-27T16:00:00Z,24,24,24,0,2026-06-29 00:00:00+08:00,2026-06-29 23:00:00+08:00,29.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-29,6h_prior,,,2026-06-28T00:00:00Z,2026-06-28T10:00:00Z,24,24,24,0,2026-06-29 00:00:00+08:00,2026-06-29 23:00:00+08:00,30.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-29,event_day_open,,,2026-06-28T06:00:00Z,2026-06-28T16:00:00Z,24,24,24,0,2026-06-29 00:00:00+08:00,2026-06-29 23:00:00+08:00,30.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-30,12h_prior,,,2026-06-28T18:00:00Z,2026-06-29T04:00:00Z,24,24,24,0,2026-06-30 00:00:00+08:00,2026-06-30 23:00:00+08:00,29.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-30,24h_prior,,,2026-06-28T06:00:00Z,2026-06-28T16:00:00Z,24,24,24,0,2026-06-30 00:00:00+08:00,2026-06-30 23:00:00+08:00,29.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-30,6h_prior,,,2026-06-29T00:00:00Z,2026-06-29T10:00:00Z,24,24,24,0,2026-06-30 00:00:00+08:00,2026-06-30 23:00:00+08:00,28.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-30,event_day_open,,,2026-06-29T06:00:00Z,2026-06-29T16:00:00Z,24,24,24,0,2026-06-30 00:00:00+08:00,2026-06-30 23:00:00+08:00,29.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference
