closed,page,after_cursor_prefix,next_cursor_prefix,status,events,nested_markets,attempts,error,resolved_url
True,1,,pB0pErFjaC8ZF3K21w7bhgZgdfUyRGP5VlwPVMVJ,200,100,764,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=true&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z
True,2,pB0pErFjaC8ZF3K21w7bhgZgdfUyRGP5VlwPVMVJ,MaVB_xNwrS_ujDcxdBqDJ3m6A7nyhvF85vAoBecT,200,100,771,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=true&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z&after_cursor=pB0pErFjaC8ZF3K21w7bhgZgdfUyRGP5VlwPVMVJ1TR7InYiOjEsImsiOiJldmVudHMiLCJvaCI6IjRmNTNjZGExOGMyYmFhMGMwMzU0YmI1ZjlhM2VjYmU1ZWQxMmFiNGQ4ZTExYmE4NzNjMmYxMTE2MTIwMmI5NDUiLCJrZXlzIjpbeyJ0Ijoic3RyaW5nIiwidiI6IjQyNjIxNiJ9XX0
True,3,MaVB_xNwrS_ujDcxdBqDJ3m6A7nyhvF85vAoBecT,HMYg0ZkU8H1HNEI4bR30rqNeB_aQdLHbF486iknp,200,100,722,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=true&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z&after_cursor=MaVB_xNwrS_ujDcxdBqDJ3m6A7nyhvF85vAoBecTQoZ7InYiOjEsImsiOiJldmVudHMiLCJvaCI6IjRmNTNjZGExOGMyYmFhMGMwMzU0YmI1ZjlhM2VjYmU1ZWQxMmFiNGQ4ZTExYmE4NzNjMmYxMTE2MTIwMmI5NDUiLCJrZXlzIjpbeyJ0Ijoic3RyaW5nIiwidiI6IjUyMjA1OCJ9XX0
True,4,HMYg0ZkU8H1HNEI4bR30rqNeB_aQdLHbF486iknp,8dRRO3veVRC9Wa36_iDwcAG9x_akGK7QPVPoqpdm,200,100,919,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=true&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z&after_cursor=HMYg0ZkU8H1HNEI4bR30rqNeB_aQdLHbF486iknpjod7InYiOjEsImsiOiJldmVudHMiLCJvaCI6IjRmNTNjZGExOGMyYmFhMGMwMzU0YmI1ZjlhM2VjYmU1ZWQxMmFiNGQ4ZTExYmE4NzNjMmYxMTE2MTIwMmI5NDUiLCJrZXlzIjpbeyJ0Ijoic3RyaW5nIiwidiI6IjYxNTc2MCJ9XX0
True,5,8dRRO3veVRC9Wa36_iDwcAG9x_akGK7QPVPoqpdm,,200,75,730,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=true&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z&after_cursor=8dRRO3veVRC9Wa36_iDwcAG9x_akGK7QPVPoqpdmTJZ7InYiOjEsImsiOiJldmVudHMiLCJvaCI6IjRmNTNjZGExOGMyYmFhMGMwMzU0YmI1ZjlhM2VjYmU1ZWQxMmFiNGQ4ZTExYmE4NzNjMmYxMTE2MTIwMmI5NDUiLCJrZXlzIjpbeyJ0Ijoic3RyaW5nIiwidiI6Ijc1OTcwMCJ9XX0
False,1,,,200,8,88,1,,https://gamma-api.polymarket.com/events/keyset?limit=500&closed=false&title_search=Hong+Kong&end_date_min=2026-03-14T00%3A00%3A00Z&end_date_max=2026-09-03T23%3A59%3A59Z
