event_date,decision_rule,empirical_period,market_book_sum,abs_book_sum_error,categorical_log,multiclass_brier,winning_probability,max_record_age_hours
2026-05-22,24h_prior,market_development,1.0545000000,0.0545000000,0.9569349328,0.5119907659,0.3840682788,0.9988888889
2026-05-22,6h_prior,market_development,1.0055000000,0.0055000000,0.4916179414,0.2236392037,0.6116360020,0.9952777778
2026-05-22,event_day_open,market_development,1.0465000000,0.0465000000,0.3398223235,0.1227480220,0.7118967989,0.9983333333
2026-05-23,12h_prior,market_development,1.0760000000,0.0760000000,2.1526920034,0.9979201504,0.1161710037,0.9980555556
2026-05-23,24h_prior,market_development,1.1575000000,0.1575000000,1.7557004194,0.8678280908,0.1727861771,0.9983333333
2026-05-23,6h_prior,market_development,1.0500000000,0.0500000000,2.4026685516,1.1094217687,0.0904761905,0.9980555556
2026-05-23,event_day_open,market_development,1.0290000000,0.0290000000,1.8929176189,0.9623489268,0.1506316812,0.9983333333
2026-05-24,12h_prior,market_development,1.0215000000,0.0215000000,0.8536813832,0.4815751600,0.4258443465,0.9983333333
2026-05-24,24h_prior,market_development,1.0330000000,0.0330000000,0.9363354020,0.5229118658,0.3920619555,0.9983333333
2026-05-24,6h_prior,market_development,1.0280000000,0.0280000000,0.9564846811,0.5452235272,0.3842412451,0.9991666667
2026-05-24,event_day_open,market_development,1.0110000000,0.0110000000,0.9272306719,0.5419676340,0.3956478734,0.9988888889
2026-05-25,12h_prior,market_development,1.0410000000,0.0410000000,1.1338065368,0.6356764583,0.3218059558,0.9986111111
2026-05-25,24h_prior,market_development,1.0525000000,0.0525000000,1.4176600204,0.7548542380,0.2422802850,0.9988888889
2026-05-25,6h_prior,market_development,1.0420000000,0.0420000000,0.9827504832,0.5710550359,0.3742802303,0.9986111111
2026-05-25,event_day_open,market_development,1.0560000000,0.0560000000,0.8868974332,0.5268635395,0.4119318182,0.9988888889
2026-05-26,12h_prior,market_development,1.0395000000,0.0395000000,0.9932517730,0.5893863854,0.3703703704,0.9986111111
2026-05-26,24h_prior,market_development,1.0480000000,0.0480000000,1.1256932473,0.6330082564,0.3244274809,0.9988888889
2026-05-26,6h_prior,market_development,1.0310000000,0.0310000000,0.8861953151,0.5333558804,0.4122211445,0.9991666667
2026-05-26,event_day_open,market_development,1.0160000000,0.0160000000,0.8953501079,0.5308770305,0.4084645669,0.9986111111
2026-05-27,12h_prior,market_development,1.0365000000,0.0365000000,1.0856717774,0.6071971683,0.3376748673,0.9991666667
2026-05-27,24h_prior,market_development,1.0625000000,0.0625000000,1.4076982698,0.7589452180,0.2447058824,0.9986111111
2026-05-27,6h_prior,market_development,1.0010000000,0.0010000000,0.9952517737,0.5693781743,0.3696303696,0.9991666667
2026-05-27,event_day_open,market_development,1.0535000000,0.0535000000,0.9937264941,0.5687169737,0.3701945895,0.9986111111
2026-05-28,12h_prior,market_development,1.0415000000,0.0415000000,0.7540118696,0.4452632921,0.4704752760,0.9991666667
2026-05-28,24h_prior,market_development,1.0320000000,0.0320000000,0.9990826933,0.5899195699,0.3682170543,0.9986111111
2026-05-28,6h_prior,market_development,1.0085000000,0.0085000000,0.2130312442,0.0590813484,0.8081308875,0.9952777778
2026-05-28,event_day_open,market_development,1.0135000000,0.0135000000,0.1818283385,0.0497053955,0.8337444499,0.9991666667
2026-05-29,12h_prior,market_development,1.0250000000,0.0250000000,0.3123746850,0.1117777513,0.7317073171,0.9988888889
2026-05-29,24h_prior,market_development,1.0415000000,0.0415000000,0.4045054151,0.1626978704,0.6673067691,0.9991666667
2026-05-29,6h_prior,market_development,1.0295000000,0.0295000000,0.2459862490,0.0764386018,0.7819329772,0.9988888889
2026-05-29,event_day_open,market_development,1.0220000000,0.0220000000,0.1552928844,0.0348286810,0.8561643836,0.9991666667
2026-05-30,12h_prior,market_development,1.0555000000,0.0555000000,1.5911318392,0.8524399387,0.2036949313,0.9991666667
2026-05-30,24h_prior,market_development,1.0515000000,0.0515000000,1.4567147846,0.7878114479,0.2330004755,0.9991666667
2026-05-30,6h_prior,market_development,1.0430000000,0.0430000000,1.5337560528,0.8709310759,0.2157238734,0.9988888889
2026-05-30,event_day_open,market_development,1.0590000000,0.0590000000,1.4043987146,0.7906910594,0.2455146364,0.9983333333
2026-05-31,12h_prior,market_development,1.0285000000,0.0285000000,1.5197563069,0.8564889469,0.2187651920,0.9986111111
2026-05-31,24h_prior,market_development,1.0070000000,0.0070000000,1.4340919694,0.8120860037,0.2383316783,0.9983333333
2026-05-31,6h_prior,market_development,1.0270000000,0.0270000000,2.2339168441,1.2208505692,0.1071080818,0.9991666667
2026-05-31,event_day_open,market_development,1.0395000000,0.0395000000,1.9030699904,1.0869259720,0.1491101491,0.9983333333
2026-06-01,12h_prior,market_development,0.9825000000,0.0175000000,1.1535280463,0.6419900420,0.3155216285,0.9991666667
2026-06-01,24h_prior,market_development,1.0275000000,0.0275000000,1.2311014717,0.7016614867,0.2919708029,0.9983333333
2026-06-01,6h_prior,market_development,0.9540000000,0.0460000000,0.9471606658,0.5095509803,0.3878406709,0.9991666667
2026-06-01,event_day_open,market_development,1.0510000000,0.0510000000,1.0713933394,0.5810849347,0.3425309229,0.9991666667
2026-06-02,12h_prior,market_development,1.0340000000,0.0340000000,1.2208782785,0.6652883209,0.2949709865,0.9991666667
2026-06-02,24h_prior,market_development,1.0135000000,0.0135000000,1.2686757856,0.6677247392,0.2812037494,0.9991666667
2026-06-02,6h_prior,market_development,1.0435000000,0.0435000000,0.7357276281,0.3695999306,0.4791566842,0.9991666667
2026-06-02,event_day_open,market_development,0.9385000000,0.0615000000,0.9307798504,0.5137688685,0.3942461375,0.9983333333
2026-06-03,12h_prior,market_development,1.0615000000,0.0615000000,0.9759737340,0.5522633144,0.3768252473,0.9986111111
2026-06-03,24h_prior,market_development,1.0365000000,0.0365000000,1.0714871424,0.5900199868,0.3424987940,0.9983333333
2026-06-03,6h_prior,market_development,1.0370000000,0.0370000000,0.5555258027,0.2916640707,0.5737704918,0.9986111111
2026-06-03,event_day_open,market_development,1.0235000000,0.0235000000,0.6771545935,0.4030887242,0.5080605765,0.9986111111
2026-06-04,12h_prior,market_development,1.0330000000,0.0330000000,0.5186002013,0.2523336854,0.5953533398,0.9983333333
2026-06-04,24h_prior,market_development,1.0295000000,0.0295000000,0.5567059896,0.2755431620,0.5730937348,0.9986111111
2026-06-04,6h_prior,market_development,1.0350000000,0.0350000000,0.3559850508,0.1447044272,0.7004830918,0.9972222222
2026-06-04,event_day_open,market_development,1.0225000000,0.0225000000,0.2516637733,0.0816628308,0.7775061125,0.9986111111
2026-06-05,12h_prior,market_development,1.0330000000,0.0330000000,0.9487579220,0.5007178408,0.3872216844,0.9980555556
2026-06-05,24h_prior,market_development,1.0245000000,0.0245000000,1.0598421782,0.5532434848,0.3465104929,0.9986111111
2026-06-05,6h_prior,market_development,1.0175000000,0.0175000000,0.9462181524,0.5011473658,0.3882063882,0.9988888889
2026-06-05,event_day_open,market_development,1.0580000000,0.0580000000,0.9358570922,0.5019149267,0.3922495274,0.9986111111
2026-06-06,6h_prior,market_development,1.0720000000,0.0720000000,2.2323492133,1.0304833691,0.1072761194,0.9891666667
2026-06-06,event_day_open,market_development,1.0525000000,0.0525000000,2.9515903803,1.1726365796,0.0522565321,0.9988888889
2026-06-07,6h_prior,market_development,1.0450000000,0.0450000000,2.2978118142,1.0026006731,0.1004784689,0.9991666667
2026-06-07,event_day_open,market_development,1.0510000000,0.0510000000,2.9501641856,1.1245064960,0.0523311132,0.9988888889
2026-06-08,12h_prior,market_development,1.0195000000,0.0195000000,1.3663859590,0.6960970251,0.2550269740,0.9991666667
2026-06-08,6h_prior,market_development,1.0225000000,0.0225000000,1.1616848921,0.6195175782,0.3129584352,0.9991666667
2026-06-08,event_day_open,market_development,1.0555000000,0.0555000000,1.2414580907,0.6336226677,0.2889625770,0.9991666667
2026-06-09,12h_prior,market_development,1.0340000000,0.0340000000,1.6941659829,0.8754162162,0.1837524178,0.9991666667
2026-06-09,24h_prior,market_development,1.0520000000,0.0520000000,1.2546659186,0.6378575482,0.2851711027,0.9991666667
2026-06-09,6h_prior,market_development,1.0365000000,0.0365000000,1.4840194177,0.7945377233,0.2267245538,0.9991666667
2026-06-09,event_day_open,market_development,1.0640000000,0.0640000000,1.8339922329,0.9161692118,0.1597744361,0.9991666667
2026-06-10,12h_prior,market_development,1.0360000000,0.0360000000,1.9663886804,0.9555551311,0.1399613900,0.9983333333
2026-06-10,24h_prior,market_development,1.0180000000,0.0180000000,2.0580607467,0.9565193897,0.1277013752,0.9986111111
2026-06-10,6h_prior,market_development,1.0375000000,0.0375000000,1.4433110416,0.7532402381,0.2361445783,0.9986111111
2026-06-10,event_day_open,market_development,1.0815000000,0.0815000000,1.3513146422,0.6915165727,0.2588996764,0.9938888889
2026-06-11,12h_prior,market_development,1.0450000000,0.0450000000,1.1376416326,0.5825947208,0.3205741627,0.9988888889
2026-06-11,24h_prior,market_development,1.0360000000,0.0360000000,1.2228106462,0.6221065764,0.2944015444,0.9947222222
2026-06-11,6h_prior,market_development,1.0555000000,0.0555000000,1.0618725137,0.5380294642,0.3458076741,0.9991666667
2026-06-11,event_day_open,market_development,1.0400000000,0.0400000000,0.9808292530,0.5047813425,0.3750000000,0.9988888889
2026-06-12,12h_prior,market_development,1.0590000000,0.0590000000,1.2447685690,0.6457978334,0.2880075543,0.9988888889
2026-06-12,24h_prior,market_development,1.0555000000,0.0555000000,1.0896520778,0.5679545975,0.3363334912,0.9988888889
2026-06-12,6h_prior,market_development,1.0685000000,0.0685000000,1.6033730466,0.8641571317,0.2012166589,0.9991666667
2026-06-12,event_day_open,market_development,1.0440000000,0.0440000000,1.5127354595,0.8422315622,0.2203065134,0.9991666667
2026-06-13,12h_prior,market_development,1.0455000000,0.0455000000,1.1381199870,0.6008127108,0.3204208513,0.9991666667
2026-06-13,24h_prior,market_development,1.0490000000,0.0490000000,1.0023492741,0.4963254305,0.3670162059,0.9991666667
2026-06-13,6h_prior,market_development,1.0520000000,0.0520000000,1.0723443618,0.5673811606,0.3422053232,0.9991666667
2026-06-13,event_day_open,market_development,1.0630000000,0.0630000000,0.9899646134,0.5323561974,0.3715898401,0.9950000000
2026-06-14,12h_prior,market_development,0.9940000000,0.0060000000,1.0156331752,0.5218266338,0.3621730382,0.9991666667
2026-06-14,24h_prior,market_development,1.0625000000,0.0625000000,1.1542493690,0.5818131488,0.3152941176,0.9950000000
2026-06-14,6h_prior,market_development,0.9755000000,0.0245000000,0.9560241341,0.4945122703,0.3844182471,0.9983333333
2026-06-14,event_day_open,market_development,0.9525000000,0.0475000000,0.6749412161,0.3350067856,0.5091863517,0.9986111111
2026-06-15,12h_prior,market_development,0.9635000000,0.0365000000,1.0564419560,0.5421674190,0.3476907109,0.9988888889
2026-06-15,24h_prior,market_development,1.0645000000,0.0645000000,1.1267160673,0.5710379445,0.3240958196,0.9986111111
2026-06-15,6h_prior,market_development,1.0080000000,0.0080000000,0.9118363815,0.4719043289,0.4017857143,0.9988888889
2026-06-15,event_day_open,market_development,0.9990000000,0.0010000000,0.9406080395,0.5047850653,0.3903903904,0.9991666667
2026-06-16,12h_prior,market_development,0.9495000000,0.0505000000,2.8486023450,1.1367197780,0.0579252238,0.9988888889
2026-06-16,24h_prior,market_development,1.0775000000,0.0775000000,2.1148643715,0.9687049488,0.1206496520,0.9991666667
2026-06-16,6h_prior,market_development,0.9745000000,0.0255000000,2.2767543330,1.0306489152,0.1026167265,0.9950000000
2026-06-16,event_day_open,market_development,1.0520000000,0.0520000000,1.5648208469,0.8100815575,0.2091254753,0.9991666667
2026-06-17,12h_prior,market_development,1.0455000000,0.0455000000,1.1087061018,0.5636055871,0.3299856528,0.9991666667
2026-06-17,24h_prior,market_development,0.9945000000,0.0055000000,1.1496674595,0.5860134207,0.3167420814,0.9991666667
2026-06-17,6h_prior,market_development,1.0460000000,0.0460000000,1.1689034623,0.6057218796,0.3107074570,0.9983333333
2026-06-17,event_day_open,market_development,1.0540000000,0.0540000000,1.1024145746,0.5838668270,0.3320683112,0.9988888889
2026-06-18,12h_prior,market_development,1.0370000000,0.0370000000,1.3834055772,0.7150238662,0.2507232401,0.9988888889
2026-06-18,24h_prior,market_development,0.9195000000,0.0805000000,1.3225718335,0.6686785410,0.2664491572,0.9988888889
2026-06-18,6h_prior,market_development,1.0030000000,0.0030000000,1.4094925774,0.7219244559,0.2442671984,0.9947222222
2026-06-18,event_day_open,market_development,1.0520000000,0.0520000000,1.0723443618,0.5833642058,0.3422053232,0.9983333333
2026-06-19,12h_prior,market_development,1.0480000000,0.0480000000,1.0547415113,0.5512057682,0.3482824427,0.9988888889
2026-06-19,24h_prior,market_development,1.0740000000,0.0740000000,1.0792479215,0.5535563809,0.3398510242,0.9983333333
2026-06-19,6h_prior,market_development,1.0475000000,0.0475000000,0.8788156207,0.4680324218,0.4152744630,0.9988888889
2026-06-19,event_day_open,market_development,0.9530000000,0.0470000000,0.8934681645,0.4721479307,0.4092339979,0.9980555556
2026-06-20,12h_prior,market_development,1.0440000000,0.0440000000,1.4701758451,0.8088447395,0.2298850575,0.9991666667
2026-06-20,24h_prior,market_development,1.0435000000,0.0435000000,1.3519137675,0.7685833929,0.2587446095,0.9980555556
2026-06-20,6h_prior,market_development,1.0410000000,0.0410000000,1.7549802177,0.9265858680,0.1729106628,0.9991666667
2026-06-20,event_day_open,market_development,1.0210000000,0.0210000000,1.8533640029,0.9909160327,0.1567091087,0.9988888889
2026-06-21,12h_prior,market_development,0.9770000000,0.0230000000,0.8562081318,0.4300408893,0.4247697032,0.9986111111
2026-06-21,24h_prior,market_development,1.0540000000,0.0540000000,1.1765225468,0.5927738911,0.3083491461,0.9988888889
2026-06-21,6h_prior,market_development,1.0640000000,0.0640000000,1.1408450523,0.6540955891,0.3195488722,0.9988888889
2026-06-21,event_day_open,market_development,1.0450000000,0.0450000000,0.9478850973,0.5518440512,0.3875598086,0.9988888889
2026-06-22,12h_prior,market_development,0.9555000000,0.0445000000,0.8707702166,0.4543499161,0.4186289901,0.9988888889
2026-06-22,24h_prior,market_development,0.9730000000,0.0270000000,1.1120630864,0.6087713591,0.3288797533,0.9988888889
2026-06-22,6h_prior,market_development,1.0400000000,0.0400000000,0.6835777295,0.3166272189,0.5048076923,0.9986111111
2026-06-22,event_day_open,market_development,1.0710000000,0.0710000000,0.6307117096,0.3077413972,0.5322128852,0.9986111111
2026-06-23,12h_prior,market_development,1.0300000000,0.0300000000,1.2007417837,0.7338175134,0.3009708738,0.9988888889
2026-06-23,24h_prior,market_development,1.0060000000,0.0060000000,1.3340075247,0.7737046903,0.2634194831,0.9986111111
2026-06-23,6h_prior,market_development,1.0165000000,0.0165000000,1.2038088565,0.7477308134,0.3000491884,0.9988888889
2026-06-23,event_day_open,market_development,1.0450000000,0.0450000000,1.5356717622,0.9490478698,0.2153110048,0.9988888889
2026-06-24,12h_prior,market_development,0.9810000000,0.0190000000,1.9118387171,1.0264116065,0.1478083588,0.9991666667
2026-06-24,24h_prior,market_development,1.0550000000,0.0550000000,1.8861222307,0.9951474585,0.1516587678,0.9988888889
2026-06-24,6h_prior,market_development,1.0100000000,0.0100000000,1.0455878204,0.6166282717,0.3514851485,0.9991666667
2026-06-24,event_day_open,market_development,1.0695000000,0.0695000000,1.0087997894,0.5823114925,0.3646563815,0.9988888889
2026-06-25,12h_prior,market_development,1.0365000000,0.0365000000,1.1597797495,0.6805669289,0.3135552340,0.9991666667
2026-06-25,24h_prior,market_development,1.0605000000,0.0605000000,1.1229513570,0.6578231070,0.3253182461,0.9988888889
2026-06-25,6h_prior,market_development,1.0345000000,0.0345000000,0.9627877323,0.5600321999,0.3818269696,0.9988888889
2026-06-25,event_day_open,market_development,1.0640000000,0.0640000000,0.9659036028,0.5417575011,0.3806390977,0.9988888889
2026-06-26,12h_prior,market_development,1.0405000000,0.0405000000,1.1483639914,0.6460299255,0.3171552138,0.9991666667
2026-06-26,24h_prior,market_development,1.0275000000,0.0275000000,1.0213809407,0.5863995596,0.3600973236,0.9988888889
2026-06-26,6h_prior,market_development,1.0420000000,0.0420000000,1.2123249248,0.7425619195,0.2975047985,0.9941666667
2026-06-26,event_day_open,market_development,1.0165000000,0.0165000000,1.1875483356,0.7108320193,0.3049680275,0.9991666667
2026-06-27,12h_prior,market_development,1.0425000000,0.0425000000,1.1810559579,0.6977701867,0.3069544365,0.9991666667
2026-06-27,24h_prior,market_development,1.0375000000,0.0375000000,1.1304387203,0.6723664973,0.3228915663,0.9991666667
2026-06-27,6h_prior,market_development,1.0690000000,0.0690000000,1.0745815574,0.5823032988,0.3414405987,0.9988888889
2026-06-27,event_day_open,market_development,1.0465000000,0.0465000000,1.1390760101,0.6305796242,0.3201146679,0.9991666667
2026-06-28,12h_prior,market_development,1.0470000000,0.0470000000,0.8333867919,0.4270312504,0.4345749761,0.9988888889
2026-06-28,24h_prior,market_development,1.0590000000,0.0590000000,1.2125077068,0.6934620381,0.2974504249,0.9991666667
2026-06-28,6h_prior,market_development,1.0040000000,0.0040000000,0.8834687800,0.4969836788,0.4133466135,0.9991666667
2026-06-28,event_day_open,market_development,0.9360000000,0.0640000000,0.6995780709,0.3726823316,0.4967948718,0.9988888889
2026-06-29,12h_prior,market_development,1.0400000000,0.0400000000,0.9555114450,0.5006337833,0.3846153846,0.9991666667
2026-06-29,24h_prior,market_development,1.0270000000,0.0270000000,0.8706120012,0.4532908453,0.4186952288,0.9988888889
2026-06-29,6h_prior,market_development,1.0610000000,0.0610000000,0.9148779697,0.4916115983,0.4005655042,0.9988888889
2026-06-29,event_day_open,market_development,1.0420000000,0.0420000000,0.8068598167,0.4263804105,0.4462571977,0.9988888889
2026-06-30,12h_prior,market_development,1.0700000000,0.0700000000,1.2716314528,0.7513992488,0.2803738318,0.9991666667
2026-06-30,24h_prior,market_development,1.0665000000,0.0665000000,1.2195648991,0.6969206027,0.2953586498,0.9988888889
2026-06-30,6h_prior,market_development,0.9490000000,0.0510000000,1.1028361598,0.6191826347,0.3319283456,0.9988888889
2026-06-30,event_day_open,market_development,1.0640000000,0.0640000000,0.9909049050,0.5444692853,0.3712406015,0.9983333333
2026-07-01,12h_prior,external_validation,0.9905000000,0.0095000000,0.9193241012,0.4734513466,0.3987884907,0.9991666667
2026-07-01,24h_prior,external_validation,1.0635000000,0.0635000000,1.1551901028,0.5989745208,0.3149976493,0.9983333333
2026-07-01,6h_prior,external_validation,1.0610000000,0.0610000000,0.9880813737,0.5436626837,0.3722902922,0.9991666667
2026-07-01,event_day_open,external_validation,1.0425000000,0.0425000000,0.6485911590,0.3556682711,0.5227817746,0.9988888889
2026-07-02,12h_prior,external_validation,0.9980000000,0.0020000000,0.9922502707,0.5480254095,0.3707414830,0.9988888889
2026-07-02,24h_prior,external_validation,1.0605000000,0.0605000000,1.0943779845,0.6030839091,0.3347477605,0.9988888889
2026-07-02,6h_prior,external_validation,1.0245000000,0.0245000000,0.8798707988,0.4914842579,0.4148365056,0.9991666667
2026-07-02,event_day_open,external_validation,1.0635000000,0.0635000000,0.8380941452,0.4385356828,0.4325340856,0.9986111111
2026-07-03,12h_prior,external_validation,1.0880000000,0.0880000000,1.0921990738,0.5615817271,0.3354779412,0.9991666667
2026-07-03,24h_prior,external_validation,1.0745000000,0.0745000000,1.0797133625,0.5595932269,0.3396928804,0.9986111111
2026-07-03,6h_prior,external_validation,1.0485000000,0.0485000000,1.0829980609,0.6402365575,0.3385789223,0.9988888889
2026-07-03,event_day_open,external_validation,1.0685000000,0.0685000000,1.0605080691,0.6649427637,0.3462798315,0.9988888889
2026-07-04,12h_prior,external_validation,1.0145000000,0.0145000000,4.3572018018,1.2243917120,0.0128141942,0.9988888889
2026-07-04,24h_prior,external_validation,1.0920000000,0.0920000000,5.0498560072,1.2547749869,0.0064102564,0.9988888889
2026-07-04,6h_prior,external_validation,1.0450000000,0.0450000000,4.2437219633,1.2960344314,0.0143540670,0.9980555556
2026-07-04,event_day_open,external_validation,1.0300000000,0.0300000000,4.2631654318,1.2867739655,0.0140776699,0.9988888889
2026-07-05,12h_prior,external_validation,1.0425000000,0.0425000000,4.5070299183,1.2516642226,0.0110311751,0.9991666667
2026-07-05,24h_prior,external_validation,1.0595000000,0.0595000000,4.9506493572,1.2441598419,0.0070788108,0.9988888889
2026-07-05,6h_prior,external_validation,0.9880000000,0.0120000000,2.7290174739,1.1373393680,0.0652834008,0.9986111111
2026-07-05,event_day_open,external_validation,1.0530000000,0.0530000000,2.7037858023,1.1964418579,0.0669515670,0.9988888889
2026-07-06,12h_prior,external_validation,1.0210000000,0.0210000000,1.0016117922,0.5291767112,0.3672869736,0.9991666667
2026-07-06,24h_prior,external_validation,1.0490000000,0.0490000000,1.0154213557,0.5328643831,0.3622497617,0.9988888889
2026-07-06,6h_prior,external_validation,1.0620000000,0.0620000000,1.0680118482,0.5731488575,0.3436911488,0.9988888889
2026-07-06,event_day_open,external_validation,1.0830000000,0.0830000000,1.0875928934,0.5912051354,0.3370267775,0.9988888889
2026-07-07,12h_prior,external_validation,1.0215000000,0.0215000000,3.1795233383,1.1819531564,0.0416054821,0.9988888889
2026-07-07,24h_prior,external_validation,1.0565000000,0.0565000000,4.5648215643,1.2367779834,0.0104117369,0.9988888889
2026-07-07,6h_prior,external_validation,0.9410000000,0.0590000000,3.7334278304,1.2141028435,0.0239107333,0.9952777778
2026-07-07,event_day_open,external_validation,1.0585000000,0.0585000000,2.8294415338,1.1570267370,0.0590458196,0.9983333333
2026-07-08,12h_prior,external_validation,1.0655000000,0.0655000000,0.9923136866,0.5185347976,0.3707179728,0.9991666667
2026-07-08,24h_prior,external_validation,1.0595000000,0.0595000000,0.9493952180,0.4956396886,0.3869749882,0.9983333333
2026-07-08,6h_prior,external_validation,1.0585000000,0.0585000000,1.0113647563,0.5148826704,0.3637222485,0.9991666667
2026-07-08,event_day_open,external_validation,1.0655000000,0.0655000000,1.2186268127,0.6477528544,0.2956358517,0.9972222222
2026-07-09,12h_prior,external_validation,1.0715000000,0.0715000000,1.2242421761,0.6615424581,0.2939804013,0.9991666667
2026-07-09,24h_prior,external_validation,1.0610000000,0.0610000000,1.2631846640,0.6826584918,0.2827521206,0.9972222222
2026-07-09,6h_prior,external_validation,1.0465000000,0.0465000000,1.3007173616,0.7266968890,0.2723363593,0.9983333333
2026-07-09,event_day_open,external_validation,1.0350000000,0.0350000000,1.3624268797,0.7622362249,0.2560386473,0.9983333333
2026-07-10,12h_prior,external_validation,1.0445000000,0.0445000000,1.1674683987,0.6028404272,0.3111536620,0.9986111111
2026-07-10,24h_prior,external_validation,1.0290000000,0.0290000000,1.0364453823,0.5382441745,0.3547133139,0.9983333333
2026-07-10,6h_prior,external_validation,1.0315000000,0.0315000000,1.0808361780,0.5673114630,0.3393116820,0.9988888889
2026-07-10,event_day_open,external_validation,1.0515000000,0.0515000000,1.0310469692,0.5366208046,0.3566333809,0.9986111111
2026-07-11,12h_prior,external_validation,1.0360000000,0.0360000000,1.1289918910,0.5839619266,0.3233590734,0.9991666667
2026-07-11,24h_prior,external_validation,1.0395000000,0.0395000000,1.1323645755,0.5766522505,0.3222703223,0.9986111111
2026-07-11,6h_prior,external_validation,1.0430000000,0.0430000000,1.0499591014,0.5534375635,0.3499520614,0.9955555556
2026-07-11,event_day_open,external_validation,1.0265000000,0.0265000000,0.9056317162,0.4720289816,0.4042864101,0.9986111111
2026-07-12,12h_prior,external_validation,1.0570000000,0.0570000000,1.1793648035,0.6460569667,0.3074739830,0.9991666667
2026-07-12,24h_prior,external_validation,1.0725000000,0.0725000000,1.2574358742,0.6756681392,0.2843822844,0.9986111111
2026-07-12,6h_prior,external_validation,1.0435000000,0.0435000000,1.2633603702,0.7160442183,0.2827024437,0.9988888889
2026-07-12,event_day_open,external_validation,1.0520000000,0.0520000000,1.0863306038,0.6474007503,0.3374524715,0.9988888889
2026-07-13,12h_prior,external_validation,1.0655000000,0.0655000000,1.3364098484,0.7512946579,0.2627874237,0.9988888889
2026-07-13,24h_prior,external_validation,1.0680000000,0.0680000000,1.3210538393,0.7005060388,0.2668539326,0.9988888889
2026-07-13,6h_prior,external_validation,1.0545000000,0.0545000000,1.1172775829,0.6174913403,0.3271692745,0.9991666667
2026-07-13,event_day_open,external_validation,1.0400000000,0.0400000000,0.7628271012,0.4207308617,0.4663461538,0.9991666667
2026-07-14,12h_prior,external_validation,1.0490000000,0.0490000000,2.5129413519,1.1256646441,0.0810295520,0.9991666667
2026-07-14,24h_prior,external_validation,1.0610000000,0.0610000000,2.2220350103,1.0271030744,0.1083883129,0.9991666667
2026-07-14,6h_prior,external_validation,1.0530000000,0.0530000000,2.4595888418,1.1243207802,0.0854700855,0.9988888889
2026-07-14,event_day_open,external_validation,1.0575000000,0.0575000000,3.2623609368,1.2750483153,0.0382978723,0.9941666667
2026-07-15,12h_prior,external_validation,1.0600000000,0.0600000000,2.8716796249,1.1555994126,0.0566037736,0.9986111111
2026-07-15,24h_prior,external_validation,1.0675000000,0.0675000000,2.8787301829,1.1238190304,0.0562060890,0.9941666667
2026-07-15,6h_prior,external_validation,1.0660000000,0.0660000000,1.7787117538,0.9052656034,0.1688555347,0.9988888889
2026-07-15,event_day_open,external_validation,1.0580000000,0.0580000000,1.2942546894,0.6926710168,0.2741020794,0.9986111111
2026-07-16,12h_prior,external_validation,0.9910000000,0.0090000000,5.6459515658,1.2346776895,0.0035317861,0.9991666667
2026-07-16,24h_prior,external_validation,1.0490000000,0.0490000000,5.5692982473,1.2330518602,0.0038131554,0.9986111111
2026-07-16,6h_prior,external_validation,1.0455000000,0.0455000000,4.5543552461,1.2093609720,0.0105212817,0.9986111111
2026-07-16,event_day_open,external_validation,1.0525000000,0.0525000000,3.3893908691,1.1895807403,0.0337292162,0.9980555556
2026-07-17,12h_prior,external_validation,1.0480000000,0.0480000000,1.1863178691,0.6022858881,0.3053435115,0.9983333333
2026-07-17,24h_prior,external_validation,1.0470000000,0.0470000000,1.3369131132,0.7074686488,0.2626552053,0.9980555556
2026-07-17,6h_prior,external_validation,1.0755000000,0.0755000000,1.6575309696,0.8001532809,0.1906090191,0.9977777778
2026-07-17,event_day_open,external_validation,1.0715000000,0.0715000000,1.9333896980,0.9174699599,0.1446570229,0.9991666667
2026-07-18,12h_prior,external_validation,1.0300000000,0.0300000000,1.3205429836,0.6689607880,0.2669902913,0.9991666667
2026-07-18,24h_prior,external_validation,1.0885000000,0.0885000000,1.3941339217,0.6838854192,0.2480477722,0.9991666667
2026-07-18,6h_prior,external_validation,1.0710000000,0.0710000000,1.2237754316,0.6333757904,0.2941176471,0.9991666667
2026-07-18,event_day_open,external_validation,1.0635000000,0.0635000000,1.3525495370,0.7195024722,0.2585801598,0.9986111111
2026-07-19,12h_prior,external_validation,1.0400000000,0.0400000000,1.2770950692,0.6665717456,0.2788461538,0.9986111111
2026-07-19,24h_prior,external_validation,1.0660000000,0.0660000000,1.3191794245,0.6911892048,0.2673545966,0.9986111111
2026-07-19,6h_prior,external_validation,1.0625000000,0.0625000000,1.1248354838,0.5821417855,0.3247058824,0.9980555556
2026-07-19,event_day_open,external_validation,1.0730000000,0.0730000000,1.0120670035,0.5328264119,0.3634669152,0.9988888889
2026-07-20,12h_prior,external_validation,1.0095000000,0.0095000000,1.6442108792,0.8831744784,0.1931649331,0.9991666667
2026-07-20,24h_prior,external_validation,1.0360000000,0.0360000000,2.0014800002,0.9573901328,0.1351351351,0.9988888889
2026-07-20,6h_prior,external_validation,1.0545000000,0.0545000000,1.5901839718,0.8782208877,0.2038880986,0.9988888889
2026-07-20,event_day_open,external_validation,1.0405000000,0.0405000000,1.8116582088,0.9354986571,0.1633829889,0.9988888889
