target_date,historical_hko_daily_max_c,reacquired_hko_daily_max_c,difference_c,exact_match
2025-11-22,23.7,23.7,0.0000000000,True
2025-11-23,25.2,25.2,0.0000000000,True
2025-11-24,25.8,25.8,0.0000000000,True
2025-11-25,23.7,23.7,0.0000000000,True
2025-11-26,22.8,22.8,0.0000000000,True
2025-11-27,22.2,22.2,0.0000000000,True
2025-11-28,22.6,22.6,0.0000000000,True
2025-11-29,23.9,23.9,0.0000000000,True
2025-11-30,24.5,24.5,0.0000000000,True
2025-12-01,25.6,25.6,0.0000000000,True
2025-12-02,24.5,24.5,0.0000000000,True
2025-12-03,22.7,22.7,0.0000000000,True
2025-12-04,20.9,20.9,0.0000000000,True
2025-12-05,22.8,22.8,0.0000000000,True
2025-12-06,22.9,22.9,0.0000000000,True
2025-12-07,24.0,24.0,0.0000000000,True
2025-12-08,25.5,25.5,0.0000000000,True
2025-12-09,23.4,23.4,0.0000000000,True
2025-12-10,21.9,21.9,0.0000000000,True
2025-12-11,26.0,26.0,0.0000000000,True
2025-12-12,21.8,21.8,0.0000000000,True
2025-12-13,22.6,22.6,0.0000000000,True
2025-12-14,19.5,19.5,0.0000000000,True
2025-12-15,19.9,19.9,0.0000000000,True
2025-12-16,22.9,22.9,0.0000000000,True
2025-12-17,25.3,25.3,0.0000000000,True
2025-12-18,22.4,22.4,0.0000000000,True
2025-12-19,23.7,23.7,0.0000000000,True
2025-12-20,24.9,24.9,0.0000000000,True
2025-12-21,24.7,24.7,0.0000000000,True
2025-12-22,21.0,21.0,0.0000000000,True
2025-12-23,21.3,21.3,0.0000000000,True
2025-12-24,23.8,23.8,0.0000000000,True
2025-12-25,20.8,20.8,0.0000000000,True
2025-12-26,15.5,15.5,0.0000000000,True
2025-12-27,19.5,19.5,0.0000000000,True
2025-12-28,20.5,20.5,0.0000000000,True
2025-12-29,21.5,21.5,0.0000000000,True
2025-12-30,23.3,23.3,0.0000000000,True
2025-12-31,20.8,20.8,0.0000000000,True
2026-01-01,21.7,21.7,0.0000000000,True
2026-01-02,17.7,17.7,0.0000000000,True
2026-01-03,16.5,16.5,0.0000000000,True
2026-01-04,20.3,20.3,0.0000000000,True
2026-01-05,22.1,22.1,0.0000000000,True
2026-01-06,16.8,16.8,0.0000000000,True
2026-01-07,16.4,16.4,0.0000000000,True
2026-01-08,18.1,18.1,0.0000000000,True
2026-01-09,18.9,18.9,0.0000000000,True
2026-01-10,20.6,20.6,0.0000000000,True
2026-01-11,20.7,20.7,0.0000000000,True
2026-01-12,20.6,20.6,0.0000000000,True
2026-01-13,22.5,22.5,0.0000000000,True
2026-01-14,21.2,21.2,0.0000000000,True
2026-01-15,23.1,23.1,0.0000000000,True
2026-01-16,24.0,24.0,0.0000000000,True
2026-01-17,24.8,24.8,0.0000000000,True
2026-01-18,22.4,22.4,0.0000000000,True
2026-01-19,21.9,21.9,0.0000000000,True
2026-01-20,20.1,20.1,0.0000000000,True
2026-01-21,18.1,18.1,0.0000000000,True
2026-01-22,16.3,16.3,0.0000000000,True
2026-01-23,17.5,17.5,0.0000000000,True
2026-01-24,19.6,19.6,0.0000000000,True
2026-01-25,20.1,20.1,0.0000000000,True
2026-01-26,22.6,22.6,0.0000000000,True
2026-01-27,24.8,24.8,0.0000000000,True
2026-01-28,21.3,21.3,0.0000000000,True
2026-01-29,19.9,19.9,0.0000000000,True
2026-01-30,20.4,20.4,0.0000000000,True
2026-01-31,19.6,19.6,0.0000000000,True
2026-02-01,19.7,19.7,0.0000000000,True
2026-02-02,21.0,21.0,0.0000000000,True
2026-02-03,20.2,20.2,0.0000000000,True
2026-02-04,22.1,22.1,0.0000000000,True
2026-02-05,25.2,25.2,0.0000000000,True
2026-02-06,26.2,26.2,0.0000000000,True
2026-02-07,21.2,21.2,0.0000000000,True
2026-02-08,18.4,18.4,0.0000000000,True
2026-02-09,16.4,16.4,0.0000000000,True
2026-02-10,19.6,19.6,0.0000000000,True
2026-02-11,25.2,25.2,0.0000000000,True
2026-02-12,19.9,19.9,0.0000000000,True
2026-02-13,24.5,24.5,0.0000000000,True
2026-02-14,25.8,25.8,0.0000000000,True
2026-02-15,26.9,26.9,0.0000000000,True
2026-02-16,27.9,27.9,0.0000000000,True
2026-02-17,22.4,22.4,0.0000000000,True
2026-02-18,23.0,23.0,0.0000000000,True
2026-02-19,22.4,22.4,0.0000000000,True
2026-02-20,24.6,24.6,0.0000000000,True
2026-02-21,23.4,23.4,0.0000000000,True
2026-02-22,25.3,25.3,0.0000000000,True
2026-02-23,23.0,23.0,0.0000000000,True
2026-02-24,25.7,25.7,0.0000000000,True
2026-02-25,26.0,26.0,0.0000000000,True
2026-02-26,21.9,21.9,0.0000000000,True
2026-02-27,22.8,22.8,0.0000000000,True
2026-02-28,21.8,21.8,0.0000000000,True
2026-03-01,21.1,21.1,0.0000000000,True
2026-03-02,23.9,23.9,0.0000000000,True
2026-03-03,22.8,22.8,0.0000000000,True
2026-03-04,17.5,17.5,0.0000000000,True
2026-03-05,23.2,23.2,0.0000000000,True
2026-03-06,23.6,23.6,0.0000000000,True
2026-03-07,22.3,22.3,0.0000000000,True
2026-03-08,22.4,22.4,0.0000000000,True
2026-03-09,22.8,22.8,0.0000000000,True
2026-03-10,19.6,19.6,0.0000000000,True
2026-03-11,20.7,20.7,0.0000000000,True
2026-03-12,24.5,24.5,0.0000000000,True
2026-03-13,21.8,21.8,0.0000000000,True
2026-03-14,24.3,24.3,0.0000000000,True
2026-03-15,25.0,25.0,0.0000000000,True
