event_date,decision_rule,market_slug,target_Y_event,contract_event_type_v2,model,probability,brier,log_score
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-23c,0,interior_bin,catboost_calibrated,0.006929562988145207,4.801884320667193e-05,0.006953683905947926
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-28c,0,interior_bin,catboost_calibrated,0.11522271295008048,0.013276273579576644,0.12241931869508828
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-27c,0,interior_bin,catboost_calibrated,0.3347036818995961,0.112026554677146,0.4075227464441018
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-30c,0,interior_bin,catboost_calibrated,0.06141656330312115,0.003771994247966287,0.06338352259525647
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-29c,0,interior_bin,catboost_calibrated,0.12913577255346706,0.016676047752980778,0.1382691955128299
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-24c,1,interior_bin,catboost_calibrated,0.010084440141492117,0.9799328156499831,4.596761623098862
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-26c,0,interior_bin,catboost_calibrated,0.16534909226452216,0.027340322312701462,0.1807417161171095
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-22c,0,interior_bin,catboost_calibrated,0.006752967019656858,4.5602563568573226e-05,0.006775871475033471
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-25c,0,interior_bin,catboost_calibrated,0.023859524960222835,0.0005692769313274965,0.02414877358184484
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-21corbelow,0,lower_tail_endpoint,catboost_calibrated,0.006908579969700631,4.772847719774877e-05,0.006932554692967687
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-31corhigher,0,upper_tail,catboost_calibrated,0.01141745814381619,0.00013035835046579464,0.011483137726887633
