staleness_rule,staleness_quantile,max_staleness_hours,unrestricted,observed_share_admitted,tie_mass_at_cap,admission_excess_over_target,tie_aware_valid,cap_equals_observed_maximum
empirical_q25,0.25,0.9975,False,0.2636363636363636,0.0659090909090909,0.013636363636363613,True,False
empirical_q50,0.5,0.9980555555555556,False,0.5477272727272727,0.11818181818181818,0.04772727272727273,True,False
empirical_q75,0.75,0.9986111111111112,False,0.8022727272727272,0.12954545454545455,0.05227272727272725,True,False
empirical_q90,0.9,0.9991666666666666,False,1.0,0.10681818181818181,0.09999999999999998,True,True
unrestricted,,inf,True,1.0,,,True,False
