book_model,event_date,decision_rule,n_contracts,n_winners,raw_probability_sum,abs_probability_error,complete_for_scoring,normalised_categorical_log_score,normalised_multiclass_brier
catboost_calibrated,2026-05-04,12h_prior,11,1,0.8578313584713926,0.14216864152860742,True,0.25573939222958564,0.07233163598298012
catboost_calibrated,2026-05-04,24h_prior,11,1,0.9308119757027741,0.06918802429722593,True,0.24401823350346027,0.07062302701879075
catboost_calibrated,2026-05-04,6h_prior,11,1,0.9131422885800555,0.08685771141994447,True,0.2577192660002484,0.07289847460602775
catboost_calibrated,2026-05-04,event_day_open,11,1,0.9401252837909824,0.05987471620901763,True,0.2740516530389407,0.08434861412014087
catboost_calibrated,2026-05-05,12h_prior,11,1,0.8571046307148016,0.14289536928519841,True,3.597824500298717,1.327477311078626
catboost_calibrated,2026-05-05,24h_prior,11,1,0.6393705762558622,0.36062942374413776,True,4.461986478134587,1.3740623085941241
catboost_calibrated,2026-05-05,6h_prior,11,1,0.8361896604417963,0.16381033955820368,True,3.5377217255976823,1.3250457431324685
catboost_calibrated,2026-05-05,event_day_open,11,1,0.7574947872583236,0.24250521274167636,True,3.3814373654168586,1.3122397255329679
catboost_calibrated,2026-05-06,12h_prior,11,1,0.8717803561938208,0.12821964380617923,True,4.459543851198496,1.2058563636162332
catboost_calibrated,2026-05-06,6h_prior,11,1,1.047128251992819,0.04712825199281889,True,4.721818562905743,1.2042266212779729
catboost_calibrated,2026-05-06,event_day_open,11,1,1.129446500413256,0.1294465004132559,True,4.788831127646499,1.2003538897653934
catboost_calibrated,2026-05-07,12h_prior,11,1,1.0290850871036672,0.029085087103667195,True,1.9289956373903554,0.9249103965611931
catboost_calibrated,2026-05-07,24h_prior,11,1,0.9957001198073749,0.004299880192625061,True,1.743765270283779,0.854605405004752
catboost_calibrated,2026-05-07,6h_prior,11,1,1.0363046115348553,0.03630461153485531,True,1.7983911095064449,0.8662120385436607
catboost_calibrated,2026-05-07,event_day_open,11,1,1.1062035205123855,0.10620352051238546,True,2.064284412153418,0.9409286733830785
catboost_calibrated,2026-05-08,12h_prior,11,1,1.2861043774254077,0.28610437742540773,True,2.315710886053631,0.934671098139481
catboost_calibrated,2026-05-08,24h_prior,11,1,1.1844939741402383,0.18449397414023827,True,2.2160611624042246,0.9008217554113729
catboost_calibrated,2026-05-08,6h_prior,11,1,1.2699102435027907,0.2699102435027907,True,1.898197950913722,0.8315472208510437
catboost_calibrated,2026-05-08,event_day_open,11,1,1.2444637929188866,0.24446379291888665,True,1.8277815623514435,0.8067092031127868
catboost_calibrated,2026-05-09,12h_prior,11,1,0.9675456806010063,0.03245431939899368,True,1.8293661605080902,0.810393486800412
catboost_calibrated,2026-05-09,24h_prior,11,1,0.9515907731183788,0.04840922688162119,True,1.8501927270318144,0.8226232953503803
catboost_calibrated,2026-05-09,6h_prior,11,1,0.8490569356153838,0.15094306438461624,True,1.6717070052799563,0.7625998219916046
catboost_calibrated,2026-05-09,event_day_open,11,1,0.7605498737407888,0.23945012625921125,True,1.5124688718105173,0.715872281022706
catboost_calibrated,2026-05-10,12h_prior,11,1,1.0416050454732446,0.04160504547324462,True,2.131404024536793,0.8873877390094783
catboost_calibrated,2026-05-10,24h_prior,11,1,1.0154983350937843,0.015498335093784288,True,2.2686710644024233,0.9288772554806847
catboost_calibrated,2026-05-10,6h_prior,11,1,0.9971493079937614,0.0028506920062385532,True,1.8315435255143222,0.8136730320993251
catboost_calibrated,2026-05-10,event_day_open,11,1,0.9613765719156749,0.03862342808432506,True,1.7966864542308356,0.8024452614301825
catboost_calibrated,2026-05-11,12h_prior,11,1,1.2454998490228177,0.24549984902281774,True,1.9038539656387596,0.8356098037782251
catboost_calibrated,2026-05-11,24h_prior,11,1,1.2998282748742727,0.29982827487427266,True,1.9058324452344548,0.8496449912772664
catboost_calibrated,2026-05-11,6h_prior,11,1,1.2696463286872528,0.2696463286872528,True,1.8695152716646635,0.8226288983404164
catboost_calibrated,2026-05-11,event_day_open,11,1,1.2763750654083073,0.27637506540830725,True,1.8851263366819826,0.8302358085068063
catboost_calibrated,2026-05-12,12h_prior,11,1,1.2227996294846812,0.22279962948468124,True,1.7530056988369627,0.7868162178920461
catboost_calibrated,2026-05-12,24h_prior,11,1,1.2626249385776396,0.2626249385776396,True,1.7154592227883136,0.7718328548725351
catboost_calibrated,2026-05-12,6h_prior,11,1,1.3074033892545527,0.3074033892545527,True,1.7905303081838824,0.7952688229808869
catboost_calibrated,2026-05-12,event_day_open,11,1,1.288014246497008,0.2880142464970079,True,1.7900392704790333,0.7964985262182357
catboost_calibrated,2026-05-13,12h_prior,11,1,1.1055917354997948,0.10559173549979484,True,1.147087875876514,0.5505027221265566
catboost_calibrated,2026-05-13,24h_prior,11,1,0.9396066766818806,0.06039332331811942,True,1.7195737713857646,0.7854669284050136
catboost_calibrated,2026-05-13,6h_prior,11,1,1.557710849611363,0.557710849611363,True,0.8208702755254782,0.38571474655429744
catboost_calibrated,2026-05-13,event_day_open,11,1,1.4587221869197249,0.4587221869197249,True,0.7507556986049758,0.33665657175076485
catboost_calibrated,2026-05-14,12h_prior,11,1,1.063498043894701,0.06349804389470104,True,1.789483480553955,0.8202861798000444
catboost_calibrated,2026-05-14,24h_prior,11,1,1.0203174354368831,0.020317435436883136,True,1.9028726336486235,0.8485227525389052
catboost_calibrated,2026-05-14,6h_prior,11,1,0.947949929168778,0.05205007083122204,True,1.7770878973452477,0.8136533708210143
catboost_calibrated,2026-05-14,event_day_open,11,1,0.9643099969459734,0.03569000305402659,True,1.7346857059374734,0.8174298060944047
catboost_calibrated,2026-05-15,12h_prior,11,1,1.1189756312879977,0.11897563128799771,True,1.8474674597391274,0.9593495373442249
catboost_calibrated,2026-05-15,24h_prior,11,1,1.2680613063459867,0.2680613063459867,True,1.949282245717719,1.0160364999511167
catboost_calibrated,2026-05-15,6h_prior,11,1,0.9880044093839131,0.011995590616086904,True,1.7900984548076695,0.8897367294832974
catboost_calibrated,2026-05-15,event_day_open,11,1,1.0005981824587247,0.000598182458724672,True,1.832727406424597,0.8833754606418108
catboost_calibrated,2026-05-16,12h_prior,11,1,0.9597997729630987,0.04020022703690129,True,2.690417640898556,1.030519274043292
catboost_calibrated,2026-05-16,24h_prior,11,1,1.145914514093152,0.14591451409315193,True,2.566698046687844,1.0339031190637133
catboost_calibrated,2026-05-16,6h_prior,11,1,0.9637630149369948,0.03623698506300521,True,2.302905309139866,0.9757755599582305
catboost_calibrated,2026-05-16,event_day_open,11,1,0.9478744341858719,0.05212556581412808,True,2.255068964486536,0.9850351743171136
catboost_calibrated,2026-05-21,12h_prior,11,1,1.140448465504109,0.14044846550410894,True,2.4409538240080395,0.9643248133974919
catboost_calibrated,2026-05-21,6h_prior,11,1,1.0028834888560392,0.0028834888560391736,True,1.9465456986341205,0.8520737076146476
catboost_calibrated,2026-05-21,event_day_open,11,1,1.07323991329246,0.07323991329245993,True,1.4448901269038485,0.6745529228206731
ecmwf_bias_adaptive_sigma,2026-05-04,12h_prior,11,1,0.9999999999999999,1.1102230246251565e-16,True,0.18303175920824874,0.04878528691857759
ecmwf_bias_adaptive_sigma,2026-05-04,24h_prior,11,1,0.9999999999999999,1.1102230246251565e-16,True,0.018414429402406177,0.0006409191216906519
ecmwf_bias_adaptive_sigma,2026-05-04,6h_prior,11,1,0.9999999999999998,2.220446049250313e-16,True,0.0926001112842755,0.01417075491759547
ecmwf_bias_adaptive_sigma,2026-05-04,event_day_open,11,1,1.0,0.0,True,0.02193536603509363,0.0009051452365632343
ecmwf_bias_adaptive_sigma,2026-05-05,12h_prior,11,1,0.9999999999999998,2.220446049250313e-16,True,1.0065861209894507,0.527609967142289
ecmwf_bias_adaptive_sigma,2026-05-05,24h_prior,11,1,0.9999999999999997,3.3306690738754696e-16,True,1.9944129233544963,1.0139027185634637
ecmwf_bias_adaptive_sigma,2026-05-05,6h_prior,11,1,0.9999999999999998,2.220446049250313e-16,True,1.138248206807292,0.6233182448821065
ecmwf_bias_adaptive_sigma,2026-05-05,event_day_open,11,1,0.9999999999999998,2.220446049250313e-16,True,0.882255971728452,0.4718335284871131
ecmwf_bias_adaptive_sigma,2026-05-06,12h_prior,11,1,0.9999999999999998,2.220446049250313e-16,True,2.636760462905184,1.1144363190200106
ecmwf_bias_adaptive_sigma,2026-05-06,6h_prior,11,1,0.9999999999999998,2.220446049250313e-16,True,2.666660782725599,1.124796112374799
