event_date,decision_rule,market_slug,market_price_staleness_hours
2026-05-28,24h_prior,highest-temperature-in-hong-kong-on-may-28-2026-30c,0.9975
2026-05-28,24h_prior,highest-temperature-in-hong-kong-on-may-28-2026-31c,0.9986111111111112
2026-05-28,24h_prior,highest-temperature-in-hong-kong-on-may-28-2026-32c,0.9975
2026-05-28,24h_prior,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,0.9975
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-23corbelow,0.9952777777777778
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-24c,0.9952777777777778
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-25c,0.9952777777777778
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-26c,0.9944444444444444
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-27c,0.9944444444444444
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-28c,0.9947222222222222
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-29c,0.9944444444444444
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-30c,0.9944444444444444
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-31c,0.9952777777777778
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-32c,0.9944444444444444
2026-05-28,6h_prior,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,0.9941666666666666
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-23corbelow,0.9991666666666666
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-24c,0.9991666666666666
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-25c,0.9991666666666666
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-26c,0.9983333333333332
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-27c,0.9983333333333332
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-28c,0.9986111111111112
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-29c,0.9983333333333332
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-30c,0.9983333333333332
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-31c,0.9991666666666666
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-32c,0.9983333333333332
2026-05-28,event_day_open,highest-temperature-in-hong-kong-on-may-28-2026-33corhigher,0.9980555555555556
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-24corbelow,0.9975
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-25c,0.9972222222222222
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-26c,0.9975
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-27c,0.9988888888888888
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-28c,0.9980555555555556
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-29c,0.9980555555555556
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-30c,0.9988888888888888
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-31c,0.9988888888888888
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-32c,0.9988888888888888
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-33c,0.9975
2026-05-29,12h_prior,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,0.9975
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-24corbelow,0.9983333333333332
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-25c,0.9980555555555556
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-26c,0.9983333333333332
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-27c,0.9991666666666666
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-28c,0.9986111111111112
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-29c,0.9986111111111112
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-30c,0.9991666666666666
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-31c,0.9991666666666666
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-32c,0.9991666666666666
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-33c,0.9983333333333332
2026-05-29,24h_prior,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,0.9983333333333332
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-24corbelow,0.9972222222222222
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-25c,0.9966666666666668
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-26c,0.9972222222222222
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-27c,0.9988888888888888
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-28c,0.9977777777777778
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-29c,0.9977777777777778
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-30c,0.9988888888888888
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-31c,0.9988888888888888
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-32c,0.9988888888888888
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-33c,0.9972222222222222
2026-05-29,6h_prior,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,0.9972222222222222
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-24corbelow,0.9955555555555556
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-25c,0.9944444444444444
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-26c,0.9952777777777778
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-27c,0.9991666666666666
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-28c,0.9972222222222222
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-29c,0.9972222222222222
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-30c,0.9991666666666666
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-31c,0.9991666666666666
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-32c,0.9991666666666666
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-33c,0.9958333333333332
2026-05-29,event_day_open,highest-temperature-in-hong-kong-on-may-29-2026-34corhigher,0.9952777777777778
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-23corbelow,0.9983333333333332
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-24c,0.9977777777777778
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-25c,0.9975
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-26c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-27c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-28c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-29c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-30c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-31c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-32c,0.9991666666666666
2026-05-30,12h_prior,highest-temperature-in-hong-kong-on-may-30-2026-33corhigher,0.9983333333333332
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-23corbelow,0.9972222222222222
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-24c,0.9952777777777778
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-25c,0.9952777777777778
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-26c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-27c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-28c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-29c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-30c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-31c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-32c,0.9991666666666666
2026-05-30,24h_prior,highest-temperature-in-hong-kong-on-may-30-2026-33corhigher,0.9972222222222222
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-23corbelow,0.9986111111111112
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-24c,0.9983333333333332
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-25c,0.9980555555555556
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-26c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-27c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-28c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-29c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-30c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-31c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-32c,0.9988888888888888
2026-05-30,6h_prior,highest-temperature-in-hong-kong-on-may-30-2026-33corhigher,0.9986111111111112
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-23corbelow,0.9977777777777778
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-24c,0.9975
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-25c,0.9975
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-26c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-27c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-28c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-29c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-30c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-31c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-32c,0.9983333333333332
2026-05-30,event_day_open,highest-temperature-in-hong-kong-on-may-30-2026-33corhigher,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-22corbelow,0.9969444444444444
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-23c,0.9986111111111112
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-24c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-25c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-26c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-27c,0.9986111111111112
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-28c,0.9986111111111112
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-29c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-30c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-31c,0.9977777777777778
2026-05-31,12h_prior,highest-temperature-in-hong-kong-on-may-31-2026-32corhigher,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-22corbelow,0.9972222222222222
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-23c,0.9983333333333332
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-24c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-25c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-26c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-27c,0.9983333333333332
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-28c,0.9983333333333332
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-29c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-30c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-31c,0.9977777777777778
2026-05-31,24h_prior,highest-temperature-in-hong-kong-on-may-31-2026-32corhigher,0.9977777777777778
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-22corbelow,0.9977777777777778
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-23c,0.9991666666666666
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-24c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-25c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-26c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-27c,0.9991666666666666
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-28c,0.9991666666666666
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-29c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-30c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-31c,0.9986111111111112
2026-05-31,6h_prior,highest-temperature-in-hong-kong-on-may-31-2026-32corhigher,0.9986111111111112
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-22corbelow,0.9969444444444444
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-23c,0.9983333333333332
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-24c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-25c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-26c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-27c,0.9983333333333332
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-28c,0.9983333333333332
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-29c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-30c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-31c,0.9977777777777778
2026-05-31,event_day_open,highest-temperature-in-hong-kong-on-may-31-2026-32corhigher,0.9977777777777778
