event_slug,threshold_K,yes_token_id,decision_rule,cutoff_utc,lookback_hours,interval,fidelity,status_code,history_rows,raw_path,request_url,text_preview
highest-temperature-in-hong-kong-on-april-13-2026,31.0,14097171019495854480993041567939052141066319840357605075917546750909592860309,last_price_before_6h_prior,2026-04-12 10:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-13-2026__K31.0__140971710194958544809930__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=14097171019495854480993041567939052141066319840357605075917546750909592860309&interval=1m&fidelity=60&startTs=1775977200&endTs=1775988000,"{""history"":[{""t"":1775977255,""p"":0.035}]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_event_day_hkt,2026-04-13 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776085200&endTs=1776096000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_event_day_hkt,2026-04-13 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_event_day_hkt__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1776085200&endTs=1776096000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_event_day_hkt,2026-04-13 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_event_day_hkt__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1776085200&endTs=1776096000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_event_day_hkt,2026-04-13 16:00:00+00:00,12,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_event_day_hkt__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776052800&endTs=1776096000,"{""history"":[{""t"":1776052857,""p"":0.245},{""t"":1776081601,""p"":0.305}]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1775998800&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1775998800&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1775998800&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1775966400&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1775966400&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1775966400&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1775923200&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1775923200&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_24h_prior,2026-04-12 16:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_24h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1775923200&endTs=1776009600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_12h_prior,2026-04-13 04:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776042000&endTs=1776052800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_12h_prior,2026-04-13 04:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_12h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1776042000&endTs=1776052800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_12h_prior,2026-04-13 04:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_12h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1776042000&endTs=1776052800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_12h_prior,2026-04-13 04:00:00+00:00,12,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_12h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776009600&endTs=1776052800,"{""history"":[{""t"":1776009617,""p"":0.135}]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_6h_prior,2026-04-13 10:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776063600&endTs=1776074400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_6h_prior,2026-04-13 10:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_6h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1h&fidelity=60&startTs=1776063600&endTs=1776074400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_6h_prior,2026-04-13 10:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_6h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=6h&fidelity=60&startTs=1776063600&endTs=1776074400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-14-2026,30.0,37469154916892071384543381829218229217717740835071670577695636049083897627097,last_price_before_6h_prior,2026-04-13 10:00:00+00:00,12,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-14-2026__K30.0__374691549168920713845433__last_price_before_6h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=37469154916892071384543381829218229217717740835071670577695636049083897627097&interval=1m&fidelity=60&startTs=1776031200&endTs=1776074400,"{""history"":[{""t"":1776052857,""p"":0.245}]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_event_day_hkt,2026-04-14 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1m&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_event_day_hkt,2026-04-14 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_event_day_hkt__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1h&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_event_day_hkt,2026-04-14 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_event_day_hkt__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=6h&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_event_day_hkt,2026-04-14 16:00:00+00:00,12,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_event_day_hkt__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1m&fidelity=60&startTs=1776139200&endTs=1776182400,"{""history"":[{""t"":1776153650,""p"":0.155},{""t"":1776160848,""p"":0.21},{""t"":1776164459,""p"":0.205}]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_24h_prior,2026-04-13 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1m&fidelity=60&startTs=1776085200&endTs=1776096000,"{""history"":[{""t"":1776085257,""p"":0.285}]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_12h_prior,2026-04-14 04:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1m&fidelity=60&startTs=1776128400&endTs=1776139200,"{""history"":[{""t"":1776128448,""p"":0.18}]}
"
highest-temperature-in-hong-kong-on-april-15-2026,30.0,77021653073709144168795911772489396681307425253408147970760970371658735688869,last_price_before_6h_prior,2026-04-14 10:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-15-2026__K30.0__770216530737091441687959__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=77021653073709144168795911772489396681307425253408147970760970371658735688869&interval=1m&fidelity=60&startTs=1776150000&endTs=1776160800,"{""history"":[{""t"":1776153650,""p"":0.155}]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776258000&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776258000&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776258000&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776225600&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776225600&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776225600&endTs=1776268800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_event_day_hkt,2026-04-15 16:00:00+00:00,24,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_event_day_hkt__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776182400&endTs=1776268800,"{""history"":[{""t"":1776214857,""p"":0.255}]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776171600&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776139200&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776139200&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776139200&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776096000&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776096000&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_24h_prior,2026-04-14 16:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_24h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776096000&endTs=1776182400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_12h_prior,2026-04-15 04:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776214800&endTs=1776225600,"{""history"":[{""t"":1776214857,""p"":0.255}]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_6h_prior,2026-04-15 10:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776236400&endTs=1776247200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_6h_prior,2026-04-15 10:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_6h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1h&fidelity=60&startTs=1776236400&endTs=1776247200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_6h_prior,2026-04-15 10:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_6h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=6h&fidelity=60&startTs=1776236400&endTs=1776247200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-16-2026,30.0,48048433716477505707695293112722186926089578768950552705404097789580119706471,last_price_before_6h_prior,2026-04-15 10:00:00+00:00,12,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-16-2026__K30.0__480484337164775057076952__last_price_before_6h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=48048433716477505707695293112722186926089578768950552705404097789580119706471&interval=1m&fidelity=60&startTs=1776204000&endTs=1776247200,"{""history"":[{""t"":1776214857,""p"":0.255}]}
"
