event_date,decision_rule,market_slug,target_Y_event,contract_event_type_v2,model,probability,brier,log_score,book_model,book_raw_probability,book_probability_sum,book_abs_probability_error,book_n_contracts,book_n_winners,book_complete_for_scoring,book_normalised_probability,categorical_log_component,multiclass_brier_component
2026-05-04,12h_prior,highest-temperature-in-hong-kong-on-may-4-2026-26corhigher,1,upper_tail,catboost_calibrated,0.6642563445487155,0.11272380217579082,0.40908714294076004,catboost_calibrated,0.6642563445487155,0.8578313584713926,0.14216864152860742,11,1,True,0.774343742495475,0.25573939222958564,0.0509207465509485
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-19c,0,interior_bin,catboost_calibrated,0.004193362690110755,1.7584290650812906e-05,0.004202179492100966,catboost_calibrated,0.004193362690110755,0.9308119757027741,0.06918802429722593,11,1,True,0.004505058808407268,0.0,2.0295554867207917e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-21c,0,interior_bin,catboost_calibrated,0.004496519728907063,2.0218689672450448e-05,0.004506659480890172,catboost_calibrated,0.004496519728907063,0.9308119757027741,0.06918802429722593,11,1,True,0.004830749760725991,0.0,2.3336143250754224e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-23c,0,interior_bin,catboost_calibrated,0.008730846205467619,7.622767546352832e-05,0.008769183350121789,catboost_calibrated,0.008730846205467619,0.9308119757027741,0.06918802429722593,11,1,True,0.009379817227722846,0.0,8.79809712254863e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-20c,0,interior_bin,catboost_calibrated,0.004496519728907063,2.0218689672450448e-05,0.004506659480890172,catboost_calibrated,0.004496519728907063,0.9308119757027741,0.06918802429722593,11,1,True,0.004830749760725991,0.0,2.3336143250754224e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-22c,0,interior_bin,catboost_calibrated,0.005046862474741625,2.5470820838955165e-05,0.005059640897252683,catboost_calibrated,0.005046862474741625,0.9308119757027741,0.06918802429722593,11,1,True,0.005421999938205763,0.0,2.9398083329903303e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-17c,0,interior_bin,catboost_calibrated,0.004183303128444127,1.7500025064450422e-05,0.0041920776204327735,catboost_calibrated,0.004183303128444127,0.9308119757027741,0.06918802429722593,11,1,True,0.004494251511198794,0.0,2.019829664591264e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-18c,0,interior_bin,catboost_calibrated,0.004194356252469285,1.759262437262818e-05,0.0042031772388693095,catboost_calibrated,0.004194356252469285,0.9308119757027741,0.06918802429722593,11,1,True,0.00450612622307797,0.0,2.0305173538310932e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-25c,0,interior_bin,catboost_calibrated,0.14116734517266175,0.019928219343097426,0.15218118991448834,catboost_calibrated,0.14116734517266175,0.9308119757027741,0.06918802429722593,11,1,True,0.151660430739601,0.0,0.02300088625212131
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-24c,0,interior_bin,catboost_calibrated,0.020626538717637175,0.0004254540994701854,0.02084223699511504,catboost_calibrated,0.020626538717637175,0.9308119757027741,0.06918802429722593,11,1,True,0.022159726406682612,0.0,0.0004910534744190267
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-16corbelow,0,lower_tail_endpoint,catboost_calibrated,0.0044099460187296,1.944762388810905e-05,0.004419698513218132,catboost_calibrated,0.0044099460187296,0.9308119757027741,0.06918802429722593,11,1,True,0.004737740955040934,0.0,2.2446189357072182e-05
2026-05-04,24h_prior,highest-temperature-in-hong-kong-on-may-4-2026-26corhigher,1,upper_tail,catboost_calibrated,0.729266375584698,0.07329669538904582,0.3157162151080248,catboost_calibrated,0.729266375584698,0.9308119757027741,0.06918802429722593,11,1,True,0.7834733486686107,0.24401823350346027,0.046883790736785017
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-19c,0,interior_bin,catboost_calibrated,0.003999841187337879,1.5998729523924497e-05,0.004007861947087546,catboost_calibrated,0.003999841187337879,0.9131422885800555,0.08685771141994447,11,1,True,0.004380304403115169,0.0,1.9187066663950135e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-21c,0,interior_bin,catboost_calibrated,0.0044482413273960195,1.97868509067539e-05,0.00445816418997491,catboost_calibrated,0.0044482413273960195,0.9131422885800555,0.08685771141994447,11,1,True,0.0048713561763885395,0.0,2.3730110997238773e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-23c,0,interior_bin,catboost_calibrated,0.008415599430537846,7.082231377526892e-05,0.008451210520618478,catboost_calibrated,0.008415599430537846,0.9131422885800555,0.08685771141994447,11,1,True,0.009216087717965815,0.0,8.493627282524035e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-20c,0,interior_bin,catboost_calibrated,0.004189344140721276,1.7550604329395686e-05,0.004198144028658003,catboost_calibrated,0.004189344140721276,0.9131422885800555,0.08685771141994447,11,1,True,0.004587832797926536,0.0,2.1048209781730425e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-22c,0,interior_bin,catboost_calibrated,0.0051458394024835805,2.6479663156152572e-05,0.005159124830110881,catboost_calibrated,0.0051458394024835805,0.9131422885800555,0.08685771141994447,11,1,True,0.005635309487730994,0.0,3.175671302251096e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-17c,0,interior_bin,catboost_calibrated,0.00399024400895436,1.5922047250996164e-05,0.003998226273778583,catboost_calibrated,0.00399024400895436,0.9131422885800555,0.08685771141994447,11,1,True,0.004369794345149895,0.0,1.9095102618904005e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-18c,0,interior_bin,catboost_calibrated,0.004000789081530049,1.600631327489005e-05,0.004008813648384787,catboost_calibrated,0.004000789081530049,0.9131422885800555,0.08685771141994447,11,1,True,0.004381342460605249,0.0,1.919616175710246e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-25c,0,interior_bin,catboost_calibrated,0.12488206663097207,0.015595530566022546,0.1333966207134898,catboost_calibrated,0.12488206663097207,0.9131422885800555,0.08685771141994447,11,1,True,0.1367607964199805,0.0,0.018703515437427355
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-24c,0,interior_bin,catboost_calibrated,0.044176390790195884,0.0019515535032481037,0.04518189214941687,catboost_calibrated,0.044176390790195884,0.9131422885800555,0.08685771141994447,11,1,True,0.048378430549844066,0.0,0.0023404725424660856
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-16corbelow,0,lower_tail_endpoint,catboost_calibrated,0.004206471529821295,1.7694402731197106e-05,0.004215343620058018,catboost_calibrated,0.004206471529821295,0.9131422885800555,0.08685771141994447,11,1,True,0.004606589337092685,0.0,2.122066532061602e-05
2026-05-04,6h_prior,highest-temperature-in-hong-kong-on-may-4-2026-26corhigher,1,upper_tail,catboost_calibrated,0.7056874610501053,0.08661987058313331,0.3485828292356511,catboost_calibrated,0.7056874610501053,0.9131422885800555,0.08685771141994447,11,1,True,0.7728121563042005,0.2577192660002484,0.05161431632314701
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-19c,0,interior_bin,catboost_calibrated,0.0040172024860725885,1.6137915814107785e-05,0.004025293119056214,catboost_calibrated,0.0040172024860725885,0.9401252837909824,0.05987471620901763,11,1,True,0.004273050151224027,0.0,1.825895759487568e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-21c,0,interior_bin,catboost_calibrated,0.0045107744158910034,2.0347085831056824e-05,0.004520978656387127,catboost_calibrated,0.0045107744158910034,0.9401252837909824,0.05987471620901763,11,1,True,0.004798056699104672,0.0,2.302134808782322e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-23c,0,interior_bin,catboost_calibrated,0.009025314597685076,8.145630358718733e-05,0.009066289476583904,catboost_calibrated,0.009025314597685076,0.9401252837909824,0.05987471620901763,11,1,True,0.009600118998279884,0.0,9.216228478113436e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-20c,0,interior_bin,catboost_calibrated,0.0045107744158910034,2.0347085831056824e-05,0.004520978656387127,catboost_calibrated,0.0045107744158910034,0.9401252837909824,0.05987471620901763,11,1,True,0.004798056699104672,0.0,2.302134808782322e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-22c,0,interior_bin,catboost_calibrated,0.004938258850461658,2.4386400474162892e-05,0.0049504923420819365,catboost_calibrated,0.004938258850461658,0.9401252837909824,0.05987471620901763,11,1,True,0.00525276677013569,0.0,2.7591558741441732e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-17c,0,interior_bin,catboost_calibrated,0.004007563818776098,1.606056776156326e-05,0.004015615621933195,catboost_calibrated,0.004007563818776098,0.9401252837909824,0.05987471620901763,11,1,True,0.004262797616309081,0.0,1.817144351761038e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-18c,0,interior_bin,catboost_calibrated,0.0040172024860725885,1.6137915814107785e-05,0.004025293119056214,catboost_calibrated,0.0040172024860725885,0.9401252837909824,0.05987471620901763,11,1,True,0.004273050151224027,0.0,1.825895759487568e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-25c,0,interior_bin,catboost_calibrated,0.14888892413704627,0.02216791173068712,0.1612126349980044,catboost_calibrated,0.14888892413704627,0.9401252837909824,0.05987471620901763,11,1,True,0.1583713646511699,0.0,0.02508148914147383
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-24c,0,interior_bin,catboost_calibrated,0.03721405567173664,0.001384885939539114,0.03792417192483547,catboost_calibrated,0.03721405567173664,0.9401252837909824,0.05987471620901763,11,1,True,0.03958414512763006,0.0,0.0015669045454852787
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-16corbelow,0,lower_tail_endpoint,catboost_calibrated,0.004224725902658444,1.7848308952593204e-05,0.004233675271783098,catboost_calibrated,0.004224725902658444,0.9401252837909824,0.05987471620901763,11,1,True,0.004493790322947772,0.0,2.019415146661904e-05
2026-05-04,event_day_open,highest-temperature-in-hong-kong-on-may-4-2026-26corhigher,1,upper_tail,catboost_calibrated,0.714770487008691,0.08135587508125934,0.3357937850093974,catboost_calibrated,0.714770487008691,0.9401252837909824,0.05987471620901763,11,1,True,0.7602928028128701,0.2740516530389407,0.057459540383309554
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-20c,0,interior_bin,catboost_calibrated,0.0029223126928709636,8.539911474914742e-06,0.0029265909856475178,catboost_calibrated,0.0029223126928709636,0.8571046307148016,0.14289536928519841,11,1,True,0.00340951686427576,0.0,1.1624805247780811e-05
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-26c,0,interior_bin,catboost_calibrated,0.05300399555322811,0.002809423544606625,0.05446040497415499,catboost_calibrated,0.05300399555322811,0.8571046307148016,0.14289536928519841,11,1,True,0.06184075275503323,0.0,0.00382427870130915
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-23c,1,interior_bin,catboost_calibrated,0.023470293153850172,0.9536102683530273,3.7520197786198715,catboost_calibrated,0.023470293153850172,0.8571046307148016,0.14289536928519841,11,1,True,0.027383229903070988,3.597824500298717,0.9459833814737825
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-22c,0,interior_bin,catboost_calibrated,0.0035803914540316396,1.2819202964102799e-05,0.0035868163959696443,catboost_calibrated,0.0035803914540316396,0.8571046307148016,0.14289536928519841,11,1,True,0.004177309660601988,0.0,1.7449916000558694e-05
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-24c,0,interior_bin,catboost_calibrated,0.4130511044040389,0.17061121484939626,0.5328175232575342,catboost_calibrated,0.4130511044040389,0.8571046307148016,0.14289536928519841,11,1,True,0.4819144473173196,0.0,0.2322415345331576
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-27c,0,interior_bin,catboost_calibrated,0.02140845745154936,0.0004583220504547993,0.021640942563345162,catboost_calibrated,0.02140845745154936,0.8571046307148016,0.14289536928519841,11,1,True,0.02497764763409958,0.0,0.0006238828813332404
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-21c,0,interior_bin,catboost_calibrated,0.0029223126928709636,8.539911474914742e-06,0.0029265909856475178,catboost_calibrated,0.0029223126928709636,0.8571046307148016,0.14289536928519841,11,1,True,0.00340951686427576,0.0,1.1624805247780811e-05
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-25c,0,interior_bin,catboost_calibrated,0.32604698116854997,0.10630663392912477,0.39459487549718497,catboost_calibrated,0.32604698116854997,0.8571046307148016,0.14289536928519841,11,1,True,0.38040510981329756,0.0,0.14470804757206698
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-19c,0,interior_bin,catboost_calibrated,0.0029223126928709636,8.539911474914742e-06,0.0029265909856475178,catboost_calibrated,0.0029223126928709636,0.8571046307148016,0.14289536928519841,11,1,True,0.00340951686427576,0.0,1.1624805247780811e-05
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-18corbelow,0,lower_tail_endpoint,catboost_calibrated,0.002891935237580422,8.363289418359332e-06,0.0028961249618468096,catboost_calibrated,0.002891935237580422,0.8571046307148016,0.14289536928519841,11,1,True,0.0033740749191480015,0.0,1.1384381560023594e-05
2026-05-05,12h_prior,highest-temperature-in-hong-kong-on-may-5-2026-28corhigher,0,upper_tail,catboost_calibrated,0.004884534213360078,2.3858674481485157e-05,0.004896502539638894,catboost_calibrated,0.004884534213360078,0.8571046307148016,0.14289536928519841,11,1,True,0.005698877404601713,0.0,3.247720367267996e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-20c,0,interior_bin,catboost_calibrated,0.0029881119764542247,8.928813183829172e-06,0.0029925852964560185,catboost_calibrated,0.0029881119764542247,0.6393705762558622,0.36062942374413776,11,1,True,0.004673521252655279,0.0,2.1841800899020565e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-26c,0,interior_bin,catboost_calibrated,0.08421580028038769,0.007092301016866148,0.0879745318893999,catboost_calibrated,0.08421580028038769,0.6393705762558622,0.36062942374413776,11,1,True,0.13171672799451184,0.0,0.01734929643358022
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-23c,1,interior_bin,catboost_calibrated,0.007377964146813966,0.9852985060613236,4.90925753929168,catboost_calibrated,0.007377964146813966,0.6393705762558622,0.36062942374413776,11,1,True,0.011539417703609596,4.461986478134587,0.9770543227537193
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-22c,0,interior_bin,catboost_calibrated,0.003302416560829261,1.0905955141239363e-05,0.0033078815735492844,catboost_calibrated,0.003302416560829261,0.6393705762558622,0.36062942374413776,11,1,True,0.005165105626486799,0.0,2.6678316132765586e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-24c,0,interior_bin,catboost_calibrated,0.06734287822068678,0.00453506324704625,0.06971764645219139,catboost_calibrated,0.06734287822068678,0.6393705762558622,0.36062942374413776,11,1,True,0.10532683348527697,0.0,0.01109374185203526
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-27c,0,interior_bin,catboost_calibrated,0.07864201447817147,0.006184566441184931,0.08190662604196534,catboost_calibrated,0.07864201447817147,0.6393705762558622,0.36062942374413776,11,1,True,0.12299911412673555,0.0,0.015128782075961716
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-21c,0,interior_bin,catboost_calibrated,0.0029881119764542247,8.928813183829172e-06,0.0029925852964560185,catboost_calibrated,0.0029881119764542247,0.6393705762558622,0.36062942374413776,11,1,True,0.004673521252655279,0.0,2.1841800899020565e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-25c,0,interior_bin,catboost_calibrated,0.3799911762209568,0.14439329400578624,0.47802156914258975,catboost_calibrated,0.3799911762209568,0.6393705762558622,0.36062942374413776,11,1,True,0.5943207121700461,0.0,0.3532171089143108
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-19c,0,interior_bin,catboost_calibrated,0.0029881119764542247,8.928813183829172e-06,0.0029925852964560185,catboost_calibrated,0.0029881119764542247,0.6393705762558622,0.36062942374413776,11,1,True,0.004673521252655279,0.0,2.1841800899020565e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-18corbelow,0,lower_tail_endpoint,catboost_calibrated,0.0029769828307879428,8.862426774806193e-06,0.0029814228582886733,catboost_calibrated,0.0029769828307879428,0.6393705762558622,0.36062942374413776,11,1,True,0.004656114843790714,0.0,2.1679405438568224e-05
2026-05-05,24h_prior,highest-temperature-in-hong-kong-on-may-5-2026-28corhigher,0,upper_tail,catboost_calibrated,0.00655700758786558,4.299434850732679e-05,0.006578599198108355,catboost_calibrated,0.00655700758786558,0.6393705762558622,0.36062942374413776,11,1,True,0.010255410291576521,0.0,0.00010517344024857363
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-20c,0,interior_bin,catboost_calibrated,0.0028175156637893963,7.938394515698602e-06,0.00282149233235434,catboost_calibrated,0.0028175156637893963,0.8361896604417963,0.16381033955820368,11,1,True,0.0033694696276210553,0.0,1.1353325571460773e-05
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-26c,0,interior_bin,catboost_calibrated,0.060423396659481265,0.0036509868638690116,0.062325927166709066,catboost_calibrated,0.060423396659481265,0.8361896604417963,0.16381033955820368,11,1,True,0.07226039679509656,0.0,0.005221564944984802
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-23c,1,interior_bin,catboost_calibrated,0.024315979536329028,0.9519593077881531,3.716621550668271,catboost_calibrated,0.024315979536329028,0.8361896604417963,0.16381033955820368,11,1,True,0.02907950275716374,3.5377217255976823,0.9426866119662763
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-22c,0,interior_bin,catboost_calibrated,0.003323700319692912,1.1046983815126766e-05,0.0033292360811452877,catboost_calibrated,0.003323700319692912,0.8361896604417963,0.16381033955820368,11,1,True,0.003974816332860242,0.0,1.579916487997254e-05
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-24c,0,interior_bin,catboost_calibrated,0.2691568764129943,0.07244542412039988,0.3135564474794876,catboost_calibrated,0.2691568764129943,0.8361896604417963,0.16381033955820368,11,1,True,0.32188496120699067,0.0,0.10360992825122589
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-27c,0,interior_bin,catboost_calibrated,0.02541059151835301,0.0006456981613125939,0.025739016186014003,catboost_calibrated,0.02541059151835301,0.8361896604417963,0.16381033955820368,11,1,True,0.03038855025417016,0.0,0.0009234639865502253
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-21c,0,interior_bin,catboost_calibrated,0.002849055720827571,8.117118500380309e-06,0.002853122005294969,catboost_calibrated,0.002849055720827571,0.8361896604417963,0.16381033955820368,11,1,True,0.003407188411445183,0.0,1.160893287108635e-05
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-25c,0,interior_bin,catboost_calibrated,0.43650107980786174,0.19053319267342927,0.5735898617558931,catboost_calibrated,0.43650107980786174,0.8361896604417963,0.16381033955820368,11,1,True,0.5220120511622193,0.0,0.2724965815585874
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-19c,0,interior_bin,catboost_calibrated,0.0028175156637893963,7.938394515698602e-06,0.00282149233235434,catboost_calibrated,0.0028175156637893963,0.8361896604417963,0.16381033955820368,11,1,True,0.0033694696276210553,0.0,1.1353325571460773e-05
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-18corbelow,0,lower_tail_endpoint,catboost_calibrated,0.002976851514525408,8.861644939532215e-06,0.002981291149941302,catboost_calibrated,0.002976851514525408,0.8361896604417963,0.16381033955820368,11,1,True,0.0035600195211127157,0.0,1.2673738990703609e-05
2026-05-05,6h_prior,highest-temperature-in-hong-kong-on-may-5-2026-28corhigher,0,upper_tail,catboost_calibrated,0.005597097624152442,3.132750181429291e-05,0.005612820069211716,catboost_calibrated,0.005597097624152442,0.8361896604417963,0.16381033955820368,11,1,True,0.006693574303699529,0.0,4.480393695914663e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-20c,0,interior_bin,catboost_calibrated,0.0028454950034661505,8.096841814750828e-06,0.0028495511206416643,catboost_calibrated,0.0028454950034661505,0.7574947872583236,0.24250521274167636,11,1,True,0.0037564548975513538,0.0,1.4110953397337552e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-26c,0,interior_bin,catboost_calibrated,0.05201084991633609,0.002705128509019638,0.053412221852036694,catboost_calibrated,0.05201084991633609,0.7574947872583236,0.24250521274167636,11,1,True,0.06866166050407309,0.0,0.00471442362317659
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-23c,1,interior_bin,catboost_calibrated,0.025753725350100818,0.9491558036692068,3.659175988546312,catboost_calibrated,0.025753725350100818,0.7574947872583236,0.24250521274167636,11,1,True,0.033998551255136476,3.3814373654168586,0.9331587989771751
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-22c,0,interior_bin,catboost_calibrated,0.004726515443658019,2.2339948239137758e-05,0.004737720739722972,catboost_calibrated,0.004726515443658019,0.7574947872583236,0.24250521274167636,11,1,True,0.006239667286378521,0.0,3.893344784470229e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-24c,0,interior_bin,catboost_calibrated,0.38806063950072794,0.15059105992971394,0.49112208553048614,catboost_calibrated,0.38806063950072794,0.7574947872583236,0.24250521274167636,11,1,True,0.5122947986286143,0.0,0.26244596070193243
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-27c,0,interior_bin,catboost_calibrated,0.01738614489356642,0.00030227803426008577,0.017539058892660535,catboost_calibrated,0.01738614489356642,0.7574947872583236,0.24250521274167636,11,1,True,0.02295216440563747,0.0,0.0005268018509034116
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-21c,0,interior_bin,catboost_calibrated,0.0029592719346319537,8.757290383100347e-06,0.002963659237442772,catboost_calibrated,0.0029592719346319537,0.7574947872583236,0.24250521274167636,11,1,True,0.003906656500360539,0.0,1.5261965011809254e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-25c,0,interior_bin,catboost_calibrated,0.252653296777319,0.06383368837244804,0.291226074049692,catboost_calibrated,0.252653296777319,0.7574947872583236,0.24250521274167636,11,1,True,0.3335380005607329,0.0,0.11124759781805146
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-19c,0,interior_bin,catboost_calibrated,0.0028454950034661505,8.096841814750828e-06,0.0028495511206416643,catboost_calibrated,0.0028454950034661505,0.7574947872583236,0.24250521274167636,11,1,True,0.0037564548975513538,0.0,1.4110953397337552e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-18corbelow,0,lower_tail_endpoint,catboost_calibrated,0.0030071863269666467,9.043169605095152e-06,0.003011716997095197,catboost_calibrated,0.0030071863269666467,0.7574947872583236,0.24250521274167636,11,1,True,0.0039699102588558475,0.0,1.5760187463368903e-05
2026-05-05,event_day_open,highest-temperature-in-hong-kong-on-may-5-2026-28corhigher,0,upper_tail,catboost_calibrated,0.0052461671080843205,2.7522269325945804e-05,0.005259976561722428,catboost_calibrated,0.0052461671080843205,0.7574947872583236,0.24250521274167636,11,1,True,0.006925680805107974,0.0,4.796505461424104e-05
2026-05-06,12h_prior,highest-temperature-in-hong-kong-on-may-6-2026-23c,0,interior_bin,catboost_calibrated,0.006929562988145207,4.801884320667193e-05,0.006953683905947926,catboost_calibrated,0.006929562988145207,0.8717803561938208,0.12821964380617923,11,1,True,0.007948748717394333,0.0,6.318260617227806e-05
