event_date,date_group_id,decision_rule,market_slug,contract_event_type_v2,target_Y_event,model,p_market_raw,p_model_raw,q_market,q_model,normalised_edge,absolute_normalised_edge,market_probability_sum_raw,model_probability_sum_raw,book_n_contracts,allocation_weight,position_indicator,gross_pnl_component,net_pnl_component,strategy,threshold
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_platt,0.455,0.3690769337101574,0.43127962085308064,0.29781221194425644,-0.1334674089088242,0.1334674089088242,1.055,1.2392941555373156,11,0.0,0,0.0,0.0,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_platt,0.08,0.1779104180916292,0.07586533902323377,0.14946985999572926,0.0736045209724955,0.0736045209724955,1.0545,1.1902762075023858,11,0.2767941740042804,1,-0.022143533920342434,-0.022143533920342434,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_platt,0.31,0.1624117947631171,0.29397818871503084,0.13644882905280753,-0.1575293596622233,0.1575293596622233,1.0545,1.1902762075023858,11,0.0,0,-0.0,-0.0,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_platt,0.003,0.0226318417765399,0.002844950213371266,0.01901394116247135,0.01616899094910008,0.01616899094910008,1.0545,1.1902762075023858,11,0.06080445107320567,1,-0.00018241335321961702,-0.00018241335321961702,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_platt,0.0035,0.0372570769033503,0.003319108582266477,0.03130120275320686,0.027982094170940382,0.027982094170940382,1.0545,1.1902762075023858,11,0.10522832756223882,1,-0.0003682991464678359,-0.0003682991464678359,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_platt,0.006,0.0459265452025006,0.005689900426742532,0.03858477966124391,0.03289487923450138,0.03289487923450138,1.0545,1.1902762075023858,11,0.1237031476651653,1,-0.0007422188859909918,-0.0007422188859909918,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_platt,0.003,0.0383374264056865,0.002844950213371266,0.0322088488067251,0.029363898593353834,0.029363898593353834,1.0545,1.1902762075023858,11,0.11042468518652547,1,-0.0003312740555595764,-0.0003312740555595764,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_platt,0.003,0.0190921168736584,0.002844950213371266,0.01604007267667755,0.013195122463306284,0.013195122463306284,1.0545,1.1902762075023858,11,0.049621041953129365,1,-0.0001488631258593881,-0.0001488631258593881,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_platt,0.21,0.1721809430201696,0.19914651493598862,0.1446562923251782,-0.05449022261081041,0.05449022261081041,1.0545,1.1902762075023858,11,0.0,0,-0.0,-0.0,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_platt,0.028,0.1033893079716531,0.026552868658131817,0.08686161020440784,0.06030874154627602,0.06030874154627602,1.0545,1.1902762075023858,11,0.22679460556202757,1,-0.006350248955736772,-0.006350248955736772,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_platt,0.003,0.01814526799265,0.002844950213371266,0.015244585986243557,0.012399635772872291,0.012399635772872291,1.0545,1.1902762075023858,11,0.046629566993427435,1,-0.0001398887009802823,-0.0001398887009802823,proportional_positive_edge,0.0
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_platt,0.405,0.3929934685014312,0.38406827880512096,0.3301699773753089,-0.05389830142981206,0.05389830142981206,1.0545,1.1902762075023858,11,0.0,0,0.0,0.0,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_platt,0.0355,0.0926530014732296,0.03530581800099453,0.07193086843677456,0.03662505043578003,0.03662505043578003,1.0055,1.2880840102002837,11,0.15700797279667045,1,-0.0055737830342818,-0.0055737830342818,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_platt,0.255,0.2263081993067786,0.2536051715564396,0.17569366401155,-0.07791150754488957,0.07791150754488957,1.0055,1.2880840102002837,11,0.0,0,-0.0,-0.0,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_platt,0.0005,0.0152672232997386,0.0004972650422675286,0.011852661145420712,0.011355396103153184,0.011355396103153184,1.0055,1.2880840102002837,11,0.048679461222462646,1,-2.4339730611231323e-05,-2.4339730611231323e-05,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_platt,0.0015,0.0298686874510054,0.0014917951268025858,0.023188462254384423,0.021696667127581837,0.021696667127581837,1.0055,1.2880840102002837,11,0.09301146842429546,1,-0.0001395172026364432,-0.0001395172026364432,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_platt,0.0015,0.036163686681349,0.0014917951268025858,0.028075565254261574,0.026583770127458987,0.026583770127458987,1.0055,1.2880840102002837,11,0.11396199615680139,1,-0.00017094299423520208,-0.00017094299423520208,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_platt,0.0005,0.029278816841869,0.0004972650422675286,0.022730518048521112,0.022233253006253582,0.022233253006253582,1.0055,1.2880840102002837,11,0.09531175907343178,1,-4.7655879536715896e-05,-4.7655879536715896e-05,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_platt,0.0005,0.0142571764250128,0.0004972650422675286,0.011068514407531505,0.010571249365263977,0.010571249365263977,1.0055,1.2880840102002837,11,0.04531790162797183,1,-2.2658950813985914e-05,-2.2658950813985914e-05,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_platt,0.085,0.1953592176346238,0.08453505718547986,0.1516665187111883,0.06713146152570844,0.06713146152570844,1.0055,1.2880840102002837,11,0.28778594321694556,1,-0.024461805173440373,-0.024461805173440373,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_platt,0.01,0.0477117789611404,0.009945300845350571,0.03704089064324439,0.027095589797893817,0.027095589797893817,1.0055,1.2880840102002837,11,0.11615611651803717,1,-0.0011615611651803717,-0.0011615611651803717,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_platt,0.0005,0.0134908221915752,0.0004972650422675286,0.010473557690912969,0.00997629264864544,0.00997629264864544,1.0055,1.2880840102002837,11,0.0427673809633837,1,-2.138369048169185e-05,-2.138369048169185e-05,proportional_positive_edge,0.0
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_platt,0.615,0.5877253999339612,0.6116360019890601,0.45627877939621037,-0.15535722259284973,0.15535722259284973,1.0055,1.2880840102002837,11,0.0,0,0.0,0.0,proportional_positive_edge,0.0
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_platt,0.0165,0.0715391036054728,0.015766841853798376,0.061054746770656226,0.04528790491685785,0.04528790491685785,1.0465,1.1717205850382055,11,0.16685279554497598,1,-0.002753071126492104,-0.002753071126492104,proportional_positive_edge,0.0
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_platt,0.185,0.152857891689036,0.1767797419971333,0.13045592408368575,-0.04632381791344756,0.04632381791344756,1.0465,1.1717205850382055,11,0.0,0,-0.0,-0.0,proportional_positive_edge,0.0
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_platt,0.0005,0.0160982845484968,0.0004777830864787387,0.01373901316922916,0.013261230082750422,0.013261230082750422,1.0465,1.1717205850382055,11,0.04885793051664002,1,-2.442896525832001e-05,-2.442896525832001e-05,proportional_positive_edge,0.0
