event_date,date_group_id,decision_rule,market_slug,contract_event_type_v2,target_Y_event,p_market,p_ecmwf_raw,p_ecmwf_bias_fixed_sigma,p_ecmwf_bias_scale,cv_fold,feature_set,candidate_id,p_catboost_oof,brier_catboost_oof,log_catboost_oof,selected,overall_rank,selected_model,row_key,calibration_method,p_catboost_calibrated,brier_calibrated,log_calibrated,n_prior_calibration_dates
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-26c,interior_bin,0,0.16,0.2195389656117957,0.2307961280893007,0.2916195326471669,1,market_only,cb_d3_lr03_l2_8,0.0472856348448197,0.0022359312626776,0.0484401420213926,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-26c,identity,0.0472856348448197,0.002235931262677627,0.0484401420213926,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-22c,interior_bin,0,0.0015,0.0333206837641829,0.0020318710870343,1.3856746155338495e-05,1,market_only,cb_d3_lr03_l2_8,0.0010389706974912,1.0794601102455035e-06,0.0010395108016804,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-22c,identity,0.0010389706974912,1.0794601102453504e-06,0.0010395108016802964,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-25c,interior_bin,0,0.0325,0.2605588311462989,0.1345812584296692,0.0946033822083618,1,market_only,cb_d3_lr03_l2_8,0.0028510834855948,8.12867704183146e-06,0.0028551555658513,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-25c,identity,0.0028510834855948,8.128677041831394e-06,0.002855155565851307,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-21c,interior_bin,0,0.0005,0.0071152354432029,0.0002122586150755,1.1465355820305945e-07,1,market_only,cb_d3_lr03_l2_8,0.0010389706974912,1.0794601102455035e-06,0.0010395108016804,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-21c,identity,0.0010389706974912,1.0794601102453504e-06,0.0010395108016802964,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-23c,interior_bin,0,0.0025,0.1015429725067298,0.0126370283393615,0.0006590876485555,1,market_only,cb_d3_lr03_l2_8,0.0010985747073968,1.2068663877320584e-06,0.0010991785828994,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-23c,identity,0.0010985747073968,1.2068663877319646e-06,0.0010991785828994409,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-24c,interior_bin,0,0.0505,0.2015170661941665,0.0511152055467629,0.0124579737431459,1,market_only,cb_d3_lr03_l2_8,0.0027130444790029,7.360610345048269e-06,0.0027167314543039,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-24c,identity,0.0027130444790029,7.360610345048116e-06,0.0027167314543039447,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-29c,interior_bin,0,0.105,0.0100285798530851,0.0890860818243995,0.0399132976505796,1,market_only,cb_d3_lr03_l2_8,0.2923694045963043,0.0854798687439975,0.3458330793558221,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-29c,identity,0.2923694045963043,0.08547986874399748,0.34583307935582214,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-28c,interior_bin,1,0.365,0.0430939936189997,0.1877902221102865,0.1896917255533203,1,market_only,cb_d3_lr03_l2_8,0.6481760804049813,0.1237800703992021,0.4335928905214731,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-28c,identity,0.6481760804049813,0.12378007039920218,0.43359289052147315,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-27c,interior_bin,0,0.305,0.1205246531526716,0.2578970836769752,0.3675313276548092,1,market_only,cb_d3_lr03_l2_8,0.3295937671135477,0.1086320513200995,0.3998714325924887,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-27c,identity,0.3295937671135477,0.10863205132009952,0.3998714325924886,0
2026-04-26,16,12h_prior,highest-temperature-in-hong-kong-on-april-26-2026-20corbelow,lower_tail_endpoint,0,0.0015,0.0010823004813931,1.5041342726340725e-05,3.7090441828979687e-10,1,market_only,cb_d3_lr03_l2_8,0.0010269396972999,1.0546051418904929e-06,0.0010274673611544,True,1,True,2026-04-26||12h_prior||highest-temperature-in-hong-kong-on-april-26-2026-20corbelow,identity,0.0010269396972999,1.0546051418904103e-06,0.0010274673611544614,0
