model,event_date,decision_rule,strategy,threshold,n_contracts,n_positions,stake_sum,selected_market_slug,selected_contract_event_type,selected_q_market,selected_q_model,selected_normalised_edge,selected_market_price_raw,selected_target,gross_pnl,net_pnl,winning_contract_selected,winning_contract_weight,mean_selected_normalised_edge
catboost_raw,2026-05-26,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.1454898157129001,0.3753372716083867,0.2298474558954866,0.15,0.0,-0.15,-0.15,0.0,,
catboost_raw,2026-05-26,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.15748031496062992,0.3738279949377635,0.21634767997713356,0.16,0.0,-0.16,-0.16,0.0,,
catboost_raw,2026-05-27,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.14471780028943562,0.29844160736043,0.1537238070709944,0.15,0.0,-0.15,-0.15,0.0,,
catboost_raw,2026-05-27,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.1976470588235294,0.2759487162709209,0.07830165744739148,0.21,0.0,-0.21,-0.21,0.0,,
catboost_raw,2026-05-27,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.13486513486513488,0.3167233124437249,0.18185817757859005,0.135,0.0,-0.135,-0.135,0.0,,
catboost_raw,2026-05-27,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-31c,interior_bin,0.1423825344091125,0.3497270571468183,0.2073445227377058,0.15,0.0,-0.15,-0.15,0.0,,
catboost_raw,2026-05-28,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-31c,interior_bin,0.11521843494959191,0.4012390211914225,0.2860205862418306,0.12,0.0,-0.12,-0.12,0.0,,
catboost_raw,2026-05-28,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-31c,interior_bin,0.20833333333333331,0.39840669488160707,0.19007336154827376,0.215,0.0,-0.215,-0.215,0.0,,
catboost_raw,2026-05-28,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-32c,interior_bin,0.14377788795240456,0.37997455112710316,0.2361966631746986,0.145,0.0,-0.145,-0.145,0.0,,
catboost_raw,2026-05-28,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-28-2026-32c,interior_bin,0.14800197335964477,0.38947064940752135,0.24146867604787658,0.15,0.0,-0.15,-0.15,0.0,,
catboost_raw,2026-05-29,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-32c,interior_bin,0.05853658536585366,0.2731159803273887,0.21457939496153505,0.06,0.0,-0.06,-0.06,0.0,,
catboost_raw,2026-05-29,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-32c,interior_bin,0.1056168987037926,0.27811894449536334,0.17250204579157075,0.11,0.0,-0.11,-0.11,0.0,,
