target_date,decision_rule,forecast_daily_max_c,forecast_issue_time_utc,decision_time_utc,unique_local_hours,source_period,forecast_value_source,daily_forecast_column,daily_forecast_corroborated,information_time_verified,hko_daily_max_c,residual_c,has_certified_market,chronology_block,development_fold,outcome_may_influence_model_choice,used_in_final_fit_before_holdout,used_to_refit_before_external_test
2026-04-24,24h_prior,21.6,2026-04-22T06:00:00Z,2026-04-22T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.7,2.099999999999998,True,development_validation,2,True,True,False
2026-04-24,6h_prior,20.1,2026-04-23T00:00:00Z,2026-04-23T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.7,3.599999999999998,True,development_validation,2,True,True,False
2026-04-24,event_day_open,21.4,2026-04-23T06:00:00Z,2026-04-23T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.7,2.3000000000000007,True,development_validation,2,True,True,False
2026-04-25,12h_prior,24.2,2026-04-23T18:00:00Z,2026-04-24T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.5,2.3000000000000007,True,development_validation,2,True,True,False
2026-04-25,24h_prior,24.8,2026-04-23T06:00:00Z,2026-04-23T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.5,1.6999999999999993,True,development_validation,2,True,True,False
2026-04-25,6h_prior,25.4,2026-04-24T00:00:00Z,2026-04-24T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.5,1.1000000000000014,True,development_validation,2,True,True,False
2026-04-25,event_day_open,25.3,2026-04-24T06:00:00Z,2026-04-24T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.5,1.1999999999999993,True,development_validation,2,True,True,False
2026-04-26,12h_prior,25.6,2026-04-24T18:00:00Z,2026-04-25T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,3.1999999999999993,True,development_validation,2,True,True,False
2026-04-26,24h_prior,25.5,2026-04-24T06:00:00Z,2026-04-24T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,3.3000000000000007,True,development_validation,2,True,True,False
2026-04-26,6h_prior,25.8,2026-04-25T00:00:00Z,2026-04-25T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,3.0,True,development_validation,2,True,True,False
2026-04-26,event_day_open,25.7,2026-04-25T06:00:00Z,2026-04-25T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,3.1000000000000014,True,development_validation,2,True,True,False
2026-04-27,12h_prior,26.2,2026-04-25T18:00:00Z,2026-04-26T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.9,1.6999999999999993,True,development_validation,2,True,True,False
2026-04-27,24h_prior,26.4,2026-04-25T06:00:00Z,2026-04-25T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.9,1.5,True,development_validation,2,True,True,False
2026-04-27,6h_prior,25.9,2026-04-26T00:00:00Z,2026-04-26T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.9,2.0,True,development_validation,2,True,True,False
2026-04-27,event_day_open,26.0,2026-04-26T06:00:00Z,2026-04-26T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.9,1.8999999999999986,True,development_validation,2,True,True,False
2026-04-28,12h_prior,26.9,2026-04-26T18:00:00Z,2026-04-27T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.4,2.5,True,development_validation,2,True,True,False
2026-04-28,24h_prior,25.3,2026-04-26T06:00:00Z,2026-04-26T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.4,4.099999999999998,True,development_validation,2,True,True,False
2026-04-28,6h_prior,26.5,2026-04-27T00:00:00Z,2026-04-27T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.4,2.8999999999999986,True,development_validation,2,True,True,False
2026-04-28,event_day_open,26.7,2026-04-27T06:00:00Z,2026-04-27T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.4,2.6999999999999993,True,development_validation,2,True,True,False
2026-04-29,12h_prior,24.9,2026-04-27T18:00:00Z,2026-04-28T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.4,3.5,True,development_validation,2,True,True,False
2026-04-29,24h_prior,25.9,2026-04-27T06:00:00Z,2026-04-27T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.4,2.5,True,development_validation,2,True,True,False
2026-04-29,6h_prior,27.1,2026-04-28T00:00:00Z,2026-04-28T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.4,1.2999999999999972,True,development_validation,2,True,True,False
2026-04-29,event_day_open,25.7,2026-04-28T06:00:00Z,2026-04-28T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.4,2.6999999999999993,True,development_validation,2,True,True,False
2026-04-30,12h_prior,24.4,2026-04-28T18:00:00Z,2026-04-29T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.7,2.3000000000000007,True,development_validation,2,True,True,False
2026-04-30,24h_prior,24.5,2026-04-28T06:00:00Z,2026-04-28T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.7,2.1999999999999993,True,development_validation,2,True,True,False
2026-04-30,6h_prior,25.2,2026-04-29T00:00:00Z,2026-04-29T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.7,1.5,True,development_validation,2,True,True,False
2026-04-30,event_day_open,24.9,2026-04-29T06:00:00Z,2026-04-29T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.7,1.8000000000000007,True,development_validation,2,True,True,False
2026-05-01,12h_prior,24.3,2026-04-29T18:00:00Z,2026-04-30T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.9,2.599999999999998,True,development_validation,2,True,True,False
2026-05-01,24h_prior,23.4,2026-04-29T06:00:00Z,2026-04-29T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.9,3.5,True,development_validation,2,True,True,False
2026-05-01,6h_prior,23.5,2026-04-30T00:00:00Z,2026-04-30T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.9,3.3999999999999986,True,development_validation,2,True,True,False
2026-05-01,event_day_open,23.6,2026-04-30T06:00:00Z,2026-04-30T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.9,3.299999999999997,True,development_validation,2,True,True,False
2026-05-02,12h_prior,27.3,2026-04-30T18:00:00Z,2026-05-01T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.0,-0.3000000000000007,True,development_validation,3,True,True,False
2026-05-02,24h_prior,26.9,2026-04-30T06:00:00Z,2026-04-30T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.0,0.10000000000000142,True,development_validation,3,True,True,False
2026-05-02,6h_prior,27.2,2026-05-01T00:00:00Z,2026-05-01T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.0,-0.1999999999999993,True,development_validation,3,True,True,False
2026-05-02,event_day_open,26.8,2026-05-01T06:00:00Z,2026-05-01T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.0,0.1999999999999993,True,development_validation,3,True,True,False
2026-05-03,12h_prior,29.0,2026-05-01T18:00:00Z,2026-05-02T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.6,0.6000000000000014,True,development_validation,3,True,True,False
2026-05-03,24h_prior,28.2,2026-05-01T06:00:00Z,2026-05-01T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.6,1.4000000000000021,True,development_validation,3,True,True,False
2026-05-03,6h_prior,29.1,2026-05-02T00:00:00Z,2026-05-02T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.6,0.5,True,development_validation,3,True,True,False
2026-05-03,event_day_open,28.6,2026-05-02T06:00:00Z,2026-05-02T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.6,1.0,True,development_validation,3,True,True,False
2026-05-04,12h_prior,25.1,2026-05-02T18:00:00Z,2026-05-03T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.6,2.5,True,development_validation,3,True,True,False
2026-05-04,24h_prior,26.0,2026-05-02T06:00:00Z,2026-05-02T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.6,1.6000000000000014,True,development_validation,3,True,True,False
2026-05-04,6h_prior,25.7,2026-05-03T00:00:00Z,2026-05-03T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.6,1.9000000000000021,True,development_validation,3,True,True,False
2026-05-04,event_day_open,26.1,2026-05-03T06:00:00Z,2026-05-03T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.6,1.5,True,development_validation,3,True,True,False
2026-05-05,12h_prior,21.7,2026-05-03T18:00:00Z,2026-05-04T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.0,1.3000000000000007,True,development_validation,3,True,True,False
2026-05-05,24h_prior,23.1,2026-05-03T06:00:00Z,2026-05-03T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.0,-0.10000000000000142,True,development_validation,3,True,True,False
2026-05-05,6h_prior,22.5,2026-05-04T00:00:00Z,2026-05-04T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.0,0.5,True,development_validation,3,True,True,False
2026-05-05,event_day_open,22.0,2026-05-04T06:00:00Z,2026-05-04T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,23.0,1.0,True,development_validation,3,True,True,False
2026-05-06,12h_prior,24.7,2026-05-04T18:00:00Z,2026-05-05T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,24.6,-0.09999999999999787,True,development_validation,3,True,True,False
2026-05-06,24h_prior,24.8,2026-05-04T06:00:00Z,2026-05-04T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,24.6,-0.1999999999999993,True,development_validation,3,True,True,False
2026-05-06,6h_prior,24.9,2026-05-05T00:00:00Z,2026-05-05T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,24.6,-0.29999999999999716,True,development_validation,3,True,True,False
2026-05-06,event_day_open,25.5,2026-05-05T06:00:00Z,2026-05-05T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,24.6,-0.8999999999999986,True,development_validation,3,True,True,False
2026-05-07,12h_prior,25.3,2026-05-05T18:00:00Z,2026-05-06T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.3,4.0,True,development_validation,3,True,True,False
2026-05-07,24h_prior,25.9,2026-05-05T06:00:00Z,2026-05-05T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.3,3.400000000000002,True,development_validation,3,True,True,False
2026-05-07,6h_prior,26.3,2026-05-06T00:00:00Z,2026-05-06T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.3,3.0,True,development_validation,3,True,True,False
2026-05-07,event_day_open,26.7,2026-05-06T06:00:00Z,2026-05-06T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.3,2.6000000000000014,True,development_validation,3,True,True,False
2026-05-08,12h_prior,28.4,2026-05-06T18:00:00Z,2026-05-07T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,1.9000000000000021,True,development_validation,3,True,True,False
2026-05-08,24h_prior,27.8,2026-05-06T06:00:00Z,2026-05-06T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,2.5,True,development_validation,3,True,True,False
2026-05-08,6h_prior,27.9,2026-05-07T00:00:00Z,2026-05-07T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,2.400000000000002,True,development_validation,3,True,True,False
2026-05-08,event_day_open,28.9,2026-05-07T06:00:00Z,2026-05-07T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,1.4000000000000021,True,development_validation,3,True,True,False
2026-05-09,12h_prior,24.1,2026-05-07T18:00:00Z,2026-05-08T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,2.0,True,development_validation,3,True,True,False
2026-05-09,24h_prior,24.6,2026-05-07T06:00:00Z,2026-05-07T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.5,True,development_validation,3,True,True,False
2026-05-09,6h_prior,24.5,2026-05-08T00:00:00Z,2026-05-08T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.6000000000000014,True,development_validation,3,True,True,False
2026-05-09,event_day_open,23.1,2026-05-08T06:00:00Z,2026-05-08T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,3.0,True,development_validation,3,True,True,False
2026-05-10,12h_prior,25.1,2026-05-08T18:00:00Z,2026-05-09T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.0,True,development_validation,3,True,True,False
2026-05-10,24h_prior,25.0,2026-05-08T06:00:00Z,2026-05-08T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.1000000000000014,True,development_validation,3,True,True,False
2026-05-10,6h_prior,25.0,2026-05-09T00:00:00Z,2026-05-09T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.1000000000000014,True,development_validation,3,True,True,False
2026-05-10,event_day_open,25.1,2026-05-09T06:00:00Z,2026-05-09T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.1,1.0,True,development_validation,3,True,True,False
2026-05-11,12h_prior,26.5,2026-05-09T18:00:00Z,2026-05-10T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,2.3000000000000007,True,development_validation,4,True,True,False
2026-05-11,24h_prior,26.7,2026-05-09T06:00:00Z,2026-05-09T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,2.1000000000000014,True,development_validation,4,True,True,False
2026-05-11,6h_prior,26.5,2026-05-10T00:00:00Z,2026-05-10T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,2.3000000000000007,True,development_validation,4,True,True,False
2026-05-11,event_day_open,26.5,2026-05-10T06:00:00Z,2026-05-10T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,28.8,2.3000000000000007,True,development_validation,4,True,True,False
2026-05-12,12h_prior,28.9,2026-05-10T18:00:00Z,2026-05-11T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.6,2.700000000000003,True,development_validation,4,True,True,False
2026-05-12,24h_prior,28.8,2026-05-10T06:00:00Z,2026-05-10T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.6,2.8000000000000007,True,development_validation,4,True,True,False
2026-05-12,6h_prior,28.6,2026-05-11T00:00:00Z,2026-05-11T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.6,3.0,True,development_validation,4,True,True,False
2026-05-12,event_day_open,28.8,2026-05-11T06:00:00Z,2026-05-11T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.6,2.8000000000000007,True,development_validation,4,True,True,False
2026-05-13,12h_prior,28.3,2026-05-11T18:00:00Z,2026-05-12T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.1,2.8000000000000007,True,development_validation,4,True,True,False
2026-05-13,24h_prior,28.3,2026-05-11T06:00:00Z,2026-05-11T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.1,2.8000000000000007,True,development_validation,4,True,True,False
2026-05-13,6h_prior,28.4,2026-05-12T00:00:00Z,2026-05-12T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.1,2.700000000000003,True,development_validation,4,True,True,False
2026-05-13,event_day_open,28.6,2026-05-12T06:00:00Z,2026-05-12T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.1,2.5,True,development_validation,4,True,True,False
2026-05-14,12h_prior,27.5,2026-05-12T18:00:00Z,2026-05-13T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.2,1.6999999999999993,True,development_validation,4,True,True,False
2026-05-14,24h_prior,27.5,2026-05-12T06:00:00Z,2026-05-12T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.2,1.6999999999999993,True,development_validation,4,True,True,False
2026-05-14,6h_prior,27.6,2026-05-13T00:00:00Z,2026-05-13T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.2,1.5999999999999979,True,development_validation,4,True,True,False
2026-05-14,event_day_open,27.4,2026-05-13T06:00:00Z,2026-05-13T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,29.2,1.8000000000000007,True,development_validation,4,True,True,False
2026-05-15,12h_prior,27.3,2026-05-13T18:00:00Z,2026-05-14T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.4,0.09999999999999787,True,development_validation,4,True,True,False
2026-05-15,24h_prior,28.6,2026-05-13T06:00:00Z,2026-05-13T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.4,-1.2000000000000028,True,development_validation,4,True,True,False
2026-05-15,6h_prior,27.9,2026-05-14T00:00:00Z,2026-05-14T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.4,-0.5,True,development_validation,4,True,True,False
2026-05-15,event_day_open,27.3,2026-05-14T06:00:00Z,2026-05-14T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,27.4,0.09999999999999787,True,development_validation,4,True,True,False
2026-05-16,12h_prior,24.5,2026-05-14T18:00:00Z,2026-05-15T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,25.6,1.1000000000000014,True,development_validation,4,True,True,False
2026-05-16,24h_prior,25.4,2026-05-14T06:00:00Z,2026-05-14T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,25.6,0.20000000000000284,True,development_validation,4,True,True,False
2026-05-16,6h_prior,25.4,2026-05-15T00:00:00Z,2026-05-15T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,25.6,0.20000000000000284,True,development_validation,4,True,True,False
2026-05-16,event_day_open,24.9,2026-05-15T06:00:00Z,2026-05-15T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,25.6,0.7000000000000028,True,development_validation,4,True,True,False
2026-05-19,12h_prior,26.9,2026-05-17T18:00:00Z,2026-05-18T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.4,-0.5,True,development_validation,4,True,True,False
2026-05-19,24h_prior,27.0,2026-05-17T06:00:00Z,2026-05-17T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.4,-0.6000000000000014,True,development_validation,4,True,True,False
2026-05-19,6h_prior,27.1,2026-05-18T00:00:00Z,2026-05-18T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.4,-0.7000000000000028,True,development_validation,4,True,True,False
2026-05-19,event_day_open,27.2,2026-05-18T06:00:00Z,2026-05-18T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,26.4,-0.8000000000000007,True,development_validation,4,True,True,False
2026-05-20,12h_prior,28.6,2026-05-18T18:00:00Z,2026-05-19T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.7,2.099999999999998,True,development_validation,4,True,True,False
2026-05-20,24h_prior,27.9,2026-05-18T06:00:00Z,2026-05-18T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.7,2.8000000000000007,True,development_validation,4,True,True,False
2026-05-20,6h_prior,27.8,2026-05-19T00:00:00Z,2026-05-19T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.7,2.8999999999999986,True,development_validation,4,True,True,False
2026-05-20,event_day_open,28.6,2026-05-19T06:00:00Z,2026-05-19T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.7,2.099999999999998,True,development_validation,4,True,True,False
2026-05-21,12h_prior,27.3,2026-05-19T18:00:00Z,2026-05-20T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,4.199999999999999,True,development_validation,4,True,True,False
2026-05-21,24h_prior,26.5,2026-05-19T06:00:00Z,2026-05-19T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,5.0,True,development_validation,4,True,True,False
2026-05-21,6h_prior,28.8,2026-05-20T00:00:00Z,2026-05-20T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,2.6999999999999993,True,development_validation,4,True,True,False
2026-05-21,event_day_open,27.7,2026-05-20T06:00:00Z,2026-05-20T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,3.8000000000000007,True,development_validation,4,True,True,False
2026-05-22,12h_prior,29.0,2026-05-20T18:00:00Z,2026-05-21T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.4,2.3999999999999986,True,holdout,,False,False,False
2026-05-22,24h_prior,29.2,2026-05-20T06:00:00Z,2026-05-20T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.4,2.1999999999999993,True,holdout,,False,False,False
2026-05-22,6h_prior,29.2,2026-05-21T00:00:00Z,2026-05-21T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.4,2.1999999999999993,True,holdout,,False,False,False
2026-05-22,event_day_open,29.2,2026-05-21T06:00:00Z,2026-05-21T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.4,2.1999999999999993,True,holdout,,False,False,False
2026-05-23,12h_prior,29.1,2026-05-21T18:00:00Z,2026-05-22T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,1.1999999999999993,True,holdout,,False,False,False
2026-05-23,24h_prior,29.7,2026-05-21T06:00:00Z,2026-05-21T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,0.6000000000000014,True,holdout,,False,False,False
2026-05-23,6h_prior,29.2,2026-05-22T00:00:00Z,2026-05-22T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,1.1000000000000014,True,holdout,,False,False,False
2026-05-23,event_day_open,28.6,2026-05-22T06:00:00Z,2026-05-22T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,30.3,1.6999999999999993,True,holdout,,False,False,False
2026-05-24,12h_prior,29.7,2026-05-22T18:00:00Z,2026-05-23T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,1.8000000000000007,True,holdout,,False,False,False
2026-05-24,24h_prior,29.6,2026-05-22T06:00:00Z,2026-05-22T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,1.8999999999999986,True,holdout,,False,False,False
2026-05-24,6h_prior,30.1,2026-05-23T00:00:00Z,2026-05-23T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,1.3999999999999986,True,holdout,,False,False,False
2026-05-24,event_day_open,29.9,2026-05-23T06:00:00Z,2026-05-23T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,31.5,1.6000000000000014,True,holdout,,False,False,False
2026-05-25,12h_prior,29.8,2026-05-23T18:00:00Z,2026-05-24T04:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,32.0,2.1999999999999993,True,holdout,,False,False,False
2026-05-25,24h_prior,29.7,2026-05-23T06:00:00Z,2026-05-23T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,32.0,2.3000000000000007,True,holdout,,False,False,False
2026-05-25,6h_prior,30.0,2026-05-24T00:00:00Z,2026-05-24T10:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,32.0,2.0,True,holdout,,False,False,False
2026-05-25,event_day_open,30.1,2026-05-24T06:00:00Z,2026-05-24T16:00:00Z,24,historical_march_may,reconstructed_complete_hourly_path,forecast_hko_daily_max_C,True,True,32.0,1.8999999999999986,True,holdout,,False,False,False
