event_date,date_group_id,decision_rule,market_slug,contract_event_type_v2,target_Y_event,model,p_market_raw,p_model_raw,q_market,q_model,normalised_edge,absolute_normalised_edge,market_probability_sum_raw,model_probability_sum_raw,book_n_contracts
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_raw,0.07,0.1503471488461078,0.06635071090047394,0.1272118229932922,0.06086111209281826,0.06086111209281826,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_raw,0.27,0.1218471115345237,0.2559241706161138,0.1030973537159633,-0.1528268169001505,0.1528268169001505,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_raw,0.0025,0.0035187819813275,0.002369668246445498,0.0029773139962820665,0.0006076457498365687,0.0006076457498365687,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_raw,0.011,0.0149044478926233,0.01042654028436019,0.012610960711133075,0.0021844204267728855,0.0021844204267728855,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_raw,0.0085,0.0208256423273686,0.008056872037914694,0.017621005425134888,0.009564133387220194,0.009564133387220194,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_raw,0.0075,0.0130032409037134,0.007109004739336493,0.011002310272444844,0.0038933055331083505,0.0038933055331083505,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_raw,0.0025,0.00308200243108,0.002369668246445498,0.002607745811852787,0.0002380775654072893,0.0002380775654072893,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_raw,0.195,0.2747951438744516,0.18483412322274884,0.23250983786699173,0.04767571464424289,0.04767571464424289,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_raw,0.0315,0.059466863655244,0.029857819905213273,0.05031613962310919,0.02045831971789592,0.02045831971789592,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_raw,0.0015,0.0026162806299099,0.0014218009478672987,0.0022136889920908753,0.0007918880442235765,0.0007918880442235765,1.055,1.1818645885928034,11
2026-05-22,38,12h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_raw,0.455,0.5174579245164536,0.43127962085308064,0.437831820591705,0.006552199738624365,0.006552199738624365,1.055,1.1818645885928034,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_raw,0.08,0.1621138076787463,0.07586533902323377,0.14474616576372687,0.0688808267404931,0.0688808267404931,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_raw,0.31,0.1380347934246205,0.29397818871503084,0.12324679418915015,-0.1707313945258807,0.1707313945258807,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_raw,0.003,0.004105242756198,0.002844950213371266,0.0036654382313103784,0.0008204880179391123,0.0008204880179391123,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_raw,0.0035,0.0098833511967033,0.003319108582266477,0.008824524024838496,0.005505415442572019,0.005505415442572019,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_raw,0.006,0.0143277333874278,0.005689900426742532,0.012792768867811881,0.007102868441069349,0.007102868441069349,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_raw,0.003,0.0103967408810835,0.002844950213371266,0.009282913038215709,0.006437962824844443,0.006437962824844443,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_raw,0.003,0.0030471345579958,0.002844950213371266,0.0027206877079222745,-0.00012426250544899167,0.00012426250544899167,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_raw,0.21,0.1530449635402592,0.19914651493598862,0.13664888869799946,-0.06249762623798916,0.06249762623798916,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_raw,0.028,0.061414037617096,0.026552868658131817,0.05483460413661836,0.02828173547848654,0.02828173547848654,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_raw,0.003,0.0027876650130115,0.002844950213371266,0.0024890157590197986,-0.0003559344543514675,0.0003559344543514675,1.0545,1.119986887551613,11
2026-05-22,38,24h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_raw,0.405,0.5608314174984711,0.38406827880512096,0.5007481995833866,0.11667992077826561,0.11667992077826561,1.0545,1.119986887551613,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_raw,0.0355,0.0504001562353034,0.03530581800099453,0.03699022538064344,0.0016844073796489153,0.0016844073796489153,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_raw,0.255,0.2453209717551639,0.2536051715564396,0.1800486092435096,-0.07355656231292998,0.07355656231292998,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_raw,0.0005,0.0020615984284396,0.0004972650422675286,0.0015130705182009852,0.0010158054759334565,0.0010158054759334565,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_raw,0.0015,0.0066876979901798,0.0014917951268025858,0.004908307323086174,0.0034165121962835884,0.0034165121962835884,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_raw,0.0015,0.0093756348053658,0.0014917951268025858,0.006881066854593617,0.005389271727791032,0.005389271727791032,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_raw,0.0005,0.0064566186823587,0.0004972650422675286,0.004738711109193522,0.004241446066925994,0.004241446066925994,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_raw,0.0005,0.0018295577653361,0.0004972650422675286,0.0013427687360874567,0.0008455036938199281,0.0008455036938199281,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_raw,0.085,0.1908465548505832,0.08453505718547986,0.14006815860022118,0.05553310141474131,0.05553310141474131,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_raw,0.01,0.0153340138057125,0.009945300845350571,0.011254104531245387,0.0013088036858948156,0.0013088036858948156,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_raw,0.0005,0.0016615596026657,0.0004972650422675286,0.001219469715511024,0.0007222046732434955,0.0007222046732434955,1.0055,1.3625263354485324,11
2026-05-22,38,6h_prior,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_raw,0.615,0.8325519715274238,0.6116360019890601,0.6110355079877077,-0.0006004940013524251,0.0006004940013524251,1.0055,1.3625263354485324,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-28c,interior_bin,0,catboost_raw,0.0165,0.0316447688604916,0.015766841853798376,0.026374452297942354,0.010607610444143978,0.010607610444143978,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0,catboost_raw,0.185,0.1239390280118753,0.1767797419971333,0.10329745167561212,-0.07348229032152119,0.07348229032152119,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-23c,interior_bin,0,catboost_raw,0.0005,0.0022614687203344,0.0004777830864787387,0.0018848296585984858,0.001407046572119747,0.001407046572119747,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-26c,interior_bin,0,catboost_raw,0.001,0.006717380452922,0.0009555661729574774,0.005598626145881395,0.004643059972923918,0.004643059972923918,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-25c,interior_bin,0,catboost_raw,0.0005,0.0089381580644776,0.0004777830864787387,0.007449541645960723,0.006971758559481984,0.006971758559481984,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-24c,interior_bin,0,catboost_raw,0.0005,0.0069051083091915,0.0004777830864787387,0.005755088637739141,0.005277305551260402,0.005277305551260402,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-22c,interior_bin,0,catboost_raw,0.0005,0.0020446249834335,0.0004777830864787387,0.0017041004259024405,0.0012263173394237018,0.0012263173394237018,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0,catboost_raw,0.095,0.1886781878988606,0.09077878643096035,0.15725454934871017,0.06647576291774981,0.06647576291774981,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-27c,interior_bin,0,catboost_raw,0.0015,0.0120960560765784,0.001433349259436216,0.010081503688379182,0.008648154428942966,0.008648154428942966,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-21corbelow,lower_tail_endpoint,0,catboost_raw,0.0005,0.0018286982972843,0.0004777830864787387,0.0015241355126239943,0.0010463524261452555,0.0010463524261452555,1.0465,1.1998265785015152,11
2026-05-22,38,event_day_open,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,1,catboost_raw,0.745,0.8147730988260661,0.7118967988533206,0.67907572096265,-0.03282107789067057,0.03282107789067057,1.0465,1.1998265785015152,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-29c,interior_bin,0,catboost_raw,0.075,0.1385574612779545,0.06970260223048327,0.05503402453613258,-0.014668577694350697,0.014668577694350697,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-32c,interior_bin,0,catboost_raw,0.33,0.708364135453653,0.30669144981412644,0.28135712686643555,-0.02533432294769089,0.02533432294769089,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-27c,interior_bin,0,catboost_raw,0.005,0.0174991340421598,0.004646840148698886,0.006950529862158517,0.002303689713459631,0.002303689713459631,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-26c,interior_bin,0,catboost_raw,0.0015,0.010223017501276,0.0013940520446096656,0.004060508837340051,0.002666456792730385,0.002666456792730385,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-24c,interior_bin,0,catboost_raw,0.0005,0.010525983053906,0.00046468401486988856,0.004180844570278997,0.0037161605554091085,0.0037161605554091085,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-28c,interior_bin,0,catboost_raw,0.033,0.0624010483357754,0.030669144981412644,0.024785246449502182,-0.005883898531910462,0.005883898531910462,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-25c,interior_bin,0,catboost_raw,0.0005,0.0132537695464708,0.00046468401486988856,0.005264301696127964,0.004799617681258076,0.004799617681258076,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,1,catboost_raw,0.125,0.1332669801886152,0.11617100371747213,0.05293268359502967,-0.06323832012244246,0.06323832012244246,1.0759999999999998,2.5176690682867404,11
2026-05-23,39,12h_prior,highest-temperature-in-hong-kong-on-may-23-2026-31c,interior_bin,0,catboost_raw,0.19,0.8504901235085459,0.17657992565055766,0.33780854450712205,0.1612286188565644,0.1612286188565644,1.0759999999999998,2.5176690682867404,11
