issue_type,run_init_utc,model,status_code,error,request_url,event_date,decision_rule,selected_run_init_utc,decision_cutoff_utc
forecast_run_fetch_failed,2026-03-25T00:00,ecmwf_ifs,400.0,"HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-25T00:00Z"",""error"":true}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-25T00%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-25T18:00,ecmwf_ifs,400.0,"HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-25T18:00Z"",""error"":true}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-25T18%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-26T18:00,ecmwf_ifs,400.0,"HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-26T18:00Z""}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-26T18%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-27T18:00,ecmwf_ifs,400.0,"HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-27T18:00Z""}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-27T18%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-28T00:00,ecmwf_ifs,400.0,"HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-28T00:00Z"",""error"":true}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-28T00%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-28T18:00,ecmwf_ifs,400.0,"HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-28T18:00Z""}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-28T18%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
forecast_run_fetch_failed,2026-03-29T00:00,ecmwf_ifs,400.0,"HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2026-03-29T00:00Z"",""error"":true}",https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.302219&longitude=114.174637&run=2026-03-29T00%3A00&hourly=temperature_2m%2Crelative_humidity_2m%2Cdew_point_2m%2Ccloud_cover%2Cwind_speed_10m%2Cwind_direction_10m%2Cprecipitation&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&forecast_days=10&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601,,,,
missing_daily_max_for_event_date,,,,,,2026-03-16,12h_prior,2026-03-14T18:00:00+00:00,2026-03-15T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-16,6h_prior,2026-03-15T00:00:00+00:00,2026-03-15T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-16,event_day_open,2026-03-15T06:00:00+00:00,2026-03-15T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-17,24h_prior,2026-03-15T06:00:00+00:00,2026-03-15T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-17,12h_prior,2026-03-15T18:00:00+00:00,2026-03-16T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-17,event_day_open,2026-03-16T06:00:00+00:00,2026-03-16T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-18,24h_prior,2026-03-16T06:00:00+00:00,2026-03-16T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-18,event_day_open,2026-03-17T06:00:00+00:00,2026-03-17T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-19,24h_prior,2026-03-17T06:00:00+00:00,2026-03-17T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-19,12h_prior,2026-03-17T18:00:00+00:00,2026-03-18T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-19,6h_prior,2026-03-18T00:00:00+00:00,2026-03-18T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-19,event_day_open,2026-03-18T06:00:00+00:00,2026-03-18T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-21,24h_prior,2026-03-19T06:00:00+00:00,2026-03-19T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-21,6h_prior,2026-03-20T00:00:00+00:00,2026-03-20T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-21,event_day_open,2026-03-20T06:00:00+00:00,2026-03-20T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-22,24h_prior,2026-03-20T06:00:00+00:00,2026-03-20T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-22,6h_prior,2026-03-21T00:00:00+00:00,2026-03-21T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-23,6h_prior,2026-03-22T00:00:00+00:00,2026-03-22T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-24,12h_prior,2026-03-22T18:00:00+00:00,2026-03-23T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-24,6h_prior,2026-03-23T00:00:00+00:00,2026-03-23T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-25,12h_prior,2026-03-23T18:00:00+00:00,2026-03-24T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-25,6h_prior,2026-03-24T00:00:00+00:00,2026-03-24T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-25,event_day_open,2026-03-24T06:00:00+00:00,2026-03-24T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-26,24h_prior,2026-03-24T06:00:00+00:00,2026-03-24T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-26,12h_prior,2026-03-24T18:00:00+00:00,2026-03-25T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-26,6h_prior,2026-03-25T00:00:00+00:00,2026-03-25T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-27,12h_prior,2026-03-25T18:00:00+00:00,2026-03-26T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-27,6h_prior,2026-03-26T00:00:00+00:00,2026-03-26T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-28,12h_prior,2026-03-26T18:00:00+00:00,2026-03-27T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-29,12h_prior,2026-03-27T18:00:00+00:00,2026-03-28T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-29,6h_prior,2026-03-28T00:00:00+00:00,2026-03-28T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-30,12h_prior,2026-03-28T18:00:00+00:00,2026-03-29T04:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-30,6h_prior,2026-03-29T00:00:00+00:00,2026-03-29T10:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-03-30,event_day_open,2026-03-29T06:00:00+00:00,2026-03-29T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-04-01,event_day_open,2026-03-31T06:00:00+00:00,2026-03-31T16:00:00+00:00
missing_daily_max_for_event_date,,,,,,2026-04-02,24h_prior,2026-03-31T06:00:00+00:00,2026-03-31T16:00:00+00:00
