feature_set,candidate_id,event_date,n_rows,outcome_rate,date_mean_brier,date_mean_log_score
weather_only,cb_d4_lr03_l2_12,2026-05-03,44,0.09090909090909091,0.07003007271147593,0.20722534636686432
weather_only,cb_d4_lr03_l2_12,2026-05-04,44,0.09090909090909091,0.001627052664981561,0.015677547039051196
weather_only,cb_d4_lr03_l2_12,2026-05-05,44,0.09090909090909091,0.10060941872333956,0.3377368707759668
weather_only,cb_d4_lr03_l2_12,2026-05-06,33,0.09090909090909091,0.12337760142221901,0.5898218732049711
weather_only,cb_d4_lr03_l2_12,2026-05-07,44,0.09090909090909091,0.05326596751555571,0.17201840270032673
weather_only,cb_d4_lr03_l2_12,2026-05-08,44,0.09090909090909091,0.11209211062530859,0.3592750595541521
weather_only,cb_d4_lr03_l2_12,2026-05-09,44,0.09090909090909091,0.07215661160152412,0.22182867134259832
weather_only,cb_d4_lr03_l2_12,2026-05-10,44,0.09090909090909091,0.07215732539919627,0.22111236310981336
weather_only,cb_d4_lr03_l2_12,2026-05-11,44,0.09090909090909091,0.08874079804559903,0.2748108716120075
weather_only,cb_d4_lr03_l2_12,2026-05-12,44,0.09090909090909091,0.12497764664805143,0.4079973166868831
weather_only,cb_d4_lr03_l2_12,2026-05-13,44,0.09090909090909091,0.03779405265666563,0.13965840224409495
weather_only,cb_d4_lr03_l2_12,2026-05-14,44,0.09090909090909091,0.0035414492617159136,0.032981872490204685
weather_only,cb_d4_lr03_l2_12,2026-05-15,44,0.09090909090909091,0.16701910291325867,0.6522051562564282
weather_only,cb_d4_lr03_l2_12,2026-05-16,44,0.09090909090909091,0.14232177078726918,0.5201021485520401
weather_only,cb_d4_lr03_l2_12,2026-05-21,33,0.09090909090909091,0.12776900764722623,0.4024157908287566
